ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
38,2009,2009-12-07,12,25.251,GNB,,BAL,W 27-14,,7,4,44,11.00,0,57.1%,6.29,,0,0,0.0,0,0
39,2009,2009-12-13,13,25.257,GNB,@,CHI,W 21-14,,1,,,,,0.0%,,,,,,,
40,2009,2009-12-20,14,25.264,GNB,@,PIT,L 36-37,,6,2,36,18.00,1,33.3%,6.00,,1,6,0.0,0,0
41,2009,2009-12-27,15,25.271,GNB,,SEA,W 48-10,*,3,1,6,6.00,0,33.3%,2.00,,0,0,0.0,0,0
42,2009,2010-01-03,16,25.278,GNB,@,ARI,W 33-7,,6,3,17,5.67,0,50.0%,2.83,,0,0,0.0,1,0
43,2010,2010-09-12,1,26.165,GNB,@,PHI,W 27-20,,3,2,10,5.00,0,66.7%,3.33,,0,0,0.0,0,0
44,2010,2010-09-19,2,26.172,GNB,,BUF,W 34-7,,7,3,32,10.67,1,42.9%,4.57,,1,6,0.0,0,0
45,2010,2010-09-27,3,26.180,GNB,@,CHI,L 17-20,,5,5,55,11.00,0,100.0%,11.00,,0,0,0.0,0,0
46,2010,2010-10-03,4,26.186,GNB,,DET,W 28-26,,1,1,15,15.00,0,100.0%,15.00,,0,0,0.0,0,0
47,2010,2010-10-10,5,26.193,GNB,@,WAS,L 13-16,,8,4,65,16.25,0,50.0%,8.13,,0,0,0.0,0,0
48,2010,2010-10-17,6,26.200,GNB,,MIA,L 20-23,,3,0,0,,0,0.0%,0.00,,0,0,0.0,1,0
49,2010,2010-10-24,7,26.207,GNB,,MIN,W 28-24,,8,4,107,26.75,0,50.0%,13.38,,0,0,0.0,0,0
50,2010,2010-10-31,8,26.214,GNB,@,NYJ,W 9-0,,5,,,,,0.0%,,,,,,,
51,2010,2010-11-07,9,26.221,GNB,,DAL,W 45-7,*,9,8,123,15.38,1,88.9%,13.67,,1,6,0.0,0,0
52,2010,2010-11-21,10,26.235,GNB,@,MIN,W 31-3,,5,3,51,17.00,1,60.0%,10.20,,1,6,0.0,0,0
53,2010,2010-11-28,11,26.242,GNB,@,ATL,L 17-20,,8,5,44,8.80,0,62.5%,5.50,,0,0,0.0,0,0
54,2010,2010-12-05,12,26.249,GNB,,SFO,W 34-16,,4,2,8,4.00,0,50.0%,2.00,,0,0,0.0,0,0
55,2010,2010-12-12,13,26.256,GNB,@,DET,L 3-7,*,4,3,30,10.00,0,75.0%,7.50,,0,0,0.0,0,0
56,2010,2010-12-19,14,26.263,GNB,@,NWE,L 27-31,*,8,5,95,19.00,1,62.5%,11.88,,1,6,0.0,0,0
57,2010,2010-12-26,15,26.270,GNB,,NYG,W 45-17,,7,4,36,9.00,1,57.1%,5.14,,1,6,0.0,0,0
58,2010,2011-01-02,16,26.277,GNB,,CHI,W 10-3,,2,1,8,8.00,0,50.0%,4.00,,0,0,0.0,0,0
59,2011,2011-09-08,1,27.161,GNB,,NOR,W 42-34,,1,1,1,1.00,0,100.0%,1.00,,0,0,0.0,0,0
60,2011,2011-09-18,2,27.171,GNB,@,CAR,W 30-23,,2,1,15,15.00,0,50.0%,7.50,,0,0,0.0,0,0
61,2011,2011-09-25,3,27.178,GNB,@,CHI,W 27-17,,6,4,24,6.00,0,66.7%,4.00,,0,0,0.0,0,0
62,2011,2011-10-02,4,27.185,GNB,,DEN,W 49-23,,4,3,48,16.00,1,75.0%,12.00,,1,6,0.0,0,0
63,2011,2011-10-09,5,27.192,GNB,@,ATL,W 25-14,,7,5,140,28.00,1,71.4%,20.00,,1,6,0.0,0,0
64,2011,2011-10-16,6,27.199,GNB,,STL,W 24-3,,1,1,35,35.00,1,100.0%,35.00,,1,6,0.0,0,0
65,2011,2011-10-23,7,27.206,GNB,@,MIN,W 33-27,,4,4,63,15.75,0,100.0%,15.75,,0,0,0.0,0,0
66,2011,2011-11-06,8,27.220,GNB,@,SDG,W 45-38,,1,1,21,21.00,1,100.0%,21.00,,1,6,0.0,0,0
67,2011,2011-11-14,9,27.228,GNB,,MIN,W 45-7,,1,1,9,9.00,0,100.0%,9.00,,0,0,0.0,0,0
68,2011,2011-11-20,10,27.234,GNB,,TAM,W 35-26,,3,0,0,,0,0.0%,0.00,,0,0,0.0,1,0
69,2011,2011-11-24,11,27.238,GNB,@,DET,W 27-15,,4,3,94,31.33,1,75.0%,23.50,,1,6,0.0,0,0
70,2011,2011-12-04,12,27.248,GNB,@,NYG,W 38-35,,,,,,,0.0%,,,,,,,
71,2011,2011-12-11,13,27.255,GNB,,OAK,W 46-16,,3,2,29,14.50,0,66.7%,9.67,,0,0,0.0,0,0
72,2011,2011-12-18,14,27.262,GNB,@,KAN,L 14-19,,4,2,17,8.50,0,50.0%,4.25,,0,0,0.0,0,0
73,2011,2011-12-25,15,27.269,GNB,,CHI,W 35-21,,6,4,50,12.50,2,66.7%,8.33,,2,12,0.0,0,0
74,2011,2012-01-01,16,27.276,GNB,,DET,W 45-41,,8,6,89,14.83,0,75.0%,11.13,,0,0,0.0,0,0
75,2012,2012-09-09,1,28.162,GNB,,SFO,L 22-30,*,6,4,81,20.25,1,66.7%,13.50,,1,6,0.0,0,0
76,2012,2012-09-13,2,28.166,GNB,,CHI,W 23-10,*,5,2,-1,-0.50,0,40.0%,-0.20,,0,0,0.0,0,0
77,2012,2012-09-24,3,28.177,GNB,@,SEA,L 12-14,*,6,5,55,11.00,0,83.3%,9.17,,0,0,0.0,0,0
78,2012,2012-09-30,4,28.183,GNB,,NOR,W 28-27,*,6,5,56,11.20,2,83.3%,9.33,,2,12,0.0,0,0
79,2012,2012-10-07,5,28.190,GNB,@,IND,L 27-30,*,7,4,46,11.50,2,57.1%,6.57,,2,12,0.0,0,0
80,2012,2012-10-14,6,28.197,GNB,@,HOU,W 42-24,*,7,3,33,11.00,2,42.9%,4.71,,2,12,0.0,0,0
81,2012,2012-10-21,7,28.204,GNB,@,STL,W 30-20,*,10,6,53,8.83,0,60.0%,5.30,,0,0,0.0,0,0
82,2012,2012-10-28,8,28.211,GNB,,JAX,W 24-15,*,9,7,78,11.14,0,77.8%,8.67,,0,0,0.0,0,0
83,2012,2012-11-04,9,28.218,GNB,,ARI,W 31-17,*,7,4,61,15.25,1,57.1%,8.71,,1,6,0.0,0,0
84,2012,2012-11-18,10,28.232,GNB,@,DET,W 24-20,*,4,2,33,16.50,0,50.0%,8.25,,0,0,0.0,0,0
85,2012,2012-11-25,11,28.239,GNB,@,NYG,L 10-38,*,,,,,,0.0%,,,,,,,
86,2012,2012-12-02,12,28.246,GNB,,MIN,W 23-14,*,2,2,40,20.00,1,100.0%,20.00,,1,6,0.0,0,0
87,2012,2012-12-09,13,28.253,GNB,,DET,W 27-20,*,5,2,27,13.50,0,40.0%,5.40,,0,0,0.0,0,0
88,2012,2012-12-16,14,28.260,GNB,@,CHI,W 21-13,*,7,5,60,12.00,3,71.4%,8.57,,3,18,0.0,0,0
89,2012,2012-12-23,15,28.267,GNB,,TEN,W 55-7,*,10,7,100,14.29,1,70.0%,10.00,,1,6,0.0,0,0
90,2012,2012-12-30,16,28.274,GNB,@,MIN,L 34-37,*,7,6,62,10.33,1,85.7%,8.86,,1,6,0.0,0,0
91,2013,2013-09-08,1,29.161,GNB,@,SFO,L 28-34,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
92,2013,2013-09-15,2,29.168,GNB,,WAS,W 38-20,*,12,11,178,16.18,0,91.7%,14.83,,0,0,0.0,0,0
93,2013,2013-09-22,3,29.175,GNB,@,CIN,L 30-34,*,8,4,34,8.50,1,50.0%,4.25,,1,6,0.0,0,0
94,2013,2013-10-06,4,29.189,GNB,,DET,W 22-9,*,6,4,127,31.75,1,66.7%,21.17,,1,6,0.0,0,0
95,2013,2013-10-13,5,29.196,GNB,@,BAL,W 19-17,*,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0
96,2013,2013-11-04,8,29.218,GNB,,CHI,L 20-27,*,3,1,17,17.00,0,33.3%,5.67,,0,0,0.0,0,0
97,2013,2013-11-10,9,29.224,GNB,,PHI,L 13-27,*,7,4,44,11.00,0,57.1%,6.29,,0,0,0.0,0,0
98,2013,2013-11-17,10,29.231,GNB,@,NYG,L 13-27,*,6,2,55,27.50,0,33.3%,9.17,,0,0,0.0,0,1
99,2013,2013-11-24,11,29.238,GNB,,MIN,T 26-26,*,12,7,80,11.43,0,58.3%,6.67,,0,0,0.0,0,0
100,2013,2013-11-28,12,29.242,GNB,@,DET,L 10-40,*,5,3,79,26.33,0,60.0%,15.80,,0,0,0.0,0,0
101,2013,2013-12-08,13,29.252,GNB,,ATL,W 22-21,*,5,4,19,4.75,0,80.0%,3.80,,0,0,0.0,0,0
102,2013,2013-12-15,14,29.259,GNB,@,DAL,W 37-36,*,7,3,49,16.33,1,42.9%,7.00,,1,6,0.0,0,0
103,2013,2013-12-22,15,29.266,GNB,,PIT,L 31-38,*,12,9,84,9.33,0,75.0%,7.00,,0,0,0.0,0,0
104,2013,2013-12-29,16,29.273,GNB,@,CHI,W 33-28,*,7,6,41,6.83,0,85.7%,5.86,,0,0,0.0,0,0
105,2014,2014-09-07,1,30.160,OAK,@,NYJ,L 14-19,,3,3,34,11.33,1,100.0%,11.33,,1,6,0.0,0,0
106,2014,2014-09-14,2,30.167,OAK,,HOU,L 14-30,,15,9,112,12.44,1,60.0%,7.47,,1,6,0.0,0,0
107,2014,2014-09-21,3,30.174,OAK,@,NWE,L 9-16,,5,3,43,14.33,0,60.0%,8.60,,0,0,0.0,0,0
108,2014,2014-09-28,4,30.181,OAK,,MIA,L 14-38,*,6,6,83,13.83,0,100.0%,13.83,,0,0,0.0,0,0
109,2014,2014-10-12,5,30.195,OAK,,SDG,L 28-31,*,7,5,56,11.20,1,71.4%,8.00,,1,6,0.0,0,0
110,2014,2014-10-19,6,30.202,OAK,,ARI,L 13-24,*,8,4,35,8.75,0,50.0%,4.38,,0,0,0.0,0,0
111,2014,2014-10-26,7,30.209,OAK,@,CLE,L 13-23,*,11,6,62,10.33,0,54.5%,5.64,,0,0,0.0,0,0
112,2014,2014-11-02,8,30.216,OAK,@,SEA,L 24-30,,5,3,18,6.00,0,60.0%,3.60,,0,0,0.0,0,0
113,2014,2014-11-09,9,30.223,OAK,,DEN,L 17-41,,12,8,20,2.50,0,66.7%,1.67,,0,0,0.0,0,0
114,2014,2014-11-16,10,30.230,OAK,@,SDG,L 6-13,*,5,2,35,17.50,0,40.0%,7.00,,0,0,0.0,0,0
115,2014,2014-11-20,11,30.234,OAK,,KAN,W 24-20,*,6,5,47,9.40,1,83.3%,7.83,,1,6,0.0,0,0
116,2014,2014-11-30,12,30.244,OAK,@,STL,L 0-52,*,8,6,33,5.50,0,75.0%,4.13,,0,0,0.0,0,0
117,2014,2014-12-07,13,30.251,OAK,,SFO,W 24-13,*,2,2,11,5.50,0,100.0%,5.50,,0,0,0.0,0,0
118,2014,2014-12-14,14,30.258,OAK,@,KAN,L 13-31,*,11,8,57,7.13,1,72.7%,5.18,,1,6,0.0,0,0
119,2014,2014-12-21,15,30.265,OAK,,BUF,W 26-24,*,5,1,3,3.00,1,20.0%,0.60,,1,6,0.0,0,0
120,2014,2014-12-28,16,30.272,OAK,@,DEN,L 14-47,,3,2,17,8.50,0,66.7%,5.67,,0,0,0.0,0,0
121,2015,2015-09-13,1,31.166,GNB,@,CHI,W 31-23,*,4,4,51,12.75,2,100.0%,12.75,,2,12,0.0,0,0
122,2015,2015-09-20,2,31.173,GNB,,SEA,W 27-17,*,3,1,29,29.00,1,33.3%,9.67,,1,6,0.0,0,0
123,2015,2015-09-28,3,31.181,GNB,,KAN,W 38-28,*,8,7,139,19.86,1,87.5%,17.38,,1,6,0.0,0,0
124,2015,2015-10-04,4,31.187,GNB,@,SFO,W 17-3,*,6,5,98,19.60,0,83.3%,16.33,,0,0,0.0,0,0
125,2015,2015-10-11,5,31.194,GNB,,STL,W 24-10,*,3,2,77,38.50,1,66.7%,25.67,,1,6,0.0,0,0
126,2015,2015-10-18,6,31.201,GNB,,SDG,W 27-20,*,5,2,30,15.00,1,40.0%,6.00,,1,6,0.0,0,0
127,2015,2015-11-01,7,31.215,GNB,@,DEN,L 10-29,*,2,1,2,2.00,0,50.0%,1.00,,0,0,0.0,0,0
128,2015,2015-11-08,8,31.222,GNB,@,CAR,L 29-37,,6,2,57,28.50,0,33.3%,9.50,,0,0,0.0,0,0
129,2015,2015-11-15,9,31.229,GNB,,DET,L 16-18,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
130,2015,2015-11-22,10,31.236,GNB,@,MIN,W 30-13,*,11,6,109,18.17,1,54.5%,9.91,1,1,8,0.0,0,0
131,2015,2015-11-26,11,31.240,GNB,,CHI,L 13-17,*,6,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
132,2015,2015-12-03,12,31.247,GNB,@,DET,W 27-23,*,3,1,19,19.00,0,33.3%,6.33,,0,0,0.0,0,0
133,2015,2015-12-13,13,31.257,GNB,,DAL,W 28-7,*,7,4,49,12.25,0,57.1%,7.00,,0,0,0.0,0,0
134,2015,2015-12-20,14,31.264,GNB,@,OAK,W 30-20,*,9,6,82,13.67,1,66.7%,9.11,,1,6,0.0,0,0
135,2015,2015-12-27,15,31.271,GNB,@,ARI,L 8-38,*,11,5,46,9.20,0,45.5%,4.18,1,0,2,0.0,0,0
136,2015,2016-01-03,16,31.278,GNB,,MIN,L 13-20,*,13,4,102,25.50,0,30.8%,7.85,,0,0,0.0,0,0
