ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
17,1992,1992-09-06,1,25.244,RAM,@,BUF,L 7-40,0,0,,0,,0,0,,0,0.0%,,2,50,25.00,0,2,5,2.50,0,0,0
18,1992,1992-09-13,2,25.251,RAM,,NWE,W 14-0,0,0,,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,6,39,6.50,0,0,0
19,1992,1992-09-20,3,25.258,RAM,@,MIA,L 10-26,0,0,,0,,0,0,,0,0.0%,,5,103,20.60,0,1,10,10.00,0,0,0
20,1992,1992-09-27,4,25.265,RAM,,NYJ,W 18-10,1,9,9.00,0,1,1,8,8.00,0,100.0%,8.00,1,0,0.00,0,2,10,5.00,0,0,0
21,1992,1992-10-04,5,25.272,RAM,@,SFO,L 24-27,0,0,,0,1,1,16,16.00,0,100.0%,16.00,3,64,21.33,0,2,15,7.50,0,0,0
22,1992,1992-10-11,6,25.279,RAM,@,NOR,L 10-13,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,10,10.00,0,0,0
23,1992,1992-10-18,7,25.286,RAM,,NYG,W 38-17,0,0,,0,,0,0,,0,0.0%,,2,53,26.50,0,4,28,7.00,0,0,0
24,1992,1992-11-01,8,25.300,RAM,@,ATL,L 28-30,0,0,,0,,0,0,,0,0.0%,,6,127,21.17,0,2,24,12.00,0,0,0
25,1992,1992-11-08,9,25.307,RAM,,PHO,L 14-20,0,0,,0,2,1,11,11.00,0,50.0%,5.50,3,42,14.00,0,2,29,14.50,0,0,0
26,1992,1992-11-15,10,25.314,RAM,@,DAL,W 27-23,1,5,5.00,0,,0,0,,0,0.0%,,2,40,20.00,0,1,5,5.00,0,0,0
27,1992,1992-11-22,11,25.321,RAM,,SFO,L 10-27,0,0,,0,,0,0,,0,0.0%,,3,50,16.67,0,2,5,2.50,0,0,0
28,1992,1992-11-29,12,25.328,RAM,,MIN,L 17-31,0,0,,0,1,0,0,,0,0.0%,0.00,2,40,20.00,0,3,27,9.00,0,0,0
29,1993,1993-10-17,6,26.284,DET,,SEA,W 30-10,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,2,27,13.50,0,0,0
30,1993,1993-10-24,7,26.291,DET,@,RAM,W 16-13,0,0,,0,,0,0,,0,0.0%,,2,70,35.00,0,1,4,4.00,0,0,0
31,1993,1993-10-31,8,26.298,DET,@,MIN,W 30-27,0,0,,0,,0,0,,0,0.0%,,5,142,28.40,0,3,72,24.00,0,0,0
32,1993,1993-11-07,9,26.305,DET,,TAM,W 23-0,0,0,,0,,0,0,,0,0.0%,,1,20,20.00,0,6,17,2.83,0,0,0
33,1993,1993-11-21,10,26.319,DET,@,GNB,L 17-26,0,0,,0,,0,0,,0,0.0%,,5,60,12.00,0,2,11,5.50,0,0,0
34,1993,1993-11-25,11,26.323,DET,,CHI,L 6-10,0,0,,0,,0,0,,0,0.0%,,2,38,19.00,0,3,21,7.00,0,0,0
35,1993,1993-12-26,15,26.354,DET,@,CHI,W 20-14,,,,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
36,1993,1994-01-02,16,26.361,TAM,,SDG,L 17-32,0,0,,0,,0,0,,0,0.0%,,6,61,10.17,0,0,0,,0,0,0
37,1994,1994-09-04,1,27.241,TAM,@,CHI,L 9-21,0,0,,0,0,0,0,,0,0.0%,,4,58,14.50,0,4,15,3.75,0,0,0
38,1994,1994-09-11,2,27.248,TAM,,IND,W 24-10,0,0,,0,0,0,0,,0,0.0%,,2,29,14.50,0,1,8,8.00,0,0,0
39,1994,1994-09-18,3,27.255,TAM,,NOR,L 7-9,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,28,9.33,0,0,0
40,1994,1994-09-25,4,27.262,TAM,@,GNB,L 3-30,0,0,,0,0,0,0,,0,0.0%,,4,75,18.75,0,0,0,,0,0,0
41,1994,1994-10-02,5,27.269,TAM,,DET,W 24-14,3,15,5.00,0,0,0,0,,0,0.0%,,1,19,19.00,0,3,92,30.67,1,1,6
42,1994,1994-10-09,6,27.276,TAM,@,ATL,L 13-34,0,0,,0,0,0,0,,0,0.0%,,7,151,21.57,0,2,8,4.00,0,0,0
43,1994,1994-10-30,8,27.297,TAM,,MIN,L 13-36,0,0,,0,0,0,0,,0,0.0%,,8,242,30.25,0,1,0,0.00,0,0,0
44,1994,1994-11-06,9,27.304,TAM,,CHI,L 6-20,0,0,,0,0,0,0,,0,0.0%,,3,63,21.00,0,1,-6,-6.00,0,0,0
45,1994,1994-11-13,10,27.311,TAM,@,DET,L 9-14,0,0,,0,0,0,0,,0,0.0%,,2,32,16.00,0,2,18,9.00,0,0,0
46,1994,1994-11-20,11,27.318,TAM,@,SEA,L 21-22,1,-2,-2.00,0,0,0,0,,0,0.0%,,4,75,18.75,0,1,5,5.00,0,0,0
47,1994,1994-12-18,15,27.346,TAM,@,WAS,W 17-14,0,0,,0,0,0,0,,0,0.0%,,2,47,23.50,0,3,50,16.67,0,0,0
48,1994,1994-12-24,16,27.352,TAM,,GNB,L 19-34,0,0,,0,0,0,0,,0,0.0%,,6,95,15.83,0,0,0,,0,0,0
49,1995,1995-10-15,6,28.282,DET,@,GNB,L 21-30,0,0,,0,0,0,0,,0,0.0%,,3,71,23.67,0,3,14,4.67,0,0,0
50,1995,1995-10-22,7,28.289,DET,@,WAS,L 30-36,0,0,,0,0,0,0,,0,0.0%,,3,64,21.33,0,1,0,0.00,0,0,0
51,1995,1995-10-29,8,28.296,DET,,GNB,W 24-16,0,0,,0,0,0,0,,0,0.0%,,1,24,24.00,0,0,0,,0,0,0
52,1995,1995-11-05,9,28.303,DET,@,ATL,L 22-34,0,0,,0,0,0,0,,0,0.0%,,4,70,17.50,0,0,0,,0,0,0
53,1995,1995-11-12,10,28.310,DET,,TAM,W 27-24,0,0,,0,0,0,0,,0,0.0%,,3,55,18.33,0,1,16,16.00,0,0,0
54,1995,1995-11-19,11,28.317,DET,@,CHI,W 24-17,0,0,,0,0,0,0,,0,0.0%,,3,39,13.00,0,1,9,9.00,0,0,0
