ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
44,2012,2012-10-07,4,25.179,IND,,GNB,W 30-27,*,17,84,4.94,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,1,0,2,0.0,0,0
45,2012,2012-10-28,7,25.200,IND,@,TEN,W 19-13,,14,80,5.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
46,2012,2012-11-04,8,25.207,IND,,MIA,W 23-20,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
47,2012,2012-11-08,9,25.211,IND,@,JAX,W 27-10,,14,42,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
48,2012,2012-11-18,10,25.221,IND,@,NWE,L 24-59,,4,17,4.25,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
49,2012,2012-11-25,11,25.228,IND,,BUF,W 20-13,,10,26,2.60,0,1,1,23,23.00,0,100.0%,23.00,0,0,,0,,0,0,0.0,0,0
50,2012,2012-12-02,12,25.235,IND,@,DET,W 35-33,,6,13,2.17,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
51,2013,2013-09-08,1,26.150,IND,,OAK,W 21-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
52,2013,2013-09-15,2,26.157,IND,,MIA,L 20-24,,7,30,4.29,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
53,2013,2013-09-22,3,26.164,IND,@,SFO,W 27-7,,3,25,8.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
54,2013,2013-09-29,4,26.171,IND,@,JAX,W 37-3,,3,65,21.67,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0
55,2013,2013-10-06,5,26.178,IND,,SEA,W 34-28,,6,37,6.17,1,2,2,3,1.50,0,100.0%,1.50,0,0,,0,,1,6,0.0,0,0
56,2013,2013-10-14,6,26.186,IND,@,SDG,L 9-19,,3,15,5.00,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,0,0,0.0,0,0
57,2013,2013-10-20,7,26.192,IND,,DEN,W 39-33,,11,23,2.09,0,3,3,42,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,1,0
58,2013,2013-11-03,8,26.206,IND,@,HOU,W 27-24,,6,49,8.17,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
59,2013,2013-11-10,9,26.213,IND,,STL,L 8-38,,2,-1,-0.50,0,5,5,64,12.80,1,100.0%,12.80,0,0,,0,,1,6,0.0,1,0
60,2013,2013-11-14,10,26.217,IND,@,TEN,W 30-27,,14,80,5.71,2,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,2,12,0.0,0,0
61,2013,2013-11-24,11,26.227,IND,@,ARI,L 11-40,,2,1,0.50,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,,0,0,0.0,1,0
62,2013,2013-12-01,12,26.234,IND,,TEN,W 22-14,*,14,54,3.86,1,3,2,10,5.00,0,66.7%,3.33,0,0,,0,,1,6,0.0,0,0
63,2013,2013-12-08,13,26.241,IND,@,CIN,L 28-42,*,4,11,2.75,0,6,4,18,4.50,0,66.7%,3.00,0,0,,0,,0,0,0.0,0,0
64,2013,2013-12-15,14,26.248,IND,,HOU,W 25-3,*,5,38,7.60,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
65,2013,2013-12-22,15,26.255,IND,@,KAN,W 23-7,*,10,79,7.90,1,3,2,31,15.50,1,66.7%,10.33,0,0,,0,,2,12,0.0,0,0
66,2013,2013-12-29,16,26.262,IND,,JAX,W 30-10,*,12,31,2.58,1,3,3,4,1.33,0,100.0%,1.33,0,0,,0,,1,6,0.0,0,0
67,2014,2014-09-08,1,27.150,SDG,@,ARI,L 17-18,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
68,2014,2014-09-14,2,27.156,SDG,,SEA,W 30-21,,7,21,3.00,0,4,3,10,3.33,0,75.0%,2.50,0,0,,0,,0,0,0.0,0,0
69,2014,2014-09-21,3,27.163,SDG,@,BUF,W 22-10,*,31,62,2.00,0,6,5,27,5.40,0,83.3%,4.50,0,0,,0,,0,0,0.0,0,0
70,2014,2014-09-28,4,27.170,SDG,,JAX,W 33-14,*,10,19,1.90,0,6,4,35,8.75,0,66.7%,5.83,0,0,,0,,0,0,0.0,0,0
71,2014,2014-10-05,5,27.177,SDG,,NYJ,W 31-0,*,9,26,2.89,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
72,2014,2014-11-02,9,27.205,SDG,@,MIA,L 0-37,,4,23,5.75,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
73,2014,2014-11-16,10,27.219,SDG,,OAK,W 13-6,,1,0,0.00,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
74,2014,2014-11-23,11,27.226,SDG,,STL,W 27-24,,1,7,7.00,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,2,0
75,2014,2014-11-30,12,27.233,SDG,@,BAL,W 34-33,,1,-2,-2.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,1,0
76,2014,2014-12-07,13,27.240,SDG,,NWE,L 14-23,,0,0,,0,6,5,49,9.80,0,83.3%,8.17,1,8,8.00,0,,0,0,0.0,1,0
77,2014,2014-12-14,14,27.247,SDG,,DEN,L 10-22,,5,18,3.60,0,6,4,38,9.50,0,66.7%,6.33,0,0,,0,,0,0,0.0,1,0
78,2014,2014-12-20,15,27.253,SDG,@,SFO,W 38-35,,4,12,3.00,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0.0,0,0
79,2014,2014-12-28,16,27.261,SDG,@,KAN,L 7-19,,10,39,3.90,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
80,2015,2015-10-25,7,28.197,SDG,,OAK,L 29-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
81,2015,2015-11-09,9,28.212,SDG,,CHI,L 19-22,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
82,2015,2015-11-22,10,28.225,SDG,,KAN,L 3-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
83,2015,2015-11-29,11,28.232,SDG,@,JAX,W 31-25,,3,2,0.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
84,2015,2015-12-06,12,28.239,SDG,,DEN,L 3-17,,7,26,3.71,0,1,1,31,31.00,0,100.0%,31.00,0,0,,0,,0,0,0.0,0,0
85,2015,2015-12-13,13,28.246,SDG,@,KAN,L 3-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
86,2015,2015-12-20,14,28.253,SDG,,MIA,W 30-14,,12,90,7.50,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,0,0,0.0,0,0
87,2015,2015-12-24,15,28.257,SDG,@,OAK,L 20-23,*,14,17,1.21,1,4,3,33,11.00,0,75.0%,8.25,0,0,,0,,1,6,0.0,0,0
88,2015,2016-01-03,16,28.267,SDG,@,DEN,L 20-27,*,21,81,3.86,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,,0,0,0.0,0,0
