ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
19,2011,2011-10-30,7,27.200,DEN,,DET,L 10-45,,3,1,28,28.00,0,33.3%,9.33,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2011,2011-11-06,8,27.207,DEN,@,OAK,W 38-24,,0,,,,,0.0%,,,,,,,,,,,,,,
21,2011,2011-11-13,9,27.214,DEN,@,KAN,W 17-10,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2011,2011-11-17,10,27.218,DEN,,NYJ,W 17-13,,,,,,,0.0%,,,,,,,,,,,,,,
23,2011,2011-11-27,11,27.228,DEN,@,SDG,W 16-13,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2011,2011-12-04,12,27.235,DEN,@,MIN,W 35-32,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
25,2011,2011-12-11,13,27.242,DEN,,CHI,W 13-10,,8,4,75,18.75,0,50.0%,9.38,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2011,2011-12-18,14,27.249,DEN,,NWE,L 23-41,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2011,2011-12-24,15,27.255,DEN,@,BUF,L 14-40,,2,1,11,11.00,0,50.0%,5.50,7,138,19.71,0,0,0,,0,0,0,0.0,0,0
28,2011,2012-01-01,16,27.263,DEN,,KAN,L 3-7,,1,0,0,,0,0.0%,0.00,1,25,25.00,0,0,0,,0,0,0,0.0,0,0
29,2012,2012-09-09,1,28.149,DEN,,PIT,W 31-19,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2012,2012-09-17,2,28.157,DEN,@,ATL,L 21-27,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2012,2012-09-23,3,28.163,DEN,,HOU,L 25-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2012,2012-10-07,5,28.177,DEN,@,NWE,L 21-31,,,,,,,0.0%,,,,,,,,,,,,,,
33,2012,2012-10-15,6,28.185,DEN,@,SDG,W 35-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2012,2012-10-28,7,28.198,DEN,,NOR,W 34-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2012,2012-11-04,8,28.205,DEN,@,CIN,W 31-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2012,2012-11-11,9,28.212,DEN,@,CAR,W 36-14,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2012,2012-11-18,10,28.219,DEN,,SDG,W 30-23,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2012,2012-11-25,11,28.226,DEN,@,KAN,W 17-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2012,2012-12-02,12,28.233,DEN,,TAM,W 31-23,,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2012,2012-12-06,13,28.237,DEN,@,OAK,W 26-13,,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2012,2012-12-16,14,28.247,DEN,@,BAL,W 34-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2012,2012-12-23,15,28.254,DEN,,CLE,W 34-12,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2012,2012-12-30,16,28.261,DEN,,KAN,W 38-3,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
