ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2012,2012-09-23,3,24.160,NYJ,@,MIA,W 23-20,,1,-1,-1.00,0,0,0,0,,0,0.0%,,3,62,20.67,0,0,0,,0,0,0,0.0,0,0
28,2012,2012-09-30,4,24.167,NYJ,,SFO,L 0-34,,0,0,,0,0,0,0,,0,0.0%,,2,73,36.50,0,0,0,,0,0,0,0.0,0,0
29,2012,2012-10-08,5,24.175,NYJ,,HOU,L 17-23,,4,5,1.25,0,0,0,0,,0,0.0%,,4,141,35.25,1,0,0,,0,0,6,0.0,0,0
30,2012,2012-10-14,6,24.181,NYJ,,IND,W 35-9,,3,71,23.67,0,0,0,0,,0,0.0%,,1,34,34.00,0,0,0,,0,0,0,0.0,0,0
31,2012,2012-10-21,7,24.188,NYJ,@,NWE,L 26-29,,7,23,3.29,0,0,0,0,,0,0.0%,,4,116,29.00,0,0,0,,0,0,0,0.0,0,0
32,2012,2012-10-28,8,24.195,NYJ,,MIA,L 9-30,,0,0,,0,0,0,0,,0,0.0%,,1,24,24.00,0,0,0,,0,0,0,0.0,0,0
33,2012,2012-11-18,10,24.216,NYJ,@,STL,W 27-13,,4,14,3.50,0,2,1,18,18.00,0,50.0%,9.00,1,42,42.00,0,0,0,,0,0,0,0.0,0,0
34,2012,2012-11-22,11,24.220,NYJ,,NWE,L 19-49,,1,6,6.00,0,0,0,0,,0,0.0%,,7,168,24.00,0,0,0,,0,0,0,0.0,0,0
35,2012,2012-12-02,12,24.230,NYJ,,ARI,W 7-6,,2,8,4.00,0,0,0,0,,0,0.0%,,1,27,27.00,0,0,0,,0,0,0,0.0,0,0
36,2012,2012-12-09,13,24.237,NYJ,@,JAX,W 17-10,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
37,2012,2012-12-17,14,24.245,NYJ,@,TEN,L 10-14,,4,29,7.25,0,0,0,0,,0,0.0%,,2,52,26.00,0,0,0,,0,0,0,0.0,0,0
38,2012,2012-12-23,15,24.251,NYJ,,SDG,L 17-27,,1,7,7.00,0,0,0,0,,0,0.0%,,4,122,30.50,0,0,0,,0,0,0,0.0,0,0
39,2012,2012-12-30,16,24.258,NYJ,@,BUF,L 9-28,,1,2,2.00,0,0,0,0,,0,0.0%,,4,75,18.75,0,0,0,,0,0,0,0.0,0,0
40,2014,2014-09-07,1,26.144,KAN,,TEN,L 10-26,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
41,2014,2014-09-21,3,26.158,KAN,@,MIA,W 34-15,,1,3,3.00,0,7,6,64,10.67,2,85.7%,9.14,3,65,21.67,0,0,0,,0,2,12,0.0,1,0
