ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
46,1965,1965-10-17,6,25.244,SDG,@,BOS,T 13-13,*,10,22,45.45,168,1,1,68.0,0,0,7.64,6.50,4,2,0.50,0,0,0,,0,0,0,0,0,,0
47,1965,1965-10-23,7,25.250,SDG,@,NYJ,W 34-9,*,16,28,57.14,182,1,1,73.8,0,0,6.50,5.61,0,0,,0,0,0,,0,0,0,0,0,,0
48,1965,1965-10-31,8,25.258,SDG,,BOS,L 6-22,*,13,26,50.00,119,0,3,23.2,0,0,4.58,-0.62,0,0,,0,0,0,,0,0,0,0,0,,0
49,1965,1965-11-07,9,25.265,SDG,@,DEN,W 35-21,*,13,23,56.52,256,3,2,98.9,0,0,11.13,9.83,0,0,,0,0,0,,0,0,0,0,0,,0
50,1965,1965-11-14,10,25.272,SDG,@,KAN,L 7-31,*,7,18,38.89,152,1,4,48.6,0,0,8.44,-0.44,1,-4,-4.00,0,0,0,,0,0,0,0,0,,0
51,1965,1965-11-25,11,25.283,SDG,,BUF,T 20-20,*,18,37,48.65,315,0,2,55.6,0,0,8.51,6.08,5,12,2.40,0,0,0,,0,0,0,5,180,36.00,0
52,1965,1965-12-04,12,25.292,SDG,,NYJ,W 38-7,*,13,19,68.42,236,3,1,128.5,0,0,12.42,13.21,3,6,2.00,0,0,0,,0,0,0,2,89,44.50,0
53,1965,1965-12-12,13,25.300,SDG,@,HOU,W 37-26,*,11,25,44.00,146,1,1,59.7,0,0,5.84,4.84,6,48,8.00,1,0,0,,0,1,6,4,156,39.00,0
54,1965,1965-12-19,14,25.307,SDG,,OAK,W 24-14,*,8,15,53.33,192,2,1,110.4,0,0,12.80,12.47,2,14,7.00,0,0,0,,0,0,0,0,0,,0
55,1966,1966-09-04,1,26.201,SDG,,BUF,W 27-7,*,14,18,77.78,160,2,0,140.7,0,0,8.89,11.11,4,6,1.50,0,1,4,4.00,0,0,0,0,0,,0
56,1966,1966-09-10,2,26.207,SDG,,BOS,W 24-0,*,10,28,35.71,155,1,0,66.8,0,0,5.54,6.25,6,30,5.00,0,0,0,,0,0,0,0,0,,0
57,1966,1966-09-25,3,26.222,SDG,@,OAK,W 29-20,*,10,20,50.00,162,1,1,73.3,0,0,8.10,6.85,4,39,9.75,1,0,0,,0,1,6,0,0,,0
58,1966,1966-10-02,4,26.229,SDG,,MIA,W 44-10,*,6,11,54.55,62,0,1,33.1,0,0,5.64,1.55,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
59,1966,1966-10-08,5,26.235,SDG,@,NYJ,L 16-17,,22,41,53.66,331,1,0,88.6,0,0,8.07,8.56,4,3,0.75,0,0,0,,0,0,0,0,0,,0
60,1966,1966-10-16,6,26.243,SDG,@,BUF,T 17-17,*,11,20,55.00,185,2,0,119.8,0,0,9.25,11.25,2,7,3.50,0,0,0,,0,0,0,0,0,,0
61,1966,1966-10-23,7,26.250,SDG,@,BOS,L 17-35,*,19,36,52.78,289,2,2,74.9,0,0,8.03,6.64,3,-12,-4.00,0,0,0,,0,0,0,0,0,,0
62,1966,1966-10-30,8,26.257,SDG,,DEN,W 24-17,*,19,26,73.08,180,2,0,117.5,0,0,6.92,8.46,3,-6,-2.00,0,1,-17,-17.00,0,0,0,0,0,,0
63,1966,1966-11-06,9,26.264,SDG,@,KAN,L 14-24,*,17,31,54.84,230,2,2,73.3,0,0,7.42,5.81,1,0,0.00,0,0,0,,0,0,0,0,0,,0
64,1966,1966-11-13,10,26.271,SDG,,OAK,L 19-41,*,8,16,50.00,91,1,1,62.2,0,0,5.69,4.13,0,0,,0,0,0,,0,0,0,0,0,,0
65,1966,1966-11-27,11,26.285,SDG,@,DEN,L 17-20,,13,30,43.33,181,2,1,71.7,0,0,6.03,5.87,3,2,0.67,0,0,0,,0,0,0,0,0,,0
66,1966,1966-12-04,12,26.292,SDG,@,HOU,W 28-22,*,20,35,57.14,341,4,3,92.7,0,0,9.74,8.17,1,3,3.00,0,0,0,,0,0,0,0,0,,0
67,1966,1966-12-11,13,26.299,SDG,,NYJ,W 42-27,*,14,27,51.85,240,2,1,91.6,0,0,8.89,8.70,3,28,9.33,1,0,0,,0,1,6,0,0,,0
68,1966,1966-12-18,14,26.306,SDG,,KAN,L 17-27,*,17,36,47.22,239,1,2,55.2,0,0,6.64,4.69,3,-2,-0.67,0,0,0,,0,0,0,0,0,,0
69,1967,1967-09-09,1,27.206,SDG,,BOS,W 28-14,*,15,29,51.72,242,2,1,88.6,0,0,8.34,8.17,4,28,7.00,0,0,0,,0,0,0,0,0,,0
70,1967,1967-09-24,2,27.221,SDG,,HOU,W 13-3,*,20,39,51.28,213,1,1,65.4,0,0,5.46,4.82,2,9,4.50,0,0,0,,0,0,0,2,70,35.00,0
71,1967,1967-10-01,3,27.228,SDG,@,BUF,W 37-17,*,18,31,58.06,282,2,0,109.9,0,0,9.10,10.39,3,10,3.33,0,0,0,,0,0,0,0,0,,0
72,1967,1967-10-08,4,27.235,SDG,,BOS,T 31-31,*,17,29,58.62,249,3,0,121.2,0,0,8.59,10.66,4,20,5.00,1,0,0,,0,1,6,0,0,,0
73,1967,1967-10-15,5,27.242,SDG,,KAN,W 45-31,*,17,32,53.13,307,2,1,94.1,0,0,9.59,9.44,3,-7,-2.33,1,0,0,,0,1,6,0,0,,0
74,1967,1967-10-22,6,27.249,SDG,@,DEN,W 38-21,*,15,34,44.12,345,3,2,86.0,0,0,10.15,9.26,2,-15,-7.50,0,0,0,,0,0,0,0,0,,0
75,1967,1967-10-29,7,27.256,SDG,@,OAK,L 10-51,*,19,39,48.72,318,1,3,53.2,0,0,8.15,5.21,0,0,,0,0,0,,0,0,0,0,0,,0
76,1967,1967-11-12,8,27.270,SDG,,MIA,W 24-0,*,14,27,51.85,216,2,4,63.7,0,0,8.00,2.81,3,22,7.33,0,0,0,,0,0,0,0,0,,0
77,1967,1967-11-19,9,27.277,SDG,@,KAN,W 17-16,*,11,23,47.83,139,1,1,63.5,0,0,6.04,4.96,5,-4,-0.80,0,0,0,,0,0,0,0,0,,0
78,1967,1967-11-23,10,27.281,SDG,,DEN,W 24-20,*,13,26,50.00,202,0,1,60.1,0,0,7.77,6.04,1,5,5.00,0,0,0,,0,0,0,0,0,,0
79,1967,1967-12-03,11,27.291,SDG,,OAK,L 21-41,*,18,40,45.00,315,2,3,57.8,0,0,7.88,5.50,5,40,8.00,1,0,0,,0,1,6,0,0,,0
80,1967,1967-12-10,12,27.298,SDG,@,MIA,L 24-41,*,9,21,42.86,166,2,4,62.9,0,0,7.90,1.24,4,-10,-2.50,0,0,0,,0,0,0,0,0,,0
81,1967,1967-12-16,13,27.304,SDG,@,HOU,L 17-24,*,23,40,57.50,198,2,0,87.3,0,0,4.95,5.95,1,9,9.00,0,0,0,,0,0,0,0,0,,0
82,1967,1967-12-24,14,27.312,SDG,,NYJ,L 31-42,*,8,17,47.06,173,1,1,78.8,0,0,10.18,8.71,0,0,,0,0,0,,0,0,0,0,0,,0
83,1968,1968-09-06,1,28.204,SDG,,CIN,W 29-13,*,20,37,54.05,325,2,0,101.7,0,0,8.78,9.86,1,0,0.00,0,0,0,,0,0,0,0,0,,0
84,1968,1968-09-21,2,28.219,SDG,,HOU,W 30-14,*,17,28,60.71,265,1,2,74.3,0,0,9.46,6.96,3,1,0.33,0,0,0,,0,0,0,0,0,,0
85,1968,1968-09-29,3,28.227,SDG,@,CIN,W 31-10,*,9,22,40.91,132,2,1,72.5,0,0,6.00,5.77,3,-7,-2.33,2,0,0,,0,2,12,0,0,,0
86,1968,1968-10-05,4,28.233,SDG,@,NYJ,L 20-23,*,17,37,45.95,326,3,3,70.3,0,0,8.81,6.78,2,-11,-5.50,0,0,0,,0,0,0,0,0,,0
87,1968,1968-10-13,5,28.241,SDG,@,OAK,W 23-14,*,14,32,43.75,220,1,1,64.6,0,0,6.88,6.09,0,0,,0,0,0,,0,0,0,0,0,,0
88,1968,1968-10-20,6,28.248,SDG,,DEN,W 55-24,*,9,18,50.00,321,4,1,112.3,0,0,17.83,19.78,1,5,5.00,0,0,0,,0,0,0,0,0,,0
89,1968,1968-10-27,7,28.255,SDG,@,KAN,L 20-27,*,19,36,52.78,297,2,4,59.4,0,0,8.25,4.36,0,0,,0,0,0,,0,0,0,0,0,,0
90,1968,1968-11-03,8,28.262,SDG,,MIA,W 34-28,*,17,28,60.71,228,2,2,80.7,0,0,8.14,6.36,3,10,3.33,0,0,0,,0,0,0,0,0,,0
91,1968,1968-11-10,9,28.269,SDG,@,BOS,W 27-17,*,5,23,21.74,152,1,2,32.9,0,0,6.61,3.57,2,-2,-1.00,0,0,0,,0,0,0,0,0,,0
92,1968,1968-11-17,10,28.276,SDG,@,BUF,W 21-6,*,11,22,50.00,223,2,3,76.7,0,0,10.14,5.82,1,0,0.00,0,0,0,,0,0,0,0,0,,0
93,1968,1968-11-24,11,28.283,SDG,,NYJ,L 15-37,*,19,46,41.30,190,1,4,24.7,0,0,4.13,0.65,1,2,2.00,0,0,0,,0,0,0,0,0,,0
94,1968,1968-12-01,12,28.290,SDG,@,DEN,W 47-23,*,21,35,60.00,325,5,1,118.5,0,0,9.29,10.86,2,4,2.00,0,0,0,,0,0,0,0,0,,0
95,1968,1968-12-08,13,28.297,SDG,,KAN,L 3-40,*,9,24,37.50,110,0,6,12.8,0,0,4.58,-6.67,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
96,1968,1968-12-15,14,28.304,SDG,,OAK,L 27-34,*,21,52,40.38,359,1,2,54.9,0,0,6.90,5.56,3,13,4.33,0,0,0,,0,0,0,0,0,,0
97,1969,1969-09-14,1,29.211,SDG,,KAN,L 9-27,*,16,29,55.17,220,0,4,40.1,0,0,7.59,1.38,3,9,3.00,1,0,0,,0,1,6,0,0,,0
98,1969,1969-09-21,2,29.218,SDG,@,CIN,L 20-34,*,12,30,40.00,229,0,1,53.3,0,0,7.63,6.13,2,4,2.00,0,0,0,,0,0,0,0,0,,0
99,1969,1969-09-28,3,29.225,SDG,,NYJ,W 34-27,*,19,31,61.29,281,3,0,123.2,0,0,9.06,11.00,4,14,3.50,0,0,0,,0,0,0,0,0,,0
100,1969,1969-10-04,4,29.231,SDG,,CIN,W 21-14,*,17,27,62.96,238,0,1,75.8,0,0,8.81,7.15,0,0,,0,0,0,,0,0,0,0,0,,0
101,1969,1969-10-11,5,29.238,SDG,@,MIA,W 21-14,*,13,28,46.43,195,2,1,78.7,0,0,6.96,6.79,2,23,11.50,0,0,0,,0,0,0,0,0,,0
102,1969,1969-10-19,6,29.246,SDG,@,BOS,W 13-10,*,15,26,57.69,163,0,0,76.3,0,0,6.27,6.27,7,19,2.71,1,0,0,,0,1,6,0,0,,0
103,1969,1969-10-26,7,29.253,SDG,,OAK,L 12-24,*,12,45,26.67,167,1,3,22.2,0,0,3.71,1.16,1,14,14.00,0,0,0,,0,0,0,0,0,,0
104,1969,1969-11-02,8,29.260,SDG,@,DEN,L 0-13,*,8,20,40.00,51,0,0,47.9,0,0,2.55,2.55,4,23,5.75,0,0,0,,0,0,0,0,0,,0
105,1969,1969-11-16,10,29.274,SDG,@,OAK,L 16-21,*,12,32,37.50,127,0,0,49.9,0,0,3.97,3.97,1,-5,-5.00,0,0,0,,0,0,0,0,0,,0
106,1969,1969-11-27,12,29.285,SDG,@,HOU,W 21-17,,12,17,70.59,144,0,0,96.2,0,0,8.47,8.47,1,3,3.00,0,0,0,,0,0,0,0,0,,0
107,1969,1969-12-07,13,29.295,SDG,,BOS,W 28-18,,6,10,60.00,176,2,1,104.2,0,0,17.60,17.10,1,5,5.00,0,0,0,,0,0,0,0,0,,0
108,1969,1969-12-14,14,29.302,SDG,,BUF,W 45-6,*,16,29,55.17,262,2,0,108.7,0,0,9.03,10.41,0,0,,0,0,0,,0,0,0,0,0,,0
109,1970,1970-09-20,1,30.217,SDG,,BAL,L 14-16,*,17,36,47.22,255,2,0,89.5,0,0,7.08,8.19,1,12,12.00,0,0,0,,0,0,0,0,0,,0
110,1970,1970-09-27,2,30.224,SDG,,OAK,T 27-27,*,10,25,40.00,242,3,2,82.0,0,0,9.68,8.48,5,37,7.40,0,0,0,,0,0,0,0,0,,0
111,1970,1970-10-04,3,30.231,SDG,@,RAM,L 10-37,*,7,14,50.00,69,0,4,24.7,0,0,4.93,-7.93,1,8,8.00,0,0,0,,0,0,0,0,0,,0
112,1970,1970-10-12,4,30.239,SDG,,GNB,L 20-22,*,6,19,31.58,53,0,3,1.3,0,0,2.79,-4.32,4,32,8.00,0,0,0,,0,0,0,0,0,,0
113,1970,1970-10-18,5,30.245,SDG,@,CHI,W 20-7,,10,14,71.43,166,2,0,150.6,0,0,11.86,14.71,1,0,0.00,0,0,0,,0,0,0,0,0,,0
114,1970,1970-10-25,6,30.252,SDG,,HOU,T 31-31,*,4,15,26.67,55,1,1,36.8,0,0,3.67,2.00,2,4,2.00,0,0,0,,0,0,0,0,0,,0
115,1970,1970-11-01,7,30.259,SDG,@,CLE,W 27-10,*,13,21,61.90,206,1,0,110.4,0,0,9.81,10.76,2,19,9.50,0,0,0,,0,0,0,0,0,,0
116,1970,1970-11-08,8,30.266,SDG,,DEN,W 24-21,*,14,21,66.67,185,3,0,133.9,0,0,8.81,11.67,3,30,10.00,0,0,0,,0,0,0,0,0,,0
117,1970,1970-11-15,9,30.273,SDG,@,BOS,W 16-14,*,16,36,44.44,238,2,0,85.2,0,0,6.61,7.72,1,-2,-2.00,0,0,0,,0,0,0,1,30,30.00,0
118,1970,1970-11-22,10,30.280,SDG,@,OAK,L 17-20,*,12,27,44.44,187,2,2,61.8,0,0,6.93,5.07,1,24,24.00,0,0,0,,0,0,0,0,0,,0
119,1970,1970-11-29,11,30.287,SDG,@,KAN,L 14-26,*,15,26,57.69,155,1,2,55.8,0,0,5.96,3.27,4,3,0.75,0,0,0,,0,0,0,0,0,,0
120,1970,1970-12-06,12,30.294,SDG,,CIN,L 14-17,,14,27,51.85,156,1,1,66.3,0,0,5.78,4.85,1,2,2.00,1,0,0,,0,1,6,0,0,,0
121,1970,1970-12-13,13,30.301,SDG,@,DEN,T 17-17,*,8,19,42.11,144,1,0,86.3,0,0,7.58,8.63,1,10,10.00,0,0,0,,0,0,0,0,0,,0
122,1970,1970-12-20,14,30.308,SDG,,KAN,W 31-13,*,16,27,59.26,277,3,0,131.2,0,0,10.26,12.48,1,9,9.00,0,0,0,,0,0,0,0,0,,0
123,1971,1971-09-19,1,31.216,SDG,,KAN,W 21-14,*,17,37,45.95,260,2,1,76.4,0,0,7.03,6.89,1,2,2.00,0,0,0,,0,0,0,0,0,,0
124,1971,1971-09-26,2,31.223,SDG,,OAK,L 0-34,*,14,29,48.28,174,0,5,27.7,0,0,6.00,-1.76,1,6,6.00,0,0,0,,0,0,0,0,0,,0
125,1971,1971-10-03,3,31.230,SDG,@,PIT,L 17-21,*,25,36,69.44,283,1,2,78.8,0,0,7.86,5.92,5,4,0.80,0,0,0,,0,0,0,0,0,,0
126,1971,1971-10-10,4,31.237,SDG,@,KAN,L 10-31,*,12,23,52.17,125,1,2,46.5,0,0,5.43,2.39,3,8,2.67,0,0,0,,0,0,0,0,0,,0
127,1971,1971-10-17,5,31.244,SDG,@,DEN,L 16-20,*,18,44,40.91,236,1,1,56.6,0,0,5.36,4.80,1,3,3.00,0,0,0,,0,0,0,0,0,,0
128,1971,1971-10-23,6,31.250,SDG,,BUF,W 20-3,*,14,28,50.00,215,2,1,84.7,0,0,7.68,7.50,0,0,,0,0,0,,0,0,0,0,0,,0
129,1971,1971-10-31,7,31.258,SDG,,NYJ,W 49-21,*,19,27,70.37,358,4,1,137.0,0,0,13.26,14.56,3,38,12.67,1,0,0,,0,1,6,0,0,,0
130,1971,1971-11-07,8,31.265,SDG,@,NYG,L 17-35,*,16,31,51.61,194,1,2,55.0,0,0,6.26,4.00,1,0,0.00,0,0,0,,0,0,0,0,0,,0
131,1971,1971-11-15,9,31.273,SDG,,STL,W 20-17,*,20,28,71.43,216,1,1,90.8,0,0,7.71,6.82,2,5,2.50,0,0,0,,0,0,0,0,0,,0
132,1971,1971-11-21,10,31.279,SDG,@,OAK,L 33-34,*,20,36,55.56,321,2,1,92.5,0,0,8.92,8.78,1,9,9.00,0,0,0,,0,0,0,0,0,,0
133,1971,1971-11-28,11,31.286,SDG,@,CIN,L 0-31,*,5,18,27.78,49,0,4,0.0,0,0,2.72,-7.28,0,0,,0,0,0,,0,0,0,0,0,,0
134,1971,1971-12-05,12,31.293,SDG,,MIN,W 30-14,*,20,29,68.97,165,2,1,91.9,0,0,5.69,5.52,0,0,,0,0,0,,0,0,0,0,0,,0
135,1971,1971-12-12,13,31.300,SDG,,DEN,W 45-17,*,21,36,58.33,332,4,0,126.2,0,0,9.22,11.44,0,0,,0,0,0,,0,0,0,0,0,,0
136,1971,1971-12-19,14,31.307,SDG,@,HOU,L 33-49,*,12,29,41.38,147,0,3,18.1,0,0,5.07,0.41,0,0,,0,0,0,,0,0,0,0,0,,0
137,1972,1972-09-17,1,32.215,SDG,@,SFO,L 3-34,*,11,25,44.00,109,0,2,23.6,0,0,4.36,0.76,1,3,3.00,0,1,4,4.00,0,0,0,0,0,,0
138,1972,1972-09-24,2,32.222,SDG,,DEN,W 37-14,*,15,32,46.88,188,2,1,73.4,0,0,5.88,5.72,0,0,,0,0,0,,0,0,0,0,0,,0
139,1972,1972-10-01,3,32.229,SDG,@,OAK,T 17-17,*,9,13,69.23,156,0,1,77.7,0,0,12.00,8.54,3,27,9.00,0,0,0,,0,0,0,0,0,,0
140,1972,1972-10-08,4,32.236,SDG,@,BAL,W 23-20,*,12,20,60.00,148,0,3,43.3,0,0,7.40,0.65,2,5,2.50,0,0,0,,0,0,0,0,0,,0
141,1972,1972-10-15,5,32.243,SDG,@,MIA,L 10-24,*,12,22,54.55,117,1,2,47.0,0,0,5.32,2.14,1,16,16.00,0,0,0,,0,0,0,0,0,,0
142,1972,1972-10-22,6,32.250,SDG,@,DET,L 20-34,*,12,27,44.44,161,2,2,57.8,0,0,5.96,4.11,0,0,,0,0,0,,0,0,0,0,0,,0
143,1972,1972-10-29,7,32.257,SDG,,KAN,L 14-26,*,18,36,50.00,231,1,3,45.0,0,0,6.42,3.22,0,0,,0,0,0,,0,0,0,0,0,,0
144,1972,1972-11-05,8,32.264,SDG,,DAL,L 28-34,*,11,26,42.31,211,4,3,71.2,0,0,8.12,6.00,2,-1,-0.50,0,0,0,,0,0,0,0,0,,0
145,1972,1972-11-13,9,32.272,SDG,,CLE,L 17-21,*,12,21,57.14,140,1,1,73.5,0,0,6.67,5.48,3,11,3.67,0,0,0,,0,0,0,0,0,,0
