ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
41,2015,2016-01-03,16,26.013,HOU,,JAX,W 30-6,,4,26,6.50,1,5,4,28,7.00,1,80.0%,5.60,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,2,12,0.0,0,0
42,2016,2016-09-11,1,26.265,HOU,,CHI,W 23-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
43,2016,2016-09-18,2,26.272,HOU,,KAN,W 19-12,,1,8,8.00,0,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
44,2016,2016-09-22,3,26.276,HOU,@,NWE,L 0-27,,3,4,1.33,0,4,4,15,3.75,0,100.0%,3.75,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
45,2016,2016-10-30,8,26.314,HOU,,DET,W 20-13,,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
46,2016,2016-11-27,11,26.342,HOU,,SDG,L 13-21,,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
47,2016,2016-12-04,12,26.349,HOU,@,GNB,L 13-21,,5,43,8.60,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
48,2016,2016-12-11,13,26.356,HOU,@,IND,W 22-17,,1,6,6.00,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
49,2016,2016-12-18,14,26.363,HOU,,JAX,W 21-20,,1,3,3.00,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
50,2016,2016-12-24,15,27.003,HOU,,CIN,W 12-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
51,2016,2017-01-01,16,27.011,HOU,@,TEN,L 17-24,,8,16,2.00,0,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
