ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
12,2000,2000-11-26,12,24.111,OAK,,ATL,W 41-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,113,37.67,0
13,2000,2000-12-03,13,24.118,OAK,@,PIT,L 20-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,170,42.50,0
14,2000,2000-12-10,14,24.125,OAK,,NYJ,W 31-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,7,311,44.43,0
15,2000,2000-12-16,15,24.131,OAK,@,SEA,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,185,46.25,0
16,2000,2000-12-24,16,24.139,OAK,,CAR,W 52-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,1,38,38.00,0
17,2001,2001-09-09,1,25.033,OAK,@,KAN,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,185,46.25,0
18,2001,2001-09-23,2,25.047,OAK,@,MIA,L 15-18,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,7,345,49.29,0
19,2001,2001-09-30,3,25.054,OAK,,SEA,W 38-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,267,44.50,0
20,2001,2001-10-07,4,25.061,OAK,,DAL,W 28-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,140,46.67,0
21,2001,2001-10-14,5,25.068,OAK,@,IND,W 23-18,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,262,52.40,0
22,2001,2001-10-28,6,25.082,OAK,@,PHI,W 20-10,,1,2,2.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,228,45.60,0
23,2001,2001-11-05,7,25.090,OAK,,DEN,W 38-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,86,43.00,0
24,2001,2001-11-11,8,25.096,OAK,@,SEA,L 27-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,138,46.00,0
25,2001,2001-11-18,9,25.103,OAK,,SDG,W 34-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,239,47.80,0
26,2001,2001-11-25,10,25.110,OAK,@,NYG,W 28-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,227,45.40,0
27,2001,2001-12-02,11,25.117,OAK,,ARI,L 31-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,228,45.60,0
28,2001,2001-12-09,12,25.124,OAK,,KAN,W 28-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,222,44.40,0
29,2001,2001-12-15,13,25.130,OAK,@,SDG,W 13-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,162,40.50,0
30,2001,2001-12-22,14,25.137,OAK,,TEN,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,227,45.40,0
31,2001,2001-12-30,15,25.145,OAK,@,DEN,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,180,45.00,0
32,2001,2002-01-06,16,25.152,OAK,,NYJ,L 22-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,239,47.80,1
33,2002,2002-09-29,3,26.053,OAK,,TEN,W 52-25,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,134,44.67,0
34,2002,2002-10-06,4,26.060,OAK,@,BUF,W 49-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,250,50.00,0
35,2002,2002-10-13,5,26.067,OAK,@,STL,L 13-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,150,50.00,0
36,2002,2002-10-20,6,26.074,OAK,,SDG,L 21-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,181,45.25,0
37,2002,2002-10-27,7,26.081,OAK,@,KAN,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,84,28.00,0
38,2002,2002-11-03,8,26.088,OAK,,SFO,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,131,43.67,0
39,2002,2002-11-11,9,26.096,OAK,@,DEN,W 34-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,95,47.50,0
40,2002,2002-11-17,10,26.102,OAK,,NWE,W 27-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,113,37.67,0
41,2002,2002-11-24,11,26.109,OAK,@,ARI,W 41-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,211,42.20,0
42,2002,2002-12-02,12,26.117,OAK,,NYJ,W 26-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,150,37.50,0
43,2002,2002-12-08,13,26.123,OAK,@,SDG,W 27-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,189,37.80,0
44,2002,2002-12-15,14,26.130,OAK,@,MIA,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,243,48.60,0
45,2002,2002-12-22,15,26.137,OAK,,DEN,W 28-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,244,40.67,0
46,2002,2002-12-28,16,26.143,OAK,,KAN,W 24-0,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,76,38.00,0
47,2003,2003-09-07,1,27.031,OAK,@,TEN,L 20-25,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,7,353,50.43,0
48,2003,2003-09-14,2,27.038,OAK,,CIN,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,325,54.17,0
49,2003,2003-09-22,3,27.046,OAK,@,DEN,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,8,418,52.25,0
50,2003,2003-09-28,4,27.052,OAK,,SDG,W 34-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,284,47.33,0
51,2003,2003-10-05,5,27.059,OAK,@,CHI,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,166,55.33,0
52,2003,2003-10-12,6,27.066,OAK,@,CLE,L 7-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,277,46.17,0
53,2003,2003-10-20,7,27.074,OAK,,KAN,L 10-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,268,44.67,0
54,2003,2003-11-02,8,27.087,OAK,@,DET,L 13-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,205,51.25,0
55,2003,2003-11-09,9,27.094,OAK,,NYJ,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,178,44.50,0
56,2003,2003-11-16,10,27.101,OAK,,MIN,W 28-18,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,154,38.50,0
57,2003,2003-11-23,11,27.108,OAK,@,KAN,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,180,36.00,0
58,2003,2003-11-30,12,27.115,OAK,,DEN,L 8-22,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,220,44.00,0
59,2003,2003-12-07,13,27.122,OAK,@,PIT,L 7-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,403,44.78,0
60,2003,2003-12-14,14,27.129,OAK,,BAL,W 20-12,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,391,43.44,0
61,2003,2003-12-22,15,27.137,OAK,,GNB,L 7-41,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,257,51.40,0
62,2003,2003-12-28,16,27.143,OAK,@,SDG,L 14-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,424,47.11,0
63,2004,2004-09-12,1,28.036,OAK,@,PIT,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,132,44.00,0
64,2004,2004-09-19,2,28.043,OAK,,BUF,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,249,49.80,0
65,2004,2004-09-26,3,28.050,OAK,,TAM,W 30-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,100,50.00,0
66,2004,2004-10-03,4,28.057,OAK,@,HOU,L 17-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,146,48.67,0
67,2004,2004-10-10,5,28.064,OAK,@,IND,L 14-35,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,222,55.50,0
68,2004,2004-10-17,6,28.071,OAK,,DEN,L 3-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,7,333,47.57,0
69,2004,2004-10-24,7,28.078,OAK,,NOR,L 26-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,195,39.00,0
70,2004,2004-10-31,8,28.085,OAK,@,SDG,L 14-42,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,252,50.40,0
71,2004,2004-11-07,9,28.092,OAK,@,CAR,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,167,55.67,0
72,2004,2004-11-21,10,28.106,OAK,,SDG,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,270,45.00,0
73,2004,2004-11-28,11,28.113,OAK,@,DEN,W 25-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,261,43.50,0
74,2004,2004-12-05,12,28.120,OAK,,KAN,L 27-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,130,43.33,0
75,2004,2004-12-12,13,28.127,OAK,@,ATL,L 10-35,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,197,49.25,0
76,2004,2004-12-19,14,28.134,OAK,,TEN,W 40-35,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,300,50.00,0
77,2004,2004-12-25,15,28.140,OAK,@,KAN,L 30-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,217,43.40,0
78,2004,2005-01-02,16,28.148,OAK,,JAX,L 6-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,238,39.67,0
79,2005,2005-09-08,1,29.032,OAK,@,NWE,L 20-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,8,356,44.50,0
80,2005,2005-09-18,2,29.042,OAK,,KAN,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,204,51.00,0
81,2005,2005-09-25,3,29.049,OAK,@,PHI,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,268,44.67,0
82,2005,2005-10-02,4,29.056,OAK,,DAL,W 19-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,181,45.25,0
83,2005,2005-10-16,5,29.070,OAK,,SDG,L 14-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,282,47.00,0
84,2005,2005-10-23,6,29.077,OAK,,BUF,W 38-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,137,45.67,0
85,2005,2005-10-30,7,29.084,OAK,@,TEN,W 34-25,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,156,52.00,0
86,2005,2005-11-06,8,29.091,OAK,@,KAN,L 23-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,235,47.00,0
87,2005,2005-11-13,9,29.098,OAK,,DEN,L 17-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,233,46.60,0
88,2005,2005-11-20,10,29.105,OAK,@,WAS,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,209,41.80,0
89,2005,2005-11-27,11,29.112,OAK,,MIA,L 21-33,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,205,34.17,0
90,2005,2005-12-04,12,29.119,OAK,@,SDG,L 10-34,,1,2,2.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,150,37.50,0
91,2005,2005-12-11,13,29.126,OAK,@,NYJ,L 10-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,116,38.67,0
92,2005,2005-12-18,14,29.133,OAK,,CLE,L 7-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,296,49.33,0
93,2005,2005-12-24,15,29.139,OAK,@,DEN,L 3-22,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,295,59.00,0
94,2005,2005-12-31,16,29.146,OAK,,NYG,L 21-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,421,46.78,0
95,2006,2006-09-11,1,30.035,OAK,,SDG,L 0-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,420,46.67,0
96,2006,2006-09-17,2,30.041,OAK,@,BAL,L 6-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,214,53.50,0
97,2006,2006-10-01,3,30.055,OAK,,CLE,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,292,48.67,0
98,2006,2006-10-08,4,30.062,OAK,@,SFO,L 20-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,1,65,65.00,1
99,2006,2006-10-15,5,30.069,OAK,@,DEN,L 3-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,220,55.00,0
100,2006,2006-10-22,6,30.076,OAK,,ARI,W 22-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,135,45.00,0
101,2006,2006-10-29,7,30.083,OAK,,PIT,W 20-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,7,337,48.14,0
102,2006,2006-11-06,8,30.091,OAK,@,SEA,L 0-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,10,450,45.00,0
103,2006,2006-11-12,9,30.097,OAK,,DEN,L 13-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,8,356,44.50,0
104,2006,2006-11-19,10,30.104,OAK,@,KAN,L 13-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,179,44.75,0
105,2006,2006-11-26,11,30.111,OAK,@,SDG,L 14-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,276,46.00,0
106,2006,2006-12-03,12,30.118,OAK,,HOU,L 14-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,227,56.75,0
107,2006,2006-12-10,13,30.125,OAK,@,CIN,L 10-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,102,51.00,0
108,2006,2006-12-17,14,30.132,OAK,,STL,L 0-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,171,42.75,0
109,2006,2006-12-23,15,30.138,OAK,,KAN,L 9-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,79,39.50,0
110,2006,2006-12-31,16,30.146,OAK,@,NYJ,L 3-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,137,45.67,0
111,2007,2007-09-09,1,31.033,OAK,,DET,L 21-36,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,149,49.67,0
112,2007,2007-09-16,2,31.040,OAK,@,DEN,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,194,48.50,0
113,2007,2007-09-23,3,31.047,OAK,,CLE,W 26-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,165,55.00,0
114,2007,2007-09-30,4,31.054,OAK,@,MIA,W 35-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,3,133,44.33,0
115,2007,2007-10-14,5,31.068,OAK,@,SDG,L 14-28,,1,-4,-4.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,172,43.00,0
116,2007,2007-10-21,6,31.075,OAK,,KAN,L 10-12,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,461,51.22,0
117,2007,2007-10-28,7,31.082,OAK,@,TEN,L 9-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,311,51.83,0
118,2007,2007-11-04,8,31.089,OAK,,HOU,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,2,126,63.00,0
119,2007,2007-11-11,9,31.096,OAK,,CHI,L 6-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,9,433,48.11,0
120,2007,2007-11-18,10,31.103,OAK,@,MIN,L 22-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,239,47.80,0
121,2007,2007-11-25,11,31.110,OAK,@,KAN,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,169,42.25,0
122,2007,2007-12-02,12,31.117,OAK,,DEN,W 34-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,1,63,63.00,0
123,2007,2007-12-09,13,31.124,OAK,@,GNB,L 7-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,225,45.00,0
124,2007,2007-12-16,14,31.131,OAK,,IND,L 14-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,5,248,49.60,0
125,2007,2007-12-23,15,31.138,OAK,@,JAX,L 11-49,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,6,297,49.50,0
126,2007,2007-12-30,16,31.145,OAK,,SDG,L 17-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,4,200,50.00,0
127,2008,2008-09-08,1,32.032,OAK,,DEN,L 14-41,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,255,51.00,0
128,2008,2008-09-14,2,32.038,OAK,@,KAN,W 23-8,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,179,44.75,0
129,2008,2008-09-21,3,32.045,OAK,@,BUF,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,305,50.83,0
130,2008,2008-09-28,4,32.052,OAK,,SDG,L 18-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,302,50.33,0
131,2008,2008-10-12,5,32.066,OAK,@,NOR,L 3-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,199,49.75,0
132,2008,2008-10-19,6,32.073,OAK,,NYJ,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,7,303,43.29,0
133,2008,2008-10-26,7,32.080,OAK,@,BAL,L 10-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,249,49.80,0
134,2008,2008-11-02,8,32.087,OAK,,ATL,L 0-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,301,50.17,0
135,2008,2008-11-09,9,32.094,OAK,,CAR,L 6-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,11,556,50.55,0
136,2008,2008-11-16,10,32.101,OAK,@,MIA,L 15-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,316,52.67,0
137,2008,2008-11-23,11,32.108,OAK,@,DEN,W 31-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,3,176,58.67,0
138,2008,2008-11-30,12,32.115,OAK,,KAN,L 13-20,,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,173,43.25,0
139,2008,2008-12-04,13,32.119,OAK,@,SDG,L 7-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,7,328,46.86,0
140,2008,2008-12-14,14,32.129,OAK,,NWE,L 26-49,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,269,44.83,0
141,2008,2008-12-21,15,32.136,OAK,,HOU,W 27-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,194,48.50,0
142,2008,2008-12-28,16,32.143,OAK,@,TAM,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,286,47.67,0
143,2009,2009-09-14,1,33.038,OAK,,SDG,L 20-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,195,48.75,0
144,2009,2009-09-20,2,33.044,OAK,@,KAN,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,7,398,56.86,0
145,2009,2009-09-27,3,33.051,OAK,,DEN,L 3-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,190,47.50,0
146,2009,2009-10-04,4,33.058,OAK,@,HOU,L 6-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,8,427,53.38,0
147,2009,2009-10-11,5,33.065,OAK,@,NYG,L 7-44,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,7,361,51.57,0
148,2009,2009-10-18,6,33.072,OAK,,PHI,W 13-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,7,358,51.14,0
149,2009,2009-10-25,7,33.079,OAK,,NYJ,L 0-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,265,53.00,0
150,2009,2009-11-01,8,33.086,OAK,@,SDG,L 16-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,213,53.25,0
151,2009,2009-11-15,9,33.100,OAK,,KAN,L 10-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,11,531,48.27,0
152,2009,2009-11-22,10,33.107,OAK,,CIN,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,202,50.50,0
153,2009,2009-11-26,11,33.111,OAK,@,DAL,L 7-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,9,493,54.78,0
154,2009,2009-12-06,12,33.121,OAK,@,PIT,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,281,46.83,0
155,2009,2009-12-13,13,33.128,OAK,,WAS,L 13-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,297,49.50,0
156,2009,2009-12-20,14,33.135,OAK,@,DEN,W 20-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,215,53.75,0
157,2009,2009-12-27,15,33.142,OAK,@,CLE,L 9-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,221,44.20,0
158,2009,2010-01-03,16,33.149,OAK,,BAL,L 13-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,262,52.40,0
159,2010,2010-09-12,1,34.036,OAK,@,TEN,L 13-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,219,54.75,0
160,2010,2010-09-19,2,34.043,OAK,,STL,W 16-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,3,129,43.00,0
161,2010,2010-09-26,3,34.050,OAK,@,ARI,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,259,51.80,0
