ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
30,1992,1992-12-06,13,26.289,GNB,,DET,W 38-10,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0
31,1992,1992-12-13,14,26.296,GNB,@,HOU,W 16-14,1,0,0,,0,0.0%,0.00,,,,,,,,,,
32,1992,1992-12-20,15,26.303,GNB,,RAM,W 28-13,,0,0,,0,0.0%,,,,,,,,,,,
33,1992,1992-12-27,16,26.310,GNB,@,MIN,L 7-27,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
34,1993,1993-10-31,8,27.252,SFO,,RAM,W 40-17,,0,0,,0,0.0%,,,,,,,,,,,
35,1993,1993-11-14,9,27.266,SFO,@,TAM,W 45-21,1,0,0,,0,0.0%,0.00,,,,,,,,,,
36,1993,1993-11-22,10,27.274,SFO,,NOR,W 42-7,,0,0,,0,0.0%,,,,,,,,,,,
37,1993,1993-11-28,11,27.280,SFO,@,RAM,W 35-10,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0
38,1993,1993-12-05,12,27.287,SFO,,CIN,W 21-8,,0,0,,0,0.0%,,,,,,,,,,,
39,1993,1993-12-11,13,27.293,SFO,@,ATL,L 24-27,,0,0,,0,0.0%,,,,,,,,,,,
40,1993,1993-12-19,14,27.301,SFO,@,DET,W 55-17,3,2,37,18.50,1,66.7%,12.33,0,0,,0,0,0,,0,1,6
41,1993,1993-12-25,15,27.307,SFO,,HOU,L 7-10,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0
42,1993,1994-01-03,16,27.316,SFO,,PHI,L 34-37,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0
