ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
28,1971,1971-10-31,7,28.049,DAL,@,CHI,L 19-23,,,,,,,,
29,1972,1972-09-17,1,29.005,DAL,,PHI,W 28-6,,,,,,,,
30,1972,1972-09-24,2,29.012,DAL,@,NYG,W 23-14,,,,,,,,
31,1972,1972-10-01,3,29.019,DAL,@,GNB,L 13-16,,,,,,,,
32,1972,1972-10-08,4,29.026,DAL,,PIT,W 17-13,,,,,,,,
33,1972,1972-10-15,5,29.033,DAL,@,BAL,W 21-0,,,,,,,,
34,1972,1972-10-22,6,29.040,DAL,@,WAS,L 20-24,,,,,,,,
35,1972,1972-10-30,7,29.048,DAL,,DET,W 28-24,,,,,,,,
36,1972,1972-11-05,8,29.054,DAL,@,SDG,W 34-28,,,,,,,,
37,1972,1972-11-19,10,29.068,DAL,@,PHI,W 28-7,,,,,,,,
38,1972,1972-11-23,11,29.072,DAL,,SFO,L 10-31,,,,,,,,
39,1972,1972-12-03,12,29.082,DAL,@,STL,W 27-6,1,10,10.00,0,0,0,,0
40,1972,1972-12-09,13,29.088,DAL,,WAS,W 34-24,,,,,,,,
41,1972,1972-12-17,14,29.096,DAL,,NYG,L 3-23,,,,,,,,
42,1973,1973-09-16,1,30.004,DAL,@,CHI,W 20-17,,,,,,,,
43,1973,1973-09-24,2,30.012,DAL,,NOR,W 40-3,,,,,,,,
44,1973,1973-09-30,3,30.018,DAL,,STL,W 45-10,,,,,,,,
45,1973,1973-10-08,4,30.026,DAL,@,WAS,L 7-14,,,,,,,,
46,1973,1973-10-14,5,30.032,DAL,@,RAM,L 31-37,,,,,,,,
47,1973,1973-10-21,6,30.039,DAL,,NYG,W 45-28,,,,,,,,
48,1973,1973-10-28,7,30.046,DAL,@,PHI,L 16-30,,,,,,,,
49,1973,1973-11-04,8,30.053,DAL,,CIN,W 38-10,,,,,,,,
50,1973,1973-11-11,9,30.060,DAL,@,NYG,W 23-10,,,,,,,,
51,1973,1973-11-18,10,30.067,DAL,,PHI,W 31-10,,,,,,,,
52,1973,1973-11-22,11,30.071,DAL,,MIA,L 7-14,,,,,,,,
53,1973,1973-12-02,12,30.081,DAL,@,DEN,W 22-10,,,,,,,,
54,1973,1973-12-09,13,30.088,DAL,,WAS,W 27-7,,,,,,,,
55,1973,1973-12-16,14,30.095,DAL,@,STL,W 30-3,,,,,,,,
56,1974,1974-09-15,1,31.003,DAL,@,ATL,W 24-0,,,,,,,,
57,1974,1974-09-23,2,31.011,DAL,@,PHI,L 10-13,,,,,,,,
58,1974,1974-09-29,3,31.017,DAL,,NYG,L 6-14,,,,,,,,
59,1974,1974-10-06,4,31.024,DAL,,MIN,L 21-23,,,,,,,,
60,1974,1974-10-13,5,31.031,DAL,@,STL,L 28-31,,,,,,,,
61,1974,1974-10-20,6,31.038,DAL,,PHI,W 31-24,,,,,,,,
62,1974,1974-10-27,7,31.045,DAL,@,NYG,W 21-7,,,,,,,,
63,1974,1974-11-03,8,31.052,DAL,,STL,W 17-14,,,,,,,,
64,1974,1974-11-10,9,31.059,DAL,,SFO,W 20-14,,,,,,,,
65,1974,1974-11-17,10,31.066,DAL,@,WAS,L 21-28,,,,,,,,
66,1974,1974-11-24,11,31.073,DAL,@,HOU,W 10-0,,,,,,,,
67,1974,1974-11-28,12,31.077,DAL,,WAS,W 24-23,,,,,,,,
68,1974,1974-12-07,13,31.086,DAL,,CLE,W 41-17,,,,,,,,
69,1974,1974-12-14,14,31.093,DAL,@,OAK,L 23-27,,,,,,,,
70,1975,1975-09-21,1,32.009,DAL,,RAM,W 18-7,,,,,,,,
71,1975,1975-09-28,2,32.016,DAL,,STL,W 37-31,,,,,,,,
72,1975,1975-10-06,3,32.024,DAL,@,DET,W 36-10,,,,,,,,
73,1975,1975-10-12,4,32.030,DAL,@,NYG,W 13-7,,,,,,,,
74,1975,1975-10-19,5,32.037,DAL,,GNB,L 17-19,,,,,,,,
75,1975,1975-10-26,6,32.044,DAL,@,PHI,W 20-17,,,,,,,,
76,1975,1975-11-02,7,32.051,DAL,@,WAS,L 24-30,,,,,,,,
77,1975,1975-11-10,8,32.059,DAL,,KAN,L 31-34,,,,,,,,
78,1975,1975-11-16,9,32.065,DAL,@,NWE,W 34-31,,,,,,,,
79,1975,1975-11-23,10,32.072,DAL,,PHI,W 27-17,,,,,,,,
80,1975,1975-11-30,11,32.079,DAL,,NYG,W 14-3,,,,,,,,
81,1975,1975-12-07,12,32.086,DAL,@,STL,L 17-31,,,,,,,,
82,1975,1975-12-13,13,32.092,DAL,,WAS,W 31-10,,,,,,,,
83,1975,1975-12-21,14,32.100,DAL,@,NYJ,W 31-21,,,,,,,,
84,1976,1976-09-12,1,33.000,DAL,,PHI,W 27-7,,,,,,,,
85,1976,1976-09-19,2,33.007,DAL,@,NOR,W 24-6,,,,,,,,
86,1976,1976-09-26,3,33.014,DAL,,BAL,W 30-27,,,,,,,,
87,1976,1976-10-03,4,33.021,DAL,@,SEA,W 28-13,,,,,,,,
88,1976,1976-10-10,5,33.028,DAL,@,NYG,W 24-14,,,,,,,,
89,1976,1976-10-17,6,33.035,DAL,@,STL,L 17-21,,,,,,,,
90,1976,1976-10-24,7,33.042,DAL,,CHI,W 31-21,,,,,,,,
91,1976,1976-10-31,8,33.049,DAL,@,WAS,W 20-7,,,,,,,,
92,1976,1976-11-07,9,33.056,DAL,,NYG,W 9-3,,,,,,,,
93,1976,1976-11-15,10,33.064,DAL,,BUF,W 17-10,,,,,,,,
94,1976,1976-11-21,11,33.070,DAL,@,ATL,L 10-17,,,,,,,,
95,1976,1976-11-25,12,33.074,DAL,,STL,W 19-14,,,,,,,,
96,1976,1976-12-05,13,33.084,DAL,@,PHI,W 26-7,,,,,,,,
97,1976,1976-12-12,14,33.091,DAL,,WAS,L 14-27,,,,,,,,
98,1977,1977-09-18,1,34.006,DAL,@,MIN,W 16-10,,,,,,,,
99,1977,1977-09-25,2,34.013,DAL,,NYG,W 41-21,,,,,,,,
100,1977,1977-10-02,3,34.020,DAL,,TAM,W 23-7,,,,,,,,
101,1977,1977-10-09,4,34.027,DAL,@,STL,W 30-24,,,,,,,,
102,1977,1977-10-16,5,34.034,DAL,,WAS,W 34-16,,,,,,,,
103,1977,1977-10-23,6,34.041,DAL,@,PHI,W 16-10,,,,,,,,
104,1977,1977-10-30,7,34.048,DAL,,DET,W 37-0,,,,,,,,
105,1977,1977-11-06,8,34.055,DAL,@,NYG,W 24-10,,,,,,,,
106,1977,1977-11-14,9,34.063,DAL,,STL,L 17-24,,,,,,,,
107,1977,1977-11-20,10,34.069,DAL,@,PIT,L 13-28,,,,,,,,
108,1977,1977-11-27,11,34.076,DAL,@,WAS,W 14-7,,,,,,,,
109,1977,1977-12-04,12,34.083,DAL,,PHI,W 24-14,,,,,,,,
110,1977,1977-12-12,13,34.091,DAL,@,SFO,W 42-35,,,,,,,,
111,1977,1977-12-18,14,34.097,DAL,,DEN,W 14-6,,,,,,,,
