ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
177,2016,2016-12-11,13,33.211,IND,,HOU,L 17-22,*,10,41,4.10,0,2,2,33,16.50,1,100.0%,16.50,,1,6,0.0,0,0
178,2016,2016-12-18,14,33.218,IND,@,MIN,W 34-6,*,26,101,3.88,0,4,4,14,3.50,0,100.0%,3.50,,0,0,0.0,0,0
179,2016,2016-12-24,15,33.224,IND,@,OAK,L 25-33,*,13,72,5.54,0,2,1,12,12.00,0,50.0%,6.00,,0,0,0.0,0,0
180,2016,2017-01-01,16,33.232,IND,,JAX,W 24-20,*,16,62,3.88,0,2,2,14,7.00,0,100.0%,7.00,,0,0,0.0,0,0
181,2017,2017-09-10,1,34.119,IND,@,LAR,L 9-46,*,10,42,4.20,0,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0
182,2017,2017-09-17,2,34.126,IND,,ARI,L 13-16,*,14,46,3.29,1,2,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
183,2017,2017-09-24,3,34.133,IND,,CLE,W 31-28,*,25,57,2.28,1,1,1,0,0.00,0,100.0%,0.00,,1,6,0.0,0,0
184,2017,2017-10-01,4,34.140,IND,@,SEA,L 18-46,*,12,46,3.83,0,3,3,34,11.33,0,100.0%,11.33,,0,0,0.0,0,0
185,2017,2017-10-08,5,34.147,IND,,SFO,W 26-23,*,14,48,3.43,0,4,3,38,12.67,0,75.0%,9.50,,0,0,0.0,0,0
186,2017,2017-10-16,6,34.155,IND,@,TEN,L 22-36,*,10,49,4.90,0,3,2,18,9.00,0,66.7%,6.00,,0,0,0.0,0,0
187,2017,2017-10-22,7,34.161,IND,,JAX,L 0-27,*,9,34,3.78,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
188,2017,2017-10-29,8,34.168,IND,@,CIN,L 23-24,*,16,82,5.13,0,4,4,19,4.75,0,100.0%,4.75,,0,0,0.0,0,0
189,2017,2017-11-05,9,34.175,IND,@,HOU,W 20-14,*,17,51,3.00,0,4,3,26,8.67,0,75.0%,6.50,,0,0,0.0,0,0
190,2017,2017-11-12,10,34.182,IND,,PIT,L 17-20,*,17,54,3.18,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0
191,2017,2017-11-26,11,34.196,IND,,TEN,L 16-20,*,17,62,3.65,1,5,2,17,8.50,0,40.0%,3.40,,1,6,0.0,0,0
192,2017,2017-12-03,12,34.203,IND,@,JAX,L 10-30,*,13,61,4.69,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
193,2017,2017-12-10,13,34.210,IND,@,BUF,L 7-13,*,36,130,3.61,0,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0
194,2017,2017-12-14,14,34.214,IND,,DEN,L 13-25,*,10,31,3.10,0,4,3,37,12.33,0,75.0%,9.25,,0,0,0.0,0,0
195,2017,2017-12-23,15,34.223,IND,@,BAL,L 16-23,*,17,68,4.00,0,2,2,18,9.00,1,100.0%,9.00,,1,6,0.0,0,0
196,2017,2017-12-31,16,34.231,IND,,HOU,W 22-13,*,24,100,4.17,0,3,3,11,3.67,0,100.0%,3.67,,0,0,0.0,0,0
197,2018,2018-09-09,1,35.118,MIA,,TEN,W 27-20,*,9,61,6.78,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
198,2018,2018-09-16,2,35.125,MIA,@,NYJ,W 20-12,*,9,25,2.78,0,1,1,19,19.00,0,100.0%,19.00,,0,0,0.0,0,0
199,2018,2018-09-23,3,35.132,MIA,,OAK,W 28-20,*,6,12,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
