ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
27,1977,1977-12-11,13,23.316,NOR,,TAM,L 14-33,9,35,3.89,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
28,1977,1977-12-18,14,23.323,NOR,@,ATL,L 7-35,11,28,2.55,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
29,1978,1978-09-03,1,24.217,NOR,,MIN,W 31-24,14,77,5.50,1,4,22,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
30,1978,1978-09-10,2,24.224,NOR,@,GNB,L 17-28,5,29,5.80,0,14,122,8.71,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
31,1978,1978-09-17,3,24.231,NOR,,PHI,L 17-24,5,13,2.60,1,5,55,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
32,1978,1978-09-24,4,24.238,NOR,@,CIN,W 20-18,14,26,1.86,0,5,22,4.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
33,1978,1978-10-01,5,24.245,NOR,,RAM,L 20-26,8,23,2.88,0,6,61,10.17,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
34,1978,1978-10-08,6,24.252,NOR,,CLE,L 16-24,8,11,1.38,0,6,23,3.83,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,0.0,,,,0,0
35,1978,1978-10-15,7,24.259,NOR,@,SFO,W 14-7,18,82,4.56,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
36,1978,1978-10-22,8,24.266,NOR,@,RAM,W 10-3,13,33,2.54,0,2,32,16.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
37,1978,1978-10-29,9,24.273,NOR,,NYG,W 28-17,21,61,2.90,1,3,53,17.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
38,1978,1978-11-05,10,24.280,NOR,@,PIT,L 14-20,13,38,2.92,1,5,54,10.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
39,1978,1978-11-12,11,24.287,NOR,,ATL,L 17-20,17,54,3.18,1,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
40,1978,1978-11-19,12,24.294,NOR,@,DAL,L 7-27,8,22,2.75,0,7,66,9.43,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
41,1978,1978-11-26,13,24.301,NOR,@,ATL,L 17-20,13,46,3.54,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
42,1978,1978-12-03,14,24.308,NOR,,SFO,W 24-13,11,38,3.45,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
43,1978,1978-12-10,15,24.315,NOR,,HOU,L 12-17,7,22,3.14,0,7,18,2.57,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
44,1978,1978-12-17,16,24.322,NOR,@,TAM,W 17-10,11,60,5.45,0,5,35,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
45,1979,1979-09-02,1,25.216,NOR,,ATL,L 34-40,10,27,2.70,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
46,1979,1979-09-09,2,25.223,NOR,@,GNB,L 19-28,15,82,5.47,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,2,50.0,2,3,66.7,0,7
47,1979,1979-09-16,3,25.230,NOR,,PHI,L 14-26,11,52,4.73,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
48,1979,1979-09-23,4,25.237,NOR,@,SFO,W 30-21,20,69,3.45,2,5,61,12.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,2,12
49,1979,1979-09-30,5,25.244,NOR,,NYG,W 24-14,14,81,5.79,0,6,16,2.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
50,1979,1979-10-07,6,25.251,NOR,,RAM,L 17-35,7,17,2.43,1,4,30,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
51,1979,1979-10-14,7,25.258,NOR,@,TAM,W 42-14,21,87,4.14,2,3,24,8.00,0,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,0,0,,0,0,0,,0,,,,,,,2,12
52,1979,1979-10-21,8,25.265,NOR,,DET,W 17-7,18,47,2.61,0,4,43,10.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
53,1979,1979-10-28,9,25.272,NOR,@,WAS,W 14-10,21,60,2.86,1,5,40,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
54,1979,1979-11-04,10,25.279,NOR,@,DEN,L 3-10,15,48,3.20,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
55,1979,1979-11-11,11,25.286,NOR,,SFO,W 31-20,10,44,4.40,1,6,43,7.17,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
56,1979,1979-11-18,12,25.293,NOR,@,SEA,L 24-38,7,44,6.29,0,3,28,9.33,0,1,1,100.00,48,0,0,118.7,0,0,48.00,48.00,0,0,,0,0,0,,0,,,,,,,0,0
57,1979,1979-11-25,13,25.300,NOR,@,ATL,W 37-6,11,26,2.36,1,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
58,1979,1979-12-03,14,25.308,NOR,,OAK,L 35-42,6,18,3.00,1,7,106,15.14,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,2,12
59,1979,1979-12-09,15,25.314,NOR,,SDG,L 0-35,3,6,2.00,0,6,31,5.17,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,,,,,,,0,0
60,1979,1979-12-16,16,25.321,NOR,@,RAM,W 29-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1980,1980-09-07,1,26.222,NOR,,SFO,L 23-26,9,30,3.33,1,9,96,10.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
62,1980,1980-09-14,2,26.229,NOR,@,CHI,L 3-22,6,3,0.50,0,4,26,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
63,1980,1980-09-21,3,26.236,NOR,,BUF,L 26-35,6,2,0.33,0,6,56,9.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
64,1980,1980-09-28,4,26.243,NOR,@,MIA,L 16-21,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
65,1980,1980-10-05,5,26.250,NOR,,STL,L 7-40,2,6,3.00,0,2,-4,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
66,1980,1980-10-12,6,26.257,NOR,@,DET,L 13-24,4,17,4.25,0,5,51,10.20,0,0,0,,0,0,0,,0,0,,,2,30,15.00,0,0,0,,0,,,,,,,0,0
67,1980,1980-10-19,7,26.264,NOR,,ATL,L 14-41,0,0,,0,4,28,7.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
68,1980,1980-10-26,8,26.271,NOR,@,WAS,L 14-22,11,28,2.55,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,3,56,18.67,0,0,0,,0,,,,,,,0,0
69,1980,1980-11-02,9,26.278,NOR,@,RAM,L 31-45,2,29,14.50,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,,,,,,,0,0
70,1980,1980-11-09,10,26.285,NOR,,PHI,L 21-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1980,1980-11-16,11,26.292,NOR,@,ATL,L 13-31,0,0,,0,3,27,9.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
72,1980,1980-11-24,12,26.300,NOR,,RAM,L 7-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1980,1980-11-30,13,26.306,NOR,,MIN,L 20-23,8,53,6.63,0,4,42,10.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
74,1980,1980-12-07,14,26.313,NOR,@,SFO,L 35-38,16,86,5.38,0,5,41,8.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
75,1980,1980-12-14,15,26.320,NOR,@,NYJ,W 21-20,10,40,4.00,2,5,38,7.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,2,12
76,1980,1980-12-21,16,26.327,NOR,,NWE,L 27-38,6,11,1.83,0,7,27,3.86,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
77,1981,1981-09-14,2,27.228,MIN,,OAK,L 10-36,1,2,2.00,0,3,19,6.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
78,1981,1981-09-20,3,27.234,MIN,,DET,W 26-24,0,0,,0,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
79,1981,1981-09-27,4,27.241,MIN,@,GNB,W 30-13,5,39,7.80,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
80,1981,1981-10-04,5,27.248,MIN,,CHI,W 24-21,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
81,1981,1981-10-11,6,27.255,MIN,@,SDG,W 33-31,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,,,,,,,0,
82,1981,1981-10-25,8,27.269,MIN,@,STL,L 17-30,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,,,,,,,0,
83,1981,1981-11-02,9,27.277,MIN,@,DEN,L 17-19,5,17,3.40,2,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,2,12
84,1981,1981-11-08,10,27.283,MIN,,TAM,W 25-10,11,64,5.82,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
85,1981,1981-11-15,11,27.290,MIN,,NOR,W 20-10,5,11,2.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
86,1981,1981-11-23,12,27.298,MIN,@,ATL,L 30-31,1,5,5.00,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
87,1981,1981-11-29,13,27.304,MIN,,GNB,L 23-35,0,0,,0,4,35,8.75,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
88,1981,1981-12-06,14,27.311,MIN,@,CHI,L 9-10,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,,,,,,,0,
89,1981,1981-12-12,15,27.317,MIN,@,DET,L 7-45,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0,,0,,,,,,,0,0
90,1981,1981-12-20,16,27.325,MIN,,KAN,L 6-10,11,55,5.00,0,7,60,8.57,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
91,1982,1982-09-12,1,28.226,MIN,,TAM,W 17-10,2,5,2.50,0,2,29,14.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
92,1982,1982-11-21,3,28.296,MIN,@,GNB,L 7-26,2,-3,-1.50,0,2,14,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
93,1982,1982-11-28,4,28.303,MIN,,CHI,W 35-7,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
94,1982,1982-12-05,5,28.310,MIN,@,MIA,L 14-22,11,34,3.09,1,5,24,4.80,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,1,6
95,1982,1982-12-12,6,28.317,MIN,,BAL,W 13-10,4,4,1.00,0,3,50,16.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
96,1982,1982-12-19,7,28.324,MIN,@,DET,W 34-31,10,39,3.90,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
97,1982,1982-12-26,8,28.331,MIN,,NYJ,L 14-42,5,12,2.40,0,2,22,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
98,1982,1983-01-03,9,28.339,MIN,,DAL,W 31-27,3,15,5.00,0,2,8,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
99,1983,1983-09-04,1,29.218,MIN,@,CLE,W 27-21,2,7,3.50,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
100,1983,1983-09-08,2,29.222,MIN,,SFO,L 17-48,3,20,6.67,0,4,20,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
101,1983,1983-09-18,3,29.232,MIN,@,TAM,W 19-16,1,2,2.00,0,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
102,1983,1983-10-02,5,29.246,MIN,,DAL,L 24-37,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,
103,1983,1983-10-09,6,29.253,MIN,@,CHI,W 23-14,16,104,6.50,1,5,48,9.60,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,1,6
104,1983,1983-10-16,7,29.260,MIN,,HOU,W 34-14,5,12,2.40,0,2,28,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
105,1983,1983-11-06,10,29.281,MIN,,TAM,L 12-17,9,19,2.11,0,11,110,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
106,1983,1983-11-13,11,29.288,MIN,,GNB,L 21-29,5,27,5.40,1,3,23,7.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,1,6
107,1983,1983-11-20,12,29.295,MIN,@,PIT,W 17-14,22,85,3.86,0,7,42,6.00,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,1,6
108,1983,1983-11-27,13,29.302,MIN,@,NOR,L 16-17,14,58,4.14,0,4,29,7.25,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,1,6
109,1983,1983-12-05,14,29.310,MIN,@,DET,L 2-13,10,31,3.10,0,3,15,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
110,1983,1983-12-11,15,29.316,MIN,,CHI,L 13-19,7,22,3.14,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
111,1983,1983-12-17,16,29.322,MIN,,CIN,W 20-14,19,87,4.58,2,3,24,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,2,12
112,1984,1984-09-02,1,30.217,NYG,,PHI,W 28-27,2,3,1.50,0,1,8,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
113,1984,1984-09-09,2,30.224,NYG,,DAL,W 28-7,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
114,1984,1984-09-16,3,30.231,NYG,@,WAS,L 14-30,0,0,,0,6,68,11.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
115,1984,1984-09-23,4,30.238,NYG,,TAM,W 17-14,1,8,8.00,0,3,20,6.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
116,1984,1984-09-30,5,30.245,NYG,@,RAM,L 12-33,0,0,,0,2,20,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
117,1984,1984-10-08,6,30.253,NYG,,SFO,L 10-31,0,0,,0,2,18,9.00,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,0,0,,0,0,0,,0,,,,,,,0,0
118,1984,1984-10-14,7,30.259,NYG,@,ATL,W 19-7,1,4,4.00,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
119,1984,1984-10-21,8,30.266,NYG,@,PHI,L 10-24,5,12,2.40,0,4,31,7.75,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
120,1984,1984-10-28,9,30.273,NYG,,WAS,W 37-13,3,18,6.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
121,1984,1984-11-04,10,30.280,NYG,@,DAL,W 19-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,,,0,
122,1984,1984-11-11,11,30.287,NYG,@,TAM,L 17-20,0,0,,0,4,27,6.75,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
123,1984,1984-11-18,12,30.294,NYG,,STL,W 16-10,0,0,,0,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
124,1984,1984-11-25,13,30.301,NYG,,KAN,W 28-27,2,0,0.00,0,3,24,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
125,1984,1984-12-02,14,30.308,NYG,@,NYJ,W 20-10,6,36,6.00,0,6,81,13.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
126,1984,1984-12-09,15,30.315,NYG,@,STL,L 21-31,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
127,1984,1984-12-15,16,30.321,NYG,,NOR,L 3-10,1,8,8.00,0,3,38,12.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
128,1985,1985-09-08,1,31.222,NYG,,PHI,W 21-0,1,18,18.00,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
129,1985,1985-09-15,2,31.229,NYG,@,GNB,L 20-23,5,24,4.80,0,3,14,4.67,0,0,0,,0,0,0,,,,,,2,13,6.50,0,0,0,,0,,,,,,,0,0
130,1985,1985-09-22,3,31.236,NYG,,STL,W 27-17,2,27,13.50,0,1,40,40.00,0,0,0,,0,0,0,,,,,,2,56,28.00,0,0,0,,0,,,,,,,0,0
131,1985,1985-09-29,4,31.243,NYG,@,PHI,W 16-10,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,,,,,,,0,0
132,1985,1985-10-06,5,31.250,NYG,,DAL,L 29-30,2,0,0.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
133,1985,1985-10-13,6,31.257,NYG,@,CIN,L 30-35,0,0,,0,5,46,9.20,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
134,1985,1985-10-20,7,31.264,NYG,,WAS,W 17-3,2,9,4.50,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
135,1985,1985-10-27,8,31.271,NYG,@,NOR,W 21-13,1,3,3.00,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
136,1985,1985-11-03,9,31.278,NYG,,TAM,W 22-20,0,0,,0,3,30,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
137,1985,1985-11-10,10,31.285,NYG,,RAM,W 24-19,1,2,2.00,0,1,49,49.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
138,1985,1985-11-18,11,31.293,NYG,@,WAS,L 21-23,1,10,10.00,0,2,12,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
139,1985,1985-11-24,12,31.299,NYG,@,STL,W 34-3,2,9,4.50,0,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
140,1985,1985-12-01,13,31.306,NYG,,CLE,L 33-35,1,13,13.00,0,4,37,9.25,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
141,1985,1985-12-08,14,31.313,NYG,@,HOU,W 35-14,2,13,6.50,0,1,25,25.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
142,1985,1985-12-15,15,31.320,NYG,@,DAL,L 21-28,5,21,4.20,0,4,36,9.00,1,0,0,,0,0,0,,,,,,2,34,17.00,0,0,0,,0,,,,,,,1,6
143,1985,1985-12-21,16,31.326,NYG,,PIT,W 28-10,1,14,14.00,0,2,1,0.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
