ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
14,2011,2011-11-28,11,25.017,NYG,@,NOR,L 24-49,*,12,9,157,17.44,2,75.0%,13.08,0,0,,0,0,0,,0,2,12,0.0,0,0
15,2011,2011-12-04,12,25.023,NYG,,GNB,L 35-38,*,9,7,119,17.00,0,77.8%,13.22,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2011,2011-12-11,13,25.030,NYG,@,DAL,W 37-34,*,8,6,74,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2011,2011-12-18,14,25.037,NYG,,WAS,L 10-23,*,9,5,44,8.80,0,55.6%,4.89,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2011,2011-12-24,15,25.043,NYG,@,NYJ,W 29-14,*,8,3,164,54.67,1,37.5%,20.50,0,0,,0,0,0,,0,1,6,0.0,0,0
19,2011,2012-01-01,16,25.051,NYG,,DAL,W 31-14,*,11,6,178,29.67,1,54.5%,16.18,0,0,,0,0,0,,0,1,6,0.0,0,0
20,2012,2012-09-05,1,25.299,NYG,,DAL,L 17-24,*,11,6,58,9.67,0,54.5%,5.27,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2012,2012-09-16,2,25.310,NYG,,TAM,W 41-34,*,17,11,179,16.27,1,64.7%,10.53,0,0,,0,0,0,,0,1,6,0.0,0,0
22,2012,2012-09-20,3,25.314,NYG,@,CAR,W 36-7,*,8,6,42,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2012,2012-09-30,4,25.324,NYG,@,PHI,L 17-19,*,13,9,109,12.11,1,69.2%,8.38,0,0,,0,0,0,,0,1,6,0.0,0,0
24,2012,2012-10-07,5,25.331,NYG,,CLE,W 41-27,*,8,5,50,10.00,3,62.5%,6.25,0,0,,0,0,0,,0,3,18,0.0,0,0
25,2012,2012-10-14,6,25.338,NYG,@,SFO,W 26-3,*,13,6,58,9.67,1,46.2%,4.46,0,0,,0,0,0,,0,1,6,0.0,0,0
26,2012,2012-10-21,7,25.345,NYG,,WAS,W 27-23,*,11,7,131,18.71,1,63.6%,11.91,0,0,,0,0,0,,0,1,6,0.0,0,0
27,2012,2012-10-28,8,25.352,NYG,@,DAL,W 29-24,*,8,2,23,11.50,0,25.0%,2.88,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2012,2012-11-04,9,25.359,NYG,,PIT,L 20-24,*,11,5,67,13.40,0,45.5%,6.09,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2012,2012-11-11,10,26.000,NYG,@,CIN,L 13-31,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2012,2012-11-25,11,26.014,NYG,,GNB,W 38-10,*,6,3,36,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0
31,2012,2012-12-03,12,26.022,NYG,@,WAS,L 16-17,*,8,5,104,20.80,0,62.5%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2012,2012-12-09,13,26.028,NYG,,NOR,W 52-27,*,9,8,121,15.13,1,88.9%,13.44,0,0,,0,0,0,,0,1,6,0.0,0,0
33,2012,2012-12-16,14,26.035,NYG,@,ATL,L 0-34,*,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2012,2012-12-23,15,26.042,NYG,@,BAL,L 14-33,*,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2012,2012-12-30,16,26.049,NYG,,PHI,W 42-7,*,6,4,52,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,1,6,0.0,0,0
36,2013,2013-09-08,1,26.301,NYG,@,DAL,L 31-36,*,8,5,118,23.60,3,62.5%,14.75,0,0,,0,0,0,,0,3,18,0.0,0,0
37,2013,2013-09-15,2,26.308,NYG,,DEN,L 23-41,*,11,8,118,14.75,0,72.7%,10.73,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2013,2013-09-22,3,26.315,NYG,@,CAR,L 0-38,*,8,3,25,8.33,0,37.5%,3.13,0,0,,0,0,0,,0,0,0,0.0,1,0
39,2013,2013-09-29,4,26.322,NYG,@,KAN,L 7-31,*,16,10,164,16.40,1,62.5%,10.25,0,0,,0,0,0,,0,1,6,0.0,0,0
40,2013,2013-10-06,5,26.329,NYG,,PHI,L 21-36,,12,5,48,9.60,0,41.7%,4.00,0,0,,0,0,0,,0,0,0,0.0,1,0
41,2013,2013-10-10,6,26.333,NYG,@,CHI,L 21-27,*,5,4,68,17.00,0,80.0%,13.60,0,0,,0,0,0,,0,0,0,0.0,1,0
42,2013,2013-10-21,7,26.344,NYG,,MIN,W 23-7,*,7,5,50,10.00,0,71.4%,7.14,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2013,2013-10-27,8,26.350,NYG,@,PHI,W 15-7,,10,7,86,12.29,0,70.0%,8.60,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2013,2013-11-10,9,26.364,NYG,,OAK,W 24-20,*,10,3,37,12.33,0,30.0%,3.70,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2013,2013-11-17,10,27.006,NYG,,GNB,W 27-13,*,11,8,110,13.75,0,72.7%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2013,2013-11-24,11,27.013,NYG,,DAL,L 21-24,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2013,2013-12-01,12,27.020,NYG,@,WAS,W 24-17,*,7,6,80,13.33,0,85.7%,11.43,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2013,2013-12-08,13,27.027,NYG,@,SDG,L 14-37,*,6,5,42,8.40,0,83.3%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2013,2013-12-15,14,27.034,NYG,,SEA,L 0-23,*,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,0,0,0.0,1,0
50,2014,2014-09-08,1,27.301,NYG,@,DET,L 14-35,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2014,2014-09-14,2,27.307,NYG,,ARI,L 14-25,*,10,5,60,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2014,2014-09-21,3,27.314,NYG,,HOU,W 30-17,*,6,5,107,21.40,1,83.3%,17.83,0,0,,0,0,0,,0,1,6,0.0,0,0
53,2014,2014-09-25,4,27.318,NYG,@,WAS,W 45-14,*,10,6,108,18.00,0,60.0%,10.80,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2014,2014-10-05,5,27.328,NYG,,ATL,W 30-20,*,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,0,0,0.0,0,0
55,2014,2014-10-12,6,27.335,NYG,@,PHI,L 0-27,*,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2016,2016-09-11,1,29.305,NYG,@,DAL,W 20-19,*,4,4,34,8.50,1,100.0%,8.50,0,0,,0,0,0,,0,1,6,0.0,0,0
57,2016,2016-09-18,2,29.312,NYG,,NOR,W 16-13,*,8,4,91,22.75,0,50.0%,11.38,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2016,2016-09-25,3,29.319,NYG,,WAS,L 27-29,*,3,3,70,23.33,0,100.0%,23.33,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2016,2016-10-03,4,29.327,NYG,@,MIN,L 10-24,*,9,5,50,10.00,0,55.6%,5.56,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2016,2016-10-09,5,29.333,NYG,@,GNB,L 16-23,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2016,2016-10-16,6,29.340,NYG,,BAL,W 27-23,*,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2016,2016-10-23,7,29.347,NYG,@,LAR,W 17-10,*,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,0,0,0.0,0,0
63,2016,2016-11-06,8,29.361,NYG,,PHI,W 28-23,,1,1,46,46.00,0,100.0%,46.00,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2016,2016-11-20,10,30.009,NYG,,CHI,W 22-16,*,2,1,48,48.00,0,50.0%,24.00,0,0,,0,0,0,,0,0,0,0.0,0,0
65,2016,2016-11-27,11,30.016,NYG,@,CLE,W 27-13,*,5,1,37,37.00,0,20.0%,7.40,0,0,,0,0,0,,0,0,0,0.0,0,0
66,2016,2016-12-04,12,30.023,NYG,@,PIT,L 14-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
67,2016,2016-12-11,13,30.030,NYG,,DAL,W 10-7,*,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0
68,2016,2016-12-18,14,30.037,NYG,,DET,W 17-6,,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2016,2016-12-22,15,30.041,NYG,@,PHI,L 19-24,,13,8,84,10.50,0,61.5%,6.46,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2016,2017-01-01,16,30.051,NYG,@,WAS,W 19-10,*,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,0,0,0,0.0,0,0
