ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
62,1986,1986-12-07,14,26.295,WAS,,NYG,L 14-24,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
63,1986,1986-12-13,15,26.301,WAS,@,DEN,L 30-31,,,,,,,,,,0,0,,0,,,,,,
64,1986,1986-12-21,16,26.309,WAS,@,PHI,W 21-14,,,,,,,,,,0,0,,0,,,,,,
65,1987,1987-09-13,1,27.210,WAS,,PHI,W 34-24,,,,,,,,,,0,0,,0,,,,,,
66,1987,1987-09-20,2,27.217,WAS,@,ATL,L 20-21,,,,,,,,,,0,0,,0,,,,,,
67,1987,1987-10-25,6,27.252,WAS,,NYJ,W 17-16,,,,,,,,,,0,0,,0,,,,,,
68,1987,1987-11-01,7,27.259,WAS,@,BUF,W 27-7,,,,,,,,,,0,0,,0,,,,,,
69,1987,1987-11-08,8,27.266,WAS,@,PHI,L 27-31,,,,,,,,,,0,0,,0,,,,,,
70,1987,1987-11-15,9,27.273,WAS,,DET,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,65,0
71,1987,1987-11-23,10,27.281,WAS,,RAM,L 26-30,,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0
72,1987,1987-11-29,11,27.287,WAS,,NYG,W 23-19,,0,0,,0,0,0,,0,2,25,12.50,0,0,0,0.0,0,0,0
73,1987,1987-12-06,12,27.294,WAS,@,STL,W 34-17,,,,,,,,,,0,0,,0,,,,,,
74,1987,1987-12-13,13,27.301,WAS,,DAL,W 24-20,,,,,,,,,,0,0,,0,,,,,,
75,1987,1987-12-20,14,27.308,WAS,@,MIA,L 21-23,,,,,,,,,,0,0,,0,,,,,,
76,1987,1987-12-26,15,27.314,WAS,@,MIN,W 27-24,,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0.0,0,0,0
77,1988,1988-09-05,1,28.203,WAS,@,NYG,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,0,0,0
78,1988,1988-09-11,2,28.209,WAS,,PIT,W 30-29,,0,0,,0,0,0,,0,2,31,15.50,0,0,0,0.0,0,0,0
79,1988,1988-09-18,3,28.216,WAS,,PHI,W 17-10,,,,,,,,,,0,0,,0,,,,,,
80,1988,1988-09-25,4,28.223,WAS,@,PHO,L 21-30,,0,0,,0,0,0,,0,3,33,11.00,0,0,0,0.0,0,0,0
81,1988,1988-10-02,5,28.230,WAS,,NYG,L 23-24,,0,0,,0,0,0,,0,3,32,10.67,0,0,0,0.0,0,0,0
82,1988,1988-10-09,6,28.237,WAS,@,DAL,W 35-17,,,,,,,,,,0,0,,0,,,,,,
83,1988,1988-10-16,7,28.244,WAS,,PHO,W 33-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,12,0
84,1988,1988-10-23,8,28.251,WAS,@,GNB,W 20-17,,,,,,,,,,0,0,,0,,,,,,
85,1988,1988-10-30,9,28.258,WAS,@,HOU,L 17-41,,,,,,,,,,0,0,,0,,,,,,
86,1988,1988-11-06,10,28.265,WAS,,NOR,W 27-24,,0,0,,0,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0
87,1988,1988-11-13,11,28.272,WAS,,CHI,L 14-34,,,,,,,,,,0,0,,0,,,,,,
88,1988,1988-11-21,12,28.280,WAS,@,SFO,L 21-37,,,,,,,,,,0,0,,0,,,,,,
89,1988,1988-11-27,13,28.286,WAS,,CLE,L 13-17,,,,,,,,,,0,0,,0,,,,,,
90,1988,1988-12-04,14,28.293,WAS,@,PHI,W 20-19,,,,,,,,,,0,0,,0,,,,,,
91,1988,1988-12-11,15,28.300,WAS,,DAL,L 17-24,,,,,,,,,,0,0,,0,,,,,,
92,1989,1989-09-11,1,29.208,WAS,,NYG,L 24-27,,,,,,,,,,0,0,,0,,,,,,
93,1989,1989-09-17,2,29.214,WAS,,PHI,L 37-42,,,,,,,,,,0,0,,0,,,,,,
94,1989,1989-09-24,3,29.221,WAS,@,DAL,W 30-7,,,,,,,,,,0,0,,0,,,,,,
95,1989,1989-10-01,4,29.228,WAS,@,NOR,W 16-14,,,,,,,,,,0,0,,0,,,,,,
96,1989,1989-10-08,5,29.235,WAS,,PHO,W 30-28,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0
97,1989,1989-10-15,6,29.242,WAS,@,NYG,L 17-20,,0,0,,0,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
98,1989,1989-10-22,7,29.249,WAS,,TAM,W 32-28,,,,,,,,,,0,0,,0,,,,,,
99,1990,1990-09-09,1,30.206,WAS,,PHO,W 31-0,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,-1,0
100,1990,1990-09-16,2,30.213,WAS,@,SFO,L 13-26,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,3,0
101,1990,1990-09-23,3,30.220,WAS,,DAL,W 19-15,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,18,1
102,1990,1990-09-30,4,30.227,WAS,@,PHO,W 38-10,,,,,,,,,,0,0,,0,,,,,,
103,1990,1990-10-14,5,30.241,WAS,,NYG,L 20-24,,,,,,,,,,0,0,,0,,,,,,
104,1990,1990-10-21,6,30.248,WAS,,PHI,W 13-7,,,,,,,,,,0,0,,0,,,,,,
105,1990,1990-10-28,7,30.255,WAS,@,NYG,L 10-21,,,,,,,,,,0,0,,0,,,,,,
106,1990,1990-11-04,8,30.262,WAS,@,DET,W 41-38,,,,,,,,,,0,0,,0,,,,,,
107,1990,1990-11-12,9,30.270,WAS,@,PHI,L 14-28,,,,,,,,,,0,0,,0,,,,,,
108,1990,1990-11-18,10,30.276,WAS,,NOR,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
109,1990,1990-11-22,11,30.280,WAS,@,DAL,L 17-27,,,,,,,,,,0,0,,0,,,,,,
110,1990,1990-12-02,12,30.290,WAS,,MIA,W 42-20,,,,,,,,,,0,0,,0,,,,,,
111,1990,1990-12-09,13,30.297,WAS,,CHI,W 10-9,,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0
112,1990,1990-12-15,14,30.303,WAS,@,NWE,W 25-10,,,,,,,,,,0,0,,0,,,,,,
113,1990,1990-12-22,15,30.310,WAS,@,IND,L 28-35,,,,,,,,,,0,0,,0,,,,,,
114,1990,1990-12-30,16,30.318,WAS,,BUF,W 29-14,,,,,,,,,,0,0,,0,,,,,,
115,1991,1991-09-01,1,31.198,WAS,,DET,W 45-0,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,12,0
116,1991,1991-09-09,2,31.206,WAS,@,DAL,W 33-31,,,,,,,,,,,,,,,,,,,
117,1991,1991-09-15,3,31.212,WAS,,PHO,W 34-0,,,,,,,,,,,,,,,,,,,
118,1991,1991-09-22,4,31.219,WAS,@,CIN,W 34-27,,,,,,,,,,,,,,,,,,,
119,1991,1991-09-30,5,31.227,WAS,,PHI,W 23-0,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,24,0
120,1991,1991-10-06,6,31.233,WAS,@,CHI,W 20-7,,,,,,,,,,,,,,,,,,,
121,1991,1991-10-13,7,31.240,WAS,,CLE,W 42-17,,,,,,,,,,,,,,,,,,,
122,1991,1991-10-27,8,31.254,WAS,@,NYG,W 17-13,,,,,,,,,,,,,,,,,,,
123,1991,1991-11-03,9,31.261,WAS,,HOU,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0
124,1991,1991-11-10,10,31.268,WAS,,ATL,W 56-17,,,,,,,,,,,,,,,,,,,
125,1991,1991-11-17,11,31.275,WAS,@,PIT,W 41-14,,,,,,,,,,,,,,,,,,,
126,1991,1991-11-24,12,31.282,WAS,,DAL,L 21-24,,,,,,,,,,,,,,,,,,,
127,1991,1991-12-01,13,31.289,WAS,@,RAM,W 27-6,,,,,,,,,,,,,,,,,,,
128,1991,1991-12-08,14,31.296,WAS,@,PHO,W 20-14,,,,,,,,,,,,,,,,,,,
129,1991,1991-12-15,15,31.303,WAS,,NYG,W 34-17,,,,,,,,,,,,,,,,,0,9,0
130,1991,1991-12-22,16,31.310,WAS,@,PHI,L 22-24,,,,,,,,,,,,,,,,,,,
131,1992,1992-09-07,1,32.205,WAS,@,DAL,L 10-23,,,,,,,,,,,,,,,,,,,
132,1992,1992-09-13,2,32.211,WAS,,ATL,W 24-17,,,,,,,,,,,,,,,,,,,
133,1992,1992-11-23,11,32.282,WAS,@,NOR,L 3-20,,,,,,,,,,,,,,,,,,,
134,1992,1992-11-29,12,32.288,WAS,,PHO,W 41-3,,,,,,,,,,,,,,,,,,,
135,1992,1992-12-06,13,32.295,WAS,@,NYG,W 28-10,,,,,,,,,,,,,,,,,,,
136,1992,1992-12-13,14,32.302,WAS,,DAL,W 20-17,,,,,,,,,,,,,,,,,,,
137,1992,1992-12-20,15,32.309,WAS,@,PHI,L 13-17,,,,,,,,,,,,,,,,,,,
138,1992,1992-12-26,16,32.315,WAS,,RAI,L 20-21,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,15,0
139,1993,1993-09-06,1,33.203,WAS,,DAL,W 35-16,,,,,,,,,,0,0,,0,,,,,,
140,1993,1993-09-12,2,33.209,WAS,,PHO,L 10-17,,,,,,,,,,0,24,,0,,,,,,
141,1993,1993-09-19,3,33.216,WAS,@,PHI,L 31-34,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,2,0,0
142,1993,1993-10-04,4,33.231,WAS,@,MIA,L 10-17,,,,,,,,,,0,3,,0,,,,,,
143,1993,1993-10-10,5,33.237,WAS,,NYG,L 7-41,,,,,,,,,,0,0,,0,,,,,,
144,1993,1993-10-17,6,33.244,WAS,@,PHO,L 6-36,,,,,,,,,,0,0,,0,,,,,,
145,1993,1993-11-01,7,33.259,WAS,@,BUF,L 10-24,,,,,,,,,,0,0,,0,,,,,,
146,1993,1993-11-07,8,33.265,WAS,,IND,W 30-24,,,,,,,,,,0,0,,0,,,,,,
147,1993,1993-11-14,9,33.272,WAS,@,NYG,L 6-20,,,,,,,,,,0,0,,0,,,,,,
148,1993,1993-11-21,10,33.279,WAS,@,RAM,L 6-10,,,,,,,,,,0,0,,0,,,,,,
149,1993,1993-11-28,11,33.286,WAS,,PHI,L 14-17,,,,,,,,,,0,0,,0,,,,,,
150,1993,1993-12-05,12,33.293,WAS,@,TAM,W 23-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,10,0
151,1993,1993-12-11,13,33.299,WAS,,NYJ,L 0-3,,,,,,,,,,0,0,,0,,,,,,
152,1993,1993-12-19,14,33.307,WAS,,ATL,W 30-17,,,,,,,,,,0,0,,0,,,,,,
153,1993,1993-12-26,15,33.314,WAS,@,DAL,L 3-38,,,,,,,,,,0,0,,0,,,,,,
154,1993,1993-12-31,16,33.319,WAS,,MIN,L 9-14,,,,,,,,,,0,0,,0,,,,,,
155,1994,1994-09-04,1,34.201,WAS,,SEA,L 7-28,,,,,,,,,,,,,,,,,,,
156,1994,1994-09-11,2,34.208,WAS,@,NOR,W 38-24,,,,,,,,,,,,,,,,,,,
157,1994,1994-09-18,3,34.215,WAS,@,NYG,L 23-31,,,,,,,,,,,,,,,,,,,
158,1994,1994-09-25,4,34.222,WAS,,ATL,L 20-27,,,,,,,,,,,,,,,,,,,
159,1994,1994-10-02,5,34.229,WAS,,DAL,L 7-34,,,,,,,,,,,,,,,,,,,
160,1994,1994-10-09,6,34.236,WAS,@,PHI,L 17-21,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
161,1994,1994-10-16,7,34.243,WAS,,ARI,L 16-19,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,2,32,1
162,1994,1994-10-23,8,34.250,WAS,@,IND,W 41-27,,,,,,,,,,,,,,,,,,,
163,1994,1994-10-30,9,34.257,WAS,,PHI,L 29-31,,,,,,,,,,,,,,,,,,,
164,1994,1994-11-06,10,34.264,WAS,,SFO,L 22-37,,,,,,,,,,,,,,,,,,,
165,1994,1994-11-20,11,34.278,WAS,@,DAL,L 7-31,,,,,,,,,,,,,,,,,,,
166,1994,1994-11-27,12,34.285,WAS,,NYG,L 19-21,,,,,,,,,,,,,,,,,,,
167,1994,1994-12-04,13,34.292,WAS,@,TAM,L 21-26,,,,,,,,,,,,,,,,,,,
168,1994,1994-12-11,14,34.299,WAS,@,ARI,L 15-17,,,,,,,,,,,,,,,,,,,
169,1994,1994-12-18,15,34.306,WAS,,TAM,L 14-17,,,,,,,,,,,,,,,,,,,
170,1994,1994-12-24,16,34.312,WAS,@,RAM,W 24-21,,,,,,,,,,,,,,,,,,,
171,1995,1995-09-03,1,35.200,WAS,,ARI,W 27-7,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,13,0
172,1995,1995-09-10,2,35.207,WAS,,OAK,L 8-20,,,,,,,,,,,,,,,,,,,
173,1995,1995-09-17,3,35.214,WAS,@,DEN,L 31-38,,,,,,,,,,,,,,,,,,,
174,1995,1995-09-24,4,35.221,WAS,@,TAM,L 6-14,,,,,,,,,,,,,,,,,,,
175,1995,1995-10-01,5,35.228,WAS,,DAL,W 27-23,,,,,,,,,,,,,,,,,,,
176,1995,1995-10-08,6,35.235,WAS,@,PHI,L 34-37,,,,,,,,,,,,,,,,,,,
177,1995,1995-10-15,7,35.242,WAS,@,ARI,L 20-24,,,,,,,,,,,,,,,,,,,
178,1995,1995-10-22,8,35.249,WAS,,DET,W 36-30,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,7,1
179,1995,1995-10-29,9,35.256,WAS,,NYG,L 15-24,,,,,,,,,,,,,,,,,,,
180,1995,1995-11-05,10,35.263,WAS,@,KAN,L 3-24,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,22,0
181,1995,1995-11-19,11,35.277,WAS,,SEA,L 20-27,,,,,,,,,,,,,,,,,,,
182,1995,1995-11-26,12,35.284,WAS,,PHI,L 7-14,,,,,,,,,,,,,,,,,,,
183,1995,1995-12-03,13,35.291,WAS,@,DAL,W 24-17,,,,,,,,,,,,,,,,,,,
184,1995,1995-12-10,14,35.298,WAS,@,NYG,L 13-20,,,,,,,,,,,,,,,,,,,
185,1995,1995-12-17,15,35.305,WAS,@,STL,W 35-23,,,,,,,,,,,,,,,,,,,
186,1995,1995-12-24,16,35.312,WAS,,CAR,W 20-17,,,,,,,,,,,,,,,,,,,
187,1996,1996-09-01,1,36.199,WAS,,PHI,L 14-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
188,1996,1996-09-08,2,36.206,WAS,,CHI,W 10-3,,,,,,,,,,,,,,,,,,,
189,1996,1996-09-15,3,36.213,WAS,@,NYG,W 31-10,,,,,,,,,,,,,,,,,,,
190,1996,1996-09-22,4,36.220,WAS,@,STL,W 17-10,,,,,,,,,,,,,,,,,,,
191,1996,1996-09-29,5,36.227,WAS,,NYJ,W 31-16,,,,,,,,,,,,,,,,,,,
192,1996,1996-10-13,6,36.241,WAS,@,NWE,W 27-22,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,16,0
193,1996,1996-10-20,7,36.248,WAS,,NYG,W 31-21,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,68,1
194,1996,1996-10-27,8,36.255,WAS,,IND,W 31-16,,,,,,,,,,,,,,,,,,,
195,1996,1996-11-03,9,36.262,WAS,@,BUF,L 13-38,,,,,,,,,,,,,,,,,,,
196,1996,1996-11-10,10,36.269,WAS,,ARI,L 34-37,,,,,,,,,,,,,,,,,,,
197,1996,1996-11-17,11,36.276,WAS,@,PHI,W 26-21,,,,,,,,,,,,,,,,,,,
198,1996,1996-11-24,12,36.283,WAS,,SFO,L 16-19,,,,,,,,,,,,,,,,,,,
199,1996,1996-11-28,13,36.287,WAS,@,DAL,L 10-21,,,,,,,,,,,,,,,,,,,
200,1996,1996-12-08,14,36.297,WAS,@,TAM,L 10-24,,,,,,,,,,,,,,,,,,,
201,1996,1996-12-15,15,36.304,WAS,@,ARI,L 26-27,,,,,,,,,,,,,,,,,,,
202,1996,1996-12-22,16,36.311,WAS,,DAL,W 37-10,,,,,,,,,,,,,,,,,,,
203,1997,1997-08-31,1,37.197,WAS,@,CAR,W 24-10,,,,,,0,0,,0,,,,,,,,,,
204,1997,1997-09-07,2,37.204,WAS,@,PIT,L 13-14,,,,,,0,0,,0,,,,,,,,,,
205,1997,1997-09-14,3,37.211,WAS,,ARI,W 19-13,,,,,,0,0,,0,,,,,,,,,,
206,1997,1997-09-28,4,37.225,WAS,,JAX,W 24-12,,,,,,0,0,,0,,,,,,,,,,
207,1997,1997-10-05,5,37.232,WAS,@,PHI,L 10-24,,,,,,0,0,,0,,,,,,,,,,
208,1997,1997-10-13,6,37.240,WAS,,DAL,W 21-16,,,,,,0,0,,0,,,,,,,,,,
209,1997,1997-10-19,7,37.246,WAS,@,TEN,L 14-28,,,,,,0,0,,0,,,,,,,,,,
210,1997,1997-10-26,8,37.253,WAS,,BAL,L 17-20,,,,,,0,0,,0,,,,,,,,,,
211,1997,1997-11-02,9,37.260,WAS,@,CHI,W 31-8,,,,,,0,0,,0,,,,,,,,,,
212,1997,1997-11-09,10,37.267,WAS,,DET,W 30-7,,,,,,0,0,,0,,,,,,,,,,
213,1997,1997-11-16,11,37.274,WAS,@,DAL,L 14-17,,,,,,0,0,,0,,,,,,,,,,
214,1997,1997-11-23,12,37.281,WAS,,NYG,T 7-7,,,,,,0,0,,0,,,,,,,,,,
215,1997,1997-11-30,13,37.288,WAS,,STL,L 20-23,,0,0,,0,1,9,9.00,0,0,0,,0,0,0,0.0,0,0,0
216,1997,1997-12-07,14,37.295,WAS,@,ARI,W 38-28,,,,,,0,0,,0,,,,,,,,,,
217,1997,1997-12-13,15,37.301,WAS,@,NYG,L 10-30,,,,,,0,0,,0,,,,,,,,,,
218,1997,1997-12-21,16,37.309,WAS,,PHI,W 35-32,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,83,1
219,1998,1998-09-06,1,38.203,WAS,@,NYG,L 24-31,,,,,,,,,,,,,,,,,,,
220,1998,1998-09-14,2,38.211,WAS,,SFO,L 10-45,,,,,,,,,,,,,,,,,,,
221,1998,1998-09-20,3,38.217,WAS,@,SEA,L 14-24,,,,,,,,,,,,,,,,,,,
222,1998,1998-09-27,4,38.224,WAS,,DEN,L 16-38,,,,,,,,,,,,,,,,,,,
223,1998,1998-10-04,5,38.231,WAS,,DAL,L 10-31,,,,,,,,,,,,,,,,,,,
224,1998,1998-10-11,6,38.238,WAS,@,PHI,L 12-17,,,,,,,,,,,,,,,,,,,
225,1998,1998-10-18,7,38.245,WAS,@,MIN,L 7-41,,,,,,,,,,,,,,,,,,,
226,1998,1998-11-01,8,38.259,WAS,,NYG,W 21-14,,,,,,,,,,,,,,,,,,,
227,1998,1998-11-08,9,38.266,WAS,@,ARI,L 27-29,,,,,,,,,,,,,,,,,,,
228,1998,1998-11-15,10,38.273,WAS,,PHI,W 28-3,,,,,,,,,,,,,,,,,,,
229,1998,1998-11-22,11,38.280,WAS,,ARI,L 42-45,,,,,,,,,,,,,,,,,,,
230,1998,1998-11-29,12,38.287,WAS,@,OAK,W 29-19,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,36,0
231,1998,1998-12-06,13,38.294,WAS,,SDG,W 24-20,,,,,,,,,,,,,,,,,,,
232,1998,1998-12-13,14,38.301,WAS,@,CAR,W 28-25,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
233,1998,1998-12-19,15,38.307,WAS,,TAM,W 20-16,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
234,1998,1998-12-27,16,38.315,WAS,@,DAL,L 7-23,,,,,,,,,,,,,,,,,,,
