ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
33,1976,1976-10-10,5,25.356,NYG,,DAL,L 14-24,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
34,1976,1976-10-17,6,25.363,NYG,@,MIN,L 7-24,5,90,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
35,1976,1976-10-24,7,26.004,NYG,,PIT,L 0-27,,,,,,,,,,,,,,,,,,,,,
36,1976,1976-10-31,8,26.011,NYG,,PHI,L 0-10,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
37,1976,1976-11-07,9,26.018,NYG,@,DAL,L 3-9,3,51,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
38,1976,1976-11-14,10,26.025,NYG,,WAS,W 12-9,1,13,13.00,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0,0,0,0
39,1976,1976-11-21,11,26.032,NYG,@,DEN,L 13-14,1,5,5.00,0,1,16,16.00,0,0,0,,0,0,0,,0,0,0,0,0,0
40,1976,1976-11-28,12,26.039,NYG,,SEA,W 28-16,,,,,,,,,,,,,,,,,,,,,
41,1976,1976-12-12,14,26.053,NYG,,STL,L 14-17,,,,,,,,,,,,,,,,,,,,,
42,1977,1977-09-18,1,26.333,NYG,,WAS,W 20-17,,,,,,,,,,,,,,,,,,,,,
43,1977,1977-09-25,2,26.340,NYG,@,DAL,L 21-41,,,,,,,,,,,,,,,,,,,,,
44,1977,1977-10-02,3,26.347,NYG,@,ATL,L 3-17,,,,,,,,,,,,,,,,,,,,,
45,1977,1977-10-09,4,26.354,NYG,,PHI,L 10-28,,,,,,,,,,,,,,,,,,,,,
46,1977,1977-10-16,5,26.361,NYG,,SFO,W 20-17,,,,,,,,,,,,,,,,,,,,,
47,1977,1977-10-23,6,27.003,NYG,@,WAS,W 17-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,40,0
48,1977,1977-10-31,7,27.011,NYG,@,STL,L 0-28,,,,,,,,,,,,,,,,,,,,,
49,1977,1977-11-06,8,27.017,NYG,,DAL,L 10-24,,,,,,,,,,,,,,,,,,,,,
50,1977,1977-11-13,9,27.024,NYG,@,TAM,W 10-0,,,,,,,,,,,,,,,,,,,,,
51,1977,1977-11-20,10,27.031,NYG,,CLE,L 7-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,19,0
52,1977,1977-11-27,11,27.038,NYG,@,CIN,L 13-30,,,,,,,,,,,,,,,,,,,,,
53,1977,1977-12-04,12,27.045,NYG,,STL,W 27-7,,,,,,,,,,,,,,,,,,,,,
54,1977,1977-12-11,13,27.052,NYG,@,PHI,L 14-17,,,,,,,,,,,,,,,,,,,,,
55,1977,1977-12-18,14,27.059,NYG,,CHI,L 9-12,,,,,,,,,,,,,,,,,,,,,
56,1978,1978-09-02,1,27.317,NYG,@,TAM,W 19-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
57,1978,1978-09-10,2,27.325,NYG,,DAL,L 24-34,,,,,,,,,,,,,,,,,,,,,
58,1978,1978-09-17,3,27.332,NYG,,KAN,W 26-10,,,,,,,,,,,,,,,,,,,,,
59,1978,1978-09-24,4,27.339,NYG,,SFO,W 27-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,2,74,0
60,1978,1978-10-01,5,27.346,NYG,@,ATL,L 20-23,,,,,,,,,,,,,,,,,,,,,
61,1978,1978-10-08,6,27.353,NYG,@,DAL,L 3-24,,,,,,,,,,,,,,,,,,,,,
62,1978,1978-10-15,7,27.360,NYG,,TAM,W 17-14,,,,,,,,,,,,,,,,,,,,,
63,1978,1978-11-12,11,28.023,NYG,@,WAS,L 13-16,,,,,,,,,,,,,,,,,,,,,
64,1978,1978-11-19,12,28.030,NYG,,PHI,L 17-19,,,,,,,,,,,,,,,,,,,,,
65,1978,1978-11-26,13,28.037,NYG,@,BUF,L 17-41,,,,,,,,,,,,,,,,,,,,,
66,1978,1978-12-03,14,28.044,NYG,,RAM,L 17-20,,,,,,,,,,,,,,,,,,,,,
67,1978,1978-12-10,15,28.051,NYG,,STL,W 17-0,,,,,,,,,,,,,,,,,,,,,
68,1978,1978-12-17,16,28.058,NYG,@,PHI,L 3-20,,,,,,,,,,,,,,,,,,,,,
69,1979,1979-09-02,1,28.317,NYG,@,PHI,L 17-23,,,,,,,,,,,,,,,,,,,,,
70,1979,1979-09-09,2,28.324,NYG,,STL,L 14-27,,,,,,,,,,,,,,,,,,,,,
71,1979,1979-09-17,3,28.332,NYG,@,WAS,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
72,1979,1979-09-23,4,28.338,NYG,,PHI,L 13-17,,,,,,,,,,,,,,,,,,,,,
73,1979,1979-09-30,5,28.345,NYG,@,NOR,L 14-24,,,,,,,,,,,,,,,,,,,,,
74,1979,1979-10-07,6,28.352,NYG,,TAM,W 17-14,,,,,,,,,,,,,,,,,,,,,
75,1979,1979-10-14,7,28.359,NYG,,SFO,W 32-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
76,1979,1979-10-21,8,29.001,NYG,@,KAN,W 21-17,,,,,,,,,,,,,,,,,,,,,
77,1979,1979-11-04,10,29.015,NYG,,DAL,L 14-16,,,,,,,,,,,,,,,,,,,,,
78,1979,1979-11-11,11,29.022,NYG,,ATL,W 24-3,,,,,,,,,,,,,,,,,,,,,
79,1979,1979-11-18,12,29.029,NYG,@,TAM,L 3-31,,,,,,,,,,,,,,,,,,,,,
80,1979,1979-11-25,13,29.036,NYG,,WAS,W 14-6,,,,,,,,,,,,,,,,,,,,,
81,1979,1979-12-02,14,29.043,NYG,@,DAL,L 7-28,,,,,,,,,,,,,,,,,,,,,
82,1979,1979-12-09,15,29.050,NYG,@,STL,L 20-29,,,,,,,,,,,,,,,,,,,,,
83,1979,1979-12-16,16,29.057,NYG,,BAL,L 7-31,,,,,,,,,,,,,,,,,,,,,
84,1980,1980-09-07,1,29.323,SFO,@,NOR,W 26-23,,,,,,,,,,,,,,,,,,,,,
85,1980,1980-09-21,3,29.337,SFO,@,NYJ,W 37-27,,,,,,,,,,,,,,,,,,,,,
86,1980,1980-09-28,4,29.344,SFO,,ATL,L 17-20,,,,,,,,,,,,,,,,,,,,,
87,1980,1980-10-05,5,29.351,SFO,@,RAM,L 26-48,,,,,,,,,,,,,,,,,,,,,
88,1980,1980-10-12,6,29.358,SFO,@,DAL,L 14-59,,,,,,,,,,,,,,,,,,,,,
89,1980,1980-10-26,8,30.006,SFO,,TAM,L 23-24,,,,,,,,,,,,,,,,,,,,,
90,1980,1980-11-02,9,30.013,SFO,@,DET,L 13-17,,,,,,,,,,,,,,,,,,,,,
91,1980,1980-11-09,10,30.020,SFO,@,GNB,L 16-23,,,,,,,,,,,,,,,,,,,,,
92,1980,1980-11-16,11,30.027,SFO,@,MIA,L 13-17,,,,,,,,,,,,,,,,,,,,,
93,1980,1980-11-23,12,30.034,SFO,,NYG,W 12-0,,,,,,,,,,,,,,,,,,,,,
94,1980,1980-11-30,13,30.041,SFO,,NWE,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,25,0
95,1980,1980-12-07,14,30.048,SFO,,NOR,W 38-35,,,,,,,,,,,,,,,,,,,,,
96,1980,1980-12-14,15,30.055,SFO,@,ATL,L 10-35,,,,,,,,,,,,,,,,,,,,,
97,1980,1980-12-21,16,30.062,SFO,,BUF,L 13-18,,,,,,,,,,,,,,,,,,,,,
