ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,def_int,def_int_yds,def_int_td
119,2000,2000-12-24,16,29.090,TAM,@,GNB,L 14-17,,0,0,,0,0.0,1,5,0
120,2001,2001-09-09,1,29.349,TAM,@,DAL,W 10-6,*,0,0,,0,0.0,1,4,0
121,2001,2001-09-30,2,30.005,TAM,@,MIN,L 16-20,*,,,,,,,,
122,2001,2001-10-07,3,30.012,TAM,,GNB,W 14-10,*,,,,,,,,
123,2001,2001-10-14,4,30.019,TAM,@,TEN,L 28-31,*,,,,,,,,
124,2001,2001-10-21,5,30.026,TAM,,PIT,L 10-17,*,0,0,,0,1.0,0,0,0
125,2001,2001-10-28,6,30.033,TAM,,MIN,W 41-14,*,,,,,,,,
126,2001,2001-11-04,7,30.040,TAM,@,GNB,L 20-21,*,,,,,,,,
127,2001,2001-11-11,8,30.047,TAM,@,DET,W 20-17,*,,,,,,,,
128,2001,2001-11-18,9,30.054,TAM,,CHI,L 24-27,*,,,,,,,,
129,2001,2001-11-26,10,30.062,TAM,@,STL,W 24-17,*,0,0,,0,0.0,1,15,0
130,2001,2001-12-02,11,30.068,TAM,@,CIN,W 16-13,*,,,,,,,,
131,2001,2001-12-09,12,30.075,TAM,,DET,W 15-12,*,,,,,,,,
132,2001,2001-12-16,13,30.082,TAM,@,CHI,L 3-27,*,,,,,,,,
133,2001,2001-12-23,14,30.089,TAM,,NOR,W 48-21,*,,,,,,,,
134,2001,2001-12-29,15,30.095,TAM,,BAL,W 22-10,*,,,,,,,,
135,2001,2002-01-06,16,30.103,TAM,,PHI,L 13-17,*,0,0,,0,0.0,1,2,0
136,2002,2002-09-08,1,30.348,TAM,,NOR,L 20-26,*,,,,,,,,
137,2002,2002-09-15,2,30.355,TAM,@,BAL,W 25-0,*,,,,,,,,
138,2002,2002-09-23,3,30.363,TAM,,STL,W 26-14,*,,,,,,,,
139,2002,2002-09-29,4,31.004,TAM,@,CIN,W 35-7,*,,,,,,,,
140,2002,2002-10-06,5,31.011,TAM,@,ATL,W 20-6,*,,,,,,,,
141,2002,2002-10-13,6,31.018,TAM,,CLE,W 17-3,*,,,,,,,,
142,2002,2002-10-20,7,31.025,TAM,@,PHI,L 10-20,*,,,,,,,,
143,2002,2002-10-27,8,31.032,TAM,@,CAR,W 12-9,*,0,0,,0,0.0,2,0,0
144,2002,2002-11-03,9,31.039,TAM,,MIN,W 38-24,*,,,,,,,,
145,2002,2002-11-17,10,31.053,TAM,,CAR,W 23-10,*,0,0,,0,0.0,1,0,0
146,2002,2002-11-24,11,31.060,TAM,,GNB,W 21-7,*,,,,,,,,
147,2002,2002-12-01,12,31.067,TAM,@,NOR,L 20-23,*,,,,,,,,
148,2002,2002-12-08,13,31.074,TAM,,ATL,W 34-10,*,,,,,,,,
149,2002,2002-12-23,15,31.089,TAM,,PIT,L 7-17,*,,,,,,,,
150,2002,2002-12-29,16,31.095,TAM,@,CHI,W 15-0,*,,,,,,,,
151,2003,2003-09-08,1,31.348,TAM,@,PHI,W 17-0,*,0,0,,0,0.5,0,0,0
152,2003,2003-09-14,2,31.354,TAM,,CAR,L 9-12,*,,,,,,,,
153,2003,2003-09-21,3,31.361,TAM,@,ATL,W 31-10,*,0,0,,0,0.0,1,0,0
154,2003,2003-10-06,4,32.011,TAM,,IND,L 35-38,*,,,,,,,,
155,2003,2003-10-12,5,32.017,TAM,@,WAS,W 35-13,*,,,,,,,,
156,2003,2003-10-19,6,32.024,TAM,@,SFO,L 7-24,*,,,,,,,,
157,2003,2003-11-09,9,32.045,TAM,@,CAR,L 24-27,*,,,,,,,,
158,2003,2003-11-16,10,32.052,TAM,,GNB,L 13-20,*,,,,,,,,
159,2003,2003-11-24,11,32.060,TAM,,NYG,W 19-13,*,0,0,,0,0.0,1,18,0
160,2003,2003-11-30,12,32.066,TAM,@,JAX,L 10-17,*,,,,,,,,
161,2003,2003-12-07,13,32.073,TAM,@,NOR,W 14-7,*,,,,,,,,
162,2003,2003-12-14,14,32.080,TAM,,HOU,W 16-3,*,,,,,,,,
163,2003,2003-12-20,15,32.086,TAM,,ATL,L 28-30,*,,,,,,,,
164,2003,2003-12-28,16,32.094,TAM,@,TEN,L 13-33,*,,,,,,,,
165,2004,2004-09-12,1,32.353,DEN,,KAN,W 34-24,*,,,,,,,,
166,2004,2004-09-19,2,32.360,DEN,@,JAX,L 6-7,*,,,,,,,,
167,2004,2004-09-26,3,33.001,DEN,,SDG,W 23-13,*,,,,,,,,
168,2004,2004-10-03,4,33.008,DEN,@,TAM,W 16-13,*,,,,,,,,
169,2004,2004-10-10,5,33.015,DEN,,CAR,W 20-17,*,,,,,,,,
170,2004,2004-10-17,6,33.022,DEN,@,OAK,W 31-3,*,,,,,,,,
171,2004,2004-10-25,7,33.030,DEN,@,CIN,L 10-23,*,,,,,,,,
172,2004,2004-10-31,8,33.036,DEN,,ATL,L 28-41,*,,,,,,,,
173,2004,2004-11-21,10,33.057,DEN,@,NOR,W 34-13,*,,,,,,,,
174,2004,2004-11-28,11,33.064,DEN,,OAK,L 24-25,*,0,0,,0,0.0,1,2,0
175,2004,2004-12-05,12,33.071,DEN,@,SDG,L 17-20,*,0,0,,0,1.0,0,0,0
176,2004,2004-12-12,13,33.078,DEN,,MIA,W 20-17,*,0,0,,0,1.0,0,0,0
177,2004,2004-12-19,14,33.085,DEN,@,KAN,L 17-45,*,,,,,,,,
178,2004,2004-12-25,15,33.091,DEN,@,TEN,W 37-16,*,,,,,,,,
179,2004,2005-01-02,16,33.099,DEN,,IND,W 33-14,*,,,,,,,,
180,2005,2005-09-11,1,33.351,DEN,@,MIA,L 10-34,*,,,,,,,,
181,2005,2005-09-18,2,33.358,DEN,,SDG,W 20-17,*,0,0,,0,1.0,0,0,0
182,2005,2005-09-26,3,34.001,DEN,,KAN,W 30-10,*,,,,,,,,
183,2005,2005-10-02,4,34.007,DEN,@,JAX,W 20-7,*,,,,,,,,
184,2005,2005-10-09,5,34.014,DEN,,WAS,W 21-19,*,,,,,,,,
185,2005,2005-10-16,6,34.021,DEN,,NWE,W 28-20,*,,,,,,,,
186,2005,2005-10-23,7,34.028,DEN,@,NYG,L 23-24,*,,,,,,,,
187,2005,2005-10-30,8,34.035,DEN,,PHI,W 49-21,*,0,0,,0,0.0,1,1,0
188,2005,2005-11-13,9,34.049,DEN,@,OAK,W 31-17,*,,,,,,,,
189,2005,2005-11-20,10,34.056,DEN,,NYJ,W 27-0,*,0,0,,0,0.0,1,1,0
190,2005,2005-11-24,11,34.060,DEN,@,DAL,W 24-21,*,,,,,,,,
191,2005,2005-12-04,12,34.070,DEN,@,KAN,L 27-31,*,,,,,,,,
192,2005,2005-12-11,13,34.077,DEN,,BAL,W 12-10,*,,,,,,,,
193,2005,2005-12-17,14,34.083,DEN,@,BUF,W 28-17,*,,,,,,,,
194,2005,2005-12-24,15,34.090,DEN,,OAK,W 22-3,*,0,0,,0,1.0,0,0,0
195,2005,2005-12-31,16,34.097,DEN,@,SDG,W 23-7,*,0,0,,0,2.0,0,0,0
196,2006,2006-09-10,1,34.350,DEN,@,STL,L 10-18,*,,,,,,,,
197,2006,2006-09-17,2,34.357,DEN,,KAN,W 9-6,*,,,,,,,,
198,2006,2006-09-24,3,34.364,DEN,@,NWE,W 17-7,*,,,,,,,,
199,2006,2006-10-09,4,35.014,DEN,,BAL,W 13-3,*,,,,,,,,
200,2006,2006-10-15,5,35.020,DEN,,OAK,W 13-3,*,,,,,,,,
201,2006,2006-10-22,6,35.027,DEN,@,CLE,W 17-7,*,,,,,,,,
202,2006,2006-10-29,7,35.034,DEN,,IND,L 31-34,*,,,,,,,,
203,2006,2006-11-05,8,35.041,DEN,@,PIT,W 31-20,*,,,,,,,,
204,2006,2006-11-12,9,35.048,DEN,@,OAK,W 17-13,*,,,,,,,,
205,2006,2006-11-19,10,35.055,DEN,,SDG,L 27-35,*,,,,,,,,
206,2006,2006-11-23,11,35.059,DEN,@,KAN,L 10-19,*,,,,,,,,
207,2006,2006-12-03,12,35.069,DEN,,SEA,L 20-23,*,,,,,,,,
208,2006,2006-12-10,13,35.076,DEN,@,SDG,L 20-48,*,,,,,,,,
209,2006,2006-12-17,14,35.083,DEN,@,ARI,W 37-20,*,,,,,,,,
210,2006,2006-12-24,15,35.090,DEN,,CIN,W 24-23,*,,,,,,,,
211,2006,2006-12-31,16,35.097,DEN,,SFO,L 23-26,*,,,,,,,,
212,2007,2007-09-09,1,35.349,DEN,@,BUF,W 15-14,*,0,0,,0,1.0,0,0,0
213,2007,2007-09-16,2,35.356,DEN,,OAK,W 23-20,*,,,,,,,,
214,2007,2007-09-23,3,35.363,DEN,,JAX,L 14-23,*,,,,,,,,
215,2007,2007-10-07,5,36.012,DEN,,SDG,L 3-41,*,,,,,,,,
216,2007,2007-10-21,6,36.026,DEN,,PIT,W 31-28,*,,,,,,,,
217,2007,2007-10-29,7,36.034,DEN,,GNB,L 13-19,*,,,,,,,,
218,2007,2007-11-19,10,36.055,DEN,,TEN,W 34-20,*,,,,,,,,
219,2007,2007-11-25,11,36.061,DEN,@,CHI,L 34-37,*,,,,,,,,
220,2007,2007-12-02,12,36.068,DEN,@,OAK,L 20-34,*,,,,,,,,
221,2007,2007-12-09,13,36.075,DEN,,KAN,W 41-7,*,,,,,,,,
222,2007,2007-12-13,14,36.079,DEN,@,HOU,L 13-31,,,,,,,,,
223,2007,2007-12-24,15,36.090,DEN,@,SDG,L 3-23,*,,,,,,,,
224,2007,2007-12-30,16,36.096,DEN,,MIN,W 22-19,*,,,,,,,,
