ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,sacks,tackles_solo,tackles_assists
13,2008,2008-12-21,15,24.206,ARI,@,NWE,L 7-47,,0,0,,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
14,2008,2008-12-28,16,24.213,ARI,,SEA,W 34-21,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
15,2009,2009-11-22,10,25.177,KAN,,PIT,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
16,2009,2009-11-29,11,25.184,KAN,@,SDG,L 14-43,,2,-2,-1.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
17,2009,2009-12-06,12,25.191,KAN,,DEN,L 13-44,,3,26,8.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
18,2009,2009-12-13,13,25.198,KAN,,BUF,L 10-16,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
19,2009,2009-12-20,14,25.205,KAN,,CLE,L 34-41,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
20,2009,2009-12-27,15,25.212,KAN,@,CIN,L 10-17,,0,0,,0,1,1,20,20.00,1,100.0%,20.00,0,0,,0,0,0,,0,,,,1,6,0.0,0,0
21,2009,2010-01-03,16,25.219,KAN,@,DEN,W 44-24,,3,19,6.33,0,1,0,0,,0,0.0%,0.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,0.0,1,0
22,2010,2010-09-13,1,26.107,KAN,,SDG,W 21-14,*,1,0,0.00,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,,,,,0,0,0.0,0,0
23,2010,2010-09-19,2,26.113,KAN,@,CLE,W 16-14,,1,0,0.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,,,,,0,0,0.0,1,0
24,2010,2010-09-26,3,26.120,KAN,,SFO,W 31-10,,0,0,,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
25,2010,2010-10-10,4,26.134,KAN,@,IND,L 9-19,*,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
26,2010,2010-10-31,7,26.155,KAN,,BUF,W 13-10,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,
27,2010,2010-11-07,8,26.162,KAN,@,OAK,L 20-23,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
28,2010,2010-11-21,10,26.176,KAN,,ARI,W 31-13,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
29,2010,2010-12-19,14,26.204,KAN,@,STL,W 27-13,*,0,0,,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
30,2010,2010-12-26,15,26.211,KAN,,TEN,W 34-14,*,0,0,,0,3,3,8,2.67,0,100.0%,2.67,0,0,,0,0,0,,,,,,0,0,0.0,0,0
31,2010,2011-01-02,16,26.218,KAN,,OAK,L 10-31,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,
