ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
134,1997,1997-10-12,6,31.165,NWE,,BUF,W 33-6,2,10,5.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,5,54,10.80,0,0,0
135,1997,1997-10-19,7,31.172,NWE,@,NYJ,L 19-24,0,0,,0,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,,,,2,37,18.50,0,1,8,8.00,0,0,0
136,1997,1997-10-27,8,31.180,NWE,,GNB,L 10-28,1,4,4.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,,,,4,83,20.75,0,3,24,8.00,0,0,0
137,1997,1997-11-02,9,31.186,NWE,@,MIN,L 18-23,1,3,3.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,5,148,29.60,0,2,23,11.50,0,0,0
138,1997,1997-11-09,10,31.193,NWE,@,BUF,W 31-10,0,0,,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,1,23,23.00,0,3,16,5.33,0,0,0
139,1997,1997-11-16,11,31.200,NWE,@,TAM,L 7-27,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,77,25.67,0,1,6,6.00,0,0,0
140,1997,1997-11-23,12,31.207,NWE,,MIA,W 27-24,0,0,,0,1,0,0,,0,0.0%,0.00,1,1,100.00,35,1,0,158.3,0,0,35.00,55.00,2,39,19.50,0,2,12,6.00,0,0,0
141,1997,1997-11-30,13,31.214,NWE,,IND,W 20-17,2,4,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,3,83,27.67,0,2,57,28.50,0,0,0
142,1997,1997-12-07,14,31.221,NWE,@,JAX,W 26-20,5,22,4.40,0,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,0,,,,0,0,,0,1,2,2.00,0,0,0
143,1997,1997-12-13,15,31.227,NWE,,PIT,L 21-24,4,8,2.00,0,6,4,66,16.50,1,66.7%,11.00,0,0,,0,0,0,,0,,,,2,70,35.00,0,2,18,9.00,0,1,6
144,1997,1997-12-22,16,31.236,NWE,@,MIA,W 14-12,3,9,3.00,1,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,,,,0,0,,0,4,20,5.00,0,1,6
145,1998,1998-12-19,15,32.233,NYJ,@,BUF,W 17-10,3,17,5.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,0.50,0,0,0
146,1998,1998-12-27,16,32.241,NYJ,,NWE,W 31-10,4,7,1.75,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,,,1,16,16.00,0,3,39,13.00,0,0,0
