ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
38,1962,1962-12-09,13,28.057,SFO,,GNB,L 21-31,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,2,80,40.00,0
39,1962,1962-12-15,14,28.063,SFO,,CLE,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,2,82,41.00,0
40,1963,1963-09-15,1,28.337,SFO,,MIN,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,4,166,41.50,0
41,1963,1963-09-22,2,28.344,SFO,,BAL,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,3,161,53.67,0
42,1963,1963-09-29,3,28.351,SFO,@,MIN,L 14-45,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,5,236,47.20,0
43,1963,1963-10-06,4,28.358,SFO,@,DET,L 3-26,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,10,475,47.50,1
44,1963,1963-10-13,5,29.000,SFO,@,BAL,L 3-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,4,25.0,0,3,8,382,47.75,0
45,1963,1963-10-20,6,29.007,SFO,,CHI,W 20-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,5,40.0,0,8,3,125,41.67,0
46,1963,1963-10-27,7,29.014,SFO,@,RAM,L 21-28,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,4,194,48.50,0
47,1963,1963-11-03,8,29.021,SFO,,DET,L 7-45,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,7,325,46.43,0
48,1963,1963-11-10,9,29.028,SFO,,DAL,W 31-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,3,124,41.33,0
49,1963,1963-11-17,10,29.035,SFO,@,NYG,L 14-48,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,6,276,46.00,0
50,1963,1963-11-24,11,29.042,SFO,@,GNB,L 10-28,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,1,100.0,1,1,100.0,0,4,3,150,50.00,0
51,1963,1963-12-01,12,29.049,SFO,,RAM,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,6,250,41.67,0
52,1963,1963-12-08,13,29.056,SFO,@,CHI,L 7-27,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,7,274,39.14,1
53,1963,1963-12-14,14,29.062,SFO,,GNB,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,3,33.3,0,5,4,172,43.00,0
54,1964,1964-09-13,1,29.336,SFO,,DET,L 17-26,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,3,33.3,0,5,6,282,47.00,0
55,1964,1964-09-20,2,29.343,SFO,@,PHI,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,5,229,45.80,0
56,1964,1964-09-27,3,29.350,SFO,,STL,L 13-23,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,5,227,45.40,0
57,1964,1964-10-04,4,29.357,SFO,,CHI,W 31-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,8,360,45.00,0
58,1964,1964-10-11,5,29.364,SFO,@,GNB,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,5,230,46.00,0
59,1964,1964-10-18,6,30.005,SFO,@,RAM,L 14-42,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,5,271,54.20,0
60,1964,1964-10-25,7,30.012,SFO,,MIN,L 22-27,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,5,203,40.60,0
61,1964,1964-11-01,8,30.019,SFO,@,BAL,L 7-37,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,6,235,39.17,0
62,1964,1964-11-08,9,30.026,SFO,@,MIN,L 7-24,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,3,0.0,0,1,6,305,50.83,0
63,1964,1964-11-15,10,30.033,SFO,,GNB,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,3,104,34.67,0
64,1964,1964-11-22,11,30.040,SFO,@,CHI,L 21-23,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,3,151,50.33,0
65,1964,1964-11-29,12,30.047,SFO,,BAL,L 3-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,6,290,48.33,0
66,1964,1964-12-06,13,30.054,SFO,,RAM,W 28-7,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,7,317,45.29,0
67,1964,1964-12-13,14,30.061,SFO,@,DET,L 7-24,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,3,0.0,0,1,9,393,43.67,0
68,1965,1965-09-19,1,30.341,SFO,,CHI,W 52-24,0,0,,0,0,0,,0,0,0,,0,0,,,7,7,100.0,1,1,100.0,0,10,5,212,42.40,0
69,1965,1965-09-26,2,30.348,SFO,,PIT,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,3,122,40.67,0
70,1965,1965-10-03,3,30.355,SFO,@,BAL,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,5,253,50.60,0
71,1965,1965-10-10,4,30.362,SFO,@,GNB,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,3,33.3,0,4,4,149,37.25,0
72,1965,1965-10-17,5,31.004,SFO,@,RAM,W 45-21,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,1,1,100.0,0,9,3,154,51.33,0
73,1965,1965-10-24,6,31.011,SFO,,MIN,L 41-42,1,21,21.00,0,0,0,,0,0,0,,0,0,,,5,5,100.0,2,2,100.0,0,11,5,207,41.40,0
74,1965,1965-10-31,7,31.018,SFO,,BAL,L 28-34,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,3,132,44.00,0
75,1965,1965-11-07,8,31.025,SFO,@,DAL,L 31-39,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,1,34,34.00,0
76,1965,1965-11-14,9,31.032,SFO,@,DET,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,4,199,49.75,0
77,1965,1965-11-21,10,31.039,SFO,,RAM,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,4,187,46.75,0
78,1965,1965-11-28,11,31.046,SFO,@,MIN,W 45-24,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,1,3,33.3,0,9,3,136,45.33,0
79,1965,1965-12-05,12,31.053,SFO,,DET,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,3,33.3,0,5,4,178,44.50,0
80,1965,1965-12-12,13,31.060,SFO,@,CHI,L 20-61,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,,1,0.0,0,2,6,296,49.33,0
81,1965,1965-12-19,14,31.067,SFO,,GNB,T 24-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,4,212,53.00,0
82,1966,1966-09-11,1,31.333,SFO,,MIN,T 20-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,8,295,36.88,0
83,1966,1966-09-25,2,31.347,SFO,@,BAL,L 14-36,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,9,370,41.11,0
84,1966,1966-09-30,3,31.352,SFO,@,RAM,L 3-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,3,33.3,0,3,6,263,43.83,0
85,1966,1966-10-09,4,31.361,SFO,,GNB,W 21-20,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,6,270,45.00,0
86,1966,1966-10-16,5,32.003,SFO,@,ATL,W 44-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,6,83.3,1,2,50.0,0,8,0,0,,0
87,1966,1966-10-23,6,32.010,SFO,,DET,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
88,1966,1966-10-30,7,32.017,SFO,@,MIN,L 3-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,3,33.3,0,3,6,259,43.17,0
89,1966,1966-11-06,8,32.024,SFO,,RAM,W 21-13,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,3,120,40.00,0
90,1966,1966-11-13,9,32.031,SFO,@,CHI,T 30-30,1,10,10.00,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,4,75.0,0,12,5,212,42.40,0
91,1966,1966-11-20,10,32.038,SFO,,PHI,L 34-35,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,4,50.0,0,10,2,81,40.50,0
92,1966,1966-11-24,11,32.042,SFO,@,DET,W 41-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,2,2,100.0,0,11,3,138,46.00,0
93,1966,1966-12-04,12,32.052,SFO,@,GNB,L 7-20,1,22,22.00,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,5,197,39.40,0
94,1966,1966-12-11,13,32.059,SFO,,CHI,W 41-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,2,2,100.0,0,11,4,166,41.50,0
95,1966,1966-12-18,14,32.066,SFO,,BAL,L 14-30,1,11,11.00,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,6,234,39.00,0
96,1967,1967-09-17,1,32.339,SFO,@,MIN,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
97,1967,1967-09-24,2,32.346,SFO,,ATL,W 38-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
98,1967,1967-10-01,3,32.353,SFO,@,BAL,L 7-41,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,0,0,,0
99,1967,1967-10-08,4,32.360,SFO,@,RAM,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
100,1967,1967-10-15,5,33.002,SFO,@,PHI,W 28-27,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0,0,,0
101,1967,1967-10-22,6,33.009,SFO,,NOR,W 27-13,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
102,1967,1967-10-29,7,33.016,SFO,,DET,L 3-45,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,0,0,,0
103,1967,1967-11-05,8,33.023,SFO,,RAM,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,0,0,,0
104,1967,1967-11-12,9,33.030,SFO,@,WAS,L 28-31,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0,0,,0
105,1967,1967-11-19,10,33.037,SFO,@,GNB,L 0-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,3,0.0,0,0,0,0,,0
106,1967,1967-11-26,11,33.044,SFO,,BAL,L 9-26,0,0,,0,0,0,,0,0,0,,0,0,,,,,,3,4,75.0,0,9,0,0,,0
107,1967,1967-12-03,12,33.051,SFO,,CHI,L 14-28,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,0,0,,0
108,1967,1967-12-10,13,33.058,SFO,@,ATL,W 34-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,4,50.0,0,10,0,0,,0
109,1967,1967-12-16,14,33.064,SFO,,DAL,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
110,1968,1968-09-15,1,33.338,SFO,@,BAL,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
111,1968,1968-09-22,2,33.345,SFO,,STL,W 35-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,1,0.0,0,5,0,0,,0
112,1968,1968-09-29,3,33.352,SFO,,ATL,W 28-13,0,0,,0,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
113,1968,1968-10-06,4,33.359,SFO,@,RAM,L 10-24,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
114,1968,1968-11-17,10,34.035,SFO,,RAM,T 20-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
115,1968,1968-11-24,11,34.042,SFO,@,PIT,W 45-28,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,1,2,50.0,0,9,0,0,,0
116,1968,1968-12-01,12,34.049,SFO,,GNB,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
117,1968,1968-12-08,13,34.056,SFO,,MIN,L 20-30,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
118,1968,1968-12-15,14,34.063,SFO,@,ATL,W 14-12,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
119,1969,1969-09-21,1,34.343,SFO,@,ATL,L 12-24,1,16,16.00,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,3,132,44.00,0
120,1969,1969-09-28,2,34.350,SFO,@,GNB,L 7-14,1,5,5.00,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,4,0.0,0,1,5,198,39.60,0
121,1969,1969-10-05,3,34.357,SFO,,WAS,T 17-17,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,5,217,43.40,0
122,1969,1969-10-12,4,34.364,SFO,,RAM,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,7,290,41.43,0
123,1969,1969-10-19,5,35.006,SFO,,ATL,L 7-21,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
124,1969,1969-10-26,6,35.013,SFO,@,BAL,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,3,118,39.33,0
125,1969,1969-11-02,7,35.020,SFO,,DET,L 14-26,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
126,1969,1969-11-09,8,35.027,SFO,@,RAM,L 30-41,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1969,1969-11-16,9,35.034,SFO,,BAL,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1969,1969-11-23,10,35.041,SFO,@,NOR,L 38-43,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1969,1969-11-27,11,35.045,SFO,@,DAL,T 24-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1969,1969-12-06,12,35.054,SFO,,CHI,W 42-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1969,1969-12-14,13,35.062,SFO,@,MIN,L 7-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1969,1969-12-21,14,35.069,SFO,,PHI,W 14-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
