ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
39,1981,1981-10-25,8,24.355,DAL,,MIA,W 28-27,7,9,1.29,1,6,93,15.50,1,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,0,,0
40,1981,1981-11-01,9,24.362,DAL,@,PHI,W 17-14,8,32,4.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
41,1981,1981-11-09,10,25.005,DAL,,BUF,W 27-14,13,65,5.00,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
42,1981,1981-11-15,11,25.011,DAL,@,DET,L 24-27,7,22,3.14,0,5,56,11.20,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
43,1981,1981-11-22,12,25.018,DAL,,WAS,W 24-10,17,85,5.00,1,1,22,22.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
44,1981,1981-11-26,13,25.022,DAL,,CHI,W 10-9,4,9,2.25,1,1,15,15.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,1,6,0,0,,0
45,1981,1981-12-06,14,25.032,DAL,@,BAL,W 37-13,16,40,2.50,2,3,13,4.33,1,0,0,,0,0,0,,0,,,,0,0,,0,3,18,0,0,,0
46,1981,1981-12-13,15,25.039,DAL,,PHI,W 21-10,8,44,5.50,1,2,19,9.50,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
47,1981,1981-12-19,16,25.045,DAL,@,NYG,L 10-13,11,43,3.91,0,3,16,5.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
48,1982,1982-09-13,1,25.313,DAL,,PIT,L 28-36,8,25,3.13,0,2,22,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
49,1982,1982-09-19,2,25.319,DAL,@,STL,W 24-7,4,15,3.75,0,2,40,20.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
50,1982,1982-11-21,3,26.017,DAL,,TAM,W 14-9,4,16,4.00,0,3,28,9.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
51,1982,1982-11-25,4,26.021,DAL,,CLE,W 31-14,12,73,6.08,0,2,10,5.00,1,0,0,,0,0,0,,,,,,0,0,,0,1,6,0,0,,0
52,1982,1982-12-05,5,26.031,DAL,@,WAS,W 24-10,6,49,8.17,1,4,30,7.50,1,0,0,,0,0,0,,,,,,0,0,,0,2,12,0,0,,0
53,1982,1982-12-13,6,26.039,DAL,@,HOU,W 37-7,4,15,3.75,0,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
54,1982,1982-12-19,7,26.045,DAL,,NOR,W 21-7,7,17,2.43,0,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
55,1982,1982-12-26,8,26.052,DAL,,PHI,L 20-24,6,20,3.33,0,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
56,1982,1983-01-03,9,26.060,DAL,@,MIN,L 27-31,8,13,1.63,1,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,0,0,,0
57,1983,1983-09-05,1,26.305,DAL,@,WAS,W 31-30,9,32,3.56,0,2,17,8.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
58,1983,1983-09-11,2,26.311,DAL,@,STL,W 34-17,10,57,5.70,2,3,8,2.67,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,0,,0
59,1983,1983-09-18,3,26.318,DAL,,NYG,W 28-13,8,13,1.63,0,5,30,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
60,1983,1983-09-25,4,26.325,DAL,,NOR,W 21-20,4,17,4.25,0,2,11,5.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
61,1983,1983-10-02,5,26.332,DAL,@,MIN,W 37-24,14,59,4.21,1,8,64,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
62,1983,1983-10-09,6,26.339,DAL,,TAM,W 27-24,6,24,4.00,0,11,126,11.45,1,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
63,1983,1983-10-16,7,26.346,DAL,,PHI,W 37-7,18,63,3.50,1,5,41,8.20,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6,0,0,,0
64,1983,1983-10-23,8,26.353,DAL,,RAI,L 38-40,6,12,2.00,1,3,33,11.00,0,1,1,100.00,15,1,0,158.3,0,0,15.00,35.00,0,0,,0,1,6,0,0,,0
65,1983,1983-10-30,9,26.360,DAL,@,NYG,W 38-20,16,76,4.75,0,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
66,1983,1983-11-06,10,27.002,DAL,@,PHI,W 27-20,15,61,4.07,0,7,92,13.14,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
67,1983,1983-11-13,11,27.009,DAL,@,SDG,L 23-24,10,40,4.00,0,8,45,5.63,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
68,1983,1983-11-20,12,27.016,DAL,,KAN,W 41-21,8,43,5.38,1,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
69,1983,1983-11-24,13,27.020,DAL,,STL,W 35-17,6,21,3.50,1,6,21,3.50,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
70,1983,1983-12-04,14,27.030,DAL,@,SEA,W 35-10,9,19,2.11,0,4,41,10.25,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
71,1983,1983-12-11,15,27.037,DAL,,WAS,L 10-31,6,-1,-0.17,0,3,17,5.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
72,1983,1983-12-19,16,27.045,DAL,@,SFO,L 17-42,4,5,1.25,0,4,22,5.50,0,0,0,,0,0,0,,0,,,,1,13,13.00,0,0,0,0,0,,0
73,1984,1984-09-03,1,27.304,DAL,@,RAM,W 20-13,3,5,1.67,0,2,2,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
74,1984,1984-09-09,2,27.310,DAL,@,NYG,L 7-28,5,14,2.80,0,7,59,8.43,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
75,1984,1984-09-16,3,27.317,DAL,,PHI,W 23-17,7,30,4.29,0,5,84,16.80,1,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
76,1984,1984-09-23,4,27.324,DAL,,GNB,W 20-6,9,25,2.78,0,2,27,13.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
77,1984,1984-09-30,5,27.331,DAL,@,CHI,W 23-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,,,,,
78,1984,1984-10-07,6,27.338,DAL,,STL,L 20-31,3,8,2.67,0,3,16,5.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
79,1984,1984-10-14,7,27.345,DAL,@,WAS,L 14-34,4,8,2.00,0,5,25,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
80,1984,1984-10-21,8,27.352,DAL,,NOR,W 30-27,4,11,2.75,0,5,29,5.80,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
81,1984,1984-10-28,9,27.359,DAL,,IND,W 22-3,5,5,1.00,0,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
82,1984,1984-11-04,10,28.000,DAL,,NYG,L 7-19,9,23,2.56,0,7,71,10.14,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
83,1984,1984-11-11,11,28.007,DAL,@,STL,W 24-17,8,29,3.63,1,4,44,11.00,1,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,0,,0
84,1984,1984-11-18,12,28.014,DAL,@,BUF,L 3-14,2,-3,-1.50,0,2,15,7.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
85,1984,1984-11-22,13,28.018,DAL,,NWE,W 20-17,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
86,1984,1984-12-02,14,28.028,DAL,@,PHI,W 26-10,5,30,6.00,0,1,57,57.00,1,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
87,1984,1984-12-09,15,28.035,DAL,,WAS,L 28-30,2,8,4.00,0,2,19,9.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
88,1984,1984-12-17,16,28.043,DAL,@,MIA,L 21-28,1,5,5.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
89,1985,1985-09-22,3,28.322,TAM,@,NOR,L 13-20,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,,,,,
90,1985,1985-09-29,4,28.329,TAM,@,DET,L 9-30,3,15,5.00,0,2,22,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
91,1985,1985-10-06,5,28.336,TAM,,CHI,L 19-27,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
92,1985,1985-10-13,6,28.343,TAM,,RAM,L 27-31,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,,,,,
93,1985,1985-10-27,8,28.357,TAM,,NWE,L 14-32,5,17,3.40,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
94,1985,1985-11-03,9,28.364,TAM,@,NYG,L 20-22,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
95,1985,1985-11-17,11,29.013,TAM,@,NYJ,L 28-62,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,,,,,
96,1985,1985-11-24,12,29.020,TAM,,DET,W 19-16,3,13,4.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
97,1985,1985-12-01,13,29.027,TAM,@,GNB,L 0-21,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,,,,,
98,1985,1985-12-08,14,29.034,TAM,@,MIN,L 7-26,1,4,4.00,0,1,22,22.00,0,0,0,,0,0,0,,,,,,1,26,26.00,0,0,0,0,0,,0
99,1985,1985-12-15,15,29.041,TAM,,IND,L 23-31,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,34,34.00,0,0,0,0,0,,0
100,1985,1985-12-22,16,29.048,TAM,,GNB,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,3,52,17.33,0,0,0,0,0,,0
101,1986,1986-09-07,1,29.307,TAM,,SFO,L 7-31,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
102,1986,1986-09-14,2,29.314,TAM,,MIN,L 10-23,12,35,2.92,0,2,11,5.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
103,1986,1986-09-21,3,29.321,TAM,@,DET,W 24-20,17,63,3.71,0,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
104,1986,1986-09-28,4,29.328,TAM,,ATL,L 20-23,10,42,4.20,0,3,58,19.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
105,1986,1986-10-05,5,29.335,TAM,@,RAM,L 20-26,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
106,1986,1986-10-12,6,29.342,TAM,,STL,L 19-30,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,,
107,1986,1986-11-16,11,30.012,TAM,@,GNB,L 7-31,11,30,2.73,0,6,24,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
108,1986,1986-11-23,12,30.019,TAM,,DET,L 17-38,1,4,4.00,0,5,48,9.60,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
109,1986,1986-11-30,13,30.026,TAM,@,MIN,L 13-45,1,7,7.00,0,2,11,5.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
110,1986,1986-12-07,14,30.033,TAM,@,CHI,L 14-48,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
111,1986,1986-12-14,15,30.040,TAM,,GNB,L 7-21,7,49,7.00,0,4,26,6.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,1,43,43.00,0
112,1986,1986-12-21,16,30.047,TAM,@,STL,L 17-21,9,37,4.11,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,0,,0
