ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
55,1979,1979-09-30,5,27.340,HOU,,CLE,W 31-10,,,,,,,,,,,,,,,
56,1979,1979-10-07,6,27.347,HOU,,STL,L 17-24,,,,,,,,,,,,,,,
57,1979,1979-10-14,7,27.354,HOU,@,BAL,W 28-16,0,0,,0,1,0,0.00,0,0,0,,0,0,0,0
58,1979,1979-10-21,8,27.361,HOU,@,SEA,L 14-34,,,,,,,,,,,,,,,
59,1979,1979-10-28,9,28.003,HOU,,NYJ,W 27-24,,,,,,,,,,,,,,,
60,1979,1979-11-05,10,28.011,HOU,@,MIA,W 9-6,,,,,,,,,,,,,,,
61,1979,1979-11-11,11,28.017,HOU,,OAK,W 31-17,,,,,,,,,,,,,,,
62,1979,1979-11-18,12,28.024,HOU,,CIN,W 42-21,0,0,,0,0,0,,0,0,0,,0,1,0,0
63,1979,1979-11-22,13,28.028,HOU,@,DAL,W 30-24,,,,,,,,,,,,,,,
64,1979,1979-12-02,14,28.038,HOU,@,CLE,L 7-14,0,0,,0,0,0,,0,0,0,,0,1,50,0
65,1979,1979-12-10,15,28.046,HOU,,PIT,W 20-17,,,,,,,,,,,,,,,
66,1979,1979-12-16,16,28.052,HOU,,PHI,L 20-26,,,,,,,,,,,,,,,
67,1980,1980-09-07,1,28.318,HOU,@,PIT,L 17-31,,,,,,,,,,,,,,,
68,1980,1980-09-15,2,28.326,HOU,@,CLE,W 16-7,,,,,,,,,,,,,,,
69,1980,1980-09-21,3,28.332,HOU,,BAL,W 21-16,,,,,,,,,,,,,,,
70,1980,1980-09-28,4,28.339,HOU,@,CIN,W 13-10,,,,,,,,,,,,,,,
71,1980,1980-10-05,5,28.346,HOU,,SEA,L 7-26,,,,,,,,,,,,,,,
72,1980,1980-10-12,6,28.353,HOU,@,KAN,L 20-21,,,,,,,,,,,,,,,
73,1980,1980-10-19,7,28.360,HOU,,TAM,W 20-14,,,,,,,,,,,,,,,
74,1980,1980-10-26,8,29.001,HOU,,CIN,W 23-3,,,,,,,,,,,,,,,
75,1980,1980-11-02,9,29.008,HOU,@,DEN,W 20-16,,,,,,,,,,,,,,,
76,1980,1980-11-10,10,29.016,HOU,,NWE,W 38-34,0,0,,0,0,0,,0,0,0,,0,1,0,0
77,1980,1980-11-16,11,29.022,HOU,@,CHI,W 10-6,,,,,,,,,,,,,,,
78,1980,1980-11-23,12,29.029,HOU,@,NYJ,L 28-31,,,,,,,,,,,,,,,
79,1980,1980-11-30,13,29.036,HOU,,CLE,L 14-17,,,,,,,,,,,,,,,
80,1980,1980-12-04,14,29.040,HOU,,PIT,W 6-0,0,0,,0,0,0,,0,0,0,,0,1,0,0
81,1980,1980-12-14,15,29.050,HOU,@,GNB,W 22-3,0,0,,0,0,0,,0,0,0,,0,1,10,0
82,1980,1980-12-21,16,29.057,HOU,,MIN,W 20-16,0,0,,0,0,0,,0,0,0,,0,1,15,0
83,1981,1981-09-06,1,29.316,HOU,@,RAM,W 27-20,0,0,,0,0,0,,0,0,0,,0,1,38,0
84,1981,1981-09-13,2,29.323,HOU,@,CLE,W 9-3,,,,,,,,,,,,,,,
85,1981,1981-09-20,3,29.330,HOU,,MIA,L 10-16,,,,,,,,,,,,,,,
86,1981,1981-09-27,4,29.337,HOU,@,NYJ,L 17-33,,,,,,,,,,,,,,,
87,1981,1981-10-04,5,29.344,HOU,,CIN,W 17-10,0,0,,0,0,0,,0,0,0,,0,1,38,0
88,1981,1981-10-11,6,29.351,HOU,,SEA,W 35-17,,,,,,,,,,,,,,,
89,1981,1981-10-18,7,29.358,HOU,@,NWE,L 10-38,,,,,,,,,,,,,,,
90,1981,1981-10-26,8,30.001,HOU,@,PIT,L 13-26,,,,,,,,,,,,,,,
91,1981,1981-11-01,9,30.007,HOU,@,CIN,L 21-34,,,,,,,,,,,,,,,
92,1981,1981-11-08,10,30.014,HOU,,OAK,W 17-16,0,0,,0,0,0,,0,0,0,,0,1,18,0
93,1981,1981-11-15,11,30.021,HOU,@,KAN,L 10-23,,,,,,,,,,,,,,,
94,1981,1981-11-22,12,30.028,HOU,,NOR,L 24-27,,,,,,,,,,,,,,,
95,1981,1981-11-29,13,30.035,HOU,,ATL,L 27-31,,,,,,,,,,,,,,,
96,1981,1981-12-03,14,30.039,HOU,,CLE,W 17-13,,,,,,,,,,,,,,,
97,1981,1981-12-13,15,30.049,HOU,@,SFO,L 6-28,,,,,,,,,,,,,,,
98,1981,1981-12-20,16,30.056,HOU,,PIT,W 21-20,,,,,,,,,,,,,,,
99,1982,1982-09-12,1,30.322,HOU,@,CIN,L 6-27,,,,,,,,,,,,,,,
100,1982,1982-09-19,2,30.329,HOU,,SEA,W 23-21,,,,,,,,,,,,,,,
101,1982,1982-11-21,3,31.027,HOU,,PIT,L 10-24,,,,,,,,,,,,,,,
102,1982,1982-11-28,4,31.034,HOU,@,NWE,L 21-29,,,,,,,,,,,,,,,
103,1982,1982-12-05,5,31.041,HOU,@,NYG,L 14-17,,,,,,,,,,,,,,,
104,1982,1982-12-13,6,31.049,HOU,,DAL,L 7-37,,,,,,,,,,,,,,,
105,1982,1982-12-26,8,31.062,HOU,,CLE,L 14-20,,,,,,,,,,,,,,,
106,1982,1983-01-02,9,31.069,HOU,,CIN,L 27-35,,,,,,,,,,,,,,,
107,1983,1983-10-02,5,31.342,NOR,,MIA,W 17-7,,,,,,,,,,,,,,,
108,1983,1983-10-09,6,31.349,NOR,@,ATL,W 19-17,,,,,,,,,,,,,,,
109,1983,1983-10-16,7,31.356,NOR,,SFO,L 13-32,,,,,,,,,,,,,,,
110,1983,1983-10-23,8,31.363,NOR,@,TAM,W 24-21,,,,,,,,,,,,,,,
111,1983,1983-10-30,9,32.005,NOR,@,BUF,L 21-27,,,,,,,,,,,,,,,
112,1983,1983-11-06,10,32.012,NOR,,ATL,W 27-10,,,,,,,,,,,,,,,
113,1983,1983-11-13,11,32.019,NOR,@,SFO,L 0-27,,,,,,,,,,,,,,,
114,1983,1983-11-27,13,32.033,NOR,,MIN,W 17-16,,,,,,,,,,,,,,,
115,1983,1983-12-04,14,32.040,NOR,@,NWE,L 0-7,,,,,,,,,,,,,,,
116,1983,1983-12-11,15,32.047,NOR,@,PHI,W 20-17,,,,,,,,,,,,,,,
117,1983,1983-12-18,16,32.054,NOR,,RAM,L 24-26,0,0,,0,0,0,,0,0,0,,0,1,26,0
