ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
17,1998,1998-11-01,8,24.054,KAN,,NYJ,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,0,0
18,1998,1998-11-08,9,24.061,KAN,@,SEA,L 12-24,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0
19,1998,1998-11-16,10,24.069,KAN,,DEN,L 7-30,,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,4,17,4.25,0,0,0
20,1998,1998-11-22,11,24.075,KAN,@,SDG,L 37-38,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1998,1998-11-29,12,24.082,KAN,,ARI,W 34-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
22,1998,1998-12-26,16,24.109,KAN,@,OAK,W 31-24,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1999,1999-09-12,1,25.004,KAN,@,CHI,L 17-20,,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
24,1999,1999-09-19,2,25.011,KAN,,DEN,W 26-10,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
25,1999,1999-09-26,3,25.018,KAN,,DET,W 31-21,,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1999,1999-10-03,4,25.025,KAN,@,SDG,L 14-21,,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
27,1999,1999-10-10,5,25.032,KAN,,NWE,W 16-14,,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
28,1999,1999-10-21,6,25.043,KAN,@,BAL,W 35-8,,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,1999,1999-10-31,7,25.053,KAN,,SDG,W 34-0,*,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
30,1999,1999-11-07,8,25.060,KAN,@,IND,L 17-25,,4,3,54,18.00,1,75.0%,13.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
31,1999,1999-11-14,9,25.067,KAN,@,TAM,L 10-17,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1999,1999-11-21,10,25.074,KAN,,SEA,L 19-31,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,1999,1999-11-28,11,25.081,KAN,@,OAK,W 37-34,,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
34,1999,1999-12-05,12,25.088,KAN,@,DEN,W 16-10,,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1999,1999-12-12,13,25.095,KAN,,MIN,W 31-28,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
36,1999,1999-12-18,14,25.101,KAN,,PIT,W 35-19,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
37,1999,1999-12-26,15,25.109,KAN,@,SEA,L 14-23,,4,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
38,1999,2000-01-02,16,25.116,KAN,,OAK,L 38-41,,3,3,69,23.00,1,100.0%,23.00,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,1,6
39,2000,2000-09-03,1,25.361,KAN,,IND,L 14-27,,7,2,29,14.50,0,28.6%,4.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
40,2000,2000-09-10,2,26.002,KAN,@,TEN,L 14-17,,6,2,28,14.00,0,33.3%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,2000,2000-09-17,3,26.009,KAN,,SDG,W 42-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,25,25.00,0,2,18,9.00,0,0,0
42,2000,2000-09-24,4,26.016,KAN,@,DEN,W 23-22,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
43,2000,2000-10-02,5,26.024,KAN,,SEA,W 24-17,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,2000,2000-10-15,6,26.037,KAN,,OAK,L 17-20,,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,2000,2000-10-22,7,26.044,KAN,,STL,W 54-34,,3,3,49,16.33,0,100.0%,16.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
46,2000,2000-10-29,8,26.051,KAN,@,SEA,W 24-19,,8,4,77,19.25,1,50.0%,9.63,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
47,2000,2000-11-05,9,26.058,KAN,@,OAK,L 31-49,,7,7,57,8.14,0,100.0%,8.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,2000,2000-11-12,10,26.065,KAN,@,SFO,L 7-21,,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,,,,,0,0,,0,2,13,6.50,0,0,0
49,2000,2000-11-19,11,26.072,KAN,,BUF,L 17-21,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,0,0,,0,6,42,7.00,0,0,0
50,2000,2000-11-26,12,26.079,KAN,@,SDG,L 16-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,6,65,10.83,0,0,0
51,2000,2000-12-04,13,26.087,KAN,@,NWE,L 24-30,,2,2,34,17.00,1,100.0%,17.00,0,0,,0,0,0,,,,,,0,0,,0,3,32,10.67,0,1,6
52,2000,2000-12-10,14,26.093,KAN,,CAR,W 15-14,,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,2,20,10.00,0,0,0
53,2000,2000-12-17,15,26.100,KAN,,DEN,W 20-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,4,8,2.00,0,0,0
54,2000,2000-12-24,16,26.107,KAN,@,ATL,L 13-29,,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,0,0
55,2001,2001-09-09,1,27.001,WAS,@,SDG,L 3-30,,3,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
56,2001,2001-09-24,2,27.016,WAS,@,GNB,L 0-37,,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
57,2001,2001-09-30,3,27.022,WAS,,KAN,L 13-45,,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,,,,0,0,,0,2,-4,-2.00,0,0,0
58,2001,2001-10-07,4,27.029,WAS,@,NYG,L 9-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,1,11,11.00,0,0,0
59,2001,2001-10-15,5,27.037,WAS,@,DAL,L 7-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,2,2.00,0,0,0
60,2001,2001-10-21,6,27.043,WAS,,CAR,W 17-14,,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,,,0,0,,0,1,5,5.00,0,0,0
61,2001,2001-10-28,7,27.050,WAS,,NYG,W 35-21,,4,3,46,15.33,0,75.0%,11.50,1,1,100.00,31,1,0,158.3,0,0,31.00,51.00,0,0,,0,0,0,,0,0,0
62,2001,2001-11-04,8,27.057,WAS,,SEA,W 27-14,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
63,2001,2001-11-18,9,27.071,WAS,@,DEN,W 17-10,,3,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
64,2001,2001-11-25,10,27.078,WAS,@,PHI,W 13-3,,1,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
65,2001,2001-12-02,11,27.085,WAS,,DAL,L 14-20,,4,4,66,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
66,2001,2001-12-09,12,27.092,WAS,@,ARI,W 20-10,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
67,2001,2001-12-16,13,27.099,WAS,,PHI,L 6-20,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
68,2001,2001-12-23,14,27.106,WAS,,CHI,L 15-20,,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
69,2001,2001-12-30,15,27.113,WAS,@,NOR,W 40-10,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
70,2001,2002-01-06,16,27.120,WAS,,ARI,W 20-17,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
71,2002,2002-09-08,1,28.000,WAS,,ARI,W 31-23,,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
72,2002,2002-09-16,2,28.008,WAS,,PHI,L 7-37,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
73,2002,2002-09-22,3,28.014,WAS,@,SFO,L 10-20,,1,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
74,2002,2002-10-06,4,28.028,WAS,@,TEN,W 31-14,*,9,4,58,14.50,1,44.4%,6.44,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,0,0,,0,0,0,,0,1,6
75,2002,2002-10-13,5,28.035,WAS,,NOR,L 27-43,*,8,2,23,11.50,0,25.0%,2.88,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
76,2002,2002-10-20,6,28.042,WAS,@,GNB,L 9-30,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
77,2002,2002-11-10,9,28.063,JAX,,WAS,W 26-7,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
78,2002,2002-11-17,10,28.070,JAX,@,HOU,W 24-21,,2,1,35,35.00,0,50.0%,17.50,0,0,,0,0,0,,,,,,1,-2,-2.00,0,0,0,,0,0,0
79,2002,2002-11-24,11,28.077,JAX,@,DAL,L 19-21,*,6,3,29,9.67,1,50.0%,4.83,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
80,2002,2002-12-01,12,28.084,JAX,,PIT,L 23-25,,4,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
81,2002,2002-12-15,14,28.098,JAX,@,CIN,W 29-15,,2,1,12,12.00,1,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
82,2002,2002-12-22,15,28.105,JAX,,TEN,L 10-28,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
83,2002,2002-12-29,16,28.112,JAX,@,IND,L 13-20,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
84,2003,2003-12-14,14,29.097,NYJ,,PIT,W 6-0,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,2003,2003-12-20,15,29.103,NYJ,,NWE,L 16-21,,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,2003,2003-12-28,16,29.111,NYJ,@,MIA,L 21-23,,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
