ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
16,1977,1977-10-16,5,22.261,TAM,@,SEA,L 23-30,,,,,,,,,,,,,,,
17,1977,1977-10-23,6,22.268,TAM,,GNB,L 0-13,,,,,,,,,,,,,,,
18,1977,1977-10-30,7,22.275,TAM,@,SFO,L 10-20,1,45,45.00,0,0,0,,0,2,29,14.50,0,0,0,0
19,1977,1977-11-06,8,22.282,TAM,@,RAM,L 0-31,0,0,,0,0,0,,0,2,16,8.00,0,0,0,0
20,1977,1977-11-13,9,22.289,TAM,,NYG,L 0-10,0,0,,0,0,0,,0,4,57,14.25,0,0,0,0
21,1977,1977-11-20,10,22.296,TAM,@,DET,L 7-16,0,0,,0,0,0,,0,5,40,8.00,0,0,0,0
22,1977,1977-11-27,11,22.303,TAM,,ATL,L 0-17,0,0,,0,1,24,24.00,0,1,12,12.00,0,0,0,0
23,1977,1977-12-04,12,22.310,TAM,,CHI,L 0-10,0,0,,0,0,0,,0,2,3,1.50,0,0,0,0
24,1977,1977-12-11,13,22.317,TAM,@,NOR,W 33-14,1,14,14.00,0,0,0,,0,3,46,15.33,0,0,0,0
25,1977,1977-12-18,14,22.324,TAM,,STL,W 17-7,0,0,,0,0,0,,0,2,22,11.00,0,0,0,0
26,1978,1978-09-02,1,23.217,TAM,,NYG,L 13-19,0,0,,0,0,0,,0,5,76,15.20,0,0,0,0
27,1978,1978-09-09,2,23.224,TAM,,DET,L 7-15,,,,,,,,,,,,,,,
28,1978,1978-09-24,4,23.239,TAM,,ATL,W 14-9,,,,,,,,,,,,,,,
29,1978,1978-10-01,5,23.246,TAM,,MIN,L 7-24,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0
30,1978,1978-10-08,6,23.253,TAM,@,KAN,W 30-13,0,0,,0,0,0,,0,3,64,21.33,0,1,13,0
31,1978,1978-10-15,7,23.260,TAM,@,NYG,L 14-17,0,0,,0,3,56,18.67,0,2,8,4.00,0,0,0,0
32,1978,1978-10-22,8,23.267,TAM,,CHI,W 33-19,0,0,,0,2,47,23.50,0,4,46,11.50,0,0,0,0
33,1978,1978-10-29,9,23.274,TAM,@,GNB,L 7-9,0,0,,0,1,15,15.00,0,5,24,4.80,0,0,0,0
34,1978,1978-11-05,10,23.281,TAM,@,RAM,L 23-26,0,0,,0,2,58,29.00,0,6,30,5.00,0,0,0,0
35,1978,1978-11-12,11,23.288,TAM,@,DET,L 23-34,1,25,25.00,0,0,0,,0,2,13,6.50,0,0,0,0
36,1978,1978-11-19,12,23.295,TAM,,BUF,W 31-10,0,0,,0,0,0,,0,4,28,7.00,0,0,0,0
37,1978,1978-11-26,13,23.302,TAM,@,CHI,L 3-14,0,0,,0,1,22,22.00,0,3,24,8.00,0,0,0,0
38,1978,1978-12-03,14,23.309,TAM,,GNB,L 7-17,0,0,,0,0,0,,0,4,29,7.25,0,0,0,0
39,1978,1978-12-10,15,23.316,TAM,@,SFO,L 3-6,0,0,,0,1,18,18.00,0,2,11,5.50,0,0,0,0
40,1978,1978-12-17,16,23.323,TAM,,NOR,L 10-17,0,0,,0,1,24,24.00,0,3,37,12.33,0,0,0,0
41,1979,1979-09-01,1,24.216,TAM,,DET,W 31-16,0,0,,0,0,0,,0,8,42,5.25,0,0,0,0
42,1979,1979-09-09,2,24.224,TAM,@,BAL,W 29-26,0,0,,0,0,0,,0,7,54,7.71,0,0,0,0
43,1979,1979-09-16,3,24.231,TAM,@,GNB,W 21-10,0,0,,0,0,0,,0,3,21,7.00,0,0,0,0
44,1979,1979-09-23,4,24.238,TAM,,RAM,W 21-6,0,0,,0,0,0,,0,5,39,7.80,0,0,0,0
45,1979,1979-09-30,5,24.245,TAM,@,CHI,W 17-13,0,0,,0,0,0,,0,6,43,7.17,0,0,0,0
46,1979,1979-10-07,6,24.252,TAM,@,NYG,L 14-17,0,0,,0,0,0,,0,6,43,7.17,0,0,0,0
47,1979,1979-10-14,7,24.259,TAM,,NOR,L 14-42,0,0,,0,0,0,,0,3,25,8.33,0,0,0,0
48,1979,1979-10-21,8,24.266,TAM,,GNB,W 21-3,0,0,,0,0,0,,0,1,13,13.00,0,0,0,0
49,1979,1979-10-28,9,24.273,TAM,@,MIN,W 12-10,0,0,,0,0,0,,0,3,8,2.67,0,0,0,0
50,1979,1979-11-04,10,24.280,TAM,@,ATL,L 14-17,0,0,,0,0,0,,0,4,7,1.75,0,0,0,0
51,1979,1979-11-11,11,24.287,TAM,@,DET,W 16-14,0,0,,0,0,0,,0,4,36,9.00,0,0,0,0
52,1979,1979-11-18,12,24.294,TAM,,NYG,W 31-3,0,0,,0,0,0,,0,2,-1,-0.50,0,0,0,0
53,1979,1979-11-25,13,24.301,TAM,,MIN,L 22-23,0,0,,0,0,0,,0,2,2,1.00,0,0,0,0
54,1979,1979-12-02,14,24.308,TAM,,CHI,L 0-14,0,0,,0,0,0,,0,7,38,5.43,0,0,0,0
55,1979,1979-12-09,15,24.315,TAM,@,SFO,L 7-23,0,0,,0,0,0,,0,3,20,6.67,0,0,0,0
56,1979,1979-12-16,16,24.322,TAM,,KAN,W 3-0,0,0,,0,1,13,13.00,0,6,41,6.83,0,0,0,0
57,1980,1980-09-07,1,25.223,TAM,@,CIN,W 17-12,0,0,,0,0,0,,0,5,57,11.40,0,0,0,0
58,1980,1980-09-11,2,25.227,TAM,,RAM,W 10-9,0,0,,0,1,21,21.00,0,2,19,9.50,0,0,0,0
59,1980,1980-09-21,3,25.237,TAM,@,DAL,L 17-28,0,0,,0,1,23,23.00,0,2,7,3.50,0,0,0,0
60,1980,1980-09-28,4,25.244,TAM,,CLE,L 27-34,0,0,,0,0,0,,0,3,13,4.33,0,0,0,0
61,1980,1980-10-06,5,25.252,TAM,@,CHI,L 0-23,0,0,,0,2,24,12.00,0,2,7,3.50,0,0,0,0
62,1980,1980-10-12,6,25.258,TAM,,GNB,T 14-14,0,0,,0,0,0,,0,5,33,6.60,0,0,0,0
63,1980,1980-10-19,7,25.265,TAM,@,HOU,L 14-20,0,0,,0,0,0,,0,1,-1,-1.00,0,0,0,0
64,1980,1980-10-26,8,25.272,TAM,@,SFO,W 24-23,0,0,,0,0,0,,0,2,5,2.50,0,0,0,0
65,1980,1980-11-02,9,25.279,TAM,,NYG,W 30-13,0,0,,0,0,0,,0,4,10,2.50,0,0,0,0
66,1980,1980-11-09,10,25.286,TAM,,PIT,L 21-24,0,0,,0,0,0,,0,6,22,3.67,0,0,0,0
67,1980,1980-11-16,11,25.293,TAM,@,MIN,L 30-38,0,0,,0,0,0,,0,3,21,7.00,0,0,0,0
68,1980,1980-11-23,12,25.300,TAM,,DET,L 10-24,0,0,,0,2,37,18.50,0,6,53,8.83,0,0,0,0
69,1980,1980-11-30,13,25.307,TAM,@,GNB,W 20-17,0,0,,0,0,0,,0,4,18,4.50,0,0,0,0
70,1980,1980-12-07,14,25.314,TAM,,MIN,L 10-21,0,0,,0,0,0,,0,4,15,3.75,0,0,0,0
71,1980,1980-12-14,15,25.321,TAM,@,DET,L 14-27,0,0,,0,1,23,23.00,0,4,5,1.25,0,0,0,0
72,1980,1980-12-20,16,25.327,TAM,,CHI,L 13-14,0,0,,0,0,0,,0,4,29,7.25,0,0,0,0
