ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
11,1988,1988-11-13,11,23.096,ATL,,SDG,L 7-10,*,18,38,47.37,201,1,1,61.4,1,13,5.29,4.63,3,7,2.33,0,,,,,,,0,0
12,1988,1988-11-20,12,23.103,ATL,@,RAI,W 12-6,*,18,29,62.07,165,0,0,77.5,2,15,5.69,5.69,0,0,,0,,,,,,,0,0
13,1988,1988-11-27,13,23.110,ATL,,TAM,W 17-10,*,14,24,58.33,121,1,1,68.2,1,13,5.04,4.00,5,7,1.40,0,,,,,,,0,0
14,1988,1988-12-04,14,23.117,ATL,,SFO,L 3-13,*,13,27,48.15,156,0,1,50.8,3,22,5.78,4.11,0,0,,0,,,,,,,0,0
15,1988,1988-12-11,15,23.124,ATL,@,RAM,L 7-22,*,7,18,38.89,57,0,1,24.5,0,0,3.17,0.67,0,0,,0,,,,,,,0,0
16,1988,1988-12-18,16,23.131,ATL,@,NOR,L 9-10,*,14,27,51.85,106,0,0,61.7,1,13,3.93,3.93,2,10,5.00,0,,,,,,,0,0
17,1989,1989-09-10,1,24.032,ATL,,RAM,L 21-31,*,23,37,62.16,299,2,0,105.6,5,28,8.08,9.16,0,0,,0,,,,,,,0,0
18,1989,1989-09-17,2,24.039,ATL,,DAL,W 27-21,*,21,29,72.41,255,0,0,99.1,2,12,8.79,8.79,2,-1,-0.50,0,,,,,,,0,0
19,1989,1989-09-24,3,24.046,ATL,@,IND,L 9-13,*,10,21,47.62,100,0,0,61.6,2,16,4.76,4.76,2,5,2.50,0,,,,,,,0,0
20,1989,1989-10-01,4,24.053,ATL,@,GNB,L 21-23,,,,,,,,,,,,,,,,,,,,,,,,
21,1989,1989-10-08,5,24.060,ATL,@,RAM,L 14-26,*,28,39,71.79,340,1,1,96.1,2,25,8.72,8.08,2,2,1.00,0,,,,,,,0,0
22,1989,1989-10-15,6,24.067,ATL,,NWE,W 16-15,*,19,34,55.88,265,0,1,68.9,4,25,7.79,6.47,0,0,,0,,,,,,,0,0
23,1989,1989-10-22,7,24.074,ATL,@,PHO,L 20-34,*,24,44,54.55,249,1,0,78.7,2,9,5.66,6.11,0,0,,0,,,,,,,0,0
24,1989,1989-10-29,8,24.081,ATL,@,NOR,L 13-20,*,15,32,46.88,135,1,0,69.1,6,44,4.22,4.84,0,0,,0,,,,,,,0,0
25,1989,1989-11-05,9,24.088,ATL,,BUF,W 30-28,*,10,23,43.48,220,1,0,92.7,2,7,9.57,10.43,1,7,7.00,0,,,,,,,0,0
26,1989,1989-11-12,10,24.095,ATL,@,SFO,L 3-45,*,17,32,53.13,149,0,0,65.8,2,24,4.66,4.66,0,0,,0,,,,1,1,100.0,0,3
27,1989,1989-11-19,11,24.102,ATL,,NOR,L 17-26,*,18,38,47.37,232,2,1,73.6,4,42,6.11,5.97,1,0,0.00,0,,,,,,,0,0
28,1989,1989-11-26,12,24.109,ATL,@,NYJ,L 7-27,*,13,41,31.71,158,1,1,42.5,2,11,3.85,3.24,0,0,,0,,,,,,,0,0
29,1989,1989-12-03,13,24.116,ATL,,SFO,L 10-23,*,17,32,53.13,231,1,2,60.8,2,17,7.22,5.03,1,0,0.00,0,,,,,,,0,0
30,1989,1989-12-10,14,24.123,ATL,@,MIN,L 17-43,*,11,23,47.83,182,2,1,85.8,3,32,7.91,7.70,1,7,7.00,0,,,,,,,0,0
31,1989,1989-12-17,15,24.130,ATL,,WAS,L 30-31,*,17,35,48.57,310,2,2,74.7,2,16,8.86,7.43,0,0,,0,,,,,,,0,0
32,1989,1989-12-24,16,24.137,ATL,,DET,L 24-31,*,37,66,56.06,334,2,1,73.7,1,10,5.06,4.98,0,0,,0,,,,,,,0,0
33,1990,1990-09-09,1,25.031,ATL,,HOU,W 47-27,*,19,30,63.33,225,1,1,83.3,3,19,7.50,6.67,2,6,3.00,0,,,,,,,0,0
34,1990,1990-09-16,2,25.038,ATL,@,DET,L 14-21,*,18,31,58.06,196,1,0,87.6,3,23,6.32,6.97,1,0,0.00,0,,,,,,,0,0
35,1990,1990-09-23,3,25.045,ATL,@,SFO,L 13-19,*,25,41,60.98,337,1,2,74.9,4,17,8.22,6.51,2,0,0.00,0,,,,,,,0,0
36,1990,1990-10-07,4,25.059,ATL,,NOR,W 28-27,*,23,44,52.27,366,3,1,93.6,0,0,8.32,8.66,4,1,0.25,1,,,,,,,1,6
37,1990,1990-10-14,5,25.066,ATL,,SFO,L 35-45,*,18,31,58.06,291,3,0,121.8,3,21,9.39,11.32,2,10,5.00,0,,,,,,,0,0
38,1990,1990-10-21,6,25.073,ATL,@,RAM,L 24-44,*,14,24,58.33,170,2,0,108.0,2,9,7.08,8.75,0,0,,0,,,,,,,0,0
39,1990,1990-10-28,7,25.080,ATL,,CIN,W 38-17,*,13,18,72.22,124,2,0,128.0,0,0,6.89,9.11,3,12,4.00,0,,,,,,,0,0
40,1990,1990-11-04,8,25.087,ATL,@,PIT,L 9-21,*,23,38,60.53,261,0,3,48.2,2,22,6.87,3.32,2,10,5.00,0,,,,,,,0,0
41,1990,1990-11-11,9,25.094,ATL,@,CHI,L 24-30,*,28,49,57.14,239,2,4,49.6,2,12,4.88,2.02,2,2,1.00,0,,,,,,,0,0
42,1990,1990-11-18,10,25.101,ATL,,PHI,L 23-24,*,19,38,50.00,268,1,0,81.9,2,12,7.05,7.58,2,5,2.50,0,,,,,,,0,0
43,1990,1990-11-25,11,25.108,ATL,@,NOR,L 7-10,*,18,31,58.06,192,1,0,87.0,4,25,6.19,6.84,4,27,6.75,0,,,,,,,0,0
44,1990,1990-12-02,12,25.115,ATL,@,TAM,L 17-23,*,4,13,30.77,66,0,3,9.3,1,7,5.08,-5.31,2,26,13.00,0,,,,,,,0,0
45,1991,1991-09-01,1,26.023,ATL,@,KAN,L 3-14,*,9,21,42.86,110,0,4,20.0,1,8,5.24,-3.33,2,30,15.00,0,,,,,,,0,0
46,1991,1991-09-08,2,26.030,ATL,,MIN,L 19-20,*,27,41,65.85,300,2,1,93.5,2,20,7.32,7.20,4,36,9.00,0,,,,,,,0,0
47,1991,1991-09-15,3,26.037,ATL,@,SDG,W 13-10,*,16,33,48.48,198,1,1,65.0,1,3,6.00,5.24,2,3,1.50,0,,,,,,,0,0
48,1991,1991-09-22,4,26.044,ATL,,RAI,W 21-17,*,17,31,54.84,242,2,3,62.2,1,2,7.81,4.74,3,15,5.00,0,,,,,,,0,0
49,1991,1991-09-29,5,26.051,ATL,,NOR,L 6-27,*,14,30,46.67,163,0,0,63.6,5,34,5.43,5.43,1,20,20.00,0,,,,,,,0,0
50,1991,1991-10-13,6,26.065,ATL,@,SFO,W 39-34,*,16,28,57.14,208,3,0,116.4,0,0,7.43,9.57,2,1,0.50,0,,,,,,,0,0
51,1991,1991-10-20,7,26.072,ATL,@,PHO,L 10-16,*,13,35,37.14,220,1,4,29.2,2,9,6.29,1.71,2,9,4.50,0,,,,,,,0,0
52,1991,1991-10-27,8,26.079,ATL,,RAM,W 31-14,*,14,19,73.68,237,3,0,155.0,0,0,12.47,15.63,2,15,7.50,0,,,,,,,0,0
53,1991,1991-11-03,9,26.086,ATL,,SFO,W 17-14,*,1,9,11.11,11,0,1,0.0,1,4,1.22,-3.78,0,0,,0,,,,,,,0,0
54,1991,1991-11-17,11,26.100,ATL,,TAM,W 43-7,*,14,23,60.87,212,3,0,130.8,1,10,9.22,11.83,1,19,19.00,0,,,,,,,0,0
55,1991,1991-11-24,12,26.107,ATL,@,NOR,W 23-20,*,15,31,48.39,260,2,3,59.3,4,20,8.39,5.32,1,7,7.00,0,,,,,,,0,0
56,1991,1991-12-01,13,26.114,ATL,,GNB,W 35-31,,12,18,66.67,186,2,0,137.7,1,6,10.33,12.56,2,19,9.50,0,,,,,,,0,0
57,1991,1991-12-08,14,26.121,ATL,@,RAM,W 31-14,*,19,28,67.86,271,2,1,107.9,0,0,9.68,9.50,3,20,6.67,0,,,,,,,0,0
58,1991,1991-12-15,15,26.128,ATL,,SEA,W 26-13,*,14,27,51.85,160,2,0,94.7,2,20,5.93,7.41,4,24,6.00,0,,,,,,,0,0
59,1991,1991-12-22,16,26.135,ATL,@,DAL,L 27-31,*,19,39,48.72,325,3,0,103.0,2,9,8.33,9.87,3,11,3.67,0,,,,,,,0,0
60,1992,1992-09-06,1,27.028,ATL,,NYJ,W 20-17,*,21,29,72.41,196,2,0,113.6,1,7,6.76,8.14,7,0,0.00,0,,,,,,,0,0
61,1992,1992-09-13,2,27.035,ATL,@,WAS,L 17-24,*,11,25,44.00,242,1,1,75.7,1,10,9.68,8.68,2,13,6.50,0,,,,,,,0,0
62,1992,1992-09-20,3,27.042,ATL,,NOR,L 7-10,*,21,35,60.00,204,1,1,74.0,4,23,5.83,5.11,2,14,7.00,0,,,,,,,0,0
63,1992,1992-09-27,4,27.049,ATL,@,CHI,L 31-41,*,30,48,62.50,351,4,1,103.7,3,27,7.31,8.04,1,4,4.00,0,,,,,,,0,0
64,1992,1992-10-04,5,27.056,ATL,,GNB,W 24-10,*,16,26,61.54,171,3,0,119.2,2,5,6.58,8.88,2,4,2.00,0,,,,,,,0,0
65,1992,1992-10-11,6,27.063,ATL,@,MIA,L 17-21,*,26,41,63.41,254,2,1,86.8,0,0,6.20,6.07,2,5,2.50,0,,,,,,,0,0
66,1992,1992-10-18,7,27.070,ATL,@,SFO,L 17-56,*,14,27,51.85,174,1,2,53.6,2,12,6.44,3.85,5,28,5.60,0,,,,,,,0,0
67,1992,1992-11-01,8,27.084,ATL,,RAM,W 30-28,*,13,22,59.09,147,1,0,94.3,3,19,6.68,7.59,2,21,10.50,0,,,,,,,0,0
68,1993,1993-09-05,1,28.027,ATL,@,DET,L 13-30,*,26,50,52.00,260,1,2,57.1,6,44,5.20,3.80,2,11,5.50,0,,,,,,,0,0
69,1993,1993-09-12,2,28.034,ATL,,NOR,L 31-34,*,6,15,40.00,85,0,1,31.3,2,18,5.67,2.67,0,0,,0,,,,,,,0,0
70,1993,1993-09-27,4,28.049,ATL,,PIT,L 17-45,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0
71,1994,1994-09-04,1,29.026,RAM,,ARI,W 14-12,*,6,16,37.50,131,0,1,41.4,5,29,8.19,5.38,1,-2,-2.00,0,,,,,,,0,0
72,1994,1994-09-11,2,29.033,RAM,@,ATL,L 13-31,*,10,20,50.00,187,1,3,59.8,2,24,9.35,3.60,1,12,12.00,0,,,,,,,0,0
73,1994,1994-09-18,3,29.040,RAM,,SFO,L 19-34,*,8,19,42.11,86,1,0,73.6,1,10,4.53,5.58,1,9,9.00,0,,,,,,,0,0
74,1994,1994-10-09,6,29.061,RAM,@,GNB,L 17-24,*,18,29,62.07,166,2,1,86.3,3,19,5.72,5.55,2,-1,-0.50,0,,,,,,,0,0
75,1994,1994-10-16,7,29.068,RAM,,NYG,W 17-10,*,13,26,50.00,197,2,1,84.9,3,28,7.58,7.38,5,13,2.60,0,,,,,,,0,0
76,1994,1994-10-23,8,29.075,RAM,@,NOR,L 34-37,*,7,11,63.64,88,1,2,79.2,0,0,8.00,1.64,1,10,10.00,0,,,,,,,0,0
77,1994,1994-11-06,9,29.089,RAM,,DEN,W 27-21,,3,4,75.00,21,0,0,86.5,0,0,5.25,5.25,0,0,,0,,,,,,,0,0
78,1994,1994-11-13,10,29.096,RAM,,RAI,L 17-20,,13,26,50.00,131,1,1,61.5,2,15,5.04,4.08,1,9,9.00,0,,,,,,,0,0
79,1994,1994-11-20,11,29.103,RAM,@,SFO,L 27-31,*,16,33,48.48,228,2,0,91.5,2,11,6.91,8.12,1,8,8.00,0,,,,,,,0,0
80,1994,1994-11-27,12,29.110,RAM,@,SDG,L 17-31,*,26,47,55.32,298,2,4,53.3,4,20,6.34,3.36,0,0,,0,,,,,,,0,0
81,1994,1994-12-04,13,29.117,RAM,,NOR,L 15-31,*,17,24,70.83,198,2,0,123.3,3,26,8.25,9.92,4,18,4.50,0,,,,,,,0,0
82,1994,1994-12-18,15,29.131,RAM,@,CHI,L 13-27,,9,22,40.91,69,0,0,49.2,1,0,3.14,3.14,1,7,7.00,0,,,,,,,0,0
83,1994,1994-12-24,16,29.137,RAM,,WAS,L 21-24,*,27,40,67.50,304,2,1,96.2,2,11,7.60,7.48,2,17,8.50,0,,,,,,,0,0
84,1995,1995-09-03,1,30.025,STL,@,GNB,W 17-14,*,19,30,63.33,166,2,0,100.1,5,33,5.53,6.87,3,6,2.00,0,,,,,,,0,0
85,1995,1995-09-10,2,30.032,STL,,NOR,W 17-13,*,12,31,38.71,188,1,0,70.4,3,17,6.06,6.71,2,-3,-1.50,0,,,,,,,0,0
86,1995,1995-09-17,3,30.039,STL,@,CAR,W 31-10,*,15,26,57.69,225,1,0,99.0,2,20,8.65,9.42,3,21,7.00,0,,,,,,,0,0
87,1995,1995-09-24,4,30.046,STL,,CHI,W 34-28,*,21,31,67.74,231,3,0,121.8,1,9,7.45,9.39,1,13,13.00,0,,,,,,,0,0
88,1995,1995-10-01,5,30.053,STL,@,IND,L 18-21,*,26,45,57.78,326,2,2,76.7,2,21,7.24,6.13,1,5,5.00,0,,,,,,,0,0
89,1995,1995-10-12,6,30.064,STL,,ATL,W 21-19,*,27,38,71.05,328,2,1,103.8,1,10,8.63,8.50,2,-3,-1.50,0,,,,,,,0,0
90,1995,1995-10-22,7,30.074,STL,,SFO,L 10-44,*,8,22,36.36,141,0,4,19.5,2,15,6.41,-1.77,2,8,4.00,0,,,,,,,0,0
91,1995,1995-10-29,8,30.081,STL,@,PHI,L 9-20,*,26,43,60.47,262,1,2,66.2,6,38,6.09,4.47,2,7,3.50,0,,,,,,,0,0
92,1995,1995-11-05,9,30.088,STL,@,NOR,L 10-19,*,12,24,50.00,164,1,1,68.7,2,20,6.83,5.79,1,3,3.00,0,,,,,,,0,0
93,1995,1995-11-12,10,30.095,STL,,CAR,W 28-17,*,19,32,59.38,216,2,1,87.5,3,25,6.75,6.59,2,5,2.50,0,,,,,,,0,0
94,1995,1995-11-19,11,30.102,STL,@,ATL,L 6-31,*,30,44,68.18,236,1,1,79.4,1,11,5.36,4.80,1,0,0.00,0,,,,,,,0,0
95,1995,1995-11-26,12,30.109,STL,@,SFO,L 13-41,*,12,24,50.00,70,1,2,35.4,1,2,2.92,0.00,1,5,5.00,0,,,,,,,0,0
96,1995,1995-12-03,13,30.116,STL,@,NYJ,W 23-20,*,5,15,33.33,70,1,1,43.8,2,23,4.67,3.00,1,0,0.00,0,,,,,,,0,0
97,1999,1999-11-07,9,34.090,DEN,@,SDG,W 33-17,*,14,24,58.33,166,0,0,79.5,5,39,6.92,6.92,0,0,,0,,,,,,,0,0
98,1999,1999-11-14,10,34.097,DEN,@,SEA,L 17-20,*,20,30,66.67,239,2,1,99.2,1,3,7.97,7.80,4,20,5.00,0,,,,,,,0,0
99,1999,1999-11-22,11,34.105,DEN,,OAK,W 27-21,*,12,27,44.44,122,0,0,57.9,1,9,4.52,4.52,4,20,5.00,0,,,,,,,0,0
