ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
87,2012,2012-10-25,8,29.181,MIN,,TAM,L 17-36,*,0,0,,0,0,0,0.0,2,0
88,2012,2012-11-04,9,29.191,MIN,@,SEA,L 20-30,*,0,0,,0,0,0,1.0,2,0
89,2012,2012-11-11,10,29.198,MIN,,DET,W 34-24,*,0,0,,0,0,0,0.0,1,0
90,2012,2012-11-25,11,29.212,MIN,@,CHI,L 10-28,*,0,0,,0,0,0,0.0,1,1
91,2012,2012-12-02,12,29.219,MIN,@,GNB,L 14-23,*,0,0,,0,0,0,0.0,1,1
92,2012,2012-12-09,13,29.226,MIN,,CHI,W 21-14,*,0,0,,0,0,0,1.0,2,1
93,2012,2012-12-16,14,29.233,MIN,@,STL,W 36-22,*,0,0,,0,0,0,1.0,1,0
94,2012,2012-12-30,16,29.247,MIN,,GNB,W 37-34,*,0,0,,0,0,0,1.0,1,0
95,2013,2013-09-08,1,30.134,MIN,@,DET,L 24-34,*,0,0,,0,0,0,0.0,2,2
96,2013,2013-09-15,2,30.141,MIN,@,CHI,L 30-31,*,0,0,,0,0,6,0.0,2,0
97,2013,2013-09-22,3,30.148,MIN,,CLE,L 27-31,*,0,0,,0,0,0,1.0,3,0
98,2013,2013-09-29,4,30.155,MIN,,PIT,W 34-27,*,0,0,,0,0,0,0.0,1,0
99,2013,2013-10-13,5,30.169,MIN,,CAR,L 10-35,*,0,0,,0,0,0,0.0,3,0
100,2013,2013-10-21,6,30.177,MIN,@,NYG,L 7-23,*,0,0,,0,0,0,0.0,0,2
101,2013,2013-10-27,7,30.183,MIN,,GNB,L 31-44,*,0,0,,0,0,0,0.0,2,2
102,2013,2013-11-03,8,30.190,MIN,@,DAL,L 23-27,*,0,0,,0,0,0,2.0,2,0
103,2013,2013-11-07,9,30.194,MIN,,WAS,W 34-27,*,,,,,,,,,
104,2013,2013-11-17,10,30.204,MIN,@,SEA,L 20-41,*,0,0,,0,0,0,1.0,1,0
105,2013,2013-11-24,11,30.211,MIN,@,GNB,T 26-26,*,0,0,,0,0,0,1.0,1,3
106,2013,2013-12-01,12,30.218,MIN,,CHI,W 23-20,*,0,0,,0,0,0,1.0,1,0
107,2013,2013-12-08,13,30.225,MIN,@,BAL,L 26-29,*,0,0,,0,0,0,1.0,2,1
108,2013,2013-12-15,14,30.232,MIN,,PHI,W 48-30,*,0,0,,0,0,0,2.0,2,1
109,2013,2013-12-22,15,30.239,MIN,@,CIN,L 14-42,*,0,0,,0,0,0,0.0,2,1
110,2013,2013-12-29,16,30.246,MIN,,DET,W 14-13,*,,,,,,,,,
111,2014,2014-09-07,1,31.133,MIN,@,STL,W 34-6,*,0,0,,0,0,0,0.0,1,0
112,2014,2014-09-14,2,31.140,MIN,,NWE,L 7-30,*,0,0,,0,0,0,0.0,0,0
113,2014,2014-09-21,3,31.147,MIN,@,NOR,L 9-20,*,0,0,,0,0,0,0.0,0,2
114,2014,2014-09-28,4,31.154,MIN,,ATL,W 41-28,*,0,0,,0,0,0,0.0,1,1
115,2014,2014-10-02,5,31.158,MIN,@,GNB,L 10-42,*,0,0,,0,0,0,0.0,1,1
116,2014,2014-10-12,6,31.168,MIN,,DET,L 3-17,*,0,0,,0,0,0,0.5,1,3
117,2014,2014-10-19,7,31.175,MIN,@,BUF,L 16-17,*,0,0,,0,0,0,0.0,0,0
118,2014,2014-10-26,8,31.182,MIN,@,TAM,W 19-13,*,0,0,,0,0,0,1.0,3,0
119,2014,2014-11-02,9,31.189,MIN,,WAS,W 29-26,*,0,0,,0,0,0,1.0,2,0
120,2014,2014-11-16,10,31.203,MIN,@,CHI,L 13-21,*,0,0,,0,0,0,0.0,0,0
121,2014,2014-11-23,11,31.210,MIN,,GNB,L 21-24,*,0,0,,0,0,0,1.0,1,0
122,2014,2014-11-30,12,31.217,MIN,,CAR,W 31-13,*,0,0,,0,0,0,0.0,1,0
123,2014,2014-12-07,13,31.224,MIN,,NYJ,W 30-24,*,0,0,,0,0,0,1.0,1,0
124,2014,2014-12-14,14,31.231,MIN,@,DET,L 14-16,*,0,0,,0,0,0,0.0,1,0
125,2014,2014-12-21,15,31.238,MIN,@,MIA,L 35-37,*,0,0,,0,0,0,0.0,2,0
126,2014,2014-12-28,16,31.245,MIN,,CHI,W 13-9,*,0,0,,0,0,0,0.0,0,0
127,2015,2015-09-14,1,32.140,MIN,@,SFO,L 3-20,*,0,0,,0,0,0,0.0,2,0
128,2015,2015-09-20,2,32.146,MIN,,DET,W 26-16,*,0,0,,0,0,0,0.0,5,1
129,2015,2015-09-27,3,32.153,MIN,,SDG,W 31-14,*,0,0,,0,0,0,0.0,2,0
130,2015,2015-10-04,4,32.160,MIN,@,DEN,L 20-23,*,0,0,,0,0,0,1.0,1,0
131,2015,2015-10-18,5,32.174,MIN,,KAN,W 16-10,*,0,0,,0,0,0,0.0,2,1
132,2015,2015-10-25,6,32.181,MIN,@,DET,W 28-19,*,0,0,,0,0,0,0.0,1,0
133,2015,2015-11-01,7,32.188,MIN,@,CHI,W 23-20,*,0,0,,0,0,0,0.0,1,0
134,2015,2015-11-08,8,32.195,MIN,,STL,W 21-18,*,0,0,,0,0,0,0.0,4,1
135,2015,2015-11-15,9,32.202,MIN,@,OAK,W 30-14,*,0,0,,0,0,0,0.0,1,0
136,2015,2015-11-22,10,32.209,MIN,,GNB,L 13-30,*,0,0,,0,0,0,0.0,2,0
137,2015,2015-11-29,11,32.216,MIN,@,ATL,W 20-10,*,0,0,,0,0,0,0.0,1,0
138,2015,2015-12-06,12,32.223,MIN,,SEA,L 7-38,*,0,0,,0,0,0,2.0,3,0
139,2015,2015-12-10,13,32.227,MIN,@,ARI,L 20-23,*,0,0,,0,0,0,0.0,2,1
140,2015,2015-12-20,14,32.237,MIN,,CHI,W 38-17,*,0,0,,0,0,0,1.0,2,0
141,2015,2015-12-27,15,32.244,MIN,,NYG,W 49-17,*,0,0,,0,0,0,1.0,1,0
142,2015,2016-01-03,16,32.251,MIN,@,GNB,W 20-13,*,0,0,,0,0,0,0.0,0,0
143,2016,2016-09-11,1,33.137,MIN,@,TEN,W 25-16,*,0,0,,0,0,0,0.0,1,1
144,2016,2016-09-18,2,33.144,MIN,,GNB,W 17-14,*,0,0,,0,0,0,1.0,1,1
145,2016,2016-09-25,3,33.151,MIN,@,CAR,W 22-10,*,0,0,,0,0,0,1.0,2,0
146,2016,2016-10-03,4,33.159,MIN,,NYG,W 24-10,*,0,0,,0,0,0,0.0,0,0
147,2016,2016-10-09,5,33.165,MIN,,HOU,W 31-13,*,0,0,,0,0,0,2.0,2,0
148,2016,2016-10-23,6,33.179,MIN,@,PHI,L 10-21,*,0,0,,0,0,0,0.0,2,0
149,2016,2016-10-31,7,33.187,MIN,@,CHI,L 10-20,*,0,0,,0,0,0,0.0,3,1
150,2016,2016-11-06,8,33.193,MIN,,DET,L 16-22,*,0,0,,0,0,0,0.0,0,1
151,2016,2016-11-13,9,33.200,MIN,@,WAS,L 20-26,*,0,0,,0,0,0,0.0,0,0
152,2016,2016-11-20,10,33.207,MIN,,ARI,W 30-24,*,0,0,,0,0,0,1.0,1,1
153,2016,2016-11-24,11,33.211,MIN,@,DET,L 13-16,*,0,0,,0,0,0,0.0,2,0
154,2016,2016-12-01,12,33.218,MIN,,DAL,L 15-17,*,0,0,,0,0,0,1.0,1,1
155,2016,2016-12-11,13,33.228,MIN,@,JAX,W 25-16,*,0,0,,0,0,0,1.0,1,0
156,2016,2016-12-18,14,33.235,MIN,,IND,L 6-34,*,0,0,,0,0,0,0.0,0,1
157,2016,2016-12-24,15,33.241,MIN,@,GNB,L 25-38,*,0,0,,0,0,0,0.0,1,0
158,2016,2017-01-01,16,33.249,MIN,,CHI,W 38-10,*,0,0,,0,0,0,0.5,1,3
159,2017,2017-09-11,1,34.137,MIN,,NOR,W 29-19,,0,0,,0,0,0,0.0,0,0
160,2017,2017-09-17,2,34.143,MIN,@,PIT,L 9-26,,0,0,,0,0,0,0.0,1,0
161,2017,2017-09-24,3,34.150,MIN,,TAM,W 34-17,,0,0,,0,0,0,0.0,0,0
162,2017,2017-10-01,4,34.157,MIN,,DET,L 7-14,,0,0,,0,0,0,0.0,1,1
163,2017,2017-10-09,5,34.165,MIN,@,CHI,W 20-17,,0,0,,0,0,0,0.0,1,0
164,2017,2017-10-15,6,34.171,MIN,,GNB,W 23-10,,0,0,,0,0,0,1.0,0,3
165,2017,2017-10-22,7,34.178,MIN,,BAL,W 24-16,,0,0,,0,0,0,0.0,0,0
166,2017,2017-10-29,8,34.185,MIN,@,CLE,W 33-16,,0,0,,0,0,0,0.0,0,0
167,2017,2017-11-12,9,34.199,MIN,@,WAS,W 38-30,*,0,0,,0,0,0,0.0,4,0
168,2017,2017-11-23,11,34.210,MIN,@,DET,W 30-23,,0,0,,0,0,0,0.0,0,0
169,2017,2017-12-03,12,34.220,MIN,@,ATL,W 14-9,,0,0,,0,0,0,0.0,1,0
170,2017,2017-12-10,13,34.227,MIN,@,CAR,L 24-31,,0,0,,0,0,0,0.0,1,1
171,2017,2017-12-17,14,34.234,MIN,,CIN,W 34-7,,0,0,,0,0,0,2.0,3,0
172,2017,2017-12-23,15,34.240,MIN,@,GNB,W 16-0,,0,0,,0,0,0,0.0,1,0
173,2017,2017-12-31,16,34.248,MIN,,CHI,W 23-10,,0,0,,0,0,0,1.0,2,0
