ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
14,1964,1964-10-18,6,24.238,STL,,WAS,W 38-24,1,1,1.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,5,240,48.00,0
15,1964,1964-10-25,7,24.245,STL,,DAL,L 13-31,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,138,46.00,0
16,1964,1964-11-01,8,24.252,STL,@,NYG,L 17-34,5,124,24.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6,234,39.00,0
17,1964,1964-11-08,9,24.259,STL,,PIT,W 34-30,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,72,36.00,0
18,1964,1964-11-15,10,24.266,STL,,NYG,T 10-10,4,47,11.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,207,41.40,0
19,1964,1964-11-22,11,24.273,STL,@,PHI,W 38-13,4,38,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,105,35.00,0
20,1964,1964-11-29,12,24.280,STL,@,PIT,W 21-20,5,69,13.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,5,191,38.20,0
21,1964,1964-12-06,13,24.287,STL,,CLE,W 28-19,5,50,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,119,39.67,0
22,1964,1964-12-13,14,24.294,STL,,PHI,W 36-34,9,145,16.11,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,3,106,35.33,0
23,1965,1965-09-19,1,25.208,STL,@,PHI,L 27-34,5,115,23.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6,239,39.83,0
24,1965,1965-09-26,2,25.215,STL,@,CLE,W 49-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,182,45.50,0
25,1965,1965-10-04,3,25.223,STL,,DAL,W 20-13,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,139,34.75,0
26,1965,1965-10-10,4,25.229,STL,@,WAS,W 37-16,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,96,32.00,0
27,1965,1965-10-17,5,25.236,STL,@,PIT,W 20-7,5,74,14.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,321,45.86,0
28,1965,1965-10-24,6,25.243,STL,,WAS,L 20-24,5,55,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,74,24.67,1
29,1965,1965-10-31,7,25.250,STL,@,NYG,L 10-14,3,42,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
30,1965,1965-11-07,8,25.257,STL,,PIT,W 21-17,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,308,44.00,0
31,1965,1965-11-14,9,25.264,STL,@,CHI,L 13-34,5,83,16.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,174,34.80,0
32,1965,1965-11-21,10,25.271,STL,,NYG,L 15-28,5,105,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
33,1965,1965-11-28,11,25.278,STL,,PHI,L 24-28,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
34,1965,1965-12-05,12,25.285,STL,,RAM,L 3-27,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
35,1965,1965-12-11,13,25.291,STL,@,DAL,L 13-27,3,54,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
36,1965,1965-12-19,14,25.299,STL,,CLE,L 24-27,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
37,1966,1966-09-11,1,26.200,STL,,PHI,W 16-13,5,62,12.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,183,45.75,0
38,1966,1966-09-18,2,26.207,STL,,WAS,W 23-7,7,136,19.43,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,3,139,46.33,0
39,1966,1966-09-25,3,26.214,STL,@,CLE,W 34-28,3,83,27.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,3,146,48.67,0
40,1966,1966-10-02,4,26.221,STL,@,PHI,W 41-10,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,266,38.00,0
41,1966,1966-10-09,5,26.228,STL,,NYG,W 24-19,3,49,16.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,106,35.33,0
42,1966,1966-10-16,6,26.235,STL,,DAL,T 10-10,4,46,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,248,35.43,0
43,1966,1966-10-23,7,26.242,STL,@,WAS,L 20-26,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
44,1966,1966-10-31,8,26.250,STL,,CHI,W 24-17,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
45,1966,1966-11-06,9,26.256,STL,@,NYG,W 20-17,3,103,34.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
46,1966,1966-11-13,10,26.263,STL,@,PIT,L 9-30,5,106,21.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,24,12.00,1
47,1966,1966-11-27,11,26.277,STL,,PIT,W 6-3,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
48,1966,1966-12-04,12,26.284,STL,@,DAL,L 17-31,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,174,34.80,0
49,1966,1966-12-11,13,26.291,STL,@,ATL,L 10-16,4,43,10.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,116,29.00,0
50,1966,1966-12-17,14,26.297,STL,,CLE,L 10-38,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,9,379,42.11,0
51,1967,1967-09-17,1,27.206,STL,,NYG,L 20-37,3,86,28.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
52,1967,1967-10-01,3,27.220,STL,,DET,W 38-28,3,83,27.67,1,1,17,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
53,1967,1967-10-08,4,27.227,STL,@,MIN,W 34-24,4,83,20.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
54,1967,1967-10-15,5,27.234,STL,@,CLE,L 16-20,3,90,30.00,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
55,1967,1967-10-22,6,27.241,STL,,PHI,W 48-14,4,116,29.00,2,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,,0
56,1967,1967-10-30,7,27.249,STL,,GNB,L 23-31,5,97,19.40,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
57,1967,1967-11-05,8,27.255,STL,@,WAS,W 27-21,4,103,25.75,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
58,1967,1967-11-12,9,27.262,STL,,PIT,T 14-14,3,31,10.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
59,1967,1967-11-19,10,27.269,STL,@,CHI,L 3-30,7,61,8.71,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
60,1967,1967-11-23,11,27.273,STL,@,DAL,L 21-46,4,116,29.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
61,1967,1967-12-03,12,27.283,STL,,NOR,W 31-20,2,96,48.00,2,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,,0
62,1967,1967-12-10,13,27.290,STL,,CLE,L 16-20,6,91,15.17,1,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,1,6,0,0,,0
63,1967,1967-12-17,14,27.297,STL,@,NYG,L 14-37,8,152,19.00,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
64,1968,1968-09-16,1,28.206,STL,,RAM,L 13-24,4,49,12.25,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
65,1968,1968-09-22,2,28.212,STL,@,SFO,L 17-35,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
66,1968,1968-09-29,3,28.219,STL,@,NOR,W 21-20,4,76,19.00,0,1,37,37.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
67,1968,1968-10-06,4,28.226,STL,,DAL,L 10-27,5,46,9.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
68,1968,1968-10-13,5,28.233,STL,@,CLE,W 27-21,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
69,1968,1968-10-20,6,28.240,STL,,WAS,W 41-14,5,61,12.20,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
70,1968,1968-10-27,7,28.247,STL,,NOR,W 31-17,4,147,36.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
71,1968,1968-11-03,8,28.254,STL,@,PHI,W 45-17,1,8,8.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
72,1968,1968-11-10,9,28.261,STL,,PIT,T 28-28,5,105,21.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
73,1968,1968-11-17,10,28.268,STL,@,BAL,L 0-27,3,31,10.33,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
74,1968,1968-11-24,11,28.275,STL,,ATL,W 17-12,2,32,16.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
75,1968,1968-12-01,12,28.282,STL,@,PIT,W 20-10,7,99,14.14,0,1,34,34.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
76,1968,1968-12-08,13,28.289,STL,@,NYG,W 28-21,2,21,10.50,0,2,18,9.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
77,1968,1968-12-14,14,28.295,STL,,CLE,W 27-16,3,43,14.33,0,2,36,18.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
78,1969,1969-09-21,1,29.210,STL,@,DAL,L 3-24,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
79,1969,1969-09-28,2,29.217,STL,,CHI,W 20-17,2,14,7.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
80,1969,1969-10-05,3,29.224,STL,@,PIT,W 27-14,1,11,11.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
81,1969,1969-10-12,4,29.231,STL,@,WAS,L 17-33,6,65,10.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
82,1969,1969-10-19,5,29.238,STL,,MIN,L 10-27,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
83,1969,1969-10-26,6,29.245,STL,@,CLE,T 21-21,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
84,1969,1969-11-02,7,29.252,STL,,NOR,L 42-51,1,14,14.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
85,1969,1969-11-09,8,29.259,STL,,NYG,W 42-17,6,101,16.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
86,1969,1969-11-16,9,29.266,STL,@,DET,L 0-20,5,56,11.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
87,1969,1969-11-23,10,29.273,STL,,PHI,L 30-34,4,45,11.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
88,1969,1969-11-30,11,29.280,STL,,PIT,W 47-10,2,37,18.50,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
89,1969,1969-12-07,12,29.287,STL,@,NYG,L 6-49,3,68,22.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
90,1969,1969-12-14,13,29.294,STL,,CLE,L 21-27,2,2,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
91,1969,1969-12-21,14,29.301,STL,@,GNB,L 28-45,4,40,10.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
92,1970,1970-09-18,1,30.207,STL,@,RAM,L 13-34,4,102,25.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
93,1970,1970-09-27,2,30.216,STL,,WAS,W 27-17,1,13,13.00,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
94,1970,1970-10-04,3,30.223,STL,,DAL,W 20-7,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
95,1970,1970-10-11,4,30.230,STL,,NOR,W 24-17,5,149,29.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
96,1970,1970-10-18,5,30.237,STL,@,PHI,W 35-20,1,16,16.00,0,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
97,1970,1970-10-25,6,30.244,STL,@,NYG,L 17-35,0,0,,0,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
98,1970,1970-11-01,7,30.251,STL,,HOU,W 44-0,5,71,14.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
99,1970,1970-11-08,8,30.258,STL,,BOS,W 31-0,4,59,14.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
100,1970,1970-11-16,9,30.266,STL,@,DAL,W 38-0,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
101,1970,1970-11-22,10,30.272,STL,@,KAN,T 6-6,1,4,4.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
102,1970,1970-11-29,11,30.279,STL,,PHI,W 23-14,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
103,1970,1970-12-06,12,30.286,STL,@,DET,L 3-16,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
104,1970,1970-12-13,13,30.293,STL,,NYG,L 17-34,4,115,28.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
105,1970,1970-12-20,14,30.300,STL,@,WAS,L 27-28,3,29,9.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
106,1971,1971-09-19,1,31.208,STL,,WAS,L 17-24,5,63,12.60,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,,0
107,1971,1971-09-27,2,31.216,STL,,NYJ,W 17-10,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
108,1971,1971-10-03,3,31.222,STL,,NYG,L 20-21,0,0,,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
109,1971,1971-10-10,4,31.229,STL,@,ATL,W 26-9,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
110,1971,1971-10-17,5,31.236,STL,@,WAS,L 0-20,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
111,1971,1971-10-24,6,31.243,STL,,SFO,L 14-26,3,103,34.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
112,1971,1971-10-31,7,31.250,STL,@,BUF,W 28-23,3,37,12.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
113,1971,1971-11-07,8,31.257,STL,,DAL,L 13-16,2,37,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
114,1971,1971-11-15,9,31.265,STL,@,SDG,L 17-20,4,67,16.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
115,1972,1972-09-17,1,32.207,STL,@,BAL,W 10-3,2,69,34.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
116,1972,1972-09-24,2,32.214,STL,@,WAS,L 10-24,0,0,,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
117,1972,1972-10-01,3,32.221,STL,,PIT,L 19-25,4,44,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
118,1972,1972-10-08,4,32.228,STL,@,MIN,W 19-17,2,14,7.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
119,1972,1972-10-15,5,32.235,STL,,WAS,L 3-33,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
120,1972,1972-10-22,6,32.242,STL,@,NYG,L 21-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1972,1972-10-29,7,32.249,STL,,CHI,L 10-27,3,43,14.33,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
122,1972,1972-11-05,8,32.256,STL,@,PHI,T 6-6,2,26,13.00,0,1,17,17.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
123,1972,1972-11-12,9,32.263,STL,@,DAL,L 24-33,5,110,22.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
124,1972,1972-11-19,10,32.270,STL,,NYG,L 7-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1972,1972-11-27,11,32.278,STL,@,MIA,L 10-31,3,63,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
126,1972,1972-12-03,12,32.284,STL,,DAL,L 6-27,2,12,6.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
127,1972,1972-12-10,13,32.291,STL,,RAM,W 24-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1972,1972-12-17,14,32.298,STL,,PHI,W 24-23,2,11,5.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
129,1973,1973-09-16,1,33.205,STL,@,PHI,W 34-23,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
130,1973,1973-09-23,2,33.212,STL,,WAS,W 34-27,5,129,25.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
131,1973,1973-09-30,3,33.219,STL,@,DAL,L 10-45,3,37,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
132,1973,1973-10-07,4,33.226,STL,,OAK,L 10-17,3,53,17.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
133,1973,1973-10-14,5,33.233,STL,,PHI,L 24-27,7,83,11.86,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
134,1973,1973-10-21,6,33.240,STL,@,WAS,L 13-31,5,49,9.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
135,1973,1973-10-28,7,33.247,STL,,NYG,W 35-27,2,26,13.00,0,1,-14,-14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
136,1973,1973-11-04,8,33.254,STL,,DEN,T 17-17,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
137,1973,1973-11-11,9,33.261,STL,@,GNB,L 21-25,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
138,1973,1973-11-18,10,33.268,STL,@,NYG,L 13-24,5,69,13.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
139,1973,1973-11-25,11,33.275,STL,@,CIN,L 24-42,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
140,1973,1973-12-02,12,33.282,STL,,DET,L 16-20,2,56,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
141,1973,1973-12-09,13,33.289,STL,@,ATL,W 32-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1973,1973-12-16,14,33.296,STL,,DAL,L 3-30,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
143,1974,1974-09-15,1,34.204,STL,,PHI,W 7-3,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
144,1974,1974-09-22,2,34.211,STL,@,WAS,W 17-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1974,1974-09-29,3,34.218,STL,,CLE,W 29-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1974,1974-10-06,4,34.225,STL,@,SFO,W 34-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1974,1974-10-13,5,34.232,STL,,DAL,W 31-28,3,110,36.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
148,1974,1974-10-20,6,34.239,STL,@,HOU,W 31-27,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
149,1974,1974-10-27,7,34.246,STL,,WAS,W 23-20,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
150,1974,1974-11-03,8,34.253,STL,@,DAL,L 14-17,3,36,12.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
151,1974,1974-11-11,9,34.261,STL,,MIN,L 24-28,6,84,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
152,1974,1974-11-17,10,34.267,STL,@,PHI,W 13-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1974,1974-11-24,11,34.274,STL,@,NYG,W 23-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
154,1974,1974-12-01,12,34.281,STL,,KAN,L 13-17,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
155,1974,1974-12-08,13,34.288,STL,@,NOR,L 0-14,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
156,1974,1974-12-15,14,34.295,STL,,NYG,W 26-14,3,48,16.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
157,1975,1975-09-21,1,35.210,STL,,ATL,W 23-20,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,0,0,,0
