ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
28,1998,1998-10-25,7,25.323,STL,,SFO,L 10-28,,,,,,,,,,,0.0%,
29,1998,1998-11-01,8,25.330,STL,@,ATL,L 15-37,,,,,,,,,,,0.0%,
30,1998,1998-11-08,9,25.337,STL,@,CHI,W 20-12,,,,,,,,,,,0.0%,
31,1998,1998-12-03,13,25.362,STL,@,PHI,L 14-17,,,,,,,,,,,0.0%,
32,1998,1998-12-13,14,26.007,STL,,NWE,W 32-18,,,,,,,,,,,0.0%,
33,1998,1998-12-20,15,26.014,STL,@,CAR,L 13-20,,,,,,,,,,,0.0%,
34,1998,1998-12-27,16,26.021,STL,@,SFO,L 19-38,,,,,,,,,,,0.0%,
35,1999,1999-09-12,1,26.280,STL,,BAL,W 27-10,*,,,,,,,,,,0.0%,
36,1999,1999-09-26,2,26.294,STL,,ATL,W 35-7,*,,,,,,,,,,0.0%,
37,1999,1999-10-03,3,26.301,STL,@,CIN,W 38-10,*,,,,,0,,,,,0.0%,
38,1999,1999-10-10,4,26.308,STL,,SFO,W 42-20,*,,,,,0,,,,,0.0%,
39,1999,1999-10-17,5,26.315,STL,@,ATL,W 41-13,*,,,,,0,,,,,0.0%,
40,1999,1999-10-24,6,26.322,STL,,CLE,W 34-3,*,,,,,,,,,,0.0%,
41,1999,1999-10-31,7,26.329,STL,@,TEN,L 21-24,*,,,,,,,,,,0.0%,
42,1999,1999-11-07,8,26.336,STL,@,DET,L 27-31,*,,,,,,,,,,0.0%,
43,1999,1999-11-14,9,26.343,STL,,CAR,W 35-10,*,,,,,0,,,,,0.0%,
44,1999,1999-11-21,10,26.350,STL,@,SFO,W 23-7,*,,,,,,,,,,0.0%,
45,1999,1999-11-28,11,26.357,STL,,NOR,W 43-12,*,,,,,,,,,,0.0%,
46,1999,1999-12-05,12,26.364,STL,@,CAR,W 34-21,*,,,,,0,,,,,0.0%,
47,1999,1999-12-12,13,27.006,STL,@,NOR,W 30-14,*,,,,,,,,,,0.0%,
48,1999,1999-12-19,14,27.013,STL,,NYG,W 31-10,*,,,,,0,,,,,0.0%,
49,1999,1999-12-26,15,27.020,STL,,CHI,W 34-12,*,,,,,,,,,,0.0%,
50,1999,2000-01-02,16,27.027,STL,@,PHI,L 31-38,*,,,,,,,,,,0.0%,
51,2000,2000-09-24,3,27.293,ARI,,GNB,L 3-29,*,,,,,,,,,,0.0%,
52,2000,2000-10-01,4,27.300,ARI,@,SFO,L 20-27,*,,,,,0,,,,,0.0%,
53,2000,2000-10-08,5,27.307,ARI,,CLE,W 29-21,*,,,,,,,,,,0.0%,
54,2000,2000-10-15,6,27.314,ARI,,PHI,L 14-33,*,,,,,,,,,,0.0%,
55,2000,2000-10-22,7,27.321,ARI,@,DAL,L 7-48,*,,,,,,,,,,0.0%,
56,2000,2000-10-29,8,27.328,ARI,,NOR,L 10-21,*,,,,,,,,,,0.0%,
57,2000,2000-11-05,9,27.335,ARI,,WAS,W 16-15,*,,,,,,,,,,0.0%,
58,2000,2000-11-12,10,27.342,ARI,@,MIN,L 14-31,*,,,,,0,,,,,0.0%,
59,2001,2001-09-23,1,28.291,ARI,,DEN,L 17-38,*,,,,,,,,,,0.0%,
60,2001,2001-09-30,2,28.298,ARI,,ATL,L 14-34,*,,,,,,,,,,0.0%,
61,2001,2001-10-07,3,28.305,ARI,@,PHI,W 21-20,*,,,,,,,,,,0.0%,
62,2001,2001-10-14,4,28.312,ARI,@,CHI,L 13-20,*,,,,,0,,,,,0.0%,
63,2001,2001-10-21,5,28.319,ARI,,KAN,W 24-16,*,,,,,0,,,,,0.0%,
64,2001,2001-10-28,6,28.326,ARI,@,DAL,L 3-17,*,,,,,,,,,,0.0%,
65,2001,2001-11-04,7,28.333,ARI,,PHI,L 7-21,*,,,,,,,,,,0.0%,
66,2001,2001-11-11,8,28.340,ARI,,NYG,L 10-17,*,,,,,0,,,,,0.0%,
67,2001,2001-11-18,9,28.347,ARI,,DET,W 45-38,*,,,,,,,,,,0.0%,
68,2001,2001-11-25,10,28.354,ARI,@,SDG,W 20-17,*,,,,,0,,,,,0.0%,
69,2001,2001-12-02,11,28.361,ARI,@,OAK,W 34-31,*,,,,,,,,,,0.0%,
70,2001,2001-12-09,12,29.003,ARI,,WAS,L 10-20,*,1,1,1.00,0,0,0,0,,0,0.0%,
71,2001,2001-12-15,13,29.009,ARI,@,NYG,L 13-17,*,,,,,,,,,,0.0%,
72,2001,2001-12-23,14,29.017,ARI,,DAL,W 17-10,*,,,,,,,,,,0.0%,
73,2001,2001-12-30,15,29.024,ARI,@,CAR,W 30-7,*,,,,,,,,,,0.0%,
74,2002,2002-09-08,1,29.276,ARI,@,WAS,L 23-31,*,,,,,,,,,,0.0%,
75,2002,2002-09-15,2,29.283,ARI,@,SEA,W 24-13,*,,,,,,,,,,0.0%,
76,2002,2002-09-22,3,29.290,ARI,,SDG,L 15-23,*,,,,,,,,,,0.0%,
77,2002,2002-09-29,4,29.297,ARI,,NYG,W 21-7,*,,,,,0,,,,,0.0%,
78,2002,2002-10-06,5,29.304,ARI,@,CAR,W 16-13,*,,,,,,,,,,0.0%,
79,2002,2002-10-20,6,29.318,ARI,,DAL,W 9-6,*,,,,,,,,,,0.0%,
80,2002,2002-10-27,7,29.325,ARI,@,SFO,L 28-38,*,,,,,0,,,,,0.0%,
81,2002,2002-11-03,8,29.332,ARI,,STL,L 14-27,*,,,,,,,,,,0.0%,
