ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
26,2012,2012-09-09,1,26.175,STL,@,DET,L 23-27,,,,,,,,,,,,,,
27,2012,2012-09-16,2,26.182,STL,,WAS,W 31-28,,0,0,,0,,0,0,0.0,2,0,0,0,0
28,2012,2012-09-23,3,26.189,STL,@,CHI,L 6-23,,0,0,,0,,0,0,0.0,0,1,0,0,0
29,2012,2012-09-30,4,26.196,STL,,SEA,W 19-13,,0,0,,0,,0,0,1.0,1,0,0,0,0
30,2012,2012-10-14,6,26.210,STL,@,MIA,L 14-17,,0,0,,0,,0,0,0.0,0,0,0,0,0
31,2012,2012-10-21,7,26.217,STL,,GNB,L 20-30,,,,,,,,,,,,,,
32,2012,2012-11-18,10,26.245,STL,,NYJ,L 13-27,,0,0,,0,,0,0,0.0,4,0,0,0,0
33,2012,2012-11-25,11,26.252,STL,@,ARI,W 31-17,,0,0,,0,,0,0,0.0,0,1,0,0,0
34,2012,2012-12-02,12,26.259,STL,,SFO,W 16-13,*,0,0,,0,,0,0,1.0,2,0,0,0,0
35,2012,2012-12-09,13,26.266,STL,@,BUF,W 15-12,,0,0,,0,,0,0,0.0,2,1,0,0,0
36,2012,2012-12-16,14,26.273,STL,,MIN,L 22-36,*,0,0,,0,,0,0,1.0,2,0,0,0,0
37,2012,2012-12-23,15,26.280,STL,@,TAM,W 28-13,,0,0,,0,,0,0,0.0,1,0,1,5,0
38,2012,2012-12-30,16,26.287,STL,@,SEA,L 13-20,,0,0,,0,,0,0,0.0,0,2,0,0,0
39,2013,2013-09-08,1,27.174,STL,,ARI,W 27-24,,0,0,,0,,0,0,0.0,0,0,0,0,0
40,2013,2013-09-15,2,27.181,STL,@,ATL,L 24-31,,0,0,,0,,0,0,1.0,4,0,0,0,0
41,2013,2013-09-22,3,27.188,STL,@,DAL,L 7-31,,0,0,,0,,0,0,0.0,1,0,0,0,0
42,2013,2013-09-26,4,27.192,STL,,SFO,L 11-35,,0,0,,0,,0,0,0.0,1,1,0,0,0
43,2013,2013-10-06,5,27.202,STL,,JAX,W 34-20,,0,0,,0,,0,0,0.0,1,0,0,0,0
44,2013,2013-10-13,6,27.209,STL,@,HOU,W 38-13,,0,0,,0,,0,0,0.0,3,0,0,0,0
45,2013,2013-10-20,7,27.216,STL,@,CAR,L 15-30,,0,0,,0,1,0,2,0.0,2,3,0,0,0
46,2013,2013-10-28,8,27.224,STL,,SEA,L 9-14,,0,0,,0,,0,0,0.0,0,1,0,0,0
47,2013,2013-11-03,9,27.230,STL,,TEN,L 21-28,,0,0,,0,,0,0,0.0,0,0,0,0,0
48,2013,2013-11-10,10,27.237,STL,@,IND,W 38-8,,0,0,,0,,0,0,0.0,0,0,0,0,0
49,2013,2013-11-24,11,27.251,STL,,CHI,W 42-21,,0,0,,0,,0,0,0.0,1,0,0,0,0
50,2013,2013-12-01,12,27.258,STL,@,SFO,L 13-23,,0,0,,0,,0,0,0.0,3,0,0,0,0
51,2013,2013-12-08,13,27.265,STL,@,ARI,L 10-30,,0,0,,0,,0,0,0.0,1,0,0,0,0
52,2013,2013-12-15,14,27.272,STL,,NOR,W 27-16,,0,0,,0,,0,0,0.0,1,0,0,0,0
53,2013,2013-12-22,15,27.279,STL,,TAM,W 23-13,,0,0,,0,,0,0,0.0,1,1,0,0,0
54,2013,2013-12-29,16,27.286,STL,@,SEA,L 9-27,,0,0,,0,,0,0,1.0,1,1,0,0,0
55,2014,2014-09-07,1,28.173,STL,,MIN,L 6-34,,0,0,,0,,0,0,0.0,1,0,0,0,0
56,2014,2014-09-14,2,28.180,STL,@,TAM,W 19-17,,0,0,,0,,0,0,0.0,3,1,0,0,0
57,2014,2014-09-21,3,28.187,STL,,DAL,L 31-34,,0,0,,0,,0,0,0.0,1,0,0,0,0
58,2014,2014-10-05,4,28.201,STL,@,PHI,L 28-34,,0,0,,0,,0,0,0.0,1,0,0,0,0
59,2014,2014-10-13,5,28.209,STL,,SFO,L 17-31,,0,0,,0,,0,0,0.0,2,0,0,0,0
60,2014,2014-10-19,6,28.215,STL,,SEA,W 28-26,,0,0,,0,,0,0,1.0,3,0,0,0,0
61,2014,2014-10-26,7,28.222,STL,@,KAN,L 7-34,,0,0,,0,,0,0,0.0,1,0,0,0,0
62,2014,2014-11-02,8,28.229,STL,@,SFO,W 13-10,,0,0,,0,,0,0,1.0,2,1,0,0,0
63,2014,2014-11-09,9,28.236,STL,@,ARI,L 14-31,,0,0,,0,,0,0,0.0,0,0,0,0,0
64,2014,2014-11-16,10,28.243,STL,,DEN,W 22-7,*,0,0,,0,,0,0,0.0,2,0,0,0,0
65,2014,2014-11-23,11,28.250,STL,@,SDG,L 24-27,,0,0,,0,,0,0,0.0,2,1,0,0,0
66,2014,2014-11-30,12,28.257,STL,,OAK,W 52-0,,0,0,,0,,0,0,0.0,1,0,0,0,0
67,2014,2014-12-07,13,28.264,STL,@,WAS,W 24-0,,0,0,,0,,0,0,1.0,2,0,0,0,0
68,2014,2014-12-11,14,28.268,STL,,ARI,L 6-12,,,,,,,,,,,,,,
69,2014,2014-12-21,15,28.278,STL,,NYG,L 27-37,,0,0,,0,,0,0,0.0,1,1,0,0,0
70,2014,2014-12-28,16,28.285,STL,@,SEA,L 6-20,,0,0,,0,,0,0,0.0,1,1,0,0,0
71,2015,2015-09-13,1,29.179,STL,,SEA,W 34-31,,0,0,,0,,0,0,1.0,1,1,0,0,0
72,2015,2015-10-11,5,29.207,STL,@,GNB,L 10-24,,0,0,,0,,0,0,0.0,1,0,0,0,0
73,2015,2015-10-25,6,29.221,STL,,CLE,W 24-6,,0,0,,0,,0,0,0.0,0,0,0,0,0
74,2015,2015-11-01,7,29.228,STL,,SFO,W 27-6,,0,0,,0,,0,0,0.0,0,1,0,0,0
75,2015,2015-11-08,8,29.235,STL,@,MIN,L 18-21,*,0,0,,0,,0,0,0.0,1,0,0,0,0
76,2015,2015-11-15,9,29.242,STL,,CHI,L 13-37,*,0,0,,0,,0,0,0.0,3,0,0,0,0
77,2015,2015-11-22,10,29.249,STL,@,BAL,L 13-16,*,0,0,,0,,0,0,0.0,0,1,0,0,0
78,2015,2015-11-29,11,29.256,STL,@,CIN,L 7-31,*,0,0,,0,,0,0,0.0,0,1,0,0,0
79,2015,2015-12-06,12,29.263,STL,,ARI,L 3-27,*,0,0,,0,,0,0,0.0,1,2,0,0,0
80,2015,2015-12-13,13,29.270,STL,,DET,W 21-14,*,0,0,,0,,0,0,0.0,0,0,0,0,0
81,2015,2015-12-17,14,29.274,STL,,TAM,W 31-23,*,0,0,,0,,0,0,0.0,2,1,0,0,0
82,2015,2015-12-27,15,29.284,STL,@,SEA,W 23-17,*,0,0,,0,,0,0,0.5,2,3,0,0,0
83,2015,2016-01-03,16,29.291,STL,@,SFO,L 16-19,*,0,0,,0,,0,0,0.0,2,0,1,42,0
84,2016,2016-09-12,1,30.178,LAR,@,SFO,L 0-28,,0,0,,0,,0,0,0.0,1,0,0,0,0
85,2016,2016-09-18,2,30.184,LAR,,SEA,W 9-3,,0,0,,0,,0,0,0.0,1,1,0,0,0
86,2016,2016-09-25,3,30.191,LAR,@,TAM,W 37-32,,0,0,,0,,0,0,0.0,1,0,0,0,0
87,2016,2016-10-02,4,30.198,LAR,@,ARI,W 17-13,,0,0,,0,,0,0,0.5,2,2,0,0,0
88,2016,2016-10-09,5,30.205,LAR,,BUF,L 19-30,*,0,0,,0,,0,0,0.0,1,0,0,0,0
89,2016,2016-10-16,6,30.212,LAR,@,DET,L 28-31,*,0,0,,0,,0,0,0.0,0,0,0,0,0
90,2016,2016-10-23,7,30.219,LAR,,NYG,L 10-17,*,0,0,,0,,0,0,0.0,0,1,0,0,0
91,2016,2016-11-06,8,30.233,LAR,,CAR,L 10-13,,0,0,,0,,0,0,1.0,3,0,0,0,0
92,2016,2016-11-13,9,30.240,LAR,@,NYJ,W 9-6,,0,0,,0,,0,0,0.0,2,0,0,0,0
93,2016,2016-11-20,10,30.247,LAR,,MIA,L 10-14,,0,0,,0,,0,0,0.0,0,0,0,0,0
94,2016,2016-11-27,11,30.254,LAR,@,NOR,L 21-49,,0,0,,0,,0,0,0.0,0,0,0,0,0
95,2016,2016-12-04,12,30.261,LAR,@,NWE,L 10-26,*,0,0,,0,,0,0,0.0,0,2,0,0,0
96,2016,2016-12-11,13,30.268,LAR,,ATL,L 14-42,*,0,0,,0,,0,0,0.0,1,0,0,0,0
97,2016,2016-12-15,14,30.272,LAR,@,SEA,L 3-24,*,0,0,,0,,0,0,0.0,2,1,0,0,0
98,2016,2016-12-24,15,30.281,LAR,,SFO,L 21-22,*,0,0,,0,,0,0,1.0,2,0,0,0,0
99,2016,2017-01-01,16,30.289,LAR,,ARI,L 6-44,*,0,0,,0,,0,0,0.0,2,0,0,0,0
