ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
16,1969,1969-09-28,3,23.032,DEN,@,BUF,L 28-41,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,144,36.00,0
17,1969,1969-11-02,8,23.067,DEN,,SDG,W 13-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,234,39.00,0
18,1969,1969-11-09,9,23.074,DEN,@,OAK,L 10-41,3,64,21.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,208,41.60,0
19,1970,1970-09-20,1,24.024,DEN,@,BUF,W 25-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,307,43.86,0
20,1970,1970-09-27,2,24.031,DEN,,PIT,W 16-13,2,47,23.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,7,305,43.57,0
21,1970,1970-10-04,3,24.038,DEN,,KAN,W 26-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,243,48.60,0
22,1970,1970-10-11,4,24.045,DEN,@,OAK,L 23-35,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,326,40.75,0
23,1970,1970-10-18,5,24.052,DEN,,ATL,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,266,44.33,0
24,1970,1970-10-25,6,24.059,DEN,@,SFO,L 14-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,325,40.63,0
25,1970,1970-11-01,7,24.066,DEN,,WAS,L 3-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,232,38.67,0
26,1970,1970-11-08,8,24.073,DEN,@,SDG,L 21-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,100,33.33,0
27,1970,1970-11-15,9,24.080,DEN,,OAK,L 19-24,4,84,21.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,6,265,44.17,0
28,1970,1970-11-22,10,24.087,DEN,@,NOR,W 31-6,3,91,30.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,228,45.60,0
29,1970,1970-11-29,11,24.094,DEN,@,HOU,L 21-31,2,83,41.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,9,389,43.22,0
30,1970,1970-12-06,12,24.101,DEN,@,KAN,L 0-16,1,28,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,323,40.38,0
31,1970,1970-12-13,13,24.108,DEN,,SDG,T 17-17,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,273,45.50,0
32,1970,1970-12-20,14,24.115,DEN,,CLE,L 13-27,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,150,50.00,0
33,1971,1971-09-19,1,25.023,DEN,,MIA,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,287,41.00,0
34,1971,1971-09-26,2,25.030,DEN,@,GNB,L 13-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,2,74,37.00,0
35,1971,1971-10-03,3,25.037,DEN,,KAN,L 3-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,259,43.17,0
36,1971,1971-10-10,4,25.044,DEN,,OAK,L 16-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,197,49.25,0
37,1971,1971-10-17,5,25.051,DEN,,SDG,W 20-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,322,46.00,0
38,1971,1971-10-24,6,25.058,DEN,@,CLE,W 27-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,290,41.43,0
39,1971,1971-10-31,7,25.065,DEN,@,PHI,L 16-17,0,0,,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,4,141,35.25,1
40,1971,1971-11-07,8,25.072,DEN,,DET,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,172,43.00,0
41,1971,1971-11-14,9,25.079,DEN,,CIN,L 10-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,317,45.29,0
42,1971,1971-11-21,10,25.086,DEN,@,KAN,L 10-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,240,40.00,0
43,1971,1971-11-28,11,25.093,DEN,@,PIT,W 22-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,309,38.63,0
44,1971,1971-12-05,12,25.100,DEN,,CHI,W 6-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,214,35.67,0
45,1971,1971-12-12,13,25.107,DEN,@,SDG,L 17-45,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,263,43.83,0
46,1971,1971-12-19,14,25.114,DEN,@,OAK,L 13-21,1,10,10.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,2,91,45.50,0
47,1972,1972-09-17,1,26.021,DEN,,HOU,W 30-17,0,0,,0,1,66,66.00,1,0,0,,0,0,0,,0,0,,,1,6,4,185,46.25,0
48,1972,1972-09-24,2,26.028,DEN,@,SDG,L 14-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,118,23.60,1
49,1972,1972-10-01,3,26.035,DEN,,KAN,L 24-45,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,340,42.50,0
50,1972,1972-10-08,4,26.042,DEN,@,CIN,L 10-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,330,41.25,0
51,1972,1972-10-15,5,26.049,DEN,,MIN,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,253,50.60,0
52,1972,1972-10-22,6,26.056,DEN,@,OAK,W 30-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,122,40.67,0
53,1972,1972-10-29,7,26.063,DEN,,CLE,L 20-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,121,40.33,0
54,1972,1972-11-05,8,26.070,DEN,@,NYG,L 17-29,0,0,,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,4,156,39.00,0
55,1972,1972-11-12,9,26.077,DEN,@,RAM,W 16-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,194,38.80,0
56,1972,1972-11-19,10,26.084,DEN,,OAK,L 20-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,2,89,44.50,0
57,1972,1972-11-26,11,26.091,DEN,@,ATL,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,103,34.33,0
58,1972,1972-12-03,12,26.098,DEN,@,KAN,L 21-24,1,25,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,151,37.75,0
59,1972,1972-12-10,13,26.105,DEN,,SDG,W 38-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,172,43.00,0
60,1972,1972-12-17,14,26.112,DEN,,NWE,W 45-21,3,34,11.33,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,2,74,37.00,0
61,1973,1973-09-16,1,27.020,DEN,,CIN,W 28-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,180,45.00,0
62,1973,1973-09-23,2,27.027,DEN,,SFO,L 34-36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,143,35.75,0
63,1973,1973-09-30,3,27.034,DEN,,CHI,L 14-33,2,17,8.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,5,234,46.80,0
64,1973,1973-10-07,4,27.041,DEN,@,KAN,L 14-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,246,49.20,0
65,1973,1973-10-14,5,27.048,DEN,@,HOU,W 48-20,2,87,43.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,4,182,45.50,0
66,1973,1973-10-22,6,27.056,DEN,,OAK,T 23-23,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,4,191,47.75,0
67,1973,1973-10-28,7,27.062,DEN,@,NYJ,W 40-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,192,38.40,0
68,1973,1973-11-04,8,27.069,DEN,@,STL,T 17-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,139,34.75,0
69,1973,1973-11-11,9,27.076,DEN,,SDG,W 30-19,0,0,,0,2,31,15.50,0,0,0,,0,0,0,,0,0,,,0,0,2,118,59.00,0
70,1973,1973-11-18,10,27.083,DEN,@,PIT,W 23-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,173,43.25,0
71,1973,1973-11-25,11,27.090,DEN,,KAN,W 14-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,371,46.38,0
72,1973,1973-12-02,12,27.097,DEN,,DAL,L 10-22,1,15,15.00,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,7,344,49.14,0
73,1973,1973-12-09,13,27.104,DEN,@,SDG,W 42-28,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,256,51.20,0
74,1973,1973-12-16,14,27.111,DEN,@,OAK,L 17-21,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,345,43.13,0
75,1974,1974-09-15,1,28.019,DEN,,RAM,L 10-17,2,46,23.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,9,365,40.56,0
76,1974,1974-09-22,2,28.026,DEN,,PIT,T 35-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,311,44.43,0
77,1974,1974-09-30,3,28.034,DEN,@,WAS,L 3-30,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,218,36.33,0
78,1974,1974-10-06,4,28.040,DEN,@,KAN,W 17-14,1,20,20.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,7,315,45.00,0
79,1974,1974-10-13,5,28.047,DEN,,NOR,W 33-17,2,67,33.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,4,167,41.75,0
80,1974,1974-10-20,6,28.054,DEN,,SDG,W 27-7,0,0,,0,0,0,,0,1,1,100.00,41,0,0,118.7,0,0,41.00,41.00,0,0,2,103,51.50,0
81,1974,1974-10-27,7,28.061,DEN,@,CLE,L 21-23,1,37,37.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,314,39.25,0
82,1974,1974-11-03,8,28.068,DEN,,OAK,L 17-28,1,73,73.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,6,215,35.83,0
83,1974,1974-11-10,9,28.075,DEN,@,BAL,W 17-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,227,37.83,0
84,1974,1974-11-18,10,28.083,DEN,,KAN,L 34-42,3,61,20.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,3,124,41.33,0
85,1974,1974-11-24,11,28.089,DEN,@,OAK,W 20-17,1,26,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,211,42.20,0
86,1974,1974-11-28,12,28.093,DEN,@,DET,W 31-27,2,44,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,2,74,37.00,0
87,1974,1974-12-08,13,28.103,DEN,,HOU,W 37-14,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,115,28.75,1
88,1974,1974-12-15,14,28.110,DEN,@,SDG,L 0-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,265,44.17,0
89,1975,1975-09-21,1,29.025,DEN,,KAN,W 37-33,1,10,10.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,4,176,44.00,0
90,1975,1975-09-29,2,29.033,DEN,,GNB,W 23-13,2,33,16.50,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,6,240,40.00,0
91,1975,1975-10-05,3,29.039,DEN,@,BUF,L 14-38,3,48,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,163,40.75,0
92,1975,1975-10-12,4,29.046,DEN,@,PIT,L 9-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,193,48.25,0
93,1975,1975-10-19,5,29.053,DEN,,CLE,W 16-15,1,12,12.00,0,0,0,,0,1,1,100.00,30,0,0,118.7,0,0,30.00,30.00,0,0,3,129,43.00,0
94,1975,1975-10-26,6,29.060,DEN,@,KAN,L 13-26,2,43,21.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,229,38.17,0
95,1975,1975-11-02,7,29.067,DEN,,OAK,L 17-42,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,127,42.33,0
96,1975,1975-11-09,8,29.074,DEN,,CIN,L 16-17,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,248,41.33,0
97,1975,1975-11-16,9,29.081,DEN,@,SDG,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,2,81,40.50,0
98,1975,1975-11-23,10,29.088,DEN,@,ATL,L 21-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,107,35.67,0
99,1975,1975-11-30,11,29.095,DEN,,SDG,W 13-10,0,0,,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,6,223,37.17,0
100,1975,1975-12-08,12,29.103,DEN,@,OAK,L 10-17,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,217,36.17,0
101,1975,1975-12-14,13,29.109,DEN,,PHI,W 25-10,2,43,21.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,258,36.86,0
102,1975,1975-12-20,14,29.115,DEN,@,MIA,L 13-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,124,41.33,0
103,1976,1976-09-12,1,30.016,DEN,@,CIN,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,10,375,37.50,0
104,1976,1976-09-19,2,30.023,DEN,,NYJ,W 46-3,0,0,,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,0,0,1,40,40.00,0
105,1976,1976-09-26,3,30.030,DEN,,CLE,W 44-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,108,27.00,0
106,1976,1976-10-03,4,30.037,DEN,,SDG,W 26-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,2,72,36.00,0
107,1976,1976-10-10,5,30.044,DEN,@,HOU,L 3-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,89,29.67,0
108,1976,1976-11-21,11,30.086,DEN,,NYG,W 14-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,239,39.83,1
109,1976,1976-11-28,12,30.093,DEN,@,NWE,L 14-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,170,34.00,0
