ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
39,2007,2007-09-23,3,26.324,TAM,,STL,W 24-3,,0,0,0,,0,0.0%,,1,36,36.00,0,1,35,35.00,0
40,2007,2007-09-30,4,26.331,TAM,@,CAR,W 20-7,,0,0,0,,0,0.0%,,0,0,,0,5,71,14.20,0
41,2007,2007-10-07,5,26.338,TAM,@,IND,L 14-33,,0,0,0,,0,0.0%,,5,137,27.40,0,0,0,,0
42,2007,2007-10-14,6,26.345,TAM,,TEN,W 13-10,,0,0,0,,0,0.0%,,1,33,33.00,0,3,12,4.00,0
43,2007,2007-10-21,7,26.352,TAM,@,DET,L 16-23,,0,0,0,,0,0.0%,,2,44,22.00,0,0,0,,0
44,2008,2008-09-07,1,27.309,CAR,@,SDG,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,2,16,8.00,0
45,2008,2008-09-14,2,27.316,CAR,,CHI,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,3,34,11.33,0
46,2008,2008-09-21,3,27.323,CAR,@,MIN,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,5,50,10.00,0
47,2008,2008-09-28,4,27.330,CAR,,ATL,W 24-9,,0,0,0,,0,0.0%,,0,0,,0,2,5,2.50,0
48,2008,2008-10-05,5,27.337,CAR,,KAN,W 34-0,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,5,68,13.60,0
49,2008,2008-10-12,6,27.344,CAR,@,TAM,L 3-27,,2,1,13,13.00,0,50.0%,6.50,4,85,21.25,0,1,9,9.00,0
50,2008,2008-10-19,7,27.351,CAR,,NOR,W 30-7,,0,0,0,,0,0.0%,,2,48,24.00,0,2,26,13.00,0
51,2008,2008-10-26,8,27.358,CAR,,ARI,W 27-23,,0,0,0,,0,0.0%,,3,86,28.67,0,0,0,,0
52,2008,2008-11-09,9,28.006,CAR,@,OAK,W 17-6,,0,0,0,,0,0.0%,,1,59,59.00,0,7,123,17.57,0
53,2008,2008-11-16,10,28.013,CAR,,DET,W 31-22,,0,0,0,,0,0.0%,,4,80,20.00,0,1,2,2.00,0
54,2008,2008-11-23,11,28.020,CAR,@,ATL,L 28-45,,0,0,0,,0,0.0%,,5,86,17.20,0,0,0,,0
55,2008,2008-11-30,12,28.027,CAR,@,GNB,W 35-31,,0,0,0,,0,0.0%,,4,155,38.75,0,4,46,11.50,0
56,2008,2008-12-08,13,28.035,CAR,,TAM,W 38-23,,0,0,0,,0,0.0%,,4,74,18.50,0,2,21,10.50,0
57,2008,2008-12-14,14,28.041,CAR,,DEN,W 30-10,,0,0,0,,0,0.0%,,3,60,20.00,0,2,22,11.00,0
58,2008,2008-12-21,15,28.048,CAR,@,NYG,L 28-34,,0,0,0,,0,0.0%,,5,113,22.60,0,2,18,9.00,0
59,2008,2008-12-28,16,28.055,CAR,@,NOR,W 33-31,,0,0,0,,0,0.0%,,5,112,22.40,0,1,3,3.00,0
60,2009,2009-10-04,4,28.335,TEN,@,JAX,L 17-37,,2,1,9,9.00,0,50.0%,4.50,3,63,21.00,0,1,8,8.00,0
61,2009,2009-10-11,5,28.342,TEN,,IND,L 9-31,,0,0,0,,0,0.0%,,4,73,18.25,0,2,15,7.50,0
62,2009,2009-10-18,6,28.349,TEN,@,NWE,L 0-59,,0,0,0,,0,0.0%,,6,128,21.33,0,0,0,,0
