ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
62,1979,1979-10-28,9,26.238,CHI,@,SFO,W 28-27,0,0,,0,1,11,0
63,1979,1979-11-04,10,26.245,CHI,,DET,W 35-7,,,,,,,
64,1979,1979-11-11,11,26.252,CHI,,RAM,W 27-23,,,,,,,
65,1979,1979-11-18,12,26.259,CHI,,NYJ,W 23-13,0,0,,0,1,22,0
66,1979,1979-11-22,13,26.263,CHI,@,DET,L 0-20,0,0,,0,1,0,0
67,1979,1979-12-02,14,26.273,CHI,@,TAM,W 14-0,,,,,,,
68,1979,1979-12-09,15,26.280,CHI,@,GNB,W 15-14,,,,,,,
69,1979,1979-12-16,16,26.287,CHI,,STL,W 42-6,,,,,,,
70,1980,1980-09-07,1,27.187,CHI,@,GNB,L 6-12,1,0,0.00,0,0,0,0
71,1980,1980-09-14,2,27.194,CHI,,NOR,W 22-3,,,,,,,
72,1980,1980-09-21,3,27.201,CHI,,MIN,L 14-34,,,,,,,
73,1980,1980-09-28,4,27.208,CHI,@,PIT,L 3-38,,,,,,,
74,1980,1980-10-06,5,27.216,CHI,,TAM,W 23-0,,,,,,,
75,1980,1980-10-12,6,27.222,CHI,@,MIN,L 7-13,,,,,,,
76,1980,1980-10-19,7,27.229,CHI,,DET,W 24-7,,,,,,,
77,1980,1980-10-26,8,27.236,CHI,@,PHI,L 14-17,,,,,,,
78,1980,1980-11-09,10,27.250,CHI,,WAS,W 35-21,,,,,,,
79,1980,1980-11-16,11,27.257,CHI,,HOU,L 6-10,0,0,,0,1,20,0
80,1980,1980-11-23,12,27.264,CHI,@,ATL,L 17-28,,,,,,,
81,1980,1980-11-27,13,27.268,CHI,@,DET,W 23-17,,,,,,,
82,1980,1980-12-07,14,27.278,CHI,,GNB,W 61-7,,,,,,,
83,1980,1980-12-14,15,27.285,CHI,,CIN,L 14-17,,,,,,,
84,1980,1980-12-20,16,27.291,CHI,@,TAM,W 14-13,,,,,,,
85,1981,1981-09-06,1,28.186,CHI,,GNB,L 9-16,0,0,,0,,,
86,1981,1981-09-13,2,28.193,CHI,@,SFO,L 17-28,0,0,,0,,,
87,1981,1981-09-20,3,28.200,CHI,,TAM,W 28-17,0,0,,0,,,
88,1981,1981-09-28,4,28.208,CHI,,RAM,L 7-24,1,3,3.00,0,0,0,0
89,1981,1981-10-04,5,28.214,CHI,@,MIN,L 21-24,0,0,,0,,,
90,1981,1981-10-11,6,28.221,CHI,,WAS,L 7-24,0,0,,0,,,
91,1981,1981-10-19,7,28.229,CHI,@,DET,L 17-48,0,0,,0,,,
92,1981,1981-10-25,8,28.235,CHI,,SDG,W 20-17,0,0,,0,,,
93,1981,1981-11-01,9,28.242,CHI,@,TAM,L 10-20,0,0,,0,,,
94,1981,1981-11-08,10,28.249,CHI,@,KAN,W 16-13,0,0,,0,,,
95,1981,1981-11-15,11,28.256,CHI,@,GNB,L 17-21,0,0,,0,,,
96,1981,1981-11-22,12,28.263,CHI,,DET,L 7-23,0,0,,0,,,
97,1981,1981-11-26,13,28.267,CHI,@,DAL,L 9-10,0,0,,0,,,
98,1981,1981-12-06,14,28.277,CHI,,MIN,W 10-9,0,0,,0,,,
99,1981,1981-12-13,15,28.284,CHI,@,OAK,W 23-6,0,0,,0,,,
100,1981,1981-12-20,16,28.291,CHI,,DEN,W 35-24,0,0,,0,,,
101,1982,1982-09-12,1,29.192,CHI,@,DET,L 10-17,,,,,,,
