ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
80,2015,2015-10-18,6,27.124,ARI,@,PIT,L 13-25,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
81,2015,2015-10-26,7,27.132,ARI,,BAL,W 26-18,*,6,4,62,15.50,0,66.7%,10.33,,0,0,0.0,0,0
82,2015,2015-11-01,8,27.138,ARI,@,CLE,W 34-20,*,4,2,19,9.50,0,50.0%,4.75,,0,0,0.0,0,0
83,2015,2015-11-15,9,27.152,ARI,@,SEA,W 39-32,*,3,2,26,13.00,1,66.7%,8.67,,1,6,0.0,0,0
84,2015,2015-11-22,10,27.159,ARI,,CIN,W 34-31,*,0,0,0,,0,0.0%,,,0,0,0.0,0,0
85,2015,2015-11-29,11,27.166,ARI,@,SFO,W 19-13,*,3,1,9,9.00,0,33.3%,3.00,,0,0,0.0,0,0
86,2015,2015-12-06,12,27.173,ARI,@,STL,W 27-3,*,1,1,13,13.00,0,100.0%,13.00,,0,0,0.0,0,0
87,2015,2015-12-20,14,27.187,ARI,@,PHI,W 40-17,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
88,2015,2015-12-27,15,27.194,ARI,,GNB,W 38-8,,2,1,7,7.00,0,50.0%,3.50,,0,0,0.0,0,0
89,2015,2016-01-03,16,27.201,ARI,,SEA,L 6-36,*,3,2,36,18.00,0,66.7%,12.00,,0,0,0.0,0,0
90,2016,2016-09-11,1,28.087,ARI,,NWE,L 21-23,*,4,4,41,10.25,0,100.0%,10.25,,0,0,0.0,0,0
91,2016,2016-09-18,2,28.094,ARI,,TAM,W 40-7,,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
92,2016,2016-09-25,3,28.101,ARI,@,BUF,L 18-33,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
93,2016,2016-10-02,4,28.108,ARI,,LAR,L 13-17,,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
94,2016,2016-10-06,5,28.112,ARI,@,SFO,W 33-21,*,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
95,2016,2016-10-17,6,28.123,ARI,,NYJ,W 28-3,*,2,1,14,14.00,0,50.0%,7.00,,0,0,0.0,0,0
96,2016,2016-10-23,7,28.129,ARI,,SEA,T 6-6,*,4,2,15,7.50,0,50.0%,3.75,,0,0,0.0,0,0
97,2016,2016-10-30,8,28.136,ARI,@,CAR,L 20-30,*,5,3,32,10.67,0,60.0%,6.40,,0,0,0.0,0,0
98,2016,2016-11-13,9,28.150,ARI,,SFO,W 23-20,*,6,4,38,9.50,0,66.7%,6.33,,0,0,0.0,0,0
99,2016,2016-11-20,10,28.157,ARI,@,MIN,L 24-30,*,2,2,33,16.50,1,100.0%,16.50,,1,6,0.0,0,0
100,2016,2016-11-27,11,28.164,ARI,@,ATL,L 19-38,*,10,5,35,7.00,1,50.0%,3.50,,1,6,0.0,0,0
101,2016,2016-12-04,12,28.171,ARI,,WAS,W 31-23,*,6,5,52,10.40,0,83.3%,8.67,,0,0,0.0,0,0
102,2016,2016-12-11,13,28.178,ARI,@,MIA,L 23-26,*,7,5,45,9.00,0,71.4%,6.43,,0,0,0.0,0,0
103,2016,2016-12-18,14,28.185,ARI,,NOR,L 41-48,*,5,3,42,14.00,0,60.0%,8.40,,0,0,0.0,0,0
104,2016,2016-12-24,15,28.191,ARI,@,SEA,W 34-31,*,4,2,40,20.00,0,50.0%,10.00,,0,0,0.0,0,0
105,2016,2017-01-01,16,28.199,ARI,@,LAR,W 44-6,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
106,2017,2017-09-10,1,29.086,ARI,@,DET,L 23-35,*,4,3,15,5.00,0,75.0%,3.75,,0,0,0.0,0,0
107,2017,2017-09-25,3,29.101,ARI,,DAL,L 17-28,*,9,5,47,9.40,0,55.6%,5.22,,0,0,0.0,0,0
108,2017,2017-10-01,4,29.107,ARI,,SFO,W 18-15,*,3,2,12,6.00,0,66.7%,4.00,,0,0,0.0,0,0
109,2017,2017-10-08,5,29.114,ARI,@,PHI,L 7-34,*,2,2,16,8.00,0,100.0%,8.00,,0,0,0.0,0,0
110,2017,2017-10-15,6,29.121,ARI,,TAM,W 38-33,*,2,2,32,16.00,0,100.0%,16.00,,0,0,0.0,0,0
111,2017,2017-10-22,7,29.128,ARI,@,LAR,L 0-33,*,3,1,18,18.00,0,33.3%,6.00,,0,0,0.0,0,0
112,2017,2017-11-05,8,29.142,ARI,@,SFO,W 20-10,*,3,2,23,11.50,1,66.7%,7.67,,1,6,0.0,0,0
113,2017,2017-11-09,9,29.146,ARI,,SEA,L 16-22,*,7,5,64,12.80,1,71.4%,9.14,,1,6,0.0,0,0
114,2017,2017-11-19,10,29.156,ARI,@,HOU,L 21-31,*,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0
115,2017,2017-11-26,11,29.163,ARI,,JAX,W 27-24,*,3,2,13,6.50,0,66.7%,4.33,,0,0,0.0,0,0
116,2017,2017-12-03,12,29.170,ARI,,LAR,L 16-32,*,3,2,17,8.50,0,66.7%,5.67,,0,0,0.0,0,0
117,2017,2017-12-10,13,29.177,ARI,,TEN,W 12-7,*,2,2,27,13.50,0,100.0%,13.50,,0,0,0.0,0,0
118,2017,2017-12-24,15,29.191,ARI,,NYG,W 23-0,*,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
119,2017,2017-12-31,16,29.198,ARI,@,SEA,W 26-24,*,3,3,24,8.00,0,100.0%,8.00,,0,0,0.0,0,0
120,2018,2018-09-23,3,30.099,ARI,,CHI,L 14-16,,2,1,9,9.00,0,50.0%,4.50,,0,0,0.0,0,0
