ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
12,1985,1985-11-24,12,22.256,DEN,@,RAI,L 28-31,,3,49,16.33,0,,,0,0,,0,0,0,,0,0,0,,0,,,,2,44,22.00,0,0,0,,0,0,0
13,1985,1985-12-01,13,22.263,DEN,@,PIT,W 31-23,,5,39,7.80,0,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,68,22.67,0,2,20,10.00,0,0,0
14,1985,1985-12-08,14,22.270,DEN,,RAI,L 14-17,,3,41,13.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,1,16,16.00,0,1,0,0.00,0,0,0
15,1985,1985-12-14,15,22.276,DEN,,KAN,W 14-13,,6,116,19.33,1,,,0,0,,0,0,0,,0,0,0,,0,,,,4,113,28.25,0,2,9,4.50,0,1,6
16,1985,1985-12-20,16,22.282,DEN,@,SEA,W 27-24,,4,49,12.25,0,,,2,9,4.50,0,0,0,,0,0,0,,0,,,,2,38,19.00,0,1,15,15.00,0,0,0
17,1986,1986-09-07,1,23.178,DEN,,RAI,W 38-36,,4,53,13.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,1,21,21.00,0,0,0,,0,0,0
18,1986,1986-10-12,6,23.213,DEN,@,SDG,W 31-14,,2,11,5.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
19,1986,1986-10-20,7,23.221,DEN,@,NYJ,L 10-22,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
20,1986,1986-10-26,8,23.227,DEN,,SEA,W 20-13,,3,63,21.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
21,1986,1986-11-02,9,23.234,DEN,@,RAI,W 21-10,,3,30,10.00,0,,,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
22,1986,1986-11-09,10,23.241,DEN,,SDG,L 3-9,,4,33,8.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,30,15.00,0,0,0
23,1986,1986-11-16,11,23.248,DEN,,KAN,W 38-17,,4,48,12.00,0,,,3,7,2.33,0,0,0,,0,0,0,,0,,,,1,0,0.00,0,1,6,6.00,0,0,0
24,1986,1986-11-23,12,23.255,DEN,@,NYG,L 16-19,,3,47,15.67,0,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
25,1986,1986-11-30,13,23.262,DEN,,CIN,W 34-28,,1,4,4.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
26,1986,1986-12-07,14,23.269,DEN,@,KAN,L 10-37,,3,26,8.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
27,1986,1986-12-13,15,23.275,DEN,,WAS,W 31-30,,1,7,7.00,0,,,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
28,1986,1986-12-20,16,23.282,DEN,@,SEA,L 16-41,,2,36,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
29,1987,1987-09-13,1,24.184,DEN,,SEA,W 40-17,,4,96,24.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
30,1987,1987-09-20,2,24.191,DEN,@,GNB,T 17-17,,3,34,11.33,0,,,1,-8,-8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
31,1987,1987-10-26,6,24.227,DEN,@,MIN,L 27-34,,5,48,9.60,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,34,34.00,0,0,0,,0,1,6
32,1987,1987-11-01,7,24.233,DEN,,DET,W 34-0,,4,87,21.75,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
33,1987,1987-11-08,8,24.240,DEN,@,BUF,L 14-21,,5,95,19.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
34,1987,1987-11-16,9,24.248,DEN,,CHI,W 31-29,,6,86,14.33,1,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,72,24.00,0,0,0,,0,1,6
35,1987,1987-11-22,10,24.254,DEN,@,RAI,W 23-17,,5,115,23.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,2,26,13.00,0,1,9,9.00,0,1,6
36,1987,1987-11-29,11,24.261,DEN,@,SDG,W 31-17,,7,88,12.57,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,8,8.00,0,0,0,,0,1,6
37,1987,1987-12-06,12,24.268,DEN,,NWE,W 31-20,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
38,1987,1987-12-19,14,24.281,DEN,,KAN,W 20-17,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
39,1987,1987-12-27,15,24.289,DEN,,SDG,W 24-0,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
40,1988,1988-09-04,1,25.175,DEN,,SEA,L 14-21,,5,71,14.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,1988,1988-09-11,2,25.182,DEN,,SDG,W 34-3,,3,50,16.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
42,1988,1988-09-18,3,25.189,DEN,@,KAN,L 13-20,,3,57,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
43,1988,1988-09-26,4,25.197,DEN,,RAI,L 27-30,,7,134,19.14,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,1988,1988-10-02,5,25.203,DEN,@,SDG,W 12-0,,3,28,9.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1988,1988-10-09,6,25.210,DEN,@,SFO,W 16-13,,8,85,10.63,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
46,1988,1988-10-16,7,25.217,DEN,,ATL,W 30-14,,2,53,26.50,0,,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
47,1988,1988-10-23,8,25.224,DEN,@,PIT,L 21-39,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,1988,1988-10-31,9,25.232,DEN,@,IND,L 23-55,,7,79,11.29,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
49,1988,1988-11-06,10,25.238,DEN,,KAN,W 17-11,,6,72,12.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
50,1988,1988-11-13,11,25.245,DEN,,CLE,W 30-7,,3,40,13.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1988,1988-11-20,12,25.252,DEN,@,NOR,L 0-42,,4,47,11.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,1988,1988-11-27,13,25.259,DEN,,RAM,W 35-24,,3,32,10.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
53,1988,1988-12-04,14,25.266,DEN,@,RAI,L 20-21,,4,27,6.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1988,1988-12-11,15,25.273,DEN,@,SEA,L 14-42,,4,55,13.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
55,1988,1988-12-17,16,25.279,DEN,,NWE,W 21-10,,4,47,11.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1989,1989-09-10,1,26.181,DEN,,KAN,W 34-20,,3,30,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
57,1989,1989-09-18,2,26.189,DEN,@,BUF,W 28-14,,5,51,10.20,1,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
58,1989,1989-09-24,3,26.195,DEN,,RAI,W 31-21,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
59,1989,1989-10-01,4,26.202,DEN,@,CLE,L 13-16,,5,145,29.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
60,1989,1989-10-08,5,26.209,DEN,,SDG,W 16-10,,6,65,10.83,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
61,1989,1989-10-15,6,26.216,DEN,,IND,W 14-3,,7,80,11.43,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
62,1989,1989-10-22,7,26.223,DEN,@,SEA,W 24-21,,3,67,22.33,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
63,1989,1989-10-29,8,26.230,DEN,,PHI,L 24-28,,9,148,16.44,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
64,1989,1989-11-05,9,26.237,DEN,,PIT,W 34-7,,3,96,32.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,54,13.50,0,1,6
65,1989,1989-11-12,10,26.244,DEN,@,KAN,W 16-13,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,,,,0,0,,0,,
66,1989,1989-11-20,11,26.252,DEN,@,WAS,W 14-10,,4,37,9.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,12,12.00,0,0,0
67,1989,1989-11-26,12,26.258,DEN,,SEA,W 41-14,,6,154,25.67,2,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,16,8.00,0,2,12
68,1989,1989-12-03,13,26.265,DEN,@,RAI,L 13-16,,4,29,7.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,6.00,0,0,0
69,1989,1989-12-10,14,26.272,DEN,,NYG,L 7-14,,6,98,16.33,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
70,1989,1989-12-16,15,26.278,DEN,@,PHO,W 37-0,,9,52,5.78,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,8,4.00,0,0,0
71,1989,1989-12-24,16,26.286,DEN,@,SDG,L 16-19,,5,38,7.60,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,22,11.00,0,0,0
72,1990,1990-09-09,1,27.180,DEN,@,RAI,L 9-14,,3,20,6.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,27,6.75,0,0,0
73,1990,1990-09-17,2,27.188,DEN,,KAN,W 24-23,,6,150,25.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,29,29.00,0,0,0
74,1990,1990-09-23,3,27.194,DEN,,SEA,W 34-31,,9,120,13.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,1990,1990-09-30,4,27.201,DEN,@,BUF,L 28-29,,3,56,18.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,2,25,12.50,0,1,16,16.00,0,0,0
76,1990,1990-10-08,5,27.209,DEN,,CLE,L 29-30,,6,90,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,3,79,26.33,0,0,0,,0,0,0
77,1990,1990-10-14,6,27.215,DEN,,PIT,L 17-34,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,1,0,0.00,0,0,0
78,1990,1990-10-21,7,27.222,DEN,@,IND,W 27-17,,2,17,8.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,1990,1990-11-04,8,27.236,DEN,@,MIN,L 22-27,,2,13,6.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
80,1990,1990-11-11,9,27.243,DEN,@,SDG,L 7-19,,2,27,13.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
81,1990,1990-11-18,10,27.250,DEN,,CHI,L 13-16,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
82,1990,1990-11-22,11,27.254,DEN,@,DET,L 27-40,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
83,1990,1990-12-02,12,27.264,DEN,,RAI,L 20-23,,2,48,24.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,3,3.00,0,1,6
84,1990,1990-12-09,13,27.271,DEN,@,KAN,L 20-31,,5,66,13.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,5,5.00,0,0,0
85,1990,1990-12-16,14,27.278,DEN,,SDG,W 20-10,,4,47,11.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,0,0
86,1990,1990-12-23,15,27.285,DEN,@,SEA,L 12-17,,5,47,9.40,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
87,1990,1990-12-30,16,27.292,DEN,,GNB,W 22-13,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
88,1991,1991-09-29,5,28.200,DEN,@,MIN,W 13-6,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,1991,1991-10-27,8,28.228,DEN,@,NWE,W 9-6,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,16,8.00,0,0,0
90,1991,1991-11-03,9,28.235,DEN,,PIT,W 20-13,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
91,1991,1991-11-10,10,28.242,DEN,,RAI,L 16-17,,1,10,10.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,25,6.25,0,1,6
92,1991,1991-11-17,11,28.249,DEN,@,KAN,W 24-20,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,14,4.67,0,0,0
93,1991,1991-11-24,12,28.256,DEN,@,SEA,L 10-13,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
94,1991,1991-12-01,13,28.263,DEN,,NWE,W 20-3,,3,42,14.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,35,11.67,0,1,6
95,1991,1991-12-08,14,28.270,DEN,@,CLE,W 17-7,,5,35,7.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,29,7.25,0,1,6
96,1991,1991-12-15,15,28.277,DEN,,PHO,W 24-19,,4,58,14.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,30,15.00,0,0,0
97,1991,1991-12-22,16,28.284,DEN,@,SDG,W 17-14,,4,32,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,17,3.40,0,0,0
98,1992,1992-10-04,5,29.205,DEN,,KAN,W 20-19,1,1,12,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
99,1992,1992-10-12,6,29.213,DEN,@,WAS,L 3-34,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
100,1992,1992-10-18,7,29.219,DEN,,HOU,W 27-21,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
101,1992,1992-10-25,8,29.226,DEN,@,SDG,L 21-24,9,4,48,12.00,0,44.4%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,1992,1992-11-08,9,29.240,DEN,,NYJ,W 27-16,8,4,43,10.75,0,50.0%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,1992,1992-11-15,10,29.247,DEN,,NYG,W 27-13,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
104,1992,1992-11-22,11,29.254,DEN,@,RAI,L 0-24,7,3,30,10.00,0,42.9%,4.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,1992,1992-11-30,12,29.262,DEN,@,SEA,L 13-16,5,2,45,22.50,0,40.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,1992,1992-12-06,13,29.268,DEN,,DAL,L 27-31,6,4,71,17.75,1,66.7%,11.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
107,1992,1992-12-12,14,29.274,DEN,@,BUF,L 17-27,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
108,1992,1992-12-27,16,29.289,DEN,@,KAN,L 20-42,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
109,1993,1993-09-12,2,30.183,DEN,,SDG,W 34-17,2,2,57,28.50,0,100.0%,28.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
110,1993,1993-09-20,3,30.191,DEN,@,KAN,L 7-15,3,1,2,2.00,1,33.3%,0.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
111,1993,1993-10-03,4,30.204,DEN,,IND,W 35-13,2,2,43,21.50,0,100.0%,21.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
112,1993,1993-10-10,5,30.211,DEN,@,GNB,L 27-30,16,10,148,14.80,1,62.5%,9.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
113,1993,1993-10-18,6,30.219,DEN,,RAI,L 20-23,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1993,1993-10-31,7,30.232,DEN,,SEA,W 28-17,8,7,64,9.14,1,87.5%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
115,1993,1993-11-07,8,30.239,DEN,@,CLE,W 29-14,5,4,85,21.25,0,80.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
116,1993,1993-11-14,9,30.246,DEN,,MIN,L 23-26,9,4,44,11.00,1,44.4%,4.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
117,1993,1993-11-21,10,30.253,DEN,,PIT,W 37-13,6,5,63,12.60,1,83.3%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
118,1993,1993-11-28,11,30.260,DEN,@,SEA,W 17-9,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,1995,1995-09-03,1,32.174,DEN,,BUF,W 22-7,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1995,1995-09-24,4,32.195,DEN,@,SDG,L 6-17,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
121,1995,1995-10-01,5,32.202,DEN,@,SEA,L 10-27,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
122,1995,1995-10-08,6,32.209,DEN,@,NWE,W 37-3,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1995,1995-10-16,7,32.217,DEN,,OAK,W 27-0,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
124,1995,1995-10-22,8,32.223,DEN,,KAN,L 7-21,6,2,40,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
125,1995,1995-11-05,9,32.237,DEN,,ARI,W 38-6,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
126,1995,1995-11-12,10,32.244,DEN,@,PHI,L 13-31,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1995,1995-12-10,14,32.272,DEN,,SEA,L 27-31,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1995,1995-12-24,16,32.286,DEN,@,OAK,W 31-28,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
