ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
60,1989,1989-09-11,1,27.133,WAS,,NYG,L 24-27,,6,101,16.83,0,,,0,0,,0,0,0,,0,0,0
61,1989,1989-09-17,2,27.139,WAS,,PHI,L 37-42,,4,153,38.25,2,,,0,0,,0,0,0,,0,2,12
62,1989,1989-09-24,3,27.146,WAS,@,DAL,W 30-7,,2,40,20.00,0,,,0,0,,0,0,0,,0,0,0
63,1989,1989-10-08,5,27.160,WAS,,PHO,W 30-28,,4,73,18.25,1,,,0,0,,0,0,0,,0,1,6
64,1989,1989-10-15,6,27.167,WAS,@,NYG,L 17-20,,5,60,12.00,0,,,0,0,,0,0,0,,0,0,0
65,1989,1989-10-22,7,27.174,WAS,,TAM,W 32-28,,10,73,7.30,2,,,1,11,11.00,0,0,0,,0,2,12
66,1989,1989-10-29,8,27.181,WAS,@,RAI,L 24-37,,8,145,18.13,1,,,0,0,,0,0,0,,0,1,6
67,1989,1989-11-05,9,27.188,WAS,,DAL,L 3-13,,3,46,15.33,0,,,0,0,,0,0,0,,0,0,0
68,1989,1989-11-12,10,27.195,WAS,@,PHI,W 10-3,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0
69,1989,1989-11-20,11,27.203,WAS,,DEN,L 10-14,,4,61,15.25,0,,,1,8,8.00,0,0,0,,0,0,0
70,1989,1989-11-26,12,27.209,WAS,,CHI,W 38-14,,8,124,15.50,1,,,0,0,,0,0,0,,0,1,6
71,1989,1989-12-03,13,27.216,WAS,@,PHO,W 29-10,,3,25,8.33,0,,,0,0,,0,0,0,,0,0,0
72,1989,1989-12-10,14,27.223,WAS,,SDG,W 26-21,,7,92,13.14,1,,,0,0,,0,0,0,,0,1,6
73,1989,1989-12-17,15,27.230,WAS,@,ATL,W 31-30,,4,59,14.75,0,,,0,0,,0,0,0,,0,0,0
74,1989,1989-12-23,16,27.236,WAS,@,SEA,W 29-0,,9,149,16.56,1,,,0,0,,0,0,0,,0,1,6
75,1990,1990-09-09,1,28.131,WAS,,PHO,W 31-0,,3,75,25.00,1,,,0,0,,0,0,0,,0,1,6
76,1990,1990-09-16,2,28.138,WAS,@,SFO,L 13-26,,7,106,15.14,0,,,0,0,,0,0,0,,0,0,0
77,1990,1990-09-23,3,28.145,WAS,,DAL,W 19-15,,3,46,15.33,0,,,0,0,,0,0,0,,0,0,0
78,1990,1990-09-30,4,28.152,WAS,@,PHO,W 38-10,,8,162,20.25,2,,,0,0,,0,0,0,,0,2,12
79,1990,1990-10-14,5,28.166,WAS,,NYG,L 20-24,,4,21,5.25,0,,,0,0,,0,0,0,,0,0,0
80,1990,1990-10-21,6,28.173,WAS,,PHI,W 13-7,,4,60,15.00,0,,,0,0,,0,0,0,,0,0,0
81,1990,1990-10-28,7,28.180,WAS,@,NYG,L 10-21,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
82,1990,1990-11-04,8,28.187,WAS,@,DET,W 41-38,,8,132,16.50,1,,,0,0,,0,0,0,,0,1,6
83,1990,1990-11-12,9,28.195,WAS,@,PHI,L 14-28,,5,46,9.20,0,,,0,0,,0,0,0,,0,0,0
84,1990,1990-11-18,10,28.201,WAS,,NOR,W 31-17,,8,131,16.38,2,,,0,0,,0,0,0,,0,2,12
85,1990,1990-11-22,11,28.205,WAS,@,DAL,L 17-27,,8,74,9.25,0,,,0,0,,0,0,0,,0,0,0
86,1990,1990-12-02,12,28.215,WAS,,MIA,W 42-20,,3,68,22.67,0,,,0,0,,0,0,0,,0,0,0
87,1990,1990-12-09,13,28.222,WAS,,CHI,W 10-9,,6,85,14.17,1,,,0,0,,0,0,0,,0,1,6
88,1990,1990-12-15,14,28.228,WAS,@,NWE,W 25-10,,0,0,,0,,,0,0,,0,,,,,0,
89,1990,1990-12-22,15,28.235,WAS,@,IND,L 28-35,,5,94,18.80,1,,,1,1,1.00,0,0,0,,0,1,6
90,1990,1990-12-30,16,28.243,WAS,,BUF,W 29-14,,2,6,3.00,0,,,0,0,,0,0,0,,0,0,0
91,1991,1991-09-01,1,29.123,WAS,,DET,W 45-0,,6,107,17.83,1,,,0,0,,0,0,0,,0,1,6
92,1991,1991-09-09,2,29.131,WAS,@,DAL,W 33-31,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0
93,1991,1991-09-15,3,29.137,WAS,,PHO,W 34-0,,5,72,14.40,1,,,0,0,,0,0,0,,0,1,6
94,1991,1991-09-22,4,29.144,WAS,@,CIN,W 34-27,,6,53,8.83,0,,,0,0,,0,0,0,,0,0,0
95,1991,1991-09-30,5,29.152,WAS,,PHI,W 23-0,,2,82,41.00,0,,,0,0,,0,0,0,,0,0,0
96,1991,1991-10-06,6,29.158,WAS,@,CHI,W 20-7,,5,44,8.80,0,,,0,0,,0,0,0,,0,0,0
97,1991,1991-10-13,7,29.165,WAS,,CLE,W 42-17,,3,44,14.67,0,,,1,0,0.00,0,0,0,,0,0,0
98,1991,1991-10-27,8,29.179,WAS,@,NYG,W 17-13,,3,70,23.33,2,,,0,0,,0,0,0,,0,2,12
99,1991,1991-11-03,9,29.186,WAS,,HOU,W 16-13,,6,76,12.67,0,,,0,0,,0,0,0,,0,0,0
100,1991,1991-11-10,10,29.193,WAS,,ATL,W 56-17,,4,203,50.75,3,,,0,0,,0,0,0,,0,3,18
101,1991,1991-11-17,11,29.200,WAS,@,PIT,W 41-14,,3,95,31.67,1,,,0,0,,0,0,0,,0,1,6
102,1991,1991-11-24,12,29.207,WAS,,DAL,L 21-24,,7,82,11.71,0,,,0,0,,0,0,0,,0,0,0
103,1991,1991-12-01,13,29.214,WAS,@,RAM,W 27-6,,4,71,17.75,0,,,0,0,,0,0,0,,0,0,0
104,1991,1991-12-08,14,29.221,WAS,@,PHO,W 20-14,,7,99,14.14,0,,,0,0,,0,0,0,,0,0,0
105,1991,1991-12-15,15,29.228,WAS,,NYG,W 34-17,,3,129,43.00,2,,,0,0,,0,0,0,,0,2,12
106,1991,1991-12-22,16,29.235,WAS,@,PHI,L 22-24,,4,85,21.25,0,,,0,0,,0,0,0,,0,0,0
107,1992,1992-09-07,1,30.129,WAS,@,DAL,L 10-23,12,8,97,12.13,1,66.7%,8.08,0,0,,0,0,0,,0,1,6
108,1992,1992-09-13,2,30.135,WAS,,ATL,W 24-17,9,6,73,12.17,1,66.7%,8.11,0,0,,0,0,0,,0,1,6
109,1992,1992-09-20,3,30.142,WAS,,DET,W 13-10,6,4,58,14.50,0,66.7%,9.67,1,12,12.00,0,0,0,,0,0,0
110,1992,1992-10-04,4,30.156,WAS,@,PHO,L 24-27,9,4,106,26.50,0,44.4%,11.78,0,0,,0,0,0,,0,0,0
111,1992,1992-10-12,5,30.164,WAS,,DEN,W 34-3,7,2,71,35.50,1,28.6%,10.14,0,0,,0,0,0,,0,1,6
112,1992,1992-10-18,6,30.170,WAS,,PHI,W 16-12,8,5,66,13.20,1,62.5%,8.25,0,0,,0,0,0,,0,1,6
113,1992,1992-10-25,7,30.177,WAS,@,MIN,W 15-13,10,3,19,6.33,0,30.0%,1.90,0,0,,0,0,0,,0,0,0
114,1992,1992-11-01,8,30.184,WAS,,NYG,L 7-24,9,2,27,13.50,0,22.2%,3.00,0,0,,0,0,0,,0,0,0
115,1992,1992-11-08,9,30.191,WAS,@,SEA,W 16-3,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,0,0
116,1992,1992-11-15,10,30.198,WAS,@,KAN,L 16-35,8,4,43,10.75,0,50.0%,5.38,0,0,,0,0,0,,0,0,0
117,1992,1992-11-23,11,30.206,WAS,@,NOR,L 3-20,8,2,43,21.50,0,25.0%,5.38,0,0,,0,0,0,,0,0,0
118,1992,1992-11-29,12,30.212,WAS,,PHO,W 41-3,7,4,65,16.25,1,57.1%,9.29,1,6,6.00,0,0,0,,0,1,6
119,1992,1992-12-06,13,30.219,WAS,@,NYG,W 28-10,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,0,0
120,1992,1992-12-13,14,30.226,WAS,,DAL,W 20-17,12,4,50,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0
121,1992,1992-12-20,15,30.233,WAS,@,PHI,L 13-17,9,4,27,6.75,0,44.4%,3.00,0,0,,0,0,0,,0,0,0
122,1992,1992-12-26,16,30.239,WAS,,RAI,L 20-21,7,5,64,12.80,0,71.4%,9.14,0,0,,0,0,0,,0,0,0
123,1993,1993-09-05,1,31.127,PHO,@,PHI,L 17-23,17,5,59,11.80,0,29.4%,3.47,0,0,,0,0,0,,0,0,0
124,1993,1993-09-12,2,31.134,PHO,@,WAS,W 17-10,10,6,93,15.50,0,60.0%,9.30,0,0,,0,0,0,,0,0,0
125,1993,1993-09-19,3,31.141,PHO,,DAL,L 10-17,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0,,0,0,0
126,1993,1993-09-26,4,31.148,PHO,@,DET,L 20-26,,0,0,,0,0.0%,,,,,,,,,,,
127,1993,1993-10-10,5,31.162,PHO,,NWE,L 21-23,6,2,20,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0
128,1993,1993-10-17,6,31.169,PHO,,WAS,W 36-6,,0,0,,0,0.0%,,,,,,,,,,,
129,1993,1993-11-07,9,31.190,PHO,,PHI,W 16-3,5,3,24,8.00,1,60.0%,4.80,0,0,,0,0,0,,0,1,6
130,1993,1993-11-14,10,31.197,PHO,@,DAL,L 15-20,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0
131,1993,1993-11-28,11,31.211,PHO,@,NYG,L 17-19,5,3,52,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0
132,1993,1993-12-05,12,31.218,PHO,,RAM,W 38-10,12,8,159,19.88,1,66.7%,13.25,0,0,,0,0,0,,0,1,6
133,1993,1993-12-12,13,31.225,PHO,,DET,L 14-21,7,4,26,6.50,0,57.1%,3.71,0,0,,0,0,0,,0,0,0
134,1993,1993-12-19,14,31.232,PHO,@,SEA,W 30-27,17,12,152,12.67,1,70.6%,8.94,0,0,,0,0,0,,0,1,6
135,1993,1993-12-26,15,31.239,PHO,,NYG,W 17-6,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0
136,1993,1994-01-02,16,31.246,PHO,@,ATL,W 27-10,13,9,121,13.44,1,69.2%,9.31,0,0,,0,0,0,,0,1,6
137,1994,1994-09-04,1,32.126,ARI,@,RAM,L 12-14,6,4,55,13.75,0,66.7%,9.17,0,0,,0,0,0,,0,0,0
138,1994,1994-09-18,3,32.140,ARI,@,CLE,L 0-32,10,2,18,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0
139,1994,1994-10-02,4,32.154,ARI,,MIN,W 17-7,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0
140,1994,1994-10-09,5,32.161,ARI,@,DAL,L 3-38,9,4,51,12.75,0,44.4%,5.67,0,0,,0,0,0,,0,0,0
141,1994,1994-10-16,6,32.168,ARI,@,WAS,W 19-16,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
142,1994,1994-10-23,7,32.175,ARI,,DAL,L 21-28,6,3,65,21.67,0,50.0%,10.83,0,0,,0,0,0,,0,0,0
143,1994,1994-10-30,8,32.182,ARI,,PIT,W 20-17,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,,0,0,0
144,1994,1994-11-06,9,32.189,ARI,@,PHI,L 7-17,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,,0,0,0
145,1994,1994-11-13,10,32.196,ARI,@,NYG,W 10-9,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0
146,1994,1994-11-20,11,32.203,ARI,,PHI,W 12-6,4,3,63,21.00,0,75.0%,15.75,0,0,,0,0,0,,0,0,0
147,1994,1994-11-27,12,32.210,ARI,,CHI,L 16-19,14,3,48,16.00,0,21.4%,3.43,0,0,,0,0,0,,0,0,0
148,1994,1994-12-04,13,32.217,ARI,@,HOU,W 30-12,9,6,120,20.00,1,66.7%,13.33,0,0,,0,0,0,,0,1,6
149,1994,1994-12-11,14,32.224,ARI,,WAS,W 17-15,,,,,,0.0%,,,,,,,,,,,
150,1994,1994-12-18,15,32.231,ARI,,CIN,W 28-7,7,7,90,12.86,0,100.0%,12.86,0,0,,0,0,0,,0,0,0
151,1994,1994-12-24,16,32.237,ARI,@,ATL,L 6-10,13,6,96,16.00,0,46.2%,7.38,0,0,,0,0,0,,0,0,0
152,1995,1995-09-03,1,33.125,MIA,,NYJ,W 52-14,,0,0,,0,0.0%,,,,,,,,,,,
153,1995,1995-09-10,2,33.132,MIA,@,NWE,W 20-3,3,2,42,21.00,0,66.7%,14.00,0,0,,0,0,0,,0,0,0
154,1995,1995-09-18,3,33.140,MIA,,PIT,W 23-10,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0
155,1995,1995-10-01,4,33.153,MIA,@,CIN,W 26-23,7,6,79,13.17,0,85.7%,11.29,0,0,,0,0,0,,0,0,0
156,1995,1995-10-08,5,33.160,MIA,,IND,L 24-27,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0
157,1995,1995-10-15,6,33.167,MIA,@,NOR,L 30-33,7,4,60,15.00,0,57.1%,8.57,0,0,,0,0,0,,0,0,0
158,1995,1995-10-22,7,33.174,MIA,@,NYJ,L 16-17,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0
159,1995,1995-10-29,8,33.181,MIA,,BUF,W 23-6,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0
160,1995,1995-11-05,9,33.188,MIA,@,SDG,W 24-14,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0
161,1995,1995-11-12,10,33.195,MIA,,NWE,L 17-34,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,0,0,0
162,1995,1995-11-20,11,33.203,MIA,,SFO,L 20-44,7,4,89,22.25,1,57.1%,12.71,0,0,,0,0,0,,0,1,6
163,1995,1995-11-26,12,33.209,MIA,@,IND,L 28-36,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0
164,1995,1995-12-03,13,33.216,MIA,,ATL,W 21-20,4,3,21,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,1,6
165,1995,1995-12-11,14,33.224,MIA,,KAN,W 13-6,4,0,0,,0,0.0%,0.00,,,,,,,,,,
166,1995,1995-12-17,15,33.230,MIA,@,BUF,L 20-23,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0
167,1995,1995-12-24,16,33.237,MIA,@,STL,W 41-22,5,4,68,17.00,0,80.0%,13.60,0,0,,0,0,0,,0,0,0
