ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
135,2014,2014-11-27,12,30.249,CHI,@,DET,L 17-34,*,11,6,42,7.00,0,54.5%,3.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
136,2014,2014-12-04,13,30.256,CHI,,DAL,L 28-41,*,4,3,61,20.33,0,75.0%,15.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
137,2015,2015-09-13,1,31.174,NYJ,,CLE,W 31-10,*,9,6,62,10.33,1,66.7%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
138,2015,2015-09-21,2,31.182,NYJ,@,IND,W 20-7,*,10,7,101,14.43,1,70.0%,10.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
139,2015,2015-09-27,3,31.188,NYJ,,PHI,L 17-24,*,14,10,109,10.90,1,71.4%,7.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
140,2015,2015-10-04,4,31.195,NYJ,@,MIA,W 27-14,*,11,7,128,18.29,0,63.6%,11.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
141,2015,2015-10-18,5,31.209,NYJ,,WAS,W 34-20,*,9,7,111,15.86,1,77.8%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
142,2015,2015-10-25,6,31.216,NYJ,@,NWE,L 23-30,*,7,4,67,16.75,0,57.1%,9.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
143,2015,2015-11-01,7,31.223,NYJ,@,OAK,L 20-34,*,18,9,108,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
144,2015,2015-11-08,8,31.230,NYJ,,JAX,W 28-23,*,8,4,44,11.00,1,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
145,2015,2015-11-12,9,31.234,NYJ,,BUF,L 17-22,*,10,3,23,7.67,1,30.0%,2.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
146,2015,2015-11-22,10,31.244,NYJ,@,HOU,L 17-24,*,10,5,47,9.40,1,50.0%,4.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
147,2015,2015-11-29,11,31.251,NYJ,,MIA,W 38-20,*,11,9,131,14.56,2,81.8%,11.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
148,2015,2015-12-06,12,31.258,NYJ,@,NYG,W 23-20,*,13,12,131,10.92,1,92.3%,10.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
149,2015,2015-12-13,13,31.265,NYJ,,TEN,W 30-8,*,10,6,125,20.83,1,60.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
150,2015,2015-12-19,14,31.271,NYJ,@,DAL,W 19-16,*,7,4,74,18.50,0,57.1%,10.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
151,2015,2015-12-27,15,31.279,NYJ,,NWE,W 26-20,*,10,8,115,14.38,2,80.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
152,2015,2016-01-03,16,31.286,NYJ,@,BUF,L 17-22,*,16,8,126,15.75,1,50.0%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
153,2016,2016-09-11,1,32.172,NYJ,,CIN,L 22-23,*,8,3,32,10.67,0,37.5%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
154,2016,2016-09-15,2,32.176,NYJ,@,BUF,W 37-31,*,9,6,101,16.83,0,66.7%,11.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
155,2016,2016-09-25,3,32.186,NYJ,@,KAN,L 3-24,*,10,3,27,9.00,0,30.0%,2.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
156,2016,2016-10-02,4,32.193,NYJ,,SEA,L 17-27,*,12,4,89,22.25,1,33.3%,7.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
157,2016,2016-10-09,5,32.200,NYJ,@,PIT,L 13-31,*,15,8,114,14.25,1,53.3%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
158,2016,2016-10-17,6,32.208,NYJ,@,ARI,L 3-28,*,6,3,70,23.33,0,50.0%,11.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
159,2016,2016-10-23,7,32.214,NYJ,,BAL,W 24-16,*,8,3,39,13.00,0,37.5%,4.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
160,2016,2016-10-30,8,32.221,NYJ,@,CLE,W 31-28,*,9,4,68,17.00,0,44.4%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
161,2016,2016-11-06,9,32.228,NYJ,@,MIA,L 23-27,*,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
162,2016,2016-11-13,10,32.235,NYJ,,LAR,L 6-9,*,6,4,15,3.75,0,66.7%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
163,2016,2016-11-27,11,32.249,NYJ,,NWE,L 17-22,*,9,6,67,11.17,1,66.7%,7.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
164,2016,2016-12-05,12,32.257,NYJ,,IND,L 10-41,*,8,4,43,10.75,0,50.0%,5.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
165,2016,2016-12-11,13,32.263,NYJ,@,SFO,W 23-17,*,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
166,2016,2016-12-17,14,32.269,NYJ,,MIA,L 13-34,*,11,1,16,16.00,0,9.1%,1.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
167,2016,2016-12-24,15,32.276,NYJ,@,NWE,L 3-41,*,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
168,2017,2017-09-10,1,33.171,NYG,@,DAL,L 3-19,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
169,2017,2017-09-18,2,33.179,NYG,,DET,L 10-24,*,5,1,17,17.00,0,20.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
170,2017,2017-09-24,3,33.185,NYG,@,PHI,L 24-27,*,11,8,66,8.25,0,72.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
171,2017,2017-10-01,4,33.192,NYG,@,TAM,L 23-25,*,10,6,46,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
172,2017,2017-10-08,5,33.199,NYG,,LAC,L 22-27,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
173,2018,2018-09-09,1,34.170,SEA,@,DEN,L 24-27,,6,3,46,15.33,1,50.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
174,2018,2018-09-17,2,34.178,SEA,@,CHI,L 17-24,*,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
175,2018,2018-09-23,3,34.184,SEA,,DAL,W 24-13,*,6,2,30,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
