ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
79,2011,2011-09-18,2,29.040,HOU,@,MIA,W 23-13,*,2,77,38.50,0,,0,0,0.0,2,5,0,0,0
80,2011,2011-09-25,3,29.047,HOU,@,NOR,L 33-40,*,3,83,27.67,0,,0,0,0.0,2,1,1,22,0
81,2011,2011-10-02,4,29.054,HOU,,PIT,W 17-10,*,2,34,17.00,0,,0,0,0.0,5,0,0,0,0
82,2011,2011-10-09,5,29.061,HOU,,OAK,L 20-25,*,4,90,22.50,0,,0,0,0.0,3,0,0,0,0
83,2011,2011-10-16,6,29.068,HOU,@,BAL,L 14-29,*,1,26,26.00,0,,0,0,0.0,9,2,0,0,0
84,2011,2011-10-23,7,29.075,HOU,@,TEN,W 41-7,*,0,0,,0,,0,0,0.0,1,0,1,0,0
85,2011,2011-11-27,11,29.110,HOU,@,JAX,W 20-13,*,0,0,,0,,0,0,0.0,1,0,0,0,0
86,2011,2011-12-04,12,29.117,HOU,,ATL,W 17-10,*,0,0,,0,,0,0,0.0,3,0,0,0,0
87,2011,2011-12-11,13,29.124,HOU,@,CIN,W 20-19,*,0,0,,0,,0,0,0.0,8,3,0,0,0
88,2011,2011-12-18,14,29.131,HOU,,CAR,L 13-28,*,0,0,,0,,0,0,0.0,4,0,0,0,0
89,2011,2011-12-22,15,29.135,HOU,@,IND,L 16-19,*,0,0,,0,,0,0,0.0,2,2,0,0,0
90,2011,2012-01-01,16,29.145,HOU,,TEN,L 22-23,*,0,0,,0,,0,0,0.0,2,2,0,0,0
91,2012,2012-09-09,1,30.031,HOU,,MIA,W 30-10,*,0,0,,0,,0,0,0.0,4,1,0,0,0
92,2012,2012-09-16,2,30.038,HOU,@,JAX,W 27-7,*,0,0,,0,,0,0,0.0,3,0,0,0,0
93,2012,2012-09-23,3,30.045,HOU,@,DEN,W 31-25,*,0,0,,0,,0,0,0.0,2,1,0,0,0
94,2012,2012-09-30,4,30.052,HOU,,TEN,W 38-14,*,0,0,,0,,0,6,0.0,5,0,1,55,1
95,2012,2012-10-08,5,30.060,HOU,@,NYJ,W 23-17,*,0,0,,0,,0,0,0.0,2,1,0,0,0
96,2012,2012-10-14,6,30.066,HOU,,GNB,L 24-42,*,0,0,,0,,0,0,0.0,5,1,0,0,0
97,2012,2012-10-21,7,30.073,HOU,,BAL,W 43-13,*,0,0,,0,,0,0,0.0,3,0,0,0,0
98,2012,2012-11-04,8,30.087,HOU,,BUF,W 21-9,*,0,0,,0,,0,0,0.0,3,1,0,0,0
99,2012,2012-11-11,9,30.094,HOU,@,CHI,W 13-6,*,0,0,,0,,0,0,0.0,2,1,1,4,0
100,2012,2012-11-18,10,30.101,HOU,,JAX,W 43-37,*,0,0,,0,,0,0,1.0,6,2,0,0,0
101,2012,2012-11-22,11,30.105,HOU,@,DET,W 34-31,*,0,0,,0,,0,0,0.0,8,1,0,0,0
102,2012,2012-12-02,12,30.115,HOU,@,TEN,W 24-10,*,0,0,,0,,0,0,0.0,2,1,0,0,0
103,2012,2012-12-10,13,30.123,HOU,@,NWE,L 14-42,*,0,0,,0,,0,0,0.0,3,4,0,0,0
104,2012,2012-12-16,14,30.129,HOU,,IND,W 29-17,*,0,0,,0,,0,0,0.0,6,1,0,0,0
105,2012,2012-12-23,15,30.136,HOU,,MIN,L 6-23,*,0,0,,0,,0,0,0.0,4,1,0,0,0
106,2012,2012-12-30,16,30.143,HOU,@,IND,L 16-28,*,1,18,18.00,0,,0,0,0.0,1,2,0,0,0
107,2013,2013-09-09,1,31.031,HOU,@,SDG,W 31-28,*,0,0,,0,,0,0,1.0,5,0,0,0,0
108,2013,2013-09-15,2,31.037,HOU,,TEN,W 30-24,*,0,0,,0,,0,0,0.0,3,1,0,0,0
109,2013,2013-09-22,3,31.044,HOU,@,BAL,L 9-30,*,0,0,,0,,0,0,0.0,1,2,0,0,0
110,2013,2013-09-29,4,31.051,HOU,,SEA,L 20-23,*,0,0,,0,,0,0,0.0,3,0,0,0,0
111,2013,2013-10-06,5,31.058,HOU,@,SFO,L 3-34,*,0,0,,0,,0,0,0.0,5,0,0,0,0
112,2013,2013-10-13,6,31.065,HOU,,STL,L 13-38,*,1,18,18.00,0,,0,0,0.0,4,0,0,0,0
113,2014,2014-09-07,1,32.029,HOU,,WAS,W 17-6,,0,0,,0,,0,0,0.0,3,0,0,0,0
114,2014,2014-09-14,2,32.036,HOU,@,OAK,W 30-14,,0,0,,0,,0,0,0.0,3,0,0,0,0
115,2014,2014-09-21,3,32.043,HOU,@,NYG,L 17-30,*,0,0,,0,,0,0,0.0,3,2,0,0,0
116,2014,2014-09-28,4,32.050,HOU,,BUF,W 23-17,,1,41,41.00,0,,0,0,0.0,0,0,0,0,0
117,2014,2014-10-05,5,32.057,HOU,@,DAL,L 17-20,,1,21,21.00,0,,0,0,0.0,0,1,0,0,0
118,2014,2014-10-09,6,32.061,HOU,,IND,L 28-33,,,,,,,,,,,,,,
119,2014,2014-10-20,7,32.072,HOU,@,PIT,L 23-30,,4,59,14.75,0,,0,0,0.0,2,0,0,0,0
120,2014,2014-10-26,8,32.078,HOU,@,TEN,W 30-16,,0,0,,0,,0,0,0.0,2,1,0,0,0
121,2014,2014-11-02,9,32.085,HOU,,PHI,L 21-31,,2,36,18.00,0,,0,0,0.0,3,3,0,0,0
122,2014,2014-11-16,10,32.099,HOU,@,CLE,W 23-7,*,1,28,28.00,0,,0,0,0.0,3,1,0,0,0
123,2014,2014-11-23,11,32.106,HOU,,CIN,L 13-22,*,1,23,23.00,0,,0,0,0.0,3,2,0,0,0
124,2014,2014-11-30,12,32.113,HOU,,TEN,W 45-21,*,1,7,7.00,0,,0,0,0.0,2,1,0,0,0
125,2014,2014-12-07,13,32.120,HOU,@,JAX,W 27-13,,0,0,,0,,0,0,0.0,1,0,0,0,0
126,2014,2014-12-14,14,32.127,HOU,@,IND,L 10-17,,1,28,28.00,0,,0,0,0.0,2,1,0,0,0
127,2014,2014-12-21,15,32.134,HOU,,BAL,W 25-13,,0,0,,0,,0,0,0.0,4,1,0,0,0
128,2014,2014-12-28,16,32.141,HOU,,JAX,W 23-17,*,1,24,24.00,0,,0,0,0.0,1,1,0,0,0
