ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
16,1995,1995-12-23,16,22.236,NWE,@,IND,L 7-10,,24,103,4.29,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0
17,1996,1996-09-01,1,23.123,NWE,@,MIA,L 10-24,,11,23,2.09,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
18,1996,1996-09-08,2,23.130,NWE,@,BUF,L 10-17,,28,90,3.21,0,6,4,20,5.00,0,66.7%,3.33,0,0,,0,0,0,,,,,,0,0
19,1996,1996-09-15,3,23.137,NWE,,ARI,W 31-0,,27,92,3.41,1,5,5,33,6.60,2,100.0%,6.60,0,0,,0,0,0,,,,,,3,18
20,1996,1996-09-22,4,23.144,NWE,,JAX,W 28-25,,24,95,3.96,1,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,1,6
21,1996,1996-10-06,5,23.158,NWE,@,BAL,W 46-38,,20,52,2.60,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0
22,1996,1996-10-13,6,23.165,NWE,,WAS,L 22-27,,17,164,9.65,2,1,1,-6,-6.00,0,100.0%,-6.00,0,0,,0,0,0,,,,,,2,12
23,1996,1996-10-20,7,23.172,NWE,@,IND,W 27-9,,25,75,3.00,2,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,2,12
24,1996,1996-10-27,8,23.179,NWE,,BUF,W 28-25,,21,54,2.57,1,5,5,21,4.20,1,100.0%,4.20,0,0,,0,0,0,,,,,,2,12
25,1996,1996-11-03,9,23.186,NWE,,MIA,W 42-23,,18,53,2.94,3,2,2,56,28.00,0,100.0%,28.00,0,0,,0,0,0,,,,,,3,18
26,1996,1996-11-10,10,23.193,NWE,@,NYJ,W 31-27,,15,43,2.87,1,5,5,81,16.20,0,100.0%,16.20,0,0,,0,0,0,,,,,,1,6
27,1996,1996-11-17,11,23.200,NWE,,DEN,L 8-34,,7,13,1.86,1,7,7,23,3.29,0,100.0%,3.29,0,0,,0,0,0,,,,,,1,6
28,1996,1996-11-24,12,23.207,NWE,,IND,W 27-13,,35,141,4.03,1,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,,,,,1,6
29,1996,1996-12-01,13,23.214,NWE,@,SDG,W 45-7,,19,63,3.32,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,,,,,0,0
30,1996,1996-12-08,14,23.221,NWE,,NYJ,W 34-10,,21,94,4.48,1,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,,,,,1,6
31,1996,1996-12-15,15,23.228,NWE,@,DAL,L 6-12,,20,91,4.55,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,,,,,0,0
32,1996,1996-12-21,16,23.234,NWE,@,NYG,W 23-22,,8,9,1.13,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,,,,,0,0
33,1997,1997-08-31,1,24.122,NWE,,SDG,W 41-7,,22,75,3.41,0,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0
34,1997,1997-09-07,2,24.129,NWE,@,IND,W 31-6,,25,121,4.84,0,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,,,,,1,6
35,1997,1997-09-14,3,24.136,NWE,,NYJ,W 27-24,,40,199,4.98,1,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,,,,,1,6
36,1997,1997-09-21,4,24.143,NWE,,CHI,W 31-3,,14,79,5.64,1,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,,,,,1,6
37,1997,1997-10-06,5,24.158,NWE,@,DEN,L 13-34,,15,66,4.40,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,,,,,,0,0
38,1997,1997-10-12,6,24.164,NWE,,BUF,W 33-6,,22,99,4.50,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,1,6
39,1997,1997-10-19,7,24.171,NWE,@,NYJ,L 19-24,,21,87,4.14,0,6,5,29,5.80,0,83.3%,4.83,0,0,,0,0,0,,,,,,0,0
40,1997,1997-10-27,8,24.179,NWE,,GNB,L 10-28,,18,65,3.61,0,4,4,52,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0
41,1997,1997-11-02,9,24.185,NWE,@,MIN,L 18-23,,21,104,4.95,0,7,6,36,6.00,0,85.7%,5.14,0,0,,0,0,0,,,,,,0,0
42,1997,1997-11-09,10,24.192,NWE,@,BUF,W 31-10,,26,93,3.58,1,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,,,,,1,6
43,1997,1997-11-16,11,24.199,NWE,@,TAM,L 7-27,,8,26,3.25,0,5,4,23,5.75,0,80.0%,4.60,0,0,,0,0,0,,,,,,0,0
44,1997,1997-11-23,12,24.206,NWE,,MIA,W 27-24,,22,80,3.64,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0
45,1997,1997-11-30,13,24.213,NWE,,IND,W 20-17,,20,66,3.30,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,,,,,0,0
46,1998,1998-09-06,1,25.128,NYJ,@,SFO,L 30-36,,22,58,2.64,0,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,,,0,0
47,1998,1998-09-13,2,25.135,NYJ,,BAL,L 10-24,,23,58,2.52,0,7,6,60,10.00,0,85.7%,8.57,0,0,,0,0,0,,0,0,,,0,0
48,1998,1998-09-20,3,25.142,NYJ,,IND,W 44-6,,23,144,6.26,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0
49,1998,1998-10-04,4,25.156,NYJ,,MIA,W 20-9,,36,108,3.00,1,4,4,17,4.25,0,100.0%,4.25,0,0,,0,0,0,,0,0,,,1,6
50,1998,1998-10-19,6,25.171,NYJ,@,NWE,W 24-14,,28,107,3.82,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0
51,1998,1998-10-25,7,25.177,NYJ,,ATL,W 28-3,,25,101,4.04,1,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,,,1,6
52,1998,1998-11-01,8,25.184,NYJ,@,KAN,W 20-17,,30,42,1.40,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,,,0,0
53,1998,1998-11-08,9,25.191,NYJ,,BUF,W 34-12,,21,54,2.57,1,5,5,17,3.40,0,100.0%,3.40,0,0,,0,0,0,,0,0,,,1,6
54,1998,1998-11-15,10,25.198,NYJ,@,IND,L 23-24,,28,134,4.79,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0
55,1998,1998-11-22,11,25.205,NYJ,@,TEN,W 24-3,,27,123,4.56,1,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,,,1,6
56,1998,1998-11-29,12,25.212,NYJ,,CAR,W 48-21,,21,110,5.24,2,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,,,2,12
57,1998,1998-12-06,13,25.219,NYJ,,SEA,W 32-31,,17,37,2.18,1,9,6,47,7.83,0,66.7%,5.22,0,0,,0,0,0,,0,0,,,1,6
58,1998,1998-12-13,14,25.226,NYJ,@,MIA,W 21-16,,19,71,3.74,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,,,1,6
59,1998,1998-12-19,15,25.232,NYJ,@,BUF,W 17-10,,20,38,1.90,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0
60,1998,1998-12-27,16,25.240,NYJ,,NWE,W 31-10,,29,102,3.52,0,5,2,12,6.00,1,40.0%,2.40,0,0,,0,0,0,,0,0,,,1,6
61,1999,1999-09-12,1,26.134,NYJ,,NWE,L 28-30,*,19,80,4.21,0,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,,,,,0,0
62,1999,1999-09-19,2,26.141,NYJ,@,BUF,L 3-17,*,9,45,5.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0
63,1999,1999-09-26,3,26.148,NYJ,,WAS,L 20-27,*,20,85,4.25,1,4,2,1,0.50,0,50.0%,0.25,0,0,,0,0,0,,,,,,1,6
64,1999,1999-10-03,4,26.155,NYJ,@,DEN,W 21-13,*,31,95,3.06,1,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,,,,,1,6
65,1999,1999-10-11,5,26.163,NYJ,,JAX,L 6-16,*,18,59,3.28,0,0,3,15,5.00,0,,,0,0,,0,0,0,,,,,,0,0
66,1999,1999-10-17,6,26.169,NYJ,,IND,L 13-16,*,23,128,5.57,0,0,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0
67,1999,1999-10-24,7,26.176,NYJ,@,OAK,L 23-24,*,26,123,4.73,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0
68,1999,1999-11-07,8,26.190,NYJ,,ARI,W 12-7,*,38,131,3.45,0,5,4,2,0.50,0,80.0%,0.40,0,0,,0,0,0,,,,,,0,0
69,1999,1999-11-15,9,26.198,NYJ,@,NWE,W 24-17,*,31,149,4.81,1,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,,,,,1,6
70,1999,1999-11-21,10,26.204,NYJ,,BUF,W 17-7,*,23,64,2.78,0,0,7,42,6.00,0,,,0,0,,0,0,0,,,,,,0,0
71,1999,1999-11-28,11,26.211,NYJ,@,IND,L 6-13,*,19,83,4.37,0,6,3,12,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0
72,1999,1999-12-05,12,26.218,NYJ,@,NYG,L 28-41,*,6,4,0.67,0,8,6,24,4.00,0,75.0%,3.00,0,0,,0,0,0,,,,,,0,0
73,1999,1999-12-12,13,26.225,NYJ,,MIA,W 28-20,*,24,75,3.13,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0
74,1999,1999-12-19,14,26.232,NYJ,@,DAL,W 22-21,*,26,113,4.35,0,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,,,,,0,0
75,1999,1999-12-27,15,26.240,NYJ,@,MIA,W 38-31,*,20,72,3.60,1,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,,,,,1,6
76,1999,2000-01-02,16,26.246,NYJ,,SEA,W 19-9,*,34,158,4.65,1,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,1,6
77,2000,2000-09-03,1,27.125,NYJ,@,GNB,W 20-16,*,30,110,3.67,1,8,6,34,5.67,1,75.0%,4.25,0,0,,0,0,0,,0,,,,2,12
78,2000,2000-09-11,2,27.133,NYJ,,NWE,W 20-19,*,11,47,4.27,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0
79,2000,2000-09-17,3,27.139,NYJ,,BUF,W 27-14,,29,84,2.90,1,4,4,44,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,,,1,6
80,2000,2000-09-24,4,27.146,NYJ,@,TAM,W 21-17,*,18,90,5.00,0,11,8,30,3.75,1,72.7%,2.73,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,1,6
81,2000,2000-10-08,5,27.160,NYJ,,PIT,L 3-20,,15,59,3.93,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,,,,0,0
82,2000,2000-10-15,6,27.167,NYJ,@,NWE,W 34-17,*,34,143,4.21,3,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,,,3,18
83,2000,2000-10-23,7,27.175,NYJ,,MIA,W 40-37,*,14,65,4.64,0,11,8,72,9.00,0,72.7%,6.55,0,0,,0,0,0,,0,,,,0,0
84,2000,2000-10-29,8,27.181,NYJ,@,BUF,L 20-23,*,18,46,2.56,0,8,6,31,5.17,0,75.0%,3.88,0,0,,0,0,0,,0,,,,0,0
85,2000,2000-11-05,9,27.188,NYJ,,DEN,L 23-30,*,14,71,5.07,1,9,6,68,11.33,0,66.7%,7.56,0,0,,0,0,0,,0,,,,1,6
86,2000,2000-11-12,10,27.195,NYJ,@,IND,L 15-23,*,21,93,4.43,1,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,,,,1,6
87,2000,2000-11-19,11,27.202,NYJ,@,MIA,W 20-3,*,14,54,3.86,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,,,,0,0
88,2000,2000-11-26,12,27.209,NYJ,,CHI,W 17-10,,17,29,1.71,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0,,0,,,,0,0
89,2000,2000-12-03,13,27.216,NYJ,,IND,W 27-17,*,30,203,6.77,1,5,4,9,2.25,0,80.0%,1.80,0,0,,0,0,0,,0,,,,1,6
90,2000,2000-12-10,14,27.223,NYJ,@,OAK,L 7-31,,17,11,0.65,0,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,,,,0,0
91,2000,2000-12-17,15,27.230,NYJ,,DET,L 7-10,,16,52,3.25,1,6,5,57,11.40,0,83.3%,9.50,0,0,,0,0,0,,0,,,,1,6
92,2000,2000-12-24,16,27.237,NYJ,@,BAL,L 20-34,,18,47,2.61,0,10,8,55,6.88,0,80.0%,5.50,0,0,,0,0,0,,0,,,,0,0
93,2001,2001-09-09,1,28.131,NYJ,,IND,L 24-45,*,20,79,3.95,1,8,6,30,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,,,,1,6
94,2001,2001-09-23,2,28.145,NYJ,@,NWE,W 10-3,*,24,106,4.42,1,5,3,10,3.33,0,60.0%,2.00,0,0,,0,0,0,,0,,,,1,6
95,2001,2001-10-01,3,28.153,NYJ,,SFO,L 17-19,*,20,76,3.80,2,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,,,,2,12
96,2001,2001-10-07,4,28.159,NYJ,@,BUF,W 42-36,*,26,135,5.19,2,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,2,12
97,2001,2001-10-14,5,28.166,NYJ,,MIA,W 21-17,*,22,120,5.45,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,1,6
98,2001,2001-10-21,6,28.173,NYJ,,STL,L 14-34,*,14,63,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
99,2001,2001-10-28,7,28.180,NYJ,@,CAR,W 13-12,*,27,159,5.89,0,7,7,39,5.57,0,100.0%,5.57,0,0,,0,0,0,,0,,,,0,0
100,2001,2001-11-04,8,28.187,NYJ,@,NOR,W 16-9,*,21,66,3.14,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,,,,0,0
101,2001,2001-11-11,9,28.194,NYJ,,KAN,W 27-7,*,20,113,5.65,3,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,3,18
102,2001,2001-11-18,10,28.201,NYJ,@,MIA,W 24-0,*,18,66,3.67,0,6,5,13,2.60,0,83.3%,2.17,0,0,,0,0,0,,0,,,,0,0
103,2001,2001-12-02,11,28.215,NYJ,,NWE,L 16-17,*,20,99,4.95,0,4,4,4,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,,,0,0
104,2001,2001-12-09,12,28.222,NYJ,@,PIT,L 7-18,*,18,58,3.22,0,4,4,29,7.25,0,100.0%,7.25,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,0,0
105,2001,2001-12-16,13,28.229,NYJ,,CIN,W 15-14,*,24,78,3.25,0,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0,,0,,,,0,0
106,2001,2001-12-23,14,28.236,NYJ,@,IND,W 29-28,*,23,122,5.30,0,7,6,47,7.83,0,85.7%,6.71,0,0,,0,0,0,,0,,,,0,0
107,2001,2001-12-30,15,28.243,NYJ,,BUF,L 9-14,*,20,123,6.15,0,5,5,47,9.40,0,100.0%,9.40,0,0,,0,0,0,,0,,,,0,0
108,2001,2002-01-06,16,28.250,NYJ,@,OAK,W 24-22,*,16,50,3.13,0,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0,,0,,,,0,0
109,2002,2002-09-08,1,29.130,NYJ,@,BUF,W 37-31,*,4,6,1.50,0,5,5,35,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0
110,2002,2002-09-15,2,29.137,NYJ,,NWE,L 7-44,*,4,5,1.25,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0
111,2002,2002-09-22,3,29.144,NYJ,@,MIA,L 3-30,*,16,43,2.69,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,,,,0,0
112,2002,2002-09-29,4,29.151,NYJ,@,JAX,L 3-28,*,8,44,5.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0
113,2002,2002-10-06,5,29.158,NYJ,,KAN,L 25-29,*,21,119,5.67,1,4,4,25,6.25,0,100.0%,6.25,0,0,,0,0,0,,0,,,,1,6
114,2002,2002-10-20,6,29.172,NYJ,,MIN,W 20-7,*,21,70,3.33,1,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,,,,1,6
115,2002,2002-10-27,7,29.179,NYJ,,CLE,L 21-24,*,18,65,3.61,0,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0,,0,,,,0,0
116,2002,2002-11-03,8,29.186,NYJ,@,SDG,W 44-13,*,13,37,2.85,1,5,5,34,6.80,0,100.0%,6.80,0,0,,0,0,0,,0,,,,1,6
117,2002,2002-11-10,9,29.193,NYJ,,MIA,W 13-10,*,19,74,3.89,1,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,0,,,,1,6
118,2002,2002-11-17,10,29.200,NYJ,@,DET,W 31-14,*,22,112,5.09,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0
119,2002,2002-11-24,11,29.207,NYJ,,BUF,W 31-13,*,21,120,5.71,1,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,,,,1,6
120,2002,2002-12-02,12,29.215,NYJ,@,OAK,L 20-26,*,11,26,2.36,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,4,,,0,0
121,2002,2002-12-08,13,29.221,NYJ,,DEN,W 19-13,*,18,57,3.17,1,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,1,6
122,2002,2002-12-15,14,29.228,NYJ,@,CHI,L 13-20,*,21,127,6.05,0,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,,,,0,0
123,2002,2002-12-22,15,29.235,NYJ,@,NWE,W 30-17,*,26,106,4.08,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,0,0
124,2002,2002-12-29,16,29.242,NYJ,,GNB,W 42-17,*,18,83,4.61,1,5,4,42,10.50,0,80.0%,8.40,0,0,,0,0,0,,0,,,,1,6
125,2003,2003-09-04,1,30.126,NYJ,@,WAS,L 13-16,*,15,48,3.20,0,2,2,-7,-3.50,0,100.0%,-3.50,0,0,,0,0,0,,,,,,0,0
126,2003,2003-09-14,2,30.136,NYJ,,MIA,L 10-21,*,10,32,3.20,0,3,2,-2,-1.00,0,66.7%,-0.67,0,0,,0,0,0,,,,,,0,0
127,2003,2003-09-21,3,30.143,NYJ,@,NWE,L 16-23,*,15,53,3.53,0,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0
128,2003,2003-09-28,4,30.150,NYJ,,DAL,L 6-17,*,21,64,3.05,0,5,5,51,10.20,0,100.0%,10.20,0,0,,0,0,0,,,,,,0,0
129,2003,2003-10-12,5,30.164,NYJ,,BUF,W 30-3,*,20,77,3.85,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
130,2003,2003-10-19,6,30.171,NYJ,@,HOU,W 19-14,*,17,88,5.18,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,,,,,0,0
131,2003,2003-10-26,7,30.178,NYJ,@,PHI,L 17-24,*,20,110,5.50,0,3,3,7,2.33,0,100.0%,2.33,0,0,,0,0,0,,,,,,0,0
132,2003,2003-11-02,8,30.185,NYJ,,NYG,L 28-31,*,28,108,3.86,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,,,,,0,0
133,2003,2003-11-09,9,30.192,NYJ,@,OAK,W 27-24,*,19,61,3.21,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0
134,2003,2003-11-16,10,30.199,NYJ,@,IND,L 31-38,*,13,105,8.08,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,,,,,0,0
135,2003,2003-11-23,11,30.206,NYJ,,JAX,W 13-10,*,20,56,2.80,0,10,7,52,7.43,0,70.0%,5.20,0,0,,0,0,0,,,,,,0,0
136,2003,2003-12-01,12,30.214,NYJ,,TEN,W 24-17,*,24,67,2.79,1,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,,,,,1,6
137,2003,2003-12-07,13,30.220,NYJ,@,BUF,L 6-17,*,25,84,3.36,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0
138,2003,2003-12-14,14,30.227,NYJ,,PIT,W 6-0,*,30,174,5.80,0,5,4,54,13.50,0,80.0%,10.80,0,0,,0,0,0,,,,,,0,0
139,2003,2003-12-20,15,30.233,NYJ,,NWE,L 16-21,*,22,89,4.05,0,6,4,21,5.25,0,66.7%,3.50,0,0,,0,0,0,,,,,,0,0
140,2003,2003-12-28,16,30.241,NYJ,@,MIA,L 21-23,*,24,92,3.83,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,6
141,2004,2004-09-12,1,31.134,NYJ,,CIN,W 31-24,*,29,196,6.76,1,3,3,7,2.33,1,100.0%,2.33,0,0,,0,0,0,,,,,,2,12
142,2004,2004-09-19,2,31.141,NYJ,@,SDG,W 34-28,*,32,119,3.72,2,6,6,25,4.17,0,100.0%,4.17,0,0,,0,0,0,,,,,,2,12
143,2004,2004-10-03,3,31.155,NYJ,@,MIA,W 17-9,*,24,110,4.58,1,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,,,,,1,6
144,2004,2004-10-10,4,31.162,NYJ,,BUF,W 16-14,*,22,77,3.50,0,7,6,23,3.83,0,85.7%,3.29,0,0,,0,0,0,,,,,,0,0
145,2004,2004-10-17,5,31.169,NYJ,,SFO,W 22-14,*,25,111,4.44,2,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,,,,,2,12
146,2004,2004-10-24,6,31.176,NYJ,@,NWE,L 7-13,*,20,70,3.50,0,3,2,0,0.00,0,66.7%,0.00,0,0,,0,0,0,,,,,,0,0
147,2004,2004-11-01,7,31.184,NYJ,,MIA,W 41-14,*,19,115,6.05,1,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,1,6
148,2004,2004-11-07,8,31.190,NYJ,@,BUF,L 17-22,*,19,67,3.53,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
149,2004,2004-11-14,9,31.197,NYJ,,BAL,L 17-20,*,28,119,4.25,2,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,,,,2,12
150,2004,2004-11-21,10,31.204,NYJ,@,CLE,W 10-7,*,17,88,5.18,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
151,2004,2004-11-28,11,31.211,NYJ,@,ARI,W 13-3,*,24,99,4.13,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
152,2004,2004-12-05,12,31.218,NYJ,,HOU,W 29-7,*,23,134,5.83,1,4,4,20,5.00,1,100.0%,5.00,0,0,,0,0,0,,,,,,2,12
153,2004,2004-12-12,13,31.225,NYJ,@,PIT,L 6-17,*,24,72,3.00,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,,,,,0,0
154,2004,2004-12-19,14,31.232,NYJ,,SEA,W 37-14,*,24,134,5.58,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,12
155,2004,2004-12-26,15,31.239,NYJ,,NWE,L 7-23,*,13,33,2.54,0,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,,,,,,0,0
156,2004,2005-01-02,16,31.246,NYJ,@,STL,L 29-32,*,28,153,5.46,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0
