ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
143,1966,1966-09-18,3,39.001,HOU,@,NYJ,L 13-52,*,15,34,44.12,144,1,4,26.7,0,0,4.24,-0.47,0,0,,0,0,0,,0,1,1,100.0,2,2,100.0,0,7
144,1966,1966-09-25,4,39.008,HOU,@,BUF,L 20-27,*,23,54,42.59,303,2,5,34.7,0,0,5.61,2.19,1,0,0.00,0,0,0,,0,2,2,100.0,2,3,66.7,0,8
145,1966,1966-10-02,5,39.015,HOU,@,DEN,L 38-40,*,15,37,40.54,300,5,2,86.7,0,0,8.11,8.38,1,0,0.00,0,0,0,,0,5,5,100.0,1,1,100.0,0,8
146,1966,1966-10-16,6,39.029,HOU,,NYJ,W 24-0,*,13,24,54.17,198,2,1,92.0,0,0,8.25,8.04,1,1,1.00,0,0,0,,0,3,3,100.0,1,1,100.0,0,6
147,1966,1966-10-23,7,39.036,HOU,,MIA,L 13-20,*,14,34,41.18,201,1,4,31.2,0,0,5.91,1.21,0,0,,0,0,0,,0,1,1,100.0,2,3,66.7,0,7
148,1966,1966-10-30,8,39.043,HOU,@,KAN,L 23-48,*,8,19,42.11,87,0,2,16.7,0,0,4.58,-0.16,0,0,,0,0,0,,0,2,2,100.0,1,2,50.0,0,5
149,1966,1966-11-06,9,39.050,HOU,@,OAK,L 23-38,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,3,66.7,1,1,100.0,0,5
150,1966,1966-11-13,10,39.057,HOU,@,BOS,L 21-27,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,3,3,100.0,,2,0.0,0,3
151,1966,1966-11-20,11,39.064,HOU,,BUF,L 20-42,,4,10,40.00,119,1,1,78.7,0,0,11.90,9.40,0,0,,0,0,0,,0,2,2,100.0,2,2,100.0,0,8
152,1966,1966-12-04,12,39.078,HOU,,SDG,L 22-28,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,2,100.0,2,5,40.0,0,8
153,1966,1966-12-11,13,39.085,HOU,,BOS,L 14-38,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
154,1966,1966-12-18,14,39.092,HOU,@,MIA,L 28-29,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,4,4,100.0,,1,0.0,0,4
155,1967,1967-09-10,1,39.358,OAK,,DEN,W 51-0,,3,7,42.86,111,1,0,129.5,0,0,15.86,18.71,0,0,,0,0,0,,0,6,7,85.7,1,2,50.0,0,9
156,1967,1967-09-17,2,40.000,OAK,,BOS,W 35-7,,2,2,100.00,5,0,0,79.2,0,0,2.50,2.50,0,0,,0,0,0,,0,5,5,100.0,,,,0,5
157,1967,1967-10-01,3,40.014,OAK,,KAN,W 23-21,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,3,5,60.0,0,11
158,1967,1967-10-07,4,40.020,OAK,@,NYJ,L 14-27,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,,1,0.0,0,2
159,1967,1967-10-15,5,40.028,OAK,@,BUF,W 24-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,1,3,33.3,0,6
160,1967,1967-10-22,6,40.035,OAK,@,BOS,W 48-14,,2,4,50.00,47,1,0,132.3,0,0,11.75,16.75,0,0,,0,0,0,,0,6,6,100.0,2,2,100.0,0,12
161,1967,1967-10-29,7,40.042,OAK,,SDG,W 51-10,,1,5,20.00,14,1,1,39.6,0,0,2.80,-2.20,0,0,,0,0,0,,0,7,7,100.0,,1,0.0,0,7
162,1967,1967-11-05,8,40.049,OAK,@,DEN,W 21-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,2,3,66.7,0,7
163,1967,1967-11-19,9,40.063,OAK,,MIA,W 31-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,1,1,100.0,0,7
164,1967,1967-11-23,10,40.067,OAK,@,KAN,W 44-22,,3,6,50.00,32,0,0,66.0,0,0,5.33,5.33,0,0,,0,0,0,,0,5,5,100.0,3,3,100.0,0,14
165,1967,1967-12-03,11,40.077,OAK,@,SDG,W 41-21,,1,1,100.00,1,0,0,79.2,0,0,1.00,1.00,0,0,,0,0,0,,0,5,5,100.0,2,2,100.0,0,11
166,1967,1967-12-10,12,40.084,OAK,@,HOU,W 19-7,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,4,5,80.0,0,13
167,1967,1967-12-17,13,40.091,OAK,,NYJ,W 38-29,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,5,5,100.0,1,1,100.0,0,8
168,1967,1967-12-24,14,40.098,OAK,,BUF,W 28-21,,3,13,23.08,75,0,2,11.5,0,0,5.77,-1.15,0,0,,0,0,0,,0,4,4,100.0,,1,0.0,0,4
169,1968,1968-09-15,1,40.364,OAK,@,BUF,W 48-6,,1,2,50.00,34,0,0,95.8,0,0,17.00,17.00,0,0,,0,0,0,,0,6,6,100.0,2,3,66.7,0,12
170,1968,1968-09-21,2,41.004,OAK,@,MIA,W 47-21,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,6,6,100.0,1,1,100.0,0,9
171,1968,1968-09-29,3,41.012,OAK,@,HOU,W 24-15,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,1,1,100.0,0,6
172,1968,1968-10-06,4,41.019,OAK,,BOS,W 41-10,,2,2,100.00,36,1,0,158.3,0,0,18.00,28.00,0,0,,0,0,0,,0,5,5,100.0,2,2,100.0,0,11
173,1968,1968-10-13,5,41.026,OAK,,SDG,L 14-23,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
174,1968,1968-10-20,6,41.033,OAK,@,KAN,L 10-24,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,1,2,50.0,0,4
175,1968,1968-10-27,7,41.040,OAK,,CIN,W 31-10,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,4,4,100.0,1,4,25.0,0,7
176,1968,1968-11-03,8,41.047,OAK,,KAN,W 38-21,,11,14,78.57,129,0,1,75.3,0,0,9.21,6.00,0,0,,0,0,0,,0,5,5,100.0,1,3,33.3,0,8
177,1968,1968-11-10,9,41.054,OAK,@,DEN,W 43-7,*,14,26,53.85,295,4,1,117.8,0,0,11.35,12.69,0,0,,0,0,0,,0,5,5,100.0,2,3,66.7,0,11
178,1968,1968-11-17,10,41.061,OAK,,NYJ,W 43-32,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,5,5,100.0,,1,0.0,0,5
179,1968,1968-11-24,11,41.068,OAK,@,CIN,W 34-0,,2,2,100.00,28,1,0,158.3,0,0,14.00,24.00,0,0,,0,0,0,,0,4,4,100.0,2,2,100.0,0,10
180,1968,1968-11-28,12,41.072,OAK,,BUF,W 13-10,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,2,5,40.0,0,7
181,1968,1968-12-08,13,41.082,OAK,,DEN,W 33-27,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,4,4,100.0,0,15
182,1968,1968-12-15,14,41.089,OAK,@,SDG,W 34-27,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,3,66.7,0,10
183,1969,1969-09-14,1,41.362,OAK,,HOU,W 21-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,,3,0.0,0,3
184,1969,1969-09-20,2,42.003,OAK,,MIA,W 20-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,3,66.7,0,8
185,1969,1969-09-28,3,42.011,OAK,@,BOS,W 38-23,,0,0,,0,0,0,,,0,,,1,0,0.00,0,0,0,,0,5,5,100.0,1,2,50.0,0,8
186,1969,1969-10-04,4,42.017,OAK,@,MIA,T 20-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,4,50.0,0,8
187,1969,1969-10-12,5,42.025,OAK,@,DEN,W 24-14,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,1,3,33.3,0,6
188,1969,1969-10-19,6,42.032,OAK,,BUF,W 50-21,,3,5,60.00,26,0,1,34.2,0,0,5.20,-3.80,0,0,,0,0,0,,0,6,6,100.0,2,2,100.0,0,12
189,1969,1969-10-26,7,42.039,OAK,@,SDG,W 24-12,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,1,2,50.0,0,6
190,1969,1969-11-02,8,42.046,OAK,@,CIN,L 17-31,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,2,50.0,0,5
191,1969,1969-11-09,9,42.053,OAK,,DEN,W 41-10,,1,4,25.00,11,1,0,79.2,0,0,2.75,7.75,0,0,,0,0,0,,0,5,5,100.0,2,3,66.7,0,11
192,1969,1969-11-16,10,42.060,OAK,,SDG,W 21-16,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,,2,0.0,0,3
193,1969,1969-11-23,11,42.067,OAK,@,KAN,W 27-24,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,2,3,66.7,0,9
194,1969,1969-11-30,12,42.074,OAK,@,NYJ,W 27-14,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,2,4,50.0,0,9
195,1969,1969-12-07,13,42.081,OAK,,CIN,W 37-17,,2,4,50.00,36,1,0,120.8,0,0,9.00,14.00,0,0,,0,0,0,,0,4,4,100.0,3,3,100.0,0,13
196,1969,1969-12-13,14,42.087,OAK,,KAN,W 10-6,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,1,1,100.0,0,4
197,1970,1970-09-20,1,43.003,OAK,@,CIN,L 21-31,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,,1,0.0,0,3
198,1970,1970-09-27,2,43.010,OAK,@,SDG,T 27-27,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,2,4,50.0,0,9
199,1970,1970-10-03,3,43.016,OAK,@,MIA,L 13-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,2,3,66.7,0,7
200,1970,1970-10-11,4,43.024,OAK,,DEN,W 35-23,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,5,5,100.0,,1,0.0,0,5
201,1970,1970-10-19,5,43.032,OAK,,WAS,W 34-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,3,66.7,0,10
202,1970,1970-10-25,6,43.038,OAK,,PIT,W 31-14,,7,12,58.33,148,3,1,106.9,1,0,12.33,13.58,1,0,0.00,0,0,0,,0,4,4,100.0,1,3,33.3,0,7
203,1970,1970-11-01,7,43.045,OAK,@,KAN,T 17-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,1,100.0,0,5
204,1970,1970-11-08,8,43.052,OAK,,CLE,W 23-20,,7,12,58.33,102,1,1,79.2,3,0,8.50,6.42,1,4,4.00,0,0,0,,0,2,2,100.0,3,4,75.0,0,11
205,1970,1970-11-15,9,43.059,OAK,@,DEN,W 24-19,,4,6,66.67,80,1,0,149.3,0,0,13.33,16.67,0,0,,0,0,0,,0,3,3,100.0,1,2,50.0,0,6
206,1970,1970-11-22,10,43.066,OAK,,SDG,W 20-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,4,50.0,0,8
207,1970,1970-11-26,11,43.070,OAK,@,DET,L 14-28,,6,13,46.15,60,0,1,27.7,0,0,4.62,1.15,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
208,1970,1970-12-06,12,43.080,OAK,@,NYJ,W 14-13,,2,5,40.00,20,1,0,91.7,0,0,4.00,8.00,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
209,1970,1970-12-12,13,43.086,OAK,,KAN,W 20-6,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,2,100.0,0,8
210,1970,1970-12-20,14,43.094,OAK,,SFO,L 7-38,,3,7,42.86,51,0,2,28.6,0,0,7.29,-5.57,0,0,,0,0,0,,0,1,1,100.0,,1,0.0,0,1
211,1971,1971-09-19,1,44.002,OAK,@,NWE,L 6-20,,1,5,20.00,7,0,1,0.0,1,0,1.40,-7.60,0,0,,0,0,0,,0,,,,,1,0.0,0,0
212,1971,1971-09-26,2,44.009,OAK,@,SDG,W 34-0,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,2,100.0,0,10
213,1971,1971-10-04,3,44.017,OAK,@,CLE,W 34-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,2,100.0,0,10
214,1971,1971-10-10,4,44.023,OAK,@,DEN,W 27-16,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,2,3,66.7,0,9
215,1971,1971-10-17,5,44.030,OAK,,PHI,W 34-10,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,5,80.0,,1,0.0,0,4
216,1971,1971-10-24,6,44.037,OAK,,CIN,W 31-27,,3,5,60.00,46,1,1,90.4,0,0,9.20,4.20,0,0,,0,0,0,,0,4,4,100.0,1,1,100.0,0,7
217,1971,1971-10-31,7,44.044,OAK,,KAN,T 20-20,,2,3,66.67,61,1,0,149.3,0,0,20.33,27.00,0,0,,0,0,0,,0,2,2,100.0,2,2,100.0,0,8
218,1971,1971-11-07,8,44.051,OAK,@,NOR,T 21-21,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,3,3,100.0,,,,0,3
219,1971,1971-11-14,9,44.058,OAK,,HOU,W 41-21,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,5,5,100.0,2,3,66.7,0,11
220,1971,1971-11-21,10,44.065,OAK,,SDG,W 34-33,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,3,66.7,0,10
221,1971,1971-11-28,11,44.072,OAK,,BAL,L 14-37,,14,23,60.87,170,2,2,76.4,0,0,7.39,5.22,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
222,1971,1971-12-05,12,44.079,OAK,@,ATL,L 13-24,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,2,2,100.0,0,7
223,1971,1971-12-12,13,44.086,OAK,@,KAN,L 14-16,,12,22,54.55,94,0,2,27.5,1,0,4.27,0.18,0,0,,0,0,0,,0,2,2,100.0,,2,0.0,0,2
224,1971,1971-12-19,14,44.093,OAK,,DEN,W 21-13,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,3,3,100.0,,,,0,3
225,1972,1972-09-17,1,45.000,OAK,@,PIT,L 28-34,,4,11,36.36,64,1,0,86.9,1,0,5.82,7.64,0,0,,0,0,0,,0,4,4,100.0,,,,0,4
226,1972,1972-09-24,2,45.007,OAK,@,GNB,W 20-14,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,3,66.7,0,8
227,1972,1972-10-01,3,45.014,OAK,,SDG,T 17-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,2,50.0,0,5
228,1972,1972-10-09,4,45.022,OAK,@,HOU,W 34-0,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,3,66.7,0,10
229,1972,1972-10-15,5,45.028,OAK,,BUF,W 28-16,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,,1,0.0,0,4
230,1972,1972-10-22,6,45.035,OAK,,DEN,L 23-30,,1,3,33.33,13,0,0,47.9,1,0,4.33,4.33,0,0,,0,0,0,,0,2,2,100.0,3,4,75.0,0,11
231,1972,1972-10-29,7,45.042,OAK,,RAM,W 45-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,6,6,100.0,1,2,50.0,0,9
232,1972,1972-11-05,8,45.049,OAK,@,KAN,L 14-27,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
233,1972,1972-11-12,9,45.056,OAK,@,CIN,W 20-14,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,2,100.0,0,8
234,1972,1972-11-19,10,45.063,OAK,@,DEN,W 37-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,3,4,75.0,0,13
235,1972,1972-11-26,11,45.070,OAK,,KAN,W 26-3,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,2,100.0,0,8
236,1972,1972-12-03,12,45.077,OAK,@,SDG,W 21-19,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,,1,0.0,0,3
237,1972,1972-12-11,13,45.085,OAK,,NYJ,W 24-16,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,1,2,50.0,0,6
238,1972,1972-12-17,14,45.091,OAK,,CHI,W 28-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,4,4,100.0,,,,0,4
239,1973,1973-09-16,1,45.364,OAK,@,MIN,L 16-24,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,3,3,100.0,0,10
240,1973,1973-09-23,2,46.006,OAK,,MIA,W 12-7,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,,,,4,4,100.0,0,12
241,1973,1973-09-30,3,46.013,OAK,@,KAN,L 3-16,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,,,,1,2,50.0,0,3
242,1973,1973-10-07,4,46.020,OAK,@,STL,W 17-10,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,1,100.0,0,5
243,1973,1973-10-14,5,46.027,OAK,@,SDG,W 27-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,2,3,66.7,0,9
244,1973,1973-10-22,6,46.035,OAK,@,DEN,T 23-23,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,3,3,100.0,0,11
245,1973,1973-10-28,7,46.041,OAK,@,BAL,W 34-21,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,2,2,100.0,0,10
246,1973,1973-11-04,8,46.048,OAK,,NYG,W 42-0,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,6,6,100.0,,,,0,6
247,1973,1973-11-11,9,46.055,OAK,,PIT,L 9-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,,,,1,4,25.0,0,3
248,1973,1973-11-18,10,46.062,OAK,,CLE,L 3-7,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,,,,1,2,50.0,0,3
249,1973,1973-11-25,11,46.069,OAK,,SDG,W 31-3,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,1,3,33.3,0,7
250,1973,1973-12-02,12,46.076,OAK,@,HOU,W 17-6,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,1,100.0,0,5
251,1973,1973-12-08,13,46.082,OAK,,KAN,W 37-7,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,3,3,100.0,0,13
252,1973,1973-12-16,14,46.090,OAK,,DEN,W 21-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,,2,0.0,0,3
253,1974,1974-09-16,1,46.364,OAK,@,BUF,L 20-21,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,2,3,66.7,0,8
254,1974,1974-09-22,2,47.005,OAK,,KAN,W 27-7,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,3,4,75.0,,,,0,3
255,1974,1974-09-29,3,47.012,OAK,@,PIT,W 17-0,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,1,100.0,0,5
256,1974,1974-10-06,4,47.019,OAK,@,CLE,W 40-24,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,5,5,100.0,1,3,33.3,0,8
257,1974,1974-10-13,5,47.026,OAK,@,SDG,W 14-10,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,2,2,100.0,,,,0,2
258,1974,1974-10-20,6,47.033,OAK,,CIN,W 30-27,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,3,3,100.0,0,12
259,1974,1974-10-27,7,47.040,OAK,@,SFO,W 35-24,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,5,5,100.0,,,,0,5
260,1974,1974-11-03,8,47.047,OAK,@,DEN,W 28-17,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,4,4,100.0,,,,0,4
261,1974,1974-11-10,9,47.054,OAK,,DET,W 35-13,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,5,5,100.0,,,,0,5
262,1974,1974-11-17,10,47.061,OAK,,SDG,W 17-10,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,2,50.0,0,5
263,1974,1974-11-24,11,47.068,OAK,,DEN,L 17-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,1,100.0,0,5
264,1974,1974-12-01,12,47.075,OAK,,NWE,W 41-26,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,5,6,83.3,,,,0,5
265,1974,1974-12-08,13,47.082,OAK,@,KAN,W 7-6,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,,1,0.0,0,1
266,1974,1974-12-14,14,47.088,OAK,,DAL,W 27-23,,1,4,25.00,28,1,0,95.8,0,0,7.00,12.00,0,0,,0,0,0,,0,3,3,100.0,2,3,66.7,0,9
267,1975,1975-09-22,1,48.005,OAK,@,MIA,W 31-21,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,1,1,100.0,0,7
268,1975,1975-09-28,2,48.011,OAK,@,BAL,W 31-20,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,1,1,100.0,0,7
269,1975,1975-10-05,3,48.018,OAK,@,SDG,W 6-0,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,,,,2,4,50.0,0,6
270,1975,1975-10-12,4,48.025,OAK,@,KAN,L 10-42,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,1,1,100.0,0,4
271,1975,1975-10-19,5,48.032,OAK,@,CIN,L 10-14,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,1,100.0,1,1,100.0,0,4
272,1975,1975-10-26,6,48.039,OAK,,SDG,W 25-0,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,3,100.0,,2,0.0,0,3
273,1975,1975-11-02,7,48.046,OAK,@,DEN,W 42-17,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,6,6,100.0,,,,0,6
274,1975,1975-11-09,8,48.053,OAK,,NOR,W 48-10,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,6,7,85.7,,,,0,6
275,1975,1975-11-16,9,48.060,OAK,,CLE,W 38-17,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,5,5,100.0,1,2,50.0,0,8
276,1975,1975-11-23,10,48.067,OAK,@,WAS,W 26-23,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,3,66.7,2,3,66.7,0,8
277,1975,1975-11-30,11,48.074,OAK,,ATL,W 37-34,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,4,4,100.0,3,4,75.0,0,13
278,1975,1975-12-08,12,48.082,OAK,,DEN,W 17-10,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,2,100.0,1,1,100.0,0,5
279,1975,1975-12-14,13,48.088,OAK,,HOU,L 26-27,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,2,4,50.0,,1,0.0,0,2
280,1975,1975-12-21,14,48.095,OAK,,KAN,W 28-20,,1,3,33.33,11,0,1,5.6,3,0,3.67,-11.33,0,0,,0,0,0,,0,4,4,100.0,,,,0,4
