ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
37,1963,1963-09-22,2,28.082,NYJ,,HOU,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,,,,,,,0,0,5,237,47.40,0
38,1963,1963-09-28,3,28.088,NYJ,,OAK,W 10-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,1,58,58.00,0
39,1963,1963-10-05,4,28.095,NYJ,,BOS,W 31-24,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,239,34.14,1
40,1963,1963-10-13,5,28.103,NYJ,@,SDG,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,174,43.50,0
41,1963,1963-10-20,6,28.110,NYJ,@,OAK,L 26-49,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,331,47.29,0
42,1963,1963-10-26,7,28.116,NYJ,,DEN,T 35-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,280,46.67,0
43,1963,1963-11-02,8,28.123,NYJ,,SDG,L 7-53,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,40,13.33,0,,,,,,,0,0,3,106,35.33,0
44,1963,1963-11-10,9,28.131,NYJ,@,HOU,L 27-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,125,41.67,0
45,1963,1963-11-17,10,28.138,NYJ,@,DEN,W 14-9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,304,43.43,0
46,1963,1963-12-01,11,28.152,NYJ,,KAN,W 17-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,336,48.00,0
47,1963,1963-12-08,12,28.159,NYJ,@,BUF,L 14-45,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,7,7.00,0,,,,,,,0,0,4,135,33.75,0
48,1963,1963-12-14,13,28.165,NYJ,,BUF,L 10-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,231,38.50,0
49,1963,1963-12-22,14,28.173,NYJ,@,KAN,L 0-48,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,,,,,,,0,0,7,256,36.57,0
50,1964,1964-09-12,1,29.072,NYJ,,DEN,W 30-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,235,39.17,0
51,1964,1964-09-27,2,29.087,NYJ,@,BOS,L 10-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,251,35.86,0
52,1964,1964-10-03,3,29.093,NYJ,,SDG,T 17-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,184,46.00,0
53,1964,1964-10-10,4,29.100,NYJ,,OAK,W 35-13,3,12,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,184,46.00,0
54,1964,1964-10-17,5,29.107,NYJ,,HOU,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,210,42.00,0
55,1964,1964-10-24,6,29.114,NYJ,@,BUF,L 24-34,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,7,333,47.57,0
56,1964,1964-10-31,7,29.121,NYJ,,BOS,W 35-14,3,10,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,242,40.33,0
57,1964,1964-11-08,8,29.129,NYJ,,BUF,L 7-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,205,41.00,0
58,1964,1964-11-15,9,29.136,NYJ,@,DEN,L 16-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,347,43.38,0
59,1964,1964-11-22,10,29.143,NYJ,@,OAK,L 26-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,153,38.25,0
60,1964,1964-11-29,11,29.150,NYJ,,KAN,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,299,49.83,0
61,1964,1964-12-06,12,29.157,NYJ,@,SDG,L 3-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,,,,,,,0,0,8,356,44.50,0
62,1964,1964-12-13,13,29.164,NYJ,@,HOU,L 17-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,43,14.33,0,,,,,,,0,0,2,29,14.50,1
63,1964,1964-12-20,14,29.171,NYJ,@,KAN,L 7-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,227,32.43,1
64,1965,1965-09-12,1,30.072,NYJ,@,HOU,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,246,49.20,0
65,1965,1965-09-18,2,30.078,NYJ,,KAN,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,240,48.00,0
66,1965,1965-09-26,3,30.086,NYJ,@,BUF,L 21-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,157,39.25,0
67,1965,1965-10-03,4,30.093,NYJ,@,DEN,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,383,54.71,0
68,1965,1965-10-16,5,30.106,NYJ,,OAK,T 24-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,290,48.33,0
69,1965,1965-10-23,6,30.113,NYJ,,SDG,L 9-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,209,41.80,0
70,1965,1965-10-31,7,30.121,NYJ,,DEN,W 45-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,242,48.40,0
71,1965,1965-11-07,8,30.128,NYJ,@,KAN,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,236,47.20,0
72,1965,1965-11-14,9,30.135,NYJ,@,BOS,W 30-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,257,36.71,0
73,1965,1965-11-21,10,30.142,NYJ,,HOU,W 41-14,2,3,1.50,0,1,6,6.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,1,6,2,97,48.50,0
74,1965,1965-11-28,11,30.149,NYJ,,BOS,L 23-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,215,43.00,0
75,1965,1965-12-04,12,30.155,NYJ,@,SDG,L 7-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,131,43.67,0
76,1965,1965-12-12,13,30.163,NYJ,@,OAK,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,117,39.00,0
77,1965,1965-12-19,14,30.170,NYJ,,BUF,W 14-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,10,442,44.20,0
78,1966,1966-09-09,1,31.069,NYJ,@,MIA,W 19-14,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,332,41.50,0
79,1966,1966-09-18,2,31.078,NYJ,,HOU,W 52-13,0,0,,0,1,18,18.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,1,6,5,220,44.00,0
80,1966,1966-09-25,3,31.085,NYJ,@,DEN,W 16-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,118,39.33,0
81,1966,1966-10-02,4,31.092,NYJ,@,BOS,T 24-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,212,42.40,0
82,1966,1966-10-08,5,31.098,NYJ,,SDG,W 17-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,275,45.83,0
83,1966,1966-10-16,6,31.106,NYJ,@,HOU,L 0-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,217,43.40,0
84,1966,1966-10-23,7,31.113,NYJ,,OAK,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,4,4.00,0,,,,,,,0,0,3,117,39.00,0
85,1966,1966-10-30,8,31.120,NYJ,,BUF,L 23-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,176,44.00,0
86,1966,1966-11-13,9,31.134,NYJ,@,BUF,L 3-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,230,38.33,0
87,1966,1966-11-20,10,31.141,NYJ,,MIA,W 30-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,175,43.75,0
88,1966,1966-11-27,11,31.148,NYJ,,KAN,L 24-32,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,139,46.33,0
89,1966,1966-12-03,12,31.154,NYJ,@,OAK,T 28-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,181,45.25,0
90,1966,1966-12-11,13,31.162,NYJ,@,SDG,L 27-42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,84,42.00,0
91,1966,1966-12-17,14,31.168,NYJ,,BOS,W 38-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,154,38.50,0
92,1967,1967-09-10,1,32.070,NYJ,@,BUF,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,210,35.00,0
93,1967,1967-09-24,2,32.084,NYJ,@,DEN,W 38-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,150,50.00,0
94,1967,1967-10-01,3,32.091,NYJ,,MIA,W 29-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,208,41.60,0
95,1967,1967-10-07,4,32.097,NYJ,,OAK,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,302,43.14,0
96,1967,1967-10-15,5,32.105,NYJ,,HOU,T 28-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,133,44.33,0
97,1967,1967-10-22,6,32.112,NYJ,@,MIA,W 33-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,137,45.67,0
98,1967,1967-10-29,7,32.119,NYJ,,BOS,W 30-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,187,46.75,0
99,1967,1967-11-05,8,32.126,NYJ,@,KAN,L 18-42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,217,43.40,0
100,1967,1967-11-12,9,32.133,NYJ,,BUF,W 20-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,188,47.00,0
101,1967,1967-11-19,10,32.140,NYJ,@,BOS,W 29-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,135,33.75,0
102,1967,1967-12-03,11,32.154,NYJ,,DEN,L 24-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,265,37.86,0
103,1967,1967-12-10,12,32.161,NYJ,,KAN,L 7-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,203,40.60,0
104,1967,1967-12-17,13,32.168,NYJ,@,OAK,L 29-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,166,41.50,0
105,1967,1967-12-24,14,32.175,NYJ,@,SDG,W 42-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,233,46.60,0
106,1968,1968-09-15,1,33.075,NYJ,@,KAN,W 20-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,169,42.25,0
107,1968,1968-09-22,2,33.082,NYJ,@,BOS,W 47-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,265,53.00,0
108,1968,1968-09-29,3,33.089,NYJ,@,BUF,L 35-37,0,0,,0,2,31,15.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,191,38.20,0
109,1968,1968-10-05,4,33.095,NYJ,,SDG,W 23-20,0,0,,0,3,47,15.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,287,47.83,0
110,1968,1968-10-13,5,33.103,NYJ,,DEN,L 13-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,3,146,48.67,0
111,1968,1968-10-20,6,33.110,NYJ,@,HOU,W 20-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,8,376,47.00,0
112,1968,1968-10-27,7,33.117,NYJ,,BOS,W 48-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,178,44.50,0
113,1968,1968-11-03,8,33.124,NYJ,,BUF,W 25-21,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,238,39.67,0
114,1968,1968-11-10,9,33.131,NYJ,,HOU,W 26-7,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,219,43.80,0
115,1968,1968-11-17,10,33.138,NYJ,@,OAK,L 32-43,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,273,39.00,0
116,1968,1968-11-24,11,33.145,NYJ,@,SDG,W 37-15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,218,54.50,0
117,1968,1968-12-01,12,33.152,NYJ,,MIA,W 35-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,4,184,46.00,0
118,1968,1968-12-08,13,33.159,NYJ,,CIN,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,160,32.00,1
119,1968,1968-12-15,14,33.166,NYJ,@,MIA,W 31-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,73,36.50,0
120,1969,1969-11-02,7,34.123,NYG,,PHI,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,7,240,34.29,1
121,1969,1969-11-09,8,34.130,NYG,@,STL,L 17-42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,6,260,43.33,0
122,1969,1969-11-16,9,34.137,NYG,,NOR,L 24-25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,42,21.00,1
123,1969,1969-11-23,10,34.144,NYG,@,CLE,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,2,85,42.50,0
124,1969,1969-11-30,11,34.151,NYG,@,GNB,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,196,39.20,0
