ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
204,2005,2005-12-31,16,35.298,DEN,@,SDG,W 23-7,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
205,2006,2006-09-10,1,36.186,DEN,@,STL,L 10-18,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
206,2006,2006-09-17,2,36.193,DEN,,KAN,W 9-6,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
207,2006,2006-09-24,3,36.200,DEN,@,NWE,W 17-7,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
208,2006,2006-10-09,4,36.215,DEN,,BAL,W 13-3,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
209,2006,2006-10-15,5,36.221,DEN,,OAK,W 13-3,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
210,2006,2006-10-22,6,36.228,DEN,@,CLE,W 17-7,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
211,2006,2006-10-29,7,36.235,DEN,,IND,L 31-34,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
212,2006,2006-11-05,8,36.242,DEN,@,PIT,W 31-20,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
213,2006,2006-11-12,9,36.249,DEN,@,OAK,W 17-13,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
214,2006,2006-11-19,10,36.256,DEN,,SDG,L 27-35,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
215,2006,2006-11-23,11,36.260,DEN,@,KAN,L 10-19,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
216,2006,2006-12-03,12,36.270,DEN,,SEA,L 20-23,,1,2,2.00,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
217,2006,2006-12-10,13,36.277,DEN,@,SDG,L 20-48,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
218,2006,2006-12-17,14,36.284,DEN,@,ARI,W 37-20,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
219,2006,2006-12-24,15,36.291,DEN,,CIN,W 24-23,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
220,2006,2006-12-31,16,36.298,DEN,,SFO,L 23-26,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
221,2007,2007-09-09,1,37.185,DEN,@,BUF,W 15-14,,0,0,,0,,,,3,5,60.0,0,9,0,0,,0
222,2007,2007-09-16,2,37.192,DEN,,OAK,W 23-20,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
223,2007,2007-09-23,3,37.199,DEN,,JAX,L 14-23,,0,0,,0,2,2,100.0,,,,0,2,,,,
224,2007,2007-09-30,4,37.206,DEN,@,IND,L 20-38,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
225,2007,2007-10-07,5,37.213,DEN,,SDG,L 3-41,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
226,2007,2007-10-21,6,37.227,DEN,,PIT,W 31-28,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
227,2007,2007-10-29,7,37.235,DEN,,GNB,L 13-19,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
228,2007,2007-11-04,8,37.241,DEN,@,DET,L 7-44,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
229,2007,2007-11-11,9,37.248,DEN,@,KAN,W 27-11,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
230,2007,2007-11-19,10,37.256,DEN,,TEN,W 34-20,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
231,2007,2007-11-25,11,37.262,DEN,@,CHI,L 34-37,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
232,2007,2007-12-02,12,37.269,DEN,@,OAK,L 20-34,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
233,2007,2007-12-09,13,37.276,DEN,,KAN,W 41-7,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
234,2007,2007-12-13,14,37.280,DEN,@,HOU,L 13-31,,0,0,,0,1,1,100.0,2,2,100.0,0,7,1,31,31.00,0
235,2007,2007-12-24,15,37.291,DEN,@,SDG,L 3-23,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
236,2007,2007-12-30,16,37.297,DEN,,MIN,W 22-19,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
237,2008,2008-09-07,1,38.183,ATL,,DET,W 34-21,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
238,2008,2008-09-14,2,38.190,ATL,@,TAM,L 9-24,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
239,2008,2008-09-21,3,38.197,ATL,,KAN,W 38-14,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
240,2008,2008-09-28,4,38.204,ATL,@,CAR,L 9-24,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
241,2008,2008-10-05,5,38.211,ATL,@,GNB,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
242,2008,2008-10-12,6,38.218,ATL,,CHI,W 22-20,,0,0,,0,1,1,100.0,5,6,83.3,0,16,0,0,,0
243,2008,2008-10-26,7,38.232,ATL,@,PHI,L 14-27,,0,0,,0,2,2,100.0,,,,0,2,0,0,,0
244,2008,2008-11-02,8,38.239,ATL,@,OAK,W 24-0,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
245,2008,2008-11-09,9,38.246,ATL,,NOR,W 34-20,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
246,2008,2008-11-16,10,38.253,ATL,,DEN,L 20-24,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
247,2008,2008-11-23,11,38.260,ATL,,CAR,W 45-28,,0,0,,0,6,6,100.0,1,1,100.0,0,9,0,0,,0
248,2008,2008-11-30,12,38.267,ATL,@,SDG,W 22-16,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
249,2008,2008-12-07,13,38.274,ATL,@,NOR,L 25-29,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
250,2008,2008-12-14,14,38.281,ATL,,TAM,W 13-10,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
251,2008,2008-12-21,15,38.288,ATL,@,MIN,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
252,2008,2008-12-28,16,38.295,ATL,,STL,W 31-27,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
253,2009,2009-09-13,1,39.189,ATL,,MIA,W 19-7,,0,0,,0,1,2,50.0,2,4,50.0,0,7,0,0,,0
254,2009,2009-09-20,2,39.196,ATL,,CAR,W 28-20,,0,0,,0,4,4,100.0,,,,0,4,0,0,,0
255,2009,2009-09-27,3,39.203,ATL,@,NWE,L 10-26,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
256,2009,2009-10-11,4,39.217,ATL,@,SFO,W 45-10,,0,0,,0,6,6,100.0,1,1,100.0,0,9,0,0,,0
257,2009,2009-10-18,5,39.224,ATL,,CHI,W 21-14,,0,0,,0,3,3,100.0,,,,0,3,0,0,,0
258,2009,2009-10-25,6,39.231,ATL,@,DAL,L 21-37,,0,0,,0,3,3,100.0,,,,0,3,0,0,,0
259,2009,2009-11-02,7,39.239,ATL,@,NOR,L 27-35,,0,0,,0,3,3,100.0,2,4,50.0,0,9,0,0,,0
260,2009,2009-11-08,8,39.245,ATL,,WAS,W 31-17,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
261,2009,2009-11-15,9,39.252,ATL,@,CAR,L 19-28,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
262,2009,2009-11-22,10,39.259,ATL,@,NYG,L 31-34,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
263,2009,2009-11-29,11,39.266,ATL,,TAM,W 20-17,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
