ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
19,2012,2012-09-23,3,24.341,ATL,@,SDG,W 27-3,,0,0,,0,0.0,0,0,5,223,44.60,0
20,2012,2012-09-30,4,24.348,ATL,,CAR,W 30-28,,0,0,,0,0.0,0,0,5,235,47.00,0
21,2012,2012-10-07,5,24.355,ATL,@,WAS,W 24-17,,0,0,,0,0.0,0,0,6,293,48.83,0
22,2012,2012-10-14,6,24.362,ATL,,OAK,W 23-20,,0,0,,0,0.0,0,0,4,211,52.75,0
23,2012,2012-10-28,7,25.010,ATL,@,PHI,W 30-17,,0,0,,0,0.0,0,0,1,52,52.00,1
24,2012,2012-11-04,8,25.017,ATL,,DAL,W 19-13,,0,0,,0,0.0,0,0,2,80,40.00,0
25,2012,2012-11-11,9,25.024,ATL,@,NOR,L 27-31,,0,0,,0,0.0,0,0,3,140,46.67,0
26,2012,2012-11-18,10,25.031,ATL,,ARI,W 23-19,,0,0,,0,0.0,0,0,4,205,51.25,0
27,2012,2012-11-25,11,25.038,ATL,@,TAM,W 24-23,,0,0,,0,0.0,0,0,1,45,45.00,0
28,2012,2012-11-29,12,25.042,ATL,,NOR,W 23-13,,0,0,,0,0.0,0,0,6,319,53.17,0
29,2012,2012-12-09,13,25.052,ATL,@,CAR,L 20-30,,0,0,,0,0.0,0,0,4,168,42.00,0
30,2012,2012-12-16,14,25.059,ATL,,NYG,W 34-0,,0,0,,0,0.0,0,0,2,100,50.00,0
31,2012,2012-12-22,15,25.065,ATL,@,DET,W 31-18,,0,0,,0,0.0,0,0,4,167,41.75,0
32,2012,2012-12-30,16,25.073,ATL,,TAM,L 17-22,,0,0,,0,0.0,0,0,6,305,50.83,1
33,2013,2013-09-08,1,25.325,ATL,@,NOR,L 17-23,,0,0,,0,0.0,0,0,6,281,46.83,0
34,2013,2013-09-15,2,25.332,ATL,,STL,W 31-24,,0,0,,0,0.0,0,0,6,318,53.00,0
35,2013,2013-09-22,3,25.339,ATL,@,MIA,L 23-27,,0,0,,0,0.0,0,0,2,66,33.00,0
36,2013,2013-09-29,4,25.346,ATL,,NWE,L 23-30,,0,0,,0,0.0,0,0,3,137,45.67,0
37,2013,2013-10-07,5,25.354,ATL,,NYJ,L 28-30,,0,0,,0,0.0,2,0,2,99,49.50,1
38,2013,2013-10-20,6,26.002,ATL,,TAM,W 31-23,,0,0,,0,0.0,0,0,4,192,48.00,0
39,2013,2013-10-27,7,26.009,ATL,@,ARI,L 13-27,,0,0,,0,0.0,0,0,4,183,45.75,0
40,2013,2013-11-03,8,26.016,ATL,@,CAR,L 10-34,,0,0,,0,0.0,1,0,5,225,45.00,0
41,2013,2013-11-10,9,26.023,ATL,,SEA,L 10-33,,0,0,,0,0.0,1,0,5,267,53.40,0
42,2013,2013-11-17,10,26.030,ATL,@,TAM,L 28-41,,0,0,,0,0.0,0,0,1,24,24.00,1
43,2013,2013-11-21,11,26.034,ATL,,NOR,L 13-17,,0,0,,0,0.0,0,0,3,136,45.33,0
44,2013,2013-12-01,12,26.044,ATL,@,BUF,W 34-31,,0,0,,0,0.0,0,0,7,278,39.71,0
45,2013,2013-12-08,13,26.051,ATL,@,GNB,L 21-22,,0,0,,0,0.0,0,0,4,178,44.50,0
46,2013,2013-12-15,14,26.058,ATL,,WAS,W 27-26,,0,0,,0,0.0,0,0,6,296,49.33,0
47,2013,2013-12-23,15,26.066,ATL,@,SFO,L 24-34,,0,0,,0,0.0,0,0,5,244,48.80,0
48,2013,2013-12-29,16,26.072,ATL,,CAR,L 20-21,,0,0,,0,0.0,0,0,5,242,48.40,0
49,2014,2014-09-07,1,26.324,ATL,,NOR,W 37-34,,0,0,,0,0.0,0,0,3,157,52.33,0
50,2014,2014-09-14,2,26.331,ATL,@,CIN,L 10-24,,0,0,,0,0.0,1,0,6,266,44.33,0
51,2014,2014-09-18,3,26.335,ATL,,TAM,W 56-14,,0,0,,0,0.0,0,0,2,84,42.00,0
52,2014,2014-09-28,4,26.345,ATL,@,MIN,L 28-41,,0,0,,0,0.0,1,0,5,250,50.00,0
53,2014,2014-10-05,5,26.352,ATL,@,NYG,L 20-30,,0,0,,0,0.0,0,0,5,163,32.60,0
54,2014,2014-10-12,6,26.359,ATL,,CHI,L 13-27,,0,0,,0,0.0,0,0,5,218,43.60,0
55,2014,2014-10-19,7,27.001,ATL,@,BAL,L 7-29,,0,0,,0,0.0,1,0,5,239,47.80,0
56,2014,2014-10-26,8,27.008,ATL,,DET,L 21-22,,0,0,,0,0.0,0,0,4,153,38.25,0
57,2014,2014-11-09,9,27.022,ATL,@,TAM,W 27-17,,0,0,,0,0.0,0,0,3,144,48.00,0
58,2014,2014-11-16,10,27.029,ATL,@,CAR,W 19-17,,0,0,,0,0.0,0,0,7,344,49.14,0
59,2014,2014-11-23,11,27.036,ATL,,CLE,L 24-26,,0,0,,0,0.0,0,0,4,178,44.50,0
60,2014,2014-11-30,12,27.043,ATL,,ARI,W 29-18,,0,0,,0,0.0,0,0,3,159,53.00,0
61,2014,2014-12-08,13,27.051,ATL,@,GNB,L 37-43,,0,0,,0,0.0,1,0,2,97,48.50,0
62,2014,2014-12-14,14,27.057,ATL,,PIT,L 20-27,,0,0,,0,0.0,1,0,3,144,48.00,0
63,2014,2014-12-21,15,27.064,ATL,@,NOR,W 30-14,,0,0,,0,0.0,0,0,5,221,44.20,0
64,2014,2014-12-28,16,27.071,ATL,,CAR,L 3-34,,0,0,,0,0.0,0,0,5,246,49.20,0
65,2015,2015-09-14,1,27.331,ATL,,PHI,W 26-24,,0,0,,0,0.0,0,0,4,231,57.75,0
66,2015,2015-09-20,2,27.337,ATL,@,NYG,W 24-20,,0,0,,0,0.0,0,0,5,273,54.60,0
67,2015,2015-09-27,3,27.344,ATL,@,DAL,W 39-28,,0,0,,0,0.0,0,0,4,205,51.25,0
68,2015,2015-10-04,4,27.351,ATL,,HOU,W 48-21,,0,0,,0,0.0,0,0,6,286,47.67,0
69,2015,2015-10-11,5,27.358,ATL,,WAS,W 25-19,,0,0,,0,0.0,0,0,1,51,51.00,0
70,2015,2015-10-15,6,27.362,ATL,@,NOR,L 21-31,,0,0,,0,0.0,0,0,3,124,41.33,1
71,2015,2015-10-25,7,28.007,ATL,@,TEN,W 10-7,,0,0,,0,0.0,0,0,4,174,43.50,0
72,2015,2015-11-01,8,28.014,ATL,,TAM,L 20-23,,0,0,,0,0.0,0,0,0,0,,0
73,2015,2015-11-08,9,28.021,ATL,@,SFO,L 16-17,,0,0,,0,0.0,0,0,7,304,43.43,0
74,2015,2015-11-22,10,28.035,ATL,,IND,L 21-24,,0,0,,0,0.0,0,0,5,253,50.60,0
75,2015,2015-11-29,11,28.042,ATL,,MIN,L 10-20,,0,0,,0,0.0,0,0,2,98,49.00,0
76,2015,2015-12-06,12,28.049,ATL,@,TAM,L 19-23,,0,0,,0,0.0,0,0,4,193,48.25,0
77,2015,2015-12-13,13,28.056,ATL,@,CAR,L 0-38,,0,0,,0,0.0,0,0,5,228,45.60,0
78,2015,2015-12-20,14,28.063,ATL,@,JAX,W 23-17,,0,0,,0,0.0,0,0,5,216,43.20,0
79,2015,2015-12-27,15,28.070,ATL,,CAR,W 20-13,,0,0,,0,0.0,0,0,1,25,25.00,0
80,2015,2016-01-03,16,28.077,ATL,,NOR,L 17-20,,0,0,,0,0.0,0,0,2,74,37.00,0
81,2016,2016-09-11,1,28.329,ATL,,TAM,L 24-31,,0,0,,0,0.0,0,0,5,193,38.60,0
82,2016,2016-09-18,2,28.336,ATL,@,OAK,W 35-28,,0,0,,0,0.0,0,0,3,132,44.00,0
83,2016,2016-09-26,3,28.344,ATL,@,NOR,W 45-32,,0,0,,0,0.0,0,0,2,90,45.00,0
84,2016,2016-10-02,4,28.350,ATL,,CAR,W 48-33,,0,0,,0,0.0,0,0,3,158,52.67,0
85,2016,2016-10-09,5,28.357,ATL,@,DEN,W 23-16,,0,0,,0,0.0,0,0,3,185,61.67,0
86,2016,2016-10-16,6,28.364,ATL,@,SEA,L 24-26,,0,0,,0,0.0,0,0,4,165,41.25,0
87,2016,2016-10-23,7,29.005,ATL,,SDG,L 30-33,,0,0,,0,0.0,0,0,2,101,50.50,0
88,2016,2016-10-30,8,29.012,ATL,,GNB,W 33-32,,0,0,,0,0.0,0,0,2,101,50.50,0
89,2016,2016-11-03,9,29.016,ATL,@,TAM,W 43-28,,0,0,,0,0.0,0,0,0,0,,0
90,2016,2016-11-13,10,29.026,ATL,@,PHI,L 15-24,,0,0,,0,0.0,0,0,2,95,47.50,0
91,2016,2016-12-04,12,29.047,ATL,,KAN,L 28-29,,0,0,,0,0.0,0,0,1,46,46.00,0
92,2016,2016-12-11,13,29.054,ATL,@,LAR,W 42-14,,0,0,,0,0.0,0,0,8,415,51.88,0
93,2016,2016-12-18,14,29.061,ATL,,SFO,W 41-13,,0,0,,0,0.0,0,0,2,67,33.50,0
94,2016,2016-12-24,15,29.067,ATL,@,CAR,W 33-16,,0,0,,0,0.0,0,0,3,127,42.33,0
95,2016,2017-01-01,16,29.075,ATL,,NOR,W 38-32,,0,0,,0,0.0,0,0,4,185,46.25,0
96,2017,2017-09-10,1,29.327,ATL,@,CHI,W 23-17,,0,0,,0,0.0,0,0,3,178,59.33,0
97,2017,2017-09-17,2,29.334,ATL,,GNB,W 34-23,,0,0,,0,0.0,0,0,4,165,41.25,0
98,2017,2017-09-24,3,29.341,ATL,@,DET,W 30-26,,0,0,,0,0.0,0,0,2,91,45.50,0
99,2017,2017-10-01,4,29.348,ATL,,BUF,L 17-23,,0,0,,0,0.0,0,0,3,120,40.00,0
100,2017,2017-10-15,5,29.362,ATL,,MIA,L 17-20,,1,0,0.00,0,0.0,0,0,3,118,39.33,0
101,2017,2017-10-22,6,30.004,ATL,@,NWE,L 7-23,,0,0,,0,0.0,0,0,2,84,42.00,0
102,2017,2017-10-29,7,30.011,ATL,@,NYJ,W 25-20,,0,0,,0,0.0,0,0,5,214,42.80,0
103,2017,2017-11-05,8,30.018,ATL,@,CAR,L 17-20,,0,0,,0,0.0,0,0,4,196,49.00,0
104,2017,2017-11-12,9,30.025,ATL,,DAL,W 27-7,,0,0,,0,0.0,0,0,2,85,42.50,0
105,2017,2017-11-20,10,30.033,ATL,@,SEA,W 34-31,,0,0,,0,0.0,0,0,3,116,38.67,0
106,2017,2017-11-26,11,30.039,ATL,,TAM,W 34-20,,0,0,,0,0.0,0,0,2,104,52.00,0
107,2017,2017-12-03,12,30.046,ATL,,MIN,L 9-14,,0,0,,0,0.0,0,0,4,197,49.25,0
108,2017,2017-12-07,13,30.050,ATL,,NOR,W 20-17,,0,0,,0,0.0,0,0,2,83,41.50,0
109,2017,2017-12-18,14,30.061,ATL,@,TAM,W 24-21,,0,0,,0,0.0,0,0,4,161,40.25,0
110,2017,2017-12-24,15,30.067,ATL,@,NOR,L 13-23,,0,0,,0,0.0,0,0,5,234,46.80,0
111,2017,2017-12-31,16,30.074,ATL,,CAR,W 22-10,,0,0,,0,0.0,0,0,5,233,46.60,0
112,2018,2018-09-06,1,30.323,ATL,@,PHI,L 12-18,,0,0,,0,0.0,0,0,6,286,47.67,0
113,2018,2018-09-16,2,30.333,ATL,,CAR,W 31-24,,0,0,,0,0.0,0,0,4,179,44.75,0
114,2018,2018-09-23,3,30.340,ATL,,NOR,L 37-43,,0,0,,0,0.0,0,0,5,216,43.20,1
