ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
25,1991,1991-12-14,15,26.181,KAN,@,SFO,L 14-28,,0,0,,0,,,,,,,,,,,,
26,1991,1991-12-22,16,26.189,KAN,@,RAI,W 27-21,,8,188,23.50,2,,,0,0,,0,0,0,,0,2,12
27,1992,1992-09-06,1,27.082,KAN,@,SDG,W 24-10,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
28,1992,1992-09-13,2,27.089,KAN,,SEA,W 26-7,4,1,72,72.00,1,25.0%,18.00,0,0,,0,0,0,,0,1,6
29,1992,1992-09-20,3,27.096,KAN,@,HOU,L 20-23,8,6,77,12.83,0,75.0%,9.63,0,0,,0,0,0,,0,0,0
30,1992,1992-09-28,4,27.104,KAN,,RAI,W 27-7,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
31,1992,1992-10-04,5,27.110,KAN,@,DEN,L 19-20,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,0,0
32,1992,1992-10-11,6,27.117,KAN,,PHI,W 24-17,6,3,79,26.33,2,50.0%,13.17,0,0,,0,0,0,,0,2,12
33,1992,1992-10-18,7,27.124,KAN,@,DAL,L 10-17,7,1,10,10.00,0,14.3%,1.43,0,0,,0,0,0,,0,0,0
34,1992,1992-10-25,8,27.131,KAN,,PIT,L 3-27,8,4,46,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0
35,1992,1992-11-08,9,27.145,KAN,,SDG,W 16-14,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0
36,1992,1992-11-15,10,27.152,KAN,,WAS,W 35-16,9,7,60,8.57,0,77.8%,6.67,0,0,,0,0,0,,0,0,0
37,1992,1992-11-22,11,27.159,KAN,@,SEA,W 24-14,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0
38,1992,1992-11-29,12,27.166,KAN,@,NYJ,W 23-7,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0,,0,0,0
39,1992,1992-12-06,13,27.173,KAN,@,RAI,L 7-28,8,5,88,17.60,0,62.5%,11.00,0,0,,0,0,0,,0,0,0
40,1992,1992-12-13,14,27.180,KAN,,NWE,W 27-20,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0
41,1992,1992-12-19,15,27.186,KAN,@,NYG,L 21-35,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0
42,1992,1992-12-27,16,27.194,KAN,,DEN,W 42-20,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0
43,1993,1993-09-05,1,28.081,KAN,@,TAM,W 27-3,4,3,82,27.33,1,75.0%,20.50,0,0,,0,0,0,,0,1,6
44,1993,1993-09-12,2,28.088,KAN,@,HOU,L 0-30,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0
45,1993,1993-09-20,3,28.096,KAN,,DEN,W 15-7,6,3,54,18.00,0,50.0%,9.00,0,0,,0,3,32,10.67,0,0,0
46,1993,1993-10-03,4,28.109,KAN,,RAI,W 24-9,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0
47,1993,1993-10-10,5,28.116,KAN,,CIN,W 17-15,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0
48,1993,1993-10-17,6,28.123,KAN,@,SDG,W 17-14,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,,0,0,0
49,1993,1993-10-31,7,28.137,KAN,@,MIA,L 10-30,9,5,65,13.00,0,55.6%,7.22,0,0,,0,0,0,,0,0,0
50,1993,1993-11-08,8,28.145,KAN,,GNB,W 23-16,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0,,0,0,0
51,1993,1993-11-14,9,28.151,KAN,@,RAI,W 31-20,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,
52,1993,1993-11-21,10,28.158,KAN,,CHI,L 17-19,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,0,0
53,1993,1993-11-28,11,28.165,KAN,,BUF,W 23-7,8,5,39,7.80,0,62.5%,4.88,0,0,,0,0,0,,0,0,0
54,1993,1993-12-05,12,28.172,KAN,@,SEA,W 31-16,8,4,61,15.25,0,50.0%,7.63,0,0,,0,0,0,,0,0,0
55,1993,1993-12-12,13,28.179,KAN,@,DEN,L 21-27,7,5,95,19.00,0,71.4%,13.57,0,0,,0,1,3,3.00,0,0,0
56,1993,1993-12-19,14,28.186,KAN,,SDG,W 28-24,5,3,28,9.33,1,60.0%,5.60,0,0,,0,1,8,8.00,0,1,6
57,1993,1993-12-26,15,28.193,KAN,@,MIN,L 10-30,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
58,1993,1994-01-02,16,28.200,KAN,,SEA,W 34-24,11,6,68,11.33,0,54.5%,6.18,0,0,,0,0,0,,0,0,0
59,1994,1994-09-04,1,29.080,KAN,@,NOR,W 30-17,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0
60,1994,1994-09-11,2,29.087,KAN,,SFO,W 24-17,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0
61,1994,1994-09-18,3,29.094,KAN,@,ATL,W 30-10,10,7,99,14.14,2,70.0%,9.90,0,0,,0,0,0,,0,2,12
62,1994,1994-09-25,4,29.101,KAN,,RAM,L 0-16,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
63,1994,1994-10-09,5,29.115,KAN,@,SDG,L 6-20,13,7,72,10.29,0,53.8%,5.54,0,0,,0,0,0,,0,0,0
64,1994,1994-10-17,6,29.123,KAN,@,DEN,W 31-28,8,2,31,15.50,1,25.0%,3.88,0,0,,0,0,0,,0,1,6
65,1994,1994-10-23,7,29.129,KAN,,SEA,W 38-23,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
66,1994,1994-11-20,11,29.157,KAN,,CLE,W 20-13,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0
67,1994,1994-11-27,12,29.164,KAN,@,SEA,L 9-10,7,3,28,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0
68,1994,1994-12-04,13,29.171,KAN,,DEN,L 17-20,13,7,101,14.43,0,53.8%,7.77,0,0,,0,0,0,,0,0,0
69,1994,1994-12-12,14,29.179,KAN,@,MIA,L 28-45,13,10,131,13.10,1,76.9%,10.08,0,0,,0,0,0,,0,1,6
70,1994,1994-12-18,15,29.185,KAN,,HOU,W 31-9,6,2,45,22.50,0,33.3%,7.50,0,0,,0,0,0,,0,0,0
71,1994,1994-12-24,16,29.191,KAN,@,RAI,W 19-9,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
72,1995,1995-09-03,1,30.079,ATL,,CAR,W 23-20,8,4,22,5.50,1,50.0%,2.75,0,0,,0,0,0,,0,1,6
73,1995,1995-09-10,2,30.086,ATL,@,SFO,L 10-41,12,5,60,12.00,0,41.7%,5.00,0,0,,0,0,0,,0,0,0
74,1995,1995-09-17,3,30.093,ATL,@,NOR,W 27-24,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0
75,1995,1995-09-24,4,30.100,ATL,,NYJ,W 13-3,9,4,43,10.75,0,44.4%,4.78,0,0,,0,0,0,,0,0,0
76,1995,1995-10-01,5,30.107,ATL,,NWE,W 30-17,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0
77,1995,1995-10-22,7,30.128,ATL,@,TAM,W 24-21,7,3,15,5.00,0,42.9%,2.14,0,0,,0,0,0,,0,0,0
78,1995,1995-10-29,8,30.135,ATL,,DAL,L 13-28,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0
79,1995,1995-11-05,9,30.142,ATL,,DET,W 34-22,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,0,0
80,1995,1995-11-12,10,30.149,ATL,@,BUF,L 17-23,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
81,1995,1995-12-24,16,30.191,ATL,,SFO,W 28-27,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,0,0
82,1996,1996-09-01,1,31.077,ATL,@,CAR,L 6-29,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0
83,1996,1996-09-08,2,31.084,ATL,,MIN,L 17-23,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0,,0,0,0
84,1996,1996-09-29,4,31.105,ATL,@,SFO,L 17-39,2,0,0,,0,0.0%,0.00,,,,,,,,,,
85,1996,1996-10-20,7,31.126,ATL,@,DAL,L 28-32,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0
86,1996,1996-10-27,8,31.133,ATL,,PIT,L 17-20,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0
87,1996,1996-11-03,9,31.140,ATL,,CAR,W 20-17,7,3,23,7.67,1,42.9%,3.29,0,0,,0,0,0,,0,1,6
88,1996,1996-11-10,10,31.147,ATL,@,STL,L 16-59,11,8,75,9.38,1,72.7%,6.82,0,0,,0,0,0,,0,1,6
89,1996,1996-11-17,11,31.154,ATL,,NOR,W 17-15,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
90,1996,1996-11-24,12,31.161,ATL,@,CIN,L 31-41,4,2,55,27.50,0,50.0%,13.75,0,0,,0,0,0,,0,0,0
91,1996,1996-12-02,13,31.169,ATL,,SFO,L 10-34,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0,,0,0,0
92,1996,1996-12-08,14,31.175,ATL,@,NOR,W 31-15,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,0,0
93,1996,1996-12-15,15,31.182,ATL,,STL,L 27-34,6,4,50,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0
