ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
13,2009,2009-12-06,12,25.119,CAR,,TAM,W 16-6,*,14,20,70.00,161,0,1,73.1,1,9,8.05,5.80,1,-1,-1.00,0,0,0,0.0,0,0
14,2009,2009-12-13,13,25.126,CAR,@,NWE,L 10-20,*,15,30,50.00,197,1,0,82.2,2,18,6.57,7.23,0,0,,0,0,0,0.0,0,0
15,2009,2009-12-20,14,25.133,CAR,,MIN,W 26-7,*,21,33,63.64,299,3,0,123.2,2,26,9.06,10.88,5,-2,-0.40,0,0,0,0.0,0,0
16,2009,2009-12-27,15,25.140,CAR,@,NYG,W 41-9,*,15,20,75.00,171,3,0,139.8,1,2,8.55,11.55,4,2,0.50,0,0,0,0.0,0,0
17,2009,2010-01-03,16,25.147,CAR,,NOR,W 23-10,*,14,23,60.87,162,1,0,96.6,2,13,7.04,7.91,1,-1,-1.00,0,0,0,0.0,0,0
18,2010,2010-09-12,1,26.034,CAR,@,NYG,L 18-31,*,14,33,42.42,182,1,3,32.6,4,34,5.52,2.03,2,15,7.50,0,0,0,0.0,0,0
19,2010,2010-09-19,2,26.041,CAR,,TAM,L 7-20,*,6,16,37.50,125,1,1,60.7,4,25,7.81,6.25,1,2,2.00,0,0,0,0.0,0,0
20,2010,2010-10-10,5,26.062,CAR,,CHI,L 6-23,,5,10,50.00,35,0,2,18.7,0,0,3.50,-5.50,0,0,,0,0,0,0.0,0,0
21,2010,2010-10-24,6,26.076,CAR,,SFO,W 23-20,*,28,41,68.29,308,2,1,96.4,1,5,7.51,7.39,1,3,3.00,0,0,0,0.0,0,0
22,2010,2010-10-31,7,26.083,CAR,@,STL,L 10-20,*,23,37,62.16,194,1,3,51.0,3,18,5.24,2.14,1,5,5.00,0,0,0,0.0,0,0
23,2010,2010-11-07,8,26.090,CAR,,NOR,L 3-34,*,3,6,50.00,13,0,0,56.2,1,8,2.17,2.17,0,0,,0,0,0,0.0,0,0
24,2011,2011-10-02,4,27.054,MIA,@,SDG,L 16-26,,17,26,65.38,167,0,1,67.3,3,18,6.42,4.69,1,-1,-1.00,0,0,0,0.0,0,0
25,2011,2011-10-17,5,27.069,MIA,@,NYJ,L 6-24,*,16,34,47.06,204,0,2,41.8,4,14,6.00,3.35,0,0,,0,0,0,0.0,0,0
26,2011,2011-10-23,6,27.075,MIA,,DEN,L 15-18,*,22,33,66.67,197,1,0,92.6,4,24,5.97,6.58,2,-1,-0.50,0,0,0,0.0,1,0
27,2011,2011-10-30,7,27.082,MIA,@,NYG,L 17-20,*,13,22,59.09,138,0,1,58.5,5,37,6.27,4.23,5,31,6.20,1,1,6,0.0,0,0
28,2011,2011-11-06,8,27.089,MIA,@,KAN,W 31-3,*,17,23,73.91,244,3,0,147.5,0,0,10.61,13.22,4,3,0.75,0,0,0,0.0,0,0
29,2011,2011-11-13,9,27.096,MIA,,WAS,W 20-9,*,20,29,68.97,209,0,1,75.2,2,9,7.21,5.66,2,14,7.00,0,0,0,0.0,0,0
30,2011,2011-11-20,10,27.103,MIA,,BUF,W 35-8,*,14,20,70.00,160,3,0,133.3,1,13,8.00,11.00,3,2,0.67,0,0,0,0.0,0,0
31,2011,2011-11-24,11,27.107,MIA,@,DAL,L 19-20,*,19,32,59.38,288,1,0,99.5,4,25,9.00,9.63,3,3,1.00,0,0,0,0.0,1,0
32,2011,2011-12-04,12,27.117,MIA,,OAK,W 34-14,*,13,25,52.00,162,1,0,85.7,1,9,6.48,7.28,5,22,4.40,1,1,6,0.0,0,0
33,2011,2011-12-11,13,27.124,MIA,,PHI,L 10-26,*,11,19,57.89,95,1,1,66.8,4,22,5.00,3.68,1,1,1.00,0,0,0,0.0,0,0
34,2011,2011-12-18,14,27.131,MIA,@,BUF,W 30-23,*,10,20,50.00,217,2,0,122.3,2,23,10.85,12.85,0,0,,0,0,0,0.0,0,0
35,2011,2011-12-24,15,27.137,MIA,@,NWE,L 24-27,*,16,32,50.00,281,3,1,98.6,5,28,8.78,9.25,3,-8,-2.67,0,0,0,0.0,0,0
36,2011,2012-01-01,16,27.145,MIA,,NYJ,W 19-17,*,22,32,68.75,135,1,2,61.3,1,7,4.22,2.03,3,-1,-0.33,0,0,0,0.0,0,0
37,2012,2012-10-28,7,28.080,MIA,@,NYJ,W 30-9,,11,19,57.89,131,1,0,96.6,1,1,6.89,7.95,4,-4,-1.00,0,0,0,0.0,0,0
38,2012,2012-11-04,8,28.087,MIA,@,IND,L 20-23,,,,,,,,,,,,,,,,,,,,,
39,2012,2012-11-11,9,28.094,MIA,,TEN,L 3-37,,0,0,,0,0,0,,1,8,,,1,1,1.00,0,0,0,0.0,0,0
40,2012,2012-11-15,10,28.098,MIA,@,BUF,L 14-19,,,,,,,,,,,,,,,,,,,,,
41,2013,2013-12-22,15,29.135,MIA,@,BUF,L 0-19,,2,6,33.33,53,0,2,27.1,0,0,8.83,-6.17,0,0,,0,0,0,0.0,0,1
42,2014,2014-09-28,4,30.050,MIA,@,OAK,W 38-14,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0,0.0,0,0
43,2014,2014-11-02,8,30.085,MIA,,SDG,W 37-0,,2,4,50.00,21,0,0,65.6,0,0,5.25,5.25,0,0,,0,0,0,0.0,0,0
44,2015,2015-10-25,6,31.077,MIA,,HOU,W 44-26,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,3,-2,-0.67,0,0,0,0.0,0,0
45,2016,2016-10-23,7,32.075,MIA,,BUF,W 28-25,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
46,2016,2016-12-11,13,32.124,MIA,,ARI,W 26-23,,3,5,60.00,47,0,0,91.2,0,0,9.40,9.40,0,0,,0,0,0,0.0,0,0
47,2016,2016-12-17,14,32.130,MIA,@,NYJ,W 34-13,*,12,18,66.67,236,4,1,126.2,1,0,13.11,15.06,0,0,,0,0,0,0.0,0,0
48,2016,2016-12-24,15,32.137,MIA,@,BUF,W 34-31,*,16,30,53.33,233,2,1,87.2,0,0,7.77,7.60,1,-1,-1.00,0,0,0,0.0,0,0
49,2016,2017-01-01,16,32.145,MIA,,NWE,L 14-35,*,24,34,70.59,205,2,1,93.4,0,0,6.03,5.88,0,0,,0,0,0,0.0,0,0
50,2017,2017-10-22,6,33.074,MIA,,NYJ,W 31-28,,13,21,61.90,188,2,1,102.9,1,9,8.95,8.71,0,0,,0,0,0,0.0,0,0
51,2017,2017-10-26,7,33.078,MIA,@,BAL,L 0-40,*,25,44,56.82,176,0,2,47.2,3,25,4.00,1.95,0,0,,0,0,0,0.0,0,0
52,2017,2017-11-19,10,33.102,MIA,,TAM,L 20-30,,17,28,60.71,282,1,0,106.5,1,0,10.07,10.79,1,0,0.00,0,0,0,0.0,0,0
53,2017,2017-11-26,11,33.109,MIA,@,NWE,L 17-35,*,23,34,67.65,215,1,2,70.1,7,61,6.32,4.26,2,9,4.50,0,0,0,0.0,0,0
