ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
31,1970,1970-11-22,10,23.267,CIN,,PIT,W 34-7,13,32,2.46,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
32,1970,1970-11-29,11,23.274,CIN,,NOR,W 26-6,10,31,3.10,0,2,13,6.50,0,0,0,,0,0,0,,0,0,0,0,0,0
33,1970,1970-12-06,12,23.281,CIN,@,SDG,W 17-14,15,55,3.67,1,4,-4,-1.00,0,0,0,,0,0,0,,0,1,6,0,0,0
34,1970,1970-12-13,13,23.288,CIN,@,HOU,W 30-20,13,39,3.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,0,0,0
35,1970,1970-12-20,14,23.295,CIN,,BOS,W 45-7,6,29,4.83,0,2,-3,-1.50,0,0,0,,0,0,0,,0,0,0,0,0,0
36,1971,1971-09-19,1,24.203,CIN,,PHI,W 37-14,10,41,4.10,0,6,54,9.00,1,0,0,,0,0,0,,0,1,6,0,0,0
37,1971,1971-09-26,2,24.210,CIN,@,PIT,L 10-21,7,12,1.71,0,3,-5,-1.67,0,0,0,,0,0,0,,0,0,0,0,0,0
38,1971,1971-10-03,3,24.217,CIN,@,GNB,L 17-20,4,5,1.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
39,1971,1971-10-10,4,24.224,CIN,,MIA,L 13-23,10,52,5.20,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
40,1971,1971-10-17,5,24.231,CIN,,CLE,L 24-27,13,87,6.69,0,3,31,10.33,0,0,0,,0,0,0,,0,0,0,0,0,0
41,1971,1971-10-24,6,24.238,CIN,@,OAK,L 27-31,10,23,2.30,0,1,13,13.00,0,0,0,,0,0,0,,0,0,0,0,0,0
42,1971,1971-10-31,7,24.245,CIN,@,HOU,L 6-10,6,11,1.83,0,2,-4,-2.00,0,0,0,,0,0,0,,0,0,0,0,0,0
43,1971,1971-11-07,8,24.252,CIN,,ATL,L 6-9,15,63,4.20,0,2,13,6.50,0,0,0,,0,0,0,,0,0,0,0,0,0
44,1971,1971-11-14,9,24.259,CIN,@,DEN,W 24-10,4,13,3.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
45,1971,1971-11-21,10,24.266,CIN,,HOU,W 28-13,2,14,7.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,0,0,0
46,1971,1971-11-28,11,24.273,CIN,,SDG,W 31-0,7,36,5.14,0,1,10,10.00,0,0,0,,0,0,0,,0,0,0,0,0,0
47,1971,1971-12-05,12,24.280,CIN,@,CLE,L 27-31,,,,,,,,,,,,,,,,,,,,,
48,1971,1971-12-12,13,24.287,CIN,,PIT,L 13-21,4,39,9.75,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0,0,0
49,1971,1971-12-19,14,24.294,CIN,@,NYJ,L 21-35,2,24,12.00,0,2,11,5.50,0,2,49,24.50,0,0,0,,0,0,0,0,0,0
50,1972,1972-09-17,1,25.202,CIN,@,NWE,W 31-7,4,25,6.25,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
51,1972,1972-09-24,2,25.209,CIN,,PIT,W 15-10,7,25,3.57,0,3,17,5.67,0,0,0,,0,0,0,,0,0,0,0,0,0
52,1972,1972-10-01,3,25.216,CIN,@,CLE,L 6-27,6,25,4.17,0,5,30,6.00,0,0,0,,0,0,0,,0,0,0,0,0,0
53,1972,1972-10-08,4,25.223,CIN,,DEN,W 21-10,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
54,1972,1972-10-15,5,25.230,CIN,@,KAN,W 23-16,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0,0,0,0
55,1972,1972-10-22,6,25.237,CIN,@,RAM,L 12-15,7,28,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
56,1972,1972-10-29,7,25.244,CIN,,HOU,W 30-7,6,16,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
57,1972,1972-11-05,8,25.251,CIN,@,PIT,L 17-40,,,,,,,,,,,,,,,,,,,,,
58,1972,1972-11-19,10,25.265,CIN,,BAL,L 19-20,,,,,,,,,,,,,,,,,,,,,
59,1972,1972-11-26,11,25.272,CIN,@,CHI,W 13-3,6,23,3.83,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
60,1972,1972-12-03,12,25.279,CIN,,NYG,W 13-10,5,36,7.20,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
61,1972,1972-12-09,13,25.285,CIN,,CLE,L 24-27,5,23,4.60,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
62,1972,1972-12-17,14,25.293,CIN,@,HOU,W 61-17,1,2,2.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,0,0,0,0
63,1973,1973-09-16,1,26.200,NOR,,ATL,L 7-62,8,58,7.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
64,1973,1973-09-24,2,26.208,NOR,@,DAL,L 3-40,11,29,2.64,0,3,30,10.00,0,0,0,,0,0,0,,0,0,0,0,0,0
65,1973,1973-09-30,3,26.214,NOR,@,BAL,L 10-14,9,28,3.11,0,2,21,10.50,0,0,0,,0,0,0,,0,0,0,0,0,0
66,1973,1973-10-07,4,26.221,NOR,,CHI,W 21-16,18,86,4.78,0,4,38,9.50,0,0,0,,0,0,0,,0,0,0,0,0,0
67,1973,1973-10-14,5,26.228,NOR,,DET,W 20-13,19,72,3.79,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
68,1973,1973-10-21,6,26.235,NOR,@,SFO,L 0-40,10,14,1.40,0,1,4,4.00,0,0,0,,0,0,0,,0,0,0,0,0,0
69,1973,1973-10-28,7,26.242,NOR,,WAS,W 19-3,23,85,3.70,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0,0,0,0
70,1973,1973-11-04,8,26.249,NOR,,BUF,W 13-0,18,52,2.89,0,1,20,20.00,0,0,0,,0,0,0,,0,0,0,0,0,0
71,1973,1973-11-11,9,26.256,NOR,@,RAM,L 7-29,8,36,4.50,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0,0,0,0
72,1973,1973-11-18,10,26.263,NOR,@,SDG,L 14-17,16,43,2.69,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0,0,0
73,1973,1973-11-25,11,26.270,NOR,,RAM,L 13-24,10,27,2.70,0,2,3,1.50,0,0,0,,0,0,0,,0,0,0,0,0,0
74,1973,1973-12-02,12,26.277,NOR,@,GNB,L 10-30,8,27,3.38,0,5,37,7.40,0,0,0,,0,0,0,,0,0,0,0,0,0
75,1973,1973-12-09,13,26.284,NOR,,SFO,W 16-10,22,57,2.59,0,1,1,1.00,0,0,0,,0,0,0,,0,0,0,0,0,0
76,1973,1973-12-16,14,26.291,NOR,@,ATL,L 10-14,18,49,2.72,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
77,1974,1974-09-15,1,27.199,NOR,,SFO,L 13-17,20,51,2.55,0,2,9,4.50,0,0,0,,0,0,0,,0,0,0,0,0,0
78,1974,1974-09-22,2,27.206,NOR,@,RAM,L 0-24,5,8,1.60,0,2,7,3.50,0,0,0,,0,0,0,,0,0,0,0,0,0
79,1974,1974-09-29,3,27.213,NOR,,ATL,W 14-13,16,63,3.94,1,1,10,10.00,0,0,0,,0,0,0,,0,1,6,0,0,0
80,1974,1974-10-06,4,27.220,NOR,@,CHI,L 10-24,15,45,3.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,0,0,0
81,1974,1974-10-13,5,27.227,NOR,@,DEN,L 17-33,9,32,3.56,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
82,1974,1974-10-20,6,27.234,NOR,@,ATL,W 13-3,12,49,4.08,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
83,1974,1974-10-27,7,27.241,NOR,,PHI,W 14-10,16,53,3.31,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
84,1974,1974-11-03,8,27.248,NOR,@,DET,L 14-19,12,56,4.67,0,0,0,,0,3,63,21.00,0,0,0,,0,0,0,0,0,0
85,1974,1974-11-10,9,27.255,NOR,,MIA,L 0-21,15,48,3.20,0,3,8,2.67,0,0,0,,0,0,0,,0,0,0,0,0,0
86,1974,1974-11-17,10,27.262,NOR,,RAM,W 20-7,15,58,3.87,0,2,23,11.50,0,0,0,,0,0,0,,0,0,0,0,0,0
87,1974,1974-11-25,11,27.270,NOR,,PIT,L 7-28,10,13,1.30,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
88,1974,1974-12-01,12,27.276,NOR,@,MIN,L 9-29,13,38,2.92,0,0,0,,0,1,4,4.00,0,0,0,,0,0,0,0,0,0
89,1974,1974-12-08,13,27.283,NOR,,STL,W 14-0,9,32,3.56,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
90,1974,1974-12-15,14,27.290,NOR,@,SFO,L 21-35,7,10,1.43,0,0,0,,0,3,57,19.00,0,0,0,,0,0,0,0,0,0
91,1975,1975-09-22,1,28.206,OAK,@,MIA,W 31-21,3,5,1.67,0,1,22,22.00,0,0,0,,0,0,0,,0,0,0,0,0,0
92,1975,1975-09-28,2,28.212,OAK,@,BAL,W 31-20,4,31,7.75,1,0,0,,0,2,35,17.50,0,0,0,,0,1,6,0,0,0
93,1975,1975-10-05,3,28.219,OAK,@,SDG,W 6-0,14,34,2.43,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
94,1975,1975-10-12,4,28.226,OAK,@,KAN,L 10-42,2,-1,-0.50,0,0,0,,0,2,51,25.50,0,0,0,,0,0,0,0,0,0
95,1975,1975-10-19,5,28.233,OAK,@,CIN,L 10-14,5,15,3.00,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0,0,0,0
96,1975,1975-10-26,6,28.240,OAK,,SDG,W 25-0,6,34,5.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
97,1975,1975-11-02,7,28.247,OAK,@,DEN,W 42-17,3,7,2.33,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0,0,0,0
98,1975,1975-11-09,8,28.254,OAK,,NOR,W 48-10,4,22,5.50,0,2,-7,-3.50,0,0,0,,0,0,0,,0,0,0,0,0,0
99,1975,1975-11-16,9,28.261,OAK,,CLE,W 38-17,6,26,4.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
100,1975,1975-11-23,10,28.268,OAK,@,WAS,W 26-23,1,1,1.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,0,0,0,0
101,1975,1975-11-30,11,28.275,OAK,,ATL,W 37-34,,,,,,,,,,,,,,,,,,,,,
102,1975,1975-12-08,12,28.283,OAK,,DEN,W 17-10,4,28,7.00,0,0,0,,0,2,67,33.50,0,0,0,,0,0,0,0,0,0
103,1975,1975-12-14,13,28.289,OAK,,HOU,L 26-27,4,12,3.00,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0,0,0,0
104,1975,1975-12-21,14,28.296,OAK,,KAN,W 28-20,7,84,12.00,0,0,0,,0,2,62,31.00,0,0,0,,0,0,0,0,0,0
105,1976,1976-09-19,2,29.204,NWE,,MIA,W 30-14,,,,,,,,,,,,,,,,,,,,,
106,1976,1976-09-26,3,29.211,NWE,@,PIT,W 30-27,,,,,,,,,,,,,,,,,,,,,
107,1976,1976-10-03,4,29.218,NWE,,OAK,W 48-17,5,14,2.80,1,1,18,18.00,0,0,0,,0,0,0,,0,1,6,0,0,0
108,1976,1976-10-10,5,29.225,NWE,@,DET,L 10-30,2,8,4.00,0,0,0,,0,4,111,27.75,0,0,0,,0,0,0,0,0,0
109,1976,1976-10-18,6,29.233,NWE,,NYJ,W 41-7,3,69,23.00,0,0,0,,0,2,48,24.00,0,0,0,,0,0,0,0,0,0
110,1976,1976-10-24,7,29.239,NWE,@,BUF,W 26-22,2,8,4.00,0,0,0,,0,1,71,71.00,0,0,0,,0,0,0,0,0,0
111,1976,1976-10-31,8,29.246,NWE,@,MIA,L 3-10,2,17,8.50,0,0,0,,0,2,54,27.00,0,0,0,,0,0,0,0,0,0
112,1976,1976-11-07,9,29.253,NWE,,BUF,W 20-10,,,,,,,,,,,,,,,,,,,,,
113,1976,1976-11-14,10,29.260,NWE,@,BAL,W 21-14,0,0,,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0,0,0,0
114,1976,1976-11-21,11,29.267,NWE,@,NYJ,W 38-24,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0,0,0,0
115,1976,1976-11-28,12,29.274,NWE,,DEN,W 38-14,6,23,3.83,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0,0,0,0
116,1976,1976-12-05,13,29.281,NWE,,NOR,W 27-6,1,3,3.00,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0,0,0
117,1976,1976-12-12,14,29.288,NWE,@,TAM,W 31-14,3,22,7.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
118,1977,1977-09-18,1,30.202,NWE,,KAN,W 21-17,1,11,11.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
119,1977,1977-09-26,2,30.210,NWE,@,CLE,L 27-30,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0,0,0,0
120,1977,1977-10-02,3,30.216,NWE,@,NYJ,L 27-30,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0,0,0,0
121,1977,1977-10-09,4,30.223,NWE,,SEA,W 31-0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
122,1977,1977-10-16,5,30.230,NWE,@,SDG,W 24-20,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
123,1977,1977-10-23,6,30.237,NWE,,BAL,W 17-3,,,,,,,,,,,,,,,,,,,,,
124,1977,1977-10-30,7,30.244,NWE,,NYJ,W 24-13,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0,0,0,0
125,1977,1977-11-06,8,30.251,NWE,,BUF,L 14-24,,,,,,,,,,,,,,,,,,,,,
126,1977,1977-11-13,9,30.258,NWE,@,MIA,L 5-17,,,,,,,,,,,,,,,,,,,,,
127,1977,1977-11-20,10,30.265,NWE,@,BUF,W 20-7,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
128,1977,1977-11-27,11,30.272,NWE,,PHI,W 14-6,,,,,,,,,,,,,,,,,,,,,
129,1977,1977-12-04,12,30.279,NWE,@,ATL,W 16-10,0,0,,0,0,0,,0,1,8,8.00,0,0,0,,0,0,0,0,0,0
130,1977,1977-12-11,13,30.286,NWE,,MIA,W 14-10,0,0,,0,0,0,,0,1,12,12.00,0,0,0,,0,0,0,0,0,0
131,1977,1977-12-18,14,30.293,NWE,@,BAL,L 24-30,0,0,,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0,0,0,0
