ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
32,1984,1984-10-14,7,24.202,RAI,,MIN,W 23-20,17,54,3.18,1,,6,42,7.00,0,,,0,0,,0,0,0,,,0,,,1,6
33,1984,1984-10-21,8,24.209,RAI,@,SDG,W 44-37,19,107,5.63,0,,5,40,8.00,1,,,0,0,,0,0,0,,,0,,,1,6
34,1984,1984-10-28,9,24.216,RAI,,DEN,L 19-22,16,70,4.38,1,,6,63,10.50,1,,,0,0,,0,0,0,,,0,,,2,12
35,1984,1984-11-04,10,24.223,RAI,@,CHI,L 6-17,15,42,2.80,0,,4,53,13.25,0,,,1,2,50.00,38,0,0,95.8,0,0,19.00,19.00,0,0
36,1984,1984-11-12,11,24.231,RAI,@,SEA,L 14-17,15,57,3.80,2,,5,37,7.40,0,,,0,0,,0,0,0,,,0,,,2,12
37,1984,1984-11-18,12,24.237,RAI,,KAN,W 17-7,16,95,5.94,0,,3,21,7.00,0,,,0,0,,0,0,0,,,0,,,0,0
38,1984,1984-11-25,13,24.244,RAI,,IND,W 21-7,18,110,6.11,0,,1,9,9.00,0,,,0,0,,0,0,0,,,0,,,0,0
39,1984,1984-12-02,14,24.251,RAI,@,MIA,W 45-34,20,155,7.75,3,,1,10,10.00,0,,,0,0,,0,0,0,,,0,,,3,18
40,1984,1984-12-10,15,24.259,RAI,@,DET,W 24-3,17,56,3.29,0,,3,93,31.00,1,,,0,0,,0,0,0,,,0,,,1,6
41,1984,1984-12-16,16,24.265,RAI,,PIT,L 7-13,13,38,2.92,0,,2,14,7.00,0,,,0,0,,0,0,0,,,0,,,0,0
42,1985,1985-09-08,1,25.166,RAI,,NYJ,W 31-0,20,76,3.80,2,,2,30,15.00,0,,,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,2,12
43,1985,1985-09-12,2,25.170,RAI,@,KAN,L 20-36,14,50,3.57,0,,6,27,4.50,0,,,0,0,,0,0,0,,,0,,,0,0
44,1985,1985-09-22,3,25.180,RAI,,SFO,L 10-34,12,59,4.92,0,,8,53,6.63,0,,,0,0,,0,0,0,,,0,,,0,0
45,1985,1985-09-29,4,25.187,RAI,@,NWE,W 35-20,21,98,4.67,0,,3,30,10.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
46,1985,1985-10-06,5,25.194,RAI,,KAN,W 19-10,29,126,4.34,0,,3,24,8.00,0,,,0,0,,0,0,0,,,0,,,0,0
47,1985,1985-10-13,6,25.201,RAI,,NOR,W 23-13,28,107,3.82,2,,3,51,17.00,0,,,0,0,,0,0,0,,,0,,,2,12
48,1985,1985-10-20,7,25.208,RAI,@,CLE,W 21-20,20,81,4.05,0,,3,41,13.67,1,,,0,0,,0,0,0,,,0,,,1,6
49,1985,1985-10-28,8,25.216,RAI,,SDG,W 34-21,30,111,3.70,3,,3,24,8.00,0,,,0,0,,0,0,0,,,0,,,3,18
50,1985,1985-11-03,9,25.222,RAI,@,SEA,L 3-33,19,101,5.32,0,,5,49,9.80,0,,,0,0,,0,0,0,,,0,,,0,0
51,1985,1985-11-10,10,25.229,RAI,@,SDG,L 34-40,28,119,4.25,1,,5,30,6.00,0,,,0,0,,0,0,0,,,0,,,1,6
52,1985,1985-11-17,11,25.236,RAI,,CIN,W 13-6,31,135,4.35,0,,6,54,9.00,1,,,0,0,,0,0,0,,,0,,,1,6
53,1985,1985-11-24,12,25.243,RAI,,DEN,W 31-28,24,173,7.21,1,,4,49,12.25,0,,,0,0,,0,0,0,,,0,,,1,6
54,1985,1985-12-01,13,25.250,RAI,@,ATL,W 34-24,28,156,5.57,0,,2,42,21.00,1,,,0,0,,0,0,0,,,0,,,1,6
55,1985,1985-12-08,14,25.257,RAI,@,DEN,W 17-14,25,135,5.40,1,,5,21,4.20,0,,,0,0,,0,0,0,,,0,,,1,6
56,1985,1985-12-15,15,25.264,RAI,,SEA,W 13-3,27,109,4.04,1,,1,5,5.00,0,,,0,0,,0,0,0,,,0,,,1,6
57,1985,1985-12-23,16,25.272,RAI,@,RAM,W 16-6,24,123,5.13,0,,8,25,3.13,0,,,0,0,,0,0,0,,,0,,,0,0
58,1986,1986-09-07,1,26.165,RAI,@,DEN,L 36-38,24,102,4.25,1,,6,102,17.00,1,,,0,0,,0,0,0,,,0,,,2,12
59,1986,1986-09-14,2,26.172,RAI,@,WAS,L 6-10,23,104,4.52,0,,5,33,6.60,0,,,0,0,,0,0,0,,,0,,,0,0
60,1986,1986-09-21,3,26.179,RAI,,NYG,L 9-14,15,40,2.67,0,,5,86,17.20,0,,,0,0,,0,0,0,,,0,,,0,0
61,1986,1986-10-12,6,26.200,RAI,,SEA,W 14-10,6,11,1.83,0,,1,11,11.00,0,,,0,0,,0,0,0,,,0,,,0,0
62,1986,1986-10-19,7,26.207,RAI,@,MIA,W 30-28,21,96,4.57,2,,3,20,6.67,1,,,0,0,,0,0,0,,,0,,,3,18
63,1986,1986-11-02,9,26.221,RAI,,DEN,L 10-21,22,71,3.23,0,,4,19,4.75,0,,,0,0,,0,0,0,,,0,,,0,0
64,1986,1986-11-09,10,26.228,RAI,@,DAL,W 17-13,7,29,4.14,0,,1,5,5.00,0,,,0,0,,0,0,0,,,0,,,0,0
65,1986,1986-11-16,11,26.235,RAI,,CLE,W 27-14,13,56,4.31,0,,1,3,3.00,0,,,0,0,,0,0,0,,,0,,,0,0
66,1986,1986-11-20,12,26.239,RAI,@,SDG,W 37-31,21,88,4.19,1,,4,19,4.75,0,,,0,0,,0,0,0,,,0,,,1,6
67,1986,1986-11-30,13,26.249,RAI,,PHI,L 27-33,24,59,2.46,0,,5,91,18.20,0,,,0,0,,0,0,0,,,0,,,0,0
68,1986,1986-12-08,14,26.257,RAI,@,SEA,L 0-37,9,12,1.33,0,,2,14,7.00,0,,,0,0,,0,0,0,,,0,,,0,0
69,1986,1986-12-14,15,26.263,RAI,,KAN,L 17-20,13,60,4.62,1,,6,38,6.33,0,,,0,0,,0,0,0,,,0,,,1,6
70,1986,1986-12-21,16,26.270,RAI,,IND,L 24-30,10,31,3.10,0,,3,12,4.00,0,,,0,0,,0,0,0,,,0,,,0,0
71,1987,1987-09-13,1,27.171,RAI,@,GNB,W 20-0,33,136,4.12,1,,2,0,0.00,0,,,0,0,,0,0,0,,,0,,,1,6
72,1987,1987-09-20,2,27.178,RAI,,DET,W 27-7,22,79,3.59,1,,3,6,2.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
73,1987,1987-10-25,6,27.213,RAI,,SEA,L 13-35,11,29,2.64,0,,3,14,4.67,0,,,0,0,,0,0,0,,,0,,,0,0
74,1987,1987-11-01,7,27.220,RAI,@,NWE,L 23-26,16,41,2.56,1,,5,60,12.00,0,,,0,0,,0,0,0,,,0,,,1,6
75,1987,1987-11-08,8,27.227,RAI,@,MIN,L 20-31,11,50,4.55,0,,4,12,3.00,0,,,0,0,,0,0,0,,,0,,,0,0
76,1987,1987-11-15,9,27.234,RAI,@,SDG,L 14-16,13,82,6.31,0,,3,21,7.00,0,,,0,0,,0,0,0,,,0,,,0,0
77,1987,1987-11-22,10,27.241,RAI,,DEN,L 17-23,11,44,4.00,0,,4,60,15.00,0,,,0,0,,0,0,0,,,0,,,0,0
78,1987,1987-11-30,11,27.249,RAI,@,SEA,W 37-14,18,76,4.22,0,,3,20,6.67,0,,,0,0,,0,0,0,,,0,,,0,0
79,1987,1987-12-06,12,27.255,RAI,,BUF,W 34-21,15,47,3.13,1,,5,58,11.60,0,,,1,1,100.00,23,0,0,118.7,0,0,23.00,23.00,1,6
80,1987,1987-12-13,13,27.262,RAI,@,KAN,L 10-16,18,60,3.33,1,,3,53,17.67,0,,,0,0,,0,0,0,,,0,,,1,6
81,1987,1987-12-20,14,27.269,RAI,,CLE,L 17-24,14,35,2.50,0,,10,84,8.40,0,,,0,0,,0,0,0,,,0,,,0,0
82,1987,1987-12-27,15,27.276,RAI,,CHI,L 3-6,18,75,4.17,0,,6,22,3.67,0,,,0,0,,0,0,0,,1,0,,,0,0
83,1988,1988-09-04,1,28.162,RAI,,SDG,W 24-13,28,88,3.14,2,,1,9,9.00,0,,,1,2,50.00,21,0,0,87.5,0,0,10.50,10.50,2,12
84,1988,1988-09-11,2,28.169,RAI,@,HOU,L 35-38,22,70,3.18,2,,2,22,11.00,0,,,0,0,,0,0,0,,1,0,,,2,12
85,1988,1988-09-18,3,28.176,RAI,,RAM,L 17-22,14,53,3.79,0,,5,54,10.80,1,,,0,0,,0,0,0,,,0,,,1,6
86,1988,1988-09-26,4,28.184,RAI,@,DEN,W 30-27,22,56,2.55,1,,2,16,8.00,0,,,0,0,,0,0,0,,,0,,,1,6
87,1988,1988-10-02,5,28.190,RAI,,CIN,L 21-45,11,53,4.82,0,,5,32,6.40,0,,,0,0,,0,0,0,,,0,,,0,0
88,1988,1988-10-16,7,28.204,RAI,@,KAN,W 27-17,11,20,1.82,1,,1,7,7.00,0,,,0,0,,0,0,0,,,0,,,1,6
89,1988,1988-10-23,8,28.211,RAI,@,NOR,L 6-20,20,102,5.10,0,,3,26,8.67,0,,,0,0,,0,0,0,,,0,,,0,0
90,1988,1988-10-30,9,28.218,RAI,,KAN,W 17-10,21,70,3.33,1,,2,20,10.00,0,,,0,0,,0,0,0,,,0,,,1,6
91,1988,1988-11-06,10,28.225,RAI,@,SDG,W 13-3,17,67,3.94,0,,0,0,,0,,,0,0,,0,0,0,,,0,,,0,0
92,1988,1988-11-13,11,28.232,RAI,@,SFO,W 9-3,14,58,4.14,0,,1,9,9.00,0,,,0,0,,0,0,0,,,0,,,0,0
93,1988,1988-11-20,12,28.239,RAI,,ATL,L 6-12,7,18,2.57,0,,3,30,10.00,0,,,0,0,,0,0,0,,,0,,,0,0
94,1988,1988-11-28,13,28.247,RAI,@,SEA,L 27-35,8,75,9.38,0,,1,17,17.00,0,,,0,0,,0,0,0,,,0,,,0,0
95,1988,1988-12-04,14,28.253,RAI,,DEN,W 21-20,13,57,4.38,0,,3,25,8.33,0,,,0,0,,0,0,0,,,0,,,0,0
96,1988,1988-12-11,15,28.260,RAI,@,BUF,L 21-37,11,37,3.36,0,,3,31,10.33,0,,,0,0,,0,0,0,,,0,,,0,0
97,1988,1988-12-18,16,28.267,RAI,,SEA,L 37-43,4,7,1.75,0,,2,5,2.50,0,,,0,0,,0,0,0,,,0,,,0,0
98,1989,1989-09-10,1,29.168,RAI,,SDG,W 40-14,13,51,3.92,1,,2,-1,-0.50,0,,,0,0,,0,0,0,,,0,,,1,6
99,1989,1989-09-17,2,29.175,RAI,@,KAN,L 19-24,18,58,3.22,0,,3,44,14.67,0,,,0,0,,0,0,0,,,0,,,0,0
100,1989,1989-09-24,3,29.182,RAI,@,DEN,L 21-31,10,45,4.50,0,,6,63,10.50,0,,,0,0,,0,0,0,,,0,,,0,0
101,1989,1989-10-01,4,29.189,RAI,,SEA,L 20-24,11,65,5.91,0,,3,31,10.33,0,,,0,0,,0,0,0,,,0,,,0,0
102,1989,1989-10-09,5,29.197,RAI,@,NYJ,W 14-7,10,43,4.30,0,,4,34,8.50,0,,,0,0,,0,0,0,,,0,,,0,0
103,1989,1989-12-10,14,29.259,RAI,,PHO,W 16-14,4,10,2.50,1,,1,9,9.00,0,,,0,0,,0,0,0,,,0,,,1,6
104,1989,1989-12-17,15,29.266,RAI,@,SEA,L 17-23,1,8,8.00,0,,0,0,,0,,,0,0,,0,0,0,,,0,,,0,0
105,1989,1989-12-24,16,29.273,RAI,@,NYG,L 17-34,2,13,6.50,0,,1,11,11.00,0,,,0,0,,0,0,0,,,0,,,0,0
106,1990,1990-09-09,1,30.167,RAI,,DEN,W 14-9,8,47,5.88,0,,1,12,12.00,0,,,0,0,,0,0,0,,,0,,,0,0
107,1990,1990-09-16,2,30.174,RAI,@,SEA,W 17-13,10,35,3.50,0,,1,29,29.00,0,,,0,0,,0,0,0,,,0,,,0,0
108,1990,1990-09-23,3,30.181,RAI,,PIT,W 20-3,11,44,4.00,1,,1,2,2.00,0,,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,6
109,1990,1990-09-30,4,30.188,RAI,,CHI,W 24-10,12,57,4.75,2,,0,0,,0,,,0,0,,0,0,0,,,0,,,2,12
110,1990,1990-10-07,5,30.195,RAI,@,BUF,L 24-38,20,71,3.55,1,,2,16,8.00,0,,,0,0,,0,0,0,,,0,,,1,6
111,1990,1990-10-14,6,30.202,RAI,,SEA,W 24-17,12,41,3.42,0,,1,11,11.00,0,,,0,0,,0,0,0,,,0,,,0,0
112,1990,1990-10-21,7,30.209,RAI,@,SDG,W 24-9,8,45,5.63,0,,3,50,16.67,0,,,0,0,,0,0,0,,,0,,,0,0
113,1990,1990-11-04,8,30.223,RAI,@,KAN,L 7-9,7,24,3.43,0,,0,0,,0,,,0,0,,0,0,0,,,0,,,0,0
114,1990,1990-11-11,9,30.230,RAI,,GNB,L 16-29,5,17,3.40,2,,0,0,,0,,,0,0,,0,0,0,,,0,,,2,12
115,1990,1990-11-19,10,30.238,RAI,@,MIA,W 13-10,19,79,4.16,1,,2,22,11.00,0,,,0,0,,0,0,0,,,0,,,1,6
116,1990,1990-11-25,11,30.244,RAI,,KAN,L 24-27,15,76,5.07,3,,0,0,,0,,,0,0,,0,0,0,,,0,,,3,18
117,1990,1990-12-02,12,30.251,RAI,@,DEN,W 23-20,11,22,2.00,0,,0,0,,0,,,0,0,,0,0,0,,,0,,,0,0
118,1990,1990-12-10,13,30.259,RAI,@,DET,W 38-31,7,18,2.57,1,,3,28,9.33,0,,,0,0,,0,0,0,,,0,,,1,6
119,1990,1990-12-16,14,30.265,RAI,,CIN,W 24-7,14,39,2.79,0,,0,0,,0,,,0,0,,0,0,0,,,0,,,0,0
120,1990,1990-12-22,15,30.271,RAI,@,MIN,W 28-24,12,37,3.08,0,,1,19,19.00,1,,,0,0,,0,0,0,,,0,,,1,6
121,1990,1990-12-30,16,30.279,RAI,,SDG,W 17-12,8,30,3.75,1,,0,0,,0,,,0,0,,0,0,0,,,0,,,1,6
122,1991,1991-09-01,1,31.159,RAI,@,HOU,L 17-47,8,17,2.13,0,,3,16,5.33,0,,,0,0,,0,0,0,,,0,,,0,0
123,1991,1991-11-10,10,31.229,RAI,@,DEN,W 17-16,4,15,3.75,0,,0,0,,0,,,1,1,100.00,11,1,0,152.1,0,0,11.00,31.00,0,0
124,1991,1991-11-17,11,31.236,RAI,,SEA,W 31-7,9,54,6.00,0,,1,10,10.00,0,,,0,0,,0,0,0,,,0,,,0,0
125,1991,1991-11-24,12,31.243,RAI,@,CIN,W 38-14,3,19,6.33,1,,0,0,,0,,,0,0,,0,0,0,,,0,,,1,6
126,1991,1991-12-01,13,31.250,RAI,@,SDG,W 9-7,9,45,5.00,0,,2,7,3.50,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
127,1991,1991-12-08,14,31.257,RAI,,BUF,L 27-30,16,57,3.56,1,,3,38,12.67,0,,,0,0,,0,0,0,,,0,,,1,6
128,1991,1991-12-16,15,31.265,RAI,@,NOR,L 0-27,5,25,5.00,0,,1,15,15.00,0,,,0,0,,0,0,0,,,0,,,0,0
129,1991,1991-12-22,16,31.271,RAI,,KAN,L 21-27,9,55,6.11,0,,5,45,9.00,0,,,0,0,,0,0,0,,,0,,,0,0
130,1992,1992-09-06,1,32.164,RAI,@,DEN,L 13-17,1,4,4.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0
131,1992,1992-09-13,2,32.171,RAI,@,CIN,L 21-24,4,22,5.50,1,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,,,0,,,1,6
132,1992,1992-09-20,3,32.178,RAI,,CLE,L 16-28,8,52,6.50,0,12,8,57,7.13,0,66.7%,4.75,0,0,,0,0,0,,,0,,,0,0
133,1992,1992-09-28,4,32.186,RAI,@,KAN,L 7-27,6,-3,-0.50,0,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,,0,,,0,0
134,1992,1992-10-04,5,32.192,RAI,,NYG,W 13-10,,,,,,,,,,0.0%,,,,,,,,,,,,,,
135,1992,1992-10-11,6,32.199,RAI,,BUF,W 20-3,10,37,3.70,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,0,,,0,0
136,1992,1992-10-18,7,32.206,RAI,@,SEA,W 19-0,10,38,3.80,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0
137,1992,1992-10-25,8,32.213,RAI,,DAL,L 13-28,3,9,3.00,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,1,6
138,1992,1992-11-08,9,32.227,RAI,@,PHI,L 10-31,6,23,3.83,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,0,,,0,0
139,1992,1992-11-15,10,32.234,RAI,,SEA,W 20-3,1,3,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0
140,1992,1992-11-22,11,32.241,RAI,,DEN,W 24-0,1,5,5.00,0,2,2,21,10.50,1,100.0%,10.50,0,0,,0,0,0,,,0,,,1,6
141,1992,1992-11-29,12,32.248,RAI,@,SDG,L 3-27,4,20,5.00,0,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,,0,,,0,0
142,1992,1992-12-06,13,32.255,RAI,,KAN,W 28-7,5,37,7.40,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,0,,,0,0
143,1992,1992-12-14,14,32.263,RAI,@,MIA,L 7-20,1,2,2.00,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,,0,,,0,0
144,1992,1992-12-20,15,32.269,RAI,,SDG,L 14-36,2,12,6.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,,0,,,0,0
145,1992,1992-12-26,16,32.275,RAI,@,WAS,W 21-20,5,40,8.00,0,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,,,0,,,0,0
146,1993,1993-09-05,1,33.163,KAN,@,TAM,W 27-3,13,79,6.08,0,1,1,12,12.00,1,100.0%,12.00,0,0,,0,0,0,,,,,,1,6
147,1993,1993-09-12,2,33.170,KAN,@,HOU,L 0-30,6,17,2.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
148,1993,1993-09-20,3,33.178,KAN,,DEN,W 15-7,17,91,5.35,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0
149,1993,1993-10-03,4,33.191,KAN,,RAI,W 24-9,17,24,1.41,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,6
150,1993,1993-10-10,5,33.198,KAN,,CIN,W 17-15,13,48,3.69,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,1,6
151,1993,1993-10-17,6,33.205,KAN,@,SDG,W 17-14,13,46,3.54,1,5,3,30,10.00,1,60.0%,6.00,0,0,,0,0,0,,,,,,2,12
152,1993,1993-10-31,7,33.219,KAN,@,MIA,L 10-30,4,14,3.50,0,5,5,36,7.20,0,100.0%,7.20,0,0,,0,0,0,,,,,,0,0
153,1993,1993-11-08,8,33.227,KAN,,GNB,W 23-16,17,35,2.06,1,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,,,,,1,6
154,1993,1993-11-14,9,33.233,KAN,@,RAI,W 31-20,17,85,5.00,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,1,6
155,1993,1993-11-21,10,33.240,KAN,,CHI,L 17-19,16,78,4.88,2,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,,,,,2,12
156,1993,1993-11-28,11,33.247,KAN,,BUF,W 23-7,22,74,3.36,0,3,2,28,14.00,1,66.7%,9.33,0,0,,0,0,0,,,,,,1,6
157,1993,1993-12-05,12,33.254,KAN,@,SEA,W 31-16,12,73,6.08,3,5,4,26,6.50,0,80.0%,5.20,0,0,,0,0,0,,,,,,3,18
158,1993,1993-12-12,13,33.261,KAN,@,DEN,L 21-27,14,41,2.93,1,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,1,6
159,1993,1993-12-19,14,33.268,KAN,,SDG,W 28-24,14,16,1.14,1,5,5,20,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,1,6
160,1993,1993-12-26,15,33.275,KAN,@,MIN,L 10-30,4,9,2.25,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0
161,1993,1994-01-02,16,33.282,KAN,,SEA,W 34-24,7,34,4.86,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,,,,,0,0
162,1994,1994-09-04,1,34.162,KAN,@,NOR,W 30-17,17,82,4.82,1,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,,,,,1,6
163,1994,1994-09-11,2,34.169,KAN,,SFO,W 24-17,20,69,3.45,1,3,2,45,22.50,0,66.7%,15.00,0,0,,0,0,0,,,,,,1,6
164,1994,1994-09-18,3,34.176,KAN,@,ATL,W 30-10,8,11,1.38,0,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,,,,,,0,0
165,1994,1994-09-25,4,34.183,KAN,,RAM,L 0-16,15,59,3.93,0,5,2,6,3.00,0,40.0%,1.20,0,0,,0,0,0,,,,,,0,0
166,1994,1994-10-09,5,34.197,KAN,@,SDG,L 6-20,10,17,1.70,0,11,9,83,9.22,0,81.8%,7.55,0,0,,0,0,0,,,,,,0,0
167,1994,1994-10-17,6,34.205,KAN,@,DEN,W 31-28,16,63,3.94,1,5,5,49,9.80,0,100.0%,9.80,0,0,,0,0,0,,,,,,1,6
168,1994,1994-10-23,7,34.211,KAN,,SEA,W 38-23,14,77,5.50,1,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,,,,,1,6
169,1994,1994-10-30,8,34.218,KAN,@,BUF,L 10-44,8,27,3.38,1,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,,,,,1,6
