ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
32,2007,2007-11-25,11,25.352,SDG,,BAL,W 32-14,*,25,35,71.43,249,3,0,119.8,0,0,7.11,8.83,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
33,2007,2007-12-02,12,25.359,SDG,@,KAN,W 24-10,*,10,21,47.62,157,1,1,68.9,3,18,7.48,6.29,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
34,2007,2007-12-09,13,26.001,SDG,@,TEN,W 23-17,*,21,40,52.50,228,2,2,65.4,4,28,5.70,4.45,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
35,2007,2007-12-16,14,26.008,SDG,,DET,W 51-14,*,14,21,66.67,142,1,0,101.7,0,0,6.76,7.71,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
36,2007,2007-12-24,15,26.016,SDG,,DEN,W 23-3,*,17,25,68.00,189,1,0,103.6,1,3,7.56,8.36,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
37,2007,2007-12-30,16,26.022,SDG,@,OAK,W 30-17,*,13,23,56.52,135,2,0,102.6,1,7,5.87,7.61,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,,
38,2008,2008-09-07,1,26.274,SDG,,CAR,L 24-26,*,17,27,62.96,217,3,0,125.1,1,6,8.04,10.26,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
39,2008,2008-09-14,2,26.281,SDG,@,DEN,L 38-39,*,21,33,63.64,377,3,1,120.4,1,1,11.42,11.88,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
40,2008,2008-09-22,3,26.289,SDG,,NYJ,W 48-29,*,19,25,76.00,250,3,1,130.0,0,0,10.00,10.60,3,-1,-0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
41,2008,2008-09-28,4,26.295,SDG,@,OAK,W 28-18,*,14,25,56.00,180,1,2,58.7,4,26,7.20,4.40,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
42,2008,2008-10-05,5,26.302,SDG,@,MIA,L 10-17,*,13,28,46.43,159,1,0,76.3,2,17,5.68,6.39,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
43,2008,2008-10-12,6,26.309,SDG,,NWE,W 30-10,*,18,27,66.67,306,3,0,141.9,0,0,11.33,13.56,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
44,2008,2008-10-19,7,26.316,SDG,@,BUF,L 14-23,*,22,29,75.86,208,2,1,103.8,2,17,7.17,7.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
45,2008,2008-10-26,8,26.323,SDG,@,NOR,L 32-37,*,25,40,62.50,341,3,1,104.3,0,0,8.53,8.90,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
46,2008,2008-11-09,9,26.337,SDG,,KAN,W 20-19,*,27,36,75.00,316,2,2,96.5,2,8,8.78,7.39,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2008,2008-11-16,10,26.344,SDG,@,PIT,L 10-11,*,15,26,57.69,164,0,2,44.4,2,12,6.31,2.85,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2008,2008-11-23,11,26.351,SDG,,IND,L 20-23,*,24,31,77.42,288,2,0,126.8,2,14,9.29,10.58,2,15,7.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
49,2008,2008-11-30,12,26.358,SDG,,ATL,L 16-22,*,17,30,56.67,149,0,0,70.0,3,18,4.97,4.97,4,18,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
50,2008,2008-12-04,13,26.362,SDG,,OAK,W 34-7,*,10,22,45.45,214,3,0,120.1,0,0,9.73,12.45,5,19,3.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
51,2008,2008-12-14,14,27.006,SDG,@,KAN,W 22-21,*,34,48,70.83,346,2,1,96.4,3,20,7.21,7.10,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
52,2008,2008-12-21,15,27.013,SDG,@,TAM,W 41-24,*,21,31,67.74,287,4,0,136.7,1,7,9.26,11.84,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
53,2008,2008-12-28,16,27.020,SDG,,DEN,W 52-21,*,15,20,75.00,207,2,0,141.0,2,5,10.35,12.35,4,11,2.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
54,2009,2009-09-14,1,27.280,SDG,@,OAK,W 24-20,*,24,36,66.67,252,1,1,84.5,3,12,7.00,6.31,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2009,2009-09-20,2,27.286,SDG,,BAL,L 26-31,*,25,45,55.56,436,2,2,85.0,2,15,9.69,8.58,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
56,2009,2009-09-27,3,27.293,SDG,,MIA,W 23-13,*,18,33,54.55,303,0,0,85.8,2,17,9.18,9.18,1,5,5.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
57,2009,2009-10-04,4,27.300,SDG,@,PIT,L 28-38,*,21,36,58.33,254,3,0,107.9,3,19,7.06,8.72,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
58,2009,2009-10-19,5,27.315,SDG,,DEN,L 23-34,*,20,33,60.61,274,1,0,97.3,5,36,8.30,8.91,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
59,2009,2009-10-25,6,27.321,SDG,@,KAN,W 37-7,*,18,30,60.00,268,3,0,122.6,0,0,8.93,10.93,2,18,9.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
60,2009,2009-11-01,7,27.328,SDG,,OAK,W 24-16,*,16,25,64.00,249,1,1,93.6,1,3,9.96,8.96,4,-2,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
61,2009,2009-11-08,8,27.335,SDG,@,NYG,W 21-20,*,24,36,66.67,209,3,2,86.5,2,17,5.81,4.97,1,15,15.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
62,2009,2009-11-15,9,27.342,SDG,,PHI,W 31-23,*,20,25,80.00,231,2,0,131.8,2,19,9.24,10.84,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
63,2009,2009-11-22,10,27.349,SDG,@,DEN,W 32-3,*,17,22,77.27,145,1,0,109.1,0,0,6.59,7.50,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
64,2009,2009-11-29,11,27.356,SDG,,KAN,W 43-14,*,21,28,75.00,317,2,0,135.6,0,0,11.32,12.75,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
65,2009,2009-12-06,12,27.363,SDG,@,CLE,W 30-23,*,18,25,72.00,373,2,0,140.8,1,8,14.92,16.52,4,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
66,2009,2009-12-13,13,28.005,SDG,@,DAL,W 20-17,*,21,32,65.63,272,1,1,89.6,1,4,8.50,7.72,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
67,2009,2009-12-20,14,28.012,SDG,,CIN,W 27-24,*,24,38,63.16,308,3,2,92.9,2,12,8.11,7.32,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
68,2009,2009-12-25,15,28.017,SDG,@,TEN,W 42-17,*,21,27,77.78,264,2,0,132.1,1,5,9.78,11.26,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
69,2009,2010-01-03,16,28.026,SDG,,WAS,W 23-20,*,9,15,60.00,99,1,0,101.8,0,0,6.60,7.93,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
70,2010,2010-09-13,1,28.279,SDG,@,KAN,L 14-21,*,22,39,56.41,298,2,0,98.0,2,18,7.64,8.67,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
71,2010,2010-09-19,2,28.285,SDG,,JAX,W 38-13,*,22,29,75.86,334,3,2,119.0,1,8,11.52,10.48,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
72,2010,2010-09-26,3,28.292,SDG,@,SEA,L 20-27,*,29,53,54.72,455,2,2,80.3,4,26,8.58,7.64,1,2,2.00,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
73,2010,2010-10-03,4,28.299,SDG,,ARI,W 41-10,*,15,20,75.00,241,2,0,148.1,1,10,12.05,14.05,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
74,2010,2010-10-10,5,28.306,SDG,@,OAK,L 27-35,*,27,42,64.29,431,2,0,114.3,3,16,10.26,11.21,1,14,14.00,0,0,0,0,,0,0.0%,,,0,0,0.0,2,0
75,2010,2010-10-17,6,28.313,SDG,@,STL,L 17-20,*,22,37,59.46,249,1,1,77.4,7,41,6.73,6.05,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
76,2010,2010-10-24,7,28.320,SDG,,NWE,L 20-23,*,34,50,68.00,336,1,1,85.1,2,11,6.72,6.22,6,9,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
77,2010,2010-10-31,8,28.327,SDG,,TEN,W 33-25,*,27,36,75.00,305,2,1,106.8,1,5,8.47,8.33,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
78,2010,2010-11-07,9,28.334,SDG,@,HOU,W 29-23,*,17,23,73.91,295,4,1,137.2,1,5,12.83,14.35,4,-7,-1.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
79,2010,2010-11-22,10,28.349,SDG,,DEN,W 35-14,*,15,24,62.50,233,4,1,116.8,1,8,9.71,11.17,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
80,2010,2010-11-28,11,28.355,SDG,@,IND,W 36-14,*,19,23,82.61,185,0,0,100.2,2,13,8.04,8.04,3,7,2.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
81,2010,2010-12-05,12,28.362,SDG,,OAK,L 13-28,*,23,39,58.97,280,1,1,79.0,4,15,7.18,6.54,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
82,2010,2010-12-12,13,29.004,SDG,,KAN,W 31-0,*,18,24,75.00,226,2,1,114.2,2,7,9.42,9.21,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
83,2010,2010-12-16,14,29.008,SDG,,SFO,W 34-7,*,19,25,76.00,273,3,0,150.5,1,7,10.92,13.32,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
84,2010,2010-12-26,15,29.018,SDG,@,CIN,L 20-34,*,27,40,67.50,256,1,1,82.9,1,7,6.40,5.78,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
85,2010,2011-01-02,16,29.025,SDG,@,DEN,W 33-28,*,21,37,56.76,313,0,1,73.4,5,30,8.46,7.24,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
86,2011,2011-09-11,1,29.277,SDG,,MIN,W 24-17,*,33,48,68.75,335,2,2,85.0,2,5,6.98,5.94,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
87,2011,2011-09-18,2,29.284,SDG,@,NWE,L 21-35,*,29,40,72.50,378,2,2,97.7,2,6,9.45,8.20,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
88,2011,2011-09-25,3,29.291,SDG,,KAN,W 20-17,*,24,38,63.16,266,0,2,62.0,2,8,7.00,4.63,3,-2,-0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
89,2011,2011-10-02,4,29.298,SDG,,MIA,W 26-16,*,21,31,67.74,307,1,0,110.6,2,12,9.90,10.55,5,18,3.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
90,2011,2011-10-09,5,29.305,SDG,@,DEN,W 29-24,*,18,29,62.07,250,1,1,86.9,5,38,8.62,7.76,3,10,3.33,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
91,2011,2011-10-23,6,29.319,SDG,@,NYJ,L 21-27,*,16,32,50.00,179,1,2,51.4,1,7,5.59,3.41,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
92,2011,2011-10-31,7,29.327,SDG,@,KAN,L 20-23,*,26,41,63.41,369,0,2,72.1,3,24,9.00,6.80,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
93,2011,2011-11-06,8,29.333,SDG,,GNB,L 38-45,*,26,46,56.52,385,4,3,85.9,2,10,8.37,7.17,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
94,2011,2011-11-10,9,29.337,SDG,,OAK,L 17-24,*,23,47,48.94,274,2,1,72.5,6,35,5.83,5.72,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
95,2011,2011-11-20,10,29.347,SDG,@,CHI,L 20-31,*,21,31,67.74,280,2,2,90.8,0,0,9.03,7.42,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
96,2011,2011-11-27,11,29.354,SDG,,DEN,L 13-16,*,19,36,52.78,188,1,0,77.1,3,29,5.22,5.78,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
97,2011,2011-12-05,12,29.362,SDG,@,JAX,W 38-14,*,22,28,78.57,294,3,0,146.1,0,0,10.50,12.64,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
98,2011,2011-12-11,13,30.003,SDG,,BUF,W 37-10,*,24,33,72.73,240,3,0,123.3,2,24,7.27,9.09,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
99,2011,2011-12-18,14,30.010,SDG,,BAL,W 34-14,*,17,23,73.91,270,1,0,127.1,0,0,11.74,12.61,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
100,2011,2011-12-24,15,30.016,SDG,@,DET,L 10-38,*,28,53,52.83,299,1,2,60.2,0,0,5.64,4.32,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
101,2011,2012-01-01,16,30.024,SDG,@,OAK,W 38-26,*,19,26,73.08,310,3,1,135.1,0,0,11.92,12.50,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
102,2012,2012-09-10,1,30.277,SDG,@,OAK,W 22-14,*,24,33,72.73,231,1,0,102.0,1,5,7.00,7.61,1,-2,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
103,2012,2012-09-16,2,30.283,SDG,,TEN,W 38-10,*,24,32,75.00,284,3,1,119.8,4,16,8.88,9.34,1,9,9.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
104,2012,2012-09-23,3,30.290,SDG,,ATL,L 3-27,*,21,38,55.26,173,0,2,45.2,1,9,4.55,2.18,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
105,2012,2012-09-30,4,30.297,SDG,@,KAN,W 37-20,*,18,23,78.26,209,2,1,115.4,3,20,9.09,8.87,3,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
106,2012,2012-10-07,5,30.304,SDG,@,NOR,L 24-31,*,27,42,64.29,354,2,1,96.7,5,44,8.43,8.31,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
107,2012,2012-10-15,6,30.312,SDG,,DEN,L 24-35,*,25,41,60.98,241,2,4,54.1,4,24,5.88,2.46,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
108,2012,2012-10-28,7,30.325,SDG,@,CLE,L 6-7,*,18,34,52.94,154,0,0,65.1,1,6,4.53,4.53,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
109,2012,2012-11-01,8,30.329,SDG,,KAN,W 31-13,*,18,20,90.00,220,2,1,125.0,1,4,11.00,10.75,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
110,2012,2012-11-11,9,30.339,SDG,@,TAM,L 24-34,*,29,37,78.38,337,3,2,109.1,2,14,9.11,8.30,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
111,2012,2012-11-18,10,30.346,SDG,@,DEN,L 23-30,*,24,40,60.00,258,2,2,74.8,4,34,6.45,5.20,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
112,2012,2012-11-25,11,30.353,SDG,,BAL,L 13-16,*,23,36,63.89,228,1,0,91.0,6,39,6.33,6.89,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
113,2012,2012-12-02,12,30.360,SDG,,CIN,L 13-20,*,26,48,54.17,280,0,1,62.8,4,29,5.83,4.90,2,20,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
114,2012,2012-12-09,13,31.001,SDG,@,PIT,W 34-24,*,21,41,51.22,200,3,0,89.5,1,0,4.88,6.34,3,3,1.00,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
115,2012,2012-12-16,14,31.008,SDG,,CAR,L 7-31,*,16,23,69.57,121,1,0,96.5,6,27,5.26,6.13,3,4,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
116,2012,2012-12-23,15,31.015,SDG,@,NYJ,W 27-17,*,11,22,50.00,165,2,0,105.3,4,29,7.50,9.32,5,4,0.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
117,2012,2012-12-30,16,31.022,SDG,,OAK,W 24-21,*,13,17,76.47,151,2,0,142.0,2,11,8.88,11.24,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
118,2013,2013-09-09,1,31.275,SDG,,HOU,L 28-31,*,14,29,48.28,195,4,1,95.5,2,12,6.72,7.93,1,18,18.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
119,2013,2013-09-15,2,31.281,SDG,@,PHI,W 33-30,*,36,47,76.60,419,3,0,124.3,1,6,8.91,10.19,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
120,2013,2013-09-22,3,31.288,SDG,@,TEN,L 17-20,*,20,24,83.33,184,1,0,112.5,2,9,7.67,8.50,0,0,,0,1,0,-9,,0,0.0%,-9.00,,0,0,0.0,0,0
121,2013,2013-09-29,4,31.295,SDG,,DAL,W 30-21,*,35,42,83.33,401,3,1,120.3,1,7,9.55,9.90,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
122,2013,2013-10-06,5,31.302,SDG,@,OAK,L 17-27,*,35,48,72.92,411,2,3,86.4,2,20,8.56,6.58,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
123,2013,2013-10-14,6,31.310,SDG,,IND,W 19-9,*,22,33,66.67,237,1,0,97.7,2,10,7.18,7.79,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
124,2013,2013-10-20,7,31.316,SDG,@,JAX,W 24-6,*,22,26,84.62,285,1,0,125.2,1,9,10.96,11.73,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
125,2013,2013-11-03,8,31.330,SDG,@,WAS,L 24-30,*,29,46,63.04,341,2,2,81.9,1,0,7.41,6.33,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
126,2013,2013-11-10,9,31.337,SDG,,DEN,L 20-28,*,19,29,65.52,218,1,0,99.5,4,20,7.52,8.21,5,7,1.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
127,2013,2013-11-17,10,31.344,SDG,@,MIA,L 16-20,*,22,34,64.71,298,1,1,90.1,3,17,8.76,8.03,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
128,2013,2013-11-24,11,31.351,SDG,@,KAN,W 41-38,*,27,39,69.23,392,3,0,127.3,1,5,10.05,11.59,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
129,2013,2013-12-01,12,31.358,SDG,,CIN,L 10-17,*,23,37,62.16,252,1,1,80.0,2,9,6.81,6.14,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
130,2013,2013-12-08,13,32.000,SDG,,NYG,W 37-14,*,21,28,75.00,249,3,0,137.4,2,5,8.89,11.04,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
131,2013,2013-12-12,14,32.004,SDG,@,DEN,W 27-20,*,12,20,60.00,166,2,0,120.0,2,6,8.30,10.30,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
132,2013,2013-12-22,15,32.014,SDG,,OAK,W 26-13,*,19,29,65.52,201,1,1,82.7,1,5,6.93,6.07,4,-3,-0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
