ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists
59,2011,2011-09-12,1,28.105,OAK,@,DEN,W 23-20,,,,,,,,
60,2011,2011-09-18,2,28.111,OAK,@,BUF,L 35-38,,0,0,,0,0.0,0,0
61,2011,2011-09-25,3,28.118,OAK,,NYJ,W 34-24,,,,,,,,
62,2011,2011-10-02,4,28.125,OAK,,NWE,L 19-31,,0,0,,0,0.0,0,0
63,2011,2011-10-09,5,28.132,OAK,@,HOU,W 25-20,,1,0,0.00,0,0.0,0,0
64,2011,2011-10-16,6,28.139,OAK,,CLE,W 24-17,,0,0,,0,0.0,0,0
65,2011,2011-10-23,7,28.146,OAK,,KAN,L 0-28,,0,0,,0,0.0,2,3
66,2011,2011-11-06,8,28.160,OAK,,DEN,L 24-38,*,0,0,,0,0.0,3,1
67,2011,2011-11-10,9,28.164,OAK,@,SDG,W 24-17,,0,0,,0,0.0,0,0
68,2011,2011-11-20,10,28.174,OAK,@,MIN,W 27-21,,0,0,,0,0.0,0,0
69,2011,2011-11-27,11,28.181,OAK,,CHI,W 25-20,,0,0,,0,0.0,0,0
70,2011,2011-12-04,12,28.188,OAK,@,MIA,L 14-34,,,,,,,,
71,2011,2011-12-11,13,28.195,OAK,@,GNB,L 16-46,,,,,,,,
72,2011,2011-12-18,14,28.202,OAK,,DET,L 27-28,,,,,,,,
73,2011,2011-12-24,15,28.208,OAK,@,KAN,W 16-13,,0,0,,0,0.0,0,0
74,2011,2012-01-01,16,28.216,OAK,,SDG,L 26-38,,0,0,,0,0.0,0,0
