ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
24,2010,2010-11-22,10,23.122,DEN,@,SDG,L 14-35,,0,0,,0,0.0,0,0,0,0,0
25,2010,2010-11-28,11,23.128,DEN,,STL,L 33-36,,0,0,,0,0.0,0,1,0,0,0
26,2010,2010-12-05,12,23.135,DEN,@,KAN,L 6-10,*,0,0,,0,0.0,5,1,0,0,0
27,2010,2010-12-12,13,23.142,DEN,@,ARI,L 13-43,*,0,0,,0,0.0,5,1,0,0,0
28,2010,2010-12-19,14,23.149,DEN,@,OAK,L 23-39,,0,0,,0,0.0,2,0,0,0,0
29,2010,2010-12-26,15,23.156,DEN,,HOU,W 24-23,,0,0,,0,0.0,0,0,0,0,0
30,2010,2011-01-02,16,23.163,DEN,,SDG,L 28-33,,0,0,,0,0.0,0,0,0,0,0
31,2011,2011-09-12,1,24.051,DEN,,OAK,L 20-23,,0,0,,0,0.0,0,0,0,0,0
32,2011,2011-09-18,2,24.057,DEN,,CIN,W 24-22,,0,0,,0,0.0,0,0,0,0,0
33,2011,2011-09-25,3,24.064,DEN,@,TEN,L 14-17,,,,,,,,,,,
34,2011,2011-10-02,4,24.071,DEN,@,GNB,L 23-49,,0,0,,0,0.0,0,1,0,0,0
35,2011,2011-10-09,5,24.078,DEN,,SDG,L 24-29,,,,,,,,,,,
36,2011,2011-10-23,6,24.092,DEN,@,MIA,W 18-15,,0,0,,0,0.0,0,0,0,0,0
37,2011,2011-10-30,7,24.099,DEN,,DET,L 10-45,,,,,,,,,,,
38,2011,2011-11-06,8,24.106,DEN,@,OAK,W 38-24,,0,0,,0,0.0,1,1,0,0,0
39,2011,2011-11-13,9,24.113,DEN,@,KAN,W 17-10,,0,0,,0,0.0,0,0,0,0,0
40,2011,2011-11-17,10,24.117,DEN,,NYJ,W 17-13,,0,0,,0,0.0,1,0,0,0,0
41,2011,2011-11-27,11,24.127,DEN,@,SDG,W 16-13,,,,,,,,,,,
42,2011,2011-12-04,12,24.134,DEN,@,MIN,W 35-32,,0,0,,0,0.0,1,0,0,0,0
43,2011,2011-12-11,13,24.141,DEN,,CHI,W 13-10,,,,,,,,,,,
44,2011,2011-12-24,15,24.154,DEN,@,BUF,L 14-40,,0,0,,0,0.0,5,0,0,0,0
45,2011,2012-01-01,16,24.162,DEN,,KAN,L 3-7,*,0,0,,0,0.0,4,0,0,0,0
46,2012,2012-09-09,1,25.048,DEN,,PIT,W 31-19,,,,,,,,,,,
47,2012,2012-09-17,2,25.056,DEN,@,ATL,L 21-27,,,,,,,,,,,
48,2012,2012-09-23,3,25.062,DEN,,HOU,L 25-31,,,,,,,,,,,
49,2012,2012-09-30,4,25.069,DEN,,OAK,W 37-6,,0,0,,0,0.0,1,0,0,0,0
50,2012,2012-10-07,5,25.076,DEN,@,NWE,L 21-31,,,,,,,,,,,
51,2012,2012-10-15,6,25.084,DEN,@,SDG,W 35-24,,0,0,,0,0.0,0,0,0,0,0
52,2012,2012-10-28,7,25.097,DEN,,NOR,W 34-14,,,,,,,,,,,
53,2012,2012-11-04,8,25.104,DEN,@,CIN,W 31-23,,0,0,,0,0.0,0,0,0,0,0
54,2012,2012-11-11,9,25.111,DEN,@,CAR,W 36-14,,,,,,,,,,,
55,2012,2012-11-18,10,25.118,DEN,,SDG,W 30-23,,0,0,,0,0.0,1,0,0,0,0
56,2012,2012-11-25,11,25.125,DEN,@,KAN,W 17-9,,0,0,,0,0.0,0,0,1,-2,0
57,2012,2012-12-02,12,25.132,DEN,,TAM,W 31-23,,,,,,,,,,,
58,2012,2012-12-06,13,25.136,DEN,@,OAK,W 26-13,,,,,,,,,,,
59,2012,2012-12-16,14,25.146,DEN,@,BAL,W 34-17,,0,0,,0,0.0,0,0,0,0,0
60,2012,2012-12-23,15,25.153,DEN,,CLE,W 34-12,,,,,,,,,,,
61,2012,2012-12-30,16,25.160,DEN,,KAN,W 38-3,,,,,,,,,,,
62,2013,2013-09-05,1,26.044,DEN,,BAL,W 49-27,,0,0,,0,0.0,0,0,0,0,0
63,2013,2013-09-15,2,26.054,DEN,@,NYG,W 41-23,,0,0,,0,0.0,2,2,0,0,0
64,2013,2013-09-23,3,26.062,DEN,,OAK,W 37-21,,,,,,,,,,,
65,2013,2013-09-29,4,26.068,DEN,,PHI,W 52-20,,,,,,,,,,,
66,2013,2013-10-06,5,26.075,DEN,@,DAL,W 51-48,,,,,,,,,,,
67,2013,2013-10-13,6,26.082,DEN,,JAX,W 35-19,,1,35,35.00,0,0.0,0,0,0,0,0
68,2013,2013-10-20,7,26.089,DEN,@,IND,L 33-39,,,,,,,,,,,
69,2013,2013-10-27,8,26.096,DEN,,WAS,W 45-21,,,,,,,,,,,
70,2013,2013-11-10,9,26.110,DEN,@,SDG,W 28-20,,0,0,,0,0.0,2,0,0,0,0
71,2013,2013-11-17,10,26.117,DEN,,KAN,W 27-17,,0,0,,0,0.0,2,0,0,0,0
72,2013,2013-11-24,11,26.124,DEN,@,NWE,L 31-34,,0,0,,0,0.0,0,3,0,0,0
73,2013,2013-12-01,12,26.131,DEN,@,KAN,W 35-28,,0,0,,0,0.0,5,0,0,0,0
74,2013,2013-12-08,13,26.138,DEN,,TEN,W 51-28,,0,0,,0,0.0,2,0,0,0,0
75,2013,2013-12-12,14,26.142,DEN,,SDG,L 20-27,,,,,,,,,,,
76,2013,2013-12-22,15,26.152,DEN,@,HOU,W 37-13,,,,,,,,,,,
77,2013,2013-12-29,16,26.159,DEN,@,OAK,W 34-14,,0,0,,0,0.0,5,0,0,0,0
78,2014,2014-09-07,1,27.046,DEN,,IND,W 31-24,,,,,,,,,,,
79,2014,2014-09-21,3,27.060,DEN,@,SEA,L 20-26,,0,0,,0,0.0,0,1,0,0,0
80,2014,2014-10-12,5,27.081,DEN,@,NYJ,W 31-17,,0,0,,0,0.0,1,0,0,0,0
81,2014,2014-10-19,6,27.088,DEN,,SFO,W 42-17,,,,,,,,,,,
82,2014,2014-10-23,7,27.092,DEN,,SDG,W 35-21,,,,,,,,,,,
83,2014,2014-11-02,8,27.102,DEN,@,NWE,L 21-43,,,,,,,,,,,
84,2014,2014-11-09,9,27.109,DEN,@,OAK,W 41-17,,0,0,,0,0.0,1,0,0,0,0
85,2014,2014-11-16,10,27.116,DEN,@,STL,L 7-22,,0,0,,0,0.0,1,0,0,0,0
86,2014,2014-11-23,11,27.123,DEN,,MIA,W 39-36,,,,,,,,,,,
87,2014,2014-11-30,12,27.130,DEN,@,KAN,W 29-16,,1,13,13.00,0,0.0,0,0,0,0,0
88,2014,2014-12-07,13,27.137,DEN,,BUF,W 24-17,,0,0,,0,0.0,9,0,0,0,0
89,2014,2014-12-14,14,27.144,DEN,@,SDG,W 22-10,,0,0,,0,0.0,2,1,0,0,0
90,2014,2014-12-22,15,27.152,DEN,@,CIN,L 28-37,,0,0,,0,0.0,2,3,0,0,0
91,2014,2014-12-28,16,27.158,DEN,,OAK,W 47-14,*,0,0,,0,0.0,3,1,0,0,0
92,2015,2015-09-13,1,28.052,DEN,,BAL,W 19-13,*,0,0,,0,0.0,2,1,0,0,0
93,2015,2015-09-17,2,28.056,DEN,@,KAN,W 31-24,,0,0,,0,1.0,4,0,0,0,0
94,2015,2015-09-27,3,28.066,DEN,@,DET,W 24-12,,0,0,,0,0.0,1,1,1,12,0
95,2015,2015-10-04,4,28.073,DEN,,MIN,W 23-20,,0,0,,0,0.0,1,3,0,0,0
96,2015,2015-10-11,5,28.080,DEN,@,OAK,W 16-10,,0,0,,0,0.0,1,0,0,0,0
97,2015,2015-10-18,6,28.087,DEN,@,CLE,W 26-23,,0,0,,0,0.0,0,1,1,-1,0
98,2015,2015-11-01,7,28.101,DEN,,GNB,W 29-10,,0,0,,0,0.0,0,0,0,0,0
99,2015,2015-11-08,8,28.108,DEN,@,IND,L 24-27,,0,0,,0,0.0,0,0,0,0,0
100,2015,2015-11-15,9,28.115,DEN,,KAN,L 13-29,,0,0,,0,0.0,3,1,0,0,0
101,2015,2015-11-22,10,28.122,DEN,@,CHI,W 17-15,,0,0,,0,0.0,2,1,0,0,0
102,2015,2015-11-29,11,28.129,DEN,,NWE,W 30-24,,0,0,,0,0.0,1,1,0,0,0
103,2015,2015-12-06,12,28.136,DEN,@,SDG,W 17-3,*,0,0,,0,0.0,10,3,0,0,0
104,2015,2015-12-20,14,28.150,DEN,@,PIT,L 27-34,*,0,0,,0,0.0,6,0,0,0,0
105,2016,2016-09-12,1,29.051,WAS,,PIT,L 16-38,*,0,0,,0,0.0,4,4,0,0,0
106,2016,2016-09-18,2,29.057,WAS,,DAL,L 23-27,*,0,0,,0,1.0,5,1,0,0,0
107,2016,2016-09-25,3,29.064,WAS,@,NYG,W 29-27,*,0,0,,0,0.0,8,1,0,0,0
108,2016,2016-10-02,4,29.071,WAS,,CLE,W 31-20,*,0,0,,0,0.0,3,1,0,0,0
