ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
66,1990,1990-11-19,10,29.144,RAI,@,MIA,W 13-10,*,10,19,52.63,116,0,0,71.4,0,0,6.11,6.11,3,-6,-2.00,0,0,0,0,0,,0
67,1990,1990-11-25,11,29.150,RAI,,KAN,L 24-27,*,9,18,50.00,202,0,0,90.5,5,0,11.22,11.22,3,33,11.00,0,0,0,0,0,,0
68,1990,1990-12-02,12,29.157,RAI,@,DEN,W 23-20,*,16,23,69.57,164,0,0,89.8,2,0,7.13,7.13,2,-2,-1.00,0,0,0,0,0,,0
69,1990,1990-12-10,13,29.165,RAI,@,DET,W 38-31,*,12,19,63.16,195,3,2,97.5,2,0,10.26,8.68,3,11,3.67,0,0,0,0,0,,0
70,1990,1990-12-16,14,29.171,RAI,,CIN,W 24-7,*,10,20,50.00,163,3,0,117.3,0,0,8.15,11.15,0,0,,0,0,0,0,0,,0
71,1990,1990-12-22,15,29.177,RAI,@,MIN,W 28-24,*,10,15,66.67,234,4,0,149.3,0,0,15.60,20.93,2,5,2.50,0,0,0,0,0,,0
72,1990,1990-12-30,16,29.185,RAI,,SDG,W 17-12,*,11,22,50.00,162,1,0,89.6,3,0,7.36,8.27,5,18,3.60,0,0,0,0,0,,0
73,1991,1991-09-01,1,30.065,RAI,@,HOU,L 17-47,*,8,21,38.10,117,1,1,53.1,1,0,5.57,4.38,1,12,12.00,0,0,0,0,0,,0
74,1991,1991-09-08,2,30.072,RAI,,DEN,W 16-13,*,12,19,63.16,168,1,0,109.1,5,0,8.84,9.89,3,17,5.67,0,0,0,0,0,,0
75,1991,1991-09-15,3,30.079,RAI,,IND,W 16-0,*,13,22,59.09,181,1,0,100.8,3,0,8.23,9.14,4,15,3.75,0,0,0,0,0,,0
76,1991,1991-09-22,4,30.086,RAI,@,ATL,L 17-21,*,10,32,31.25,116,2,2,38.0,3,0,3.63,2.06,1,7,7.00,0,0,0,0,0,,0
77,1991,1991-09-29,5,30.093,RAI,,SFO,W 12-6,*,14,25,56.00,144,0,0,72.7,3,0,5.76,5.76,5,-6,-1.20,0,0,0,0,0,,0
78,1991,1991-10-06,6,30.100,RAI,,SDG,L 13-21,*,15,23,65.22,184,1,2,68.0,1,0,8.00,4.96,2,3,1.50,0,0,0,0,0,,0
79,1991,1991-10-13,7,30.107,RAI,@,SEA,W 23-20,*,28,52,53.85,274,2,2,65.7,0,0,5.27,4.31,2,12,6.00,0,0,0,0,0,,0
80,1991,1991-10-20,8,30.114,RAI,,RAM,W 20-17,*,15,26,57.69,271,1,1,90.4,2,0,10.42,9.46,2,-1,-0.50,0,0,0,0,0,,0
81,1991,1991-10-28,9,30.122,RAI,@,KAN,L 21-24,*,12,26,46.15,250,1,3,53.8,4,0,9.62,5.19,0,0,,0,0,0,0,0,,0
82,1991,1991-11-10,10,30.135,RAI,@,DEN,W 17-16,*,12,19,63.16,140,1,0,103.0,3,0,7.37,8.42,0,0,,0,0,0,0,0,,0
83,1991,1991-11-17,11,30.142,RAI,,SEA,W 31-7,*,16,19,84.21,237,3,0,158.2,1,0,12.47,15.63,2,17,8.50,0,0,0,0,0,,0
84,1991,1991-11-24,12,30.149,RAI,@,CIN,W 38-14,*,4,10,40.00,30,0,0,47.9,1,0,3.00,3.00,1,-2,-2.00,0,0,0,0,0,,0
85,1991,1991-12-01,13,30.156,RAI,@,SDG,W 9-7,*,12,28,42.86,122,0,3,16.4,0,0,4.36,-0.46,1,-1,-1.00,0,0,0,0,0,,0
86,1991,1991-12-08,14,30.163,RAI,,BUF,L 27-30,*,11,21,52.38,252,1,2,72.0,1,0,12.00,8.67,4,3,0.75,0,0,0,0,0,,0
87,1991,1991-12-16,15,30.171,RAI,@,NOR,L 0-27,*,7,14,50.00,76,0,0,66.4,3,0,5.43,5.43,0,0,,0,0,0,0,0,,0
88,1992,1992-09-06,1,31.070,RAI,@,DEN,L 13-17,*,7,24,29.17,181,0,2,23.8,3,0,7.54,3.79,3,13,4.33,0,0,0,0,0,,0
89,1992,1992-09-13,2,31.077,RAI,@,CIN,L 21-24,*,25,40,62.50,380,2,1,100.0,3,0,9.50,9.38,2,19,9.50,0,0,0,0,0,,0
90,1992,1992-10-04,5,31.098,RAI,,NYG,W 13-10,,1,2,50.00,18,0,0,81.2,1,0,9.00,9.00,0,0,,0,0,0,0,0,,0
91,1992,1992-10-18,7,31.112,RAI,@,SEA,W 19-0,,9,19,47.37,84,1,0,77.5,1,0,4.42,5.47,3,13,4.33,0,0,0,0,0,,0
92,1992,1992-10-25,8,31.119,RAI,,DAL,L 13-28,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,2,5,2.50,0,0,0,0,0,,0
93,1992,1992-11-08,9,31.133,RAI,@,PHI,L 10-31,,11,27,40.74,127,1,1,52.5,2,0,4.70,3.78,2,10,5.00,0,0,0,0,0,,0
94,1992,1992-11-15,10,31.140,RAI,,SEA,W 20-3,*,10,23,43.48,108,1,1,54.3,2,0,4.70,3.61,3,24,8.00,0,0,0,0,0,,0
95,1992,1992-11-22,11,31.147,RAI,,DEN,W 24-0,*,16,30,53.33,160,3,0,102.1,2,0,5.33,7.33,4,9,2.25,0,0,0,0,0,,0
96,1992,1992-11-29,12,31.154,RAI,@,SDG,L 3-27,*,14,19,73.68,166,0,1,78.0,2,0,8.74,6.37,1,12,12.00,0,0,0,0,0,,0
97,1992,1992-12-06,13,31.161,RAI,,KAN,W 28-7,*,12,18,66.67,93,3,2,79.2,3,0,5.17,3.50,4,21,5.25,0,0,0,0,0,,0
98,1992,1992-12-14,14,31.169,RAI,@,MIA,L 7-20,*,10,24,41.67,93,0,1,35.6,2,0,3.88,2.00,3,28,9.33,0,0,0,0,0,,0
99,1992,1992-12-20,15,31.175,RAI,,SDG,L 14-36,*,4,13,30.77,25,0,1,8.2,2,0,1.92,-1.54,1,6,6.00,0,0,0,0,0,,0
100,1992,1992-12-26,16,31.181,RAI,@,WAS,W 21-20,*,4,11,36.36,41,0,1,10.0,2,0,3.73,-0.36,0,0,,0,0,0,0,0,,0
101,1993,1993-09-05,1,32.069,CIN,@,CLE,L 14-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
102,1993,1993-09-19,3,32.083,CIN,@,PIT,L 7-34,,1,5,20.00,3,0,1,0.0,0,0,0.60,-8.40,0,0,,0,0,0,0,0,,0
103,1993,1993-09-26,4,32.090,CIN,,SEA,L 10-19,,14,22,63.64,183,1,0,104.9,2,10,8.32,9.23,2,2,1.00,0,0,0,0,0,,0
104,1993,1993-10-10,5,32.104,CIN,@,KAN,L 15-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
105,1993,1993-10-17,6,32.111,CIN,,CLE,L 17-28,,19,37,51.35,172,2,0,82.3,2,15,4.65,5.73,1,2,2.00,0,0,0,0,0,,0
106,1993,1993-10-24,7,32.118,CIN,@,HOU,L 12-28,*,17,31,54.84,213,1,0,87.2,4,35,6.87,7.52,2,6,3.00,0,0,0,0,0,,0
107,1993,1993-11-07,8,32.132,CIN,,PIT,L 16-24,*,13,29,44.83,117,1,1,53.4,3,21,4.03,3.17,4,31,7.75,0,0,0,0,0,,0
108,1993,1993-11-14,9,32.139,CIN,,HOU,L 3-38,*,4,11,36.36,46,0,0,49.8,2,6,4.18,4.18,1,0,0.00,0,0,0,0,0,,0
109,1993,1993-12-05,12,32.160,CIN,@,SFO,L 8-21,,10,24,41.67,98,0,0,53.8,0,0,4.08,4.08,0,0,,0,0,0,0,0,,0
110,1994,1994-09-18,3,33.082,ARI,@,CLE,L 0-32,,7,20,35.00,100,0,1,31.2,1,0,5.00,2.75,1,16,16.00,0,0,0,0,0,,0
111,1994,1994-10-02,4,33.096,ARI,,MIN,W 17-7,*,20,36,55.56,221,1,1,71.6,2,0,6.14,5.44,2,11,5.50,0,0,0,0,0,,0
112,1994,1994-10-09,5,33.103,ARI,@,DAL,L 3-38,*,5,9,55.56,34,0,3,24.5,0,0,3.78,-11.22,0,0,,0,0,0,0,0,,0
113,1994,1994-11-20,11,33.145,ARI,,PHI,W 12-6,*,12,23,52.17,132,0,0,69.5,1,0,5.74,5.74,4,15,3.75,0,0,0,0,0,,0
114,1994,1994-11-27,12,33.152,ARI,,CHI,L 16-19,*,23,43,53.49,192,0,1,55.6,2,0,4.47,3.42,1,6,6.00,0,0,0,0,0,,0
115,1994,1994-12-04,13,33.159,ARI,@,HOU,W 30-12,*,12,20,60.00,176,1,1,84.6,1,0,8.80,7.55,2,2,1.00,0,0,0,0,0,,0
116,1994,1994-12-11,14,33.166,ARI,,WAS,W 17-15,*,16,25,64.00,216,1,0,104.7,3,0,8.64,9.44,4,-1,-0.25,0,0,0,0,0,,0
117,1994,1994-12-18,15,33.173,ARI,,CIN,W 28-7,*,12,20,60.00,122,1,0,94.2,0,0,6.10,7.10,1,10,10.00,0,0,0,0,0,,0
118,1994,1994-12-24,16,33.179,ARI,@,ATL,L 6-10,*,26,42,61.90,317,0,0,85.1,1,0,7.55,7.55,1,0,0.00,0,0,0,0,0,,0
