ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
29,1988,1988-09-04,1,23.286,SEA,@,DEN,W 21-14,16,79,4.94,0,,5,82,16.40,0,,,0,0,,0,0,0,,,,,,0,0
30,1988,1988-09-11,2,23.293,SEA,,KAN,W 31-10,14,65,4.64,0,,1,2,2.00,0,,,0,0,,0,0,0,,,,,,0,0
31,1988,1988-09-18,3,23.300,SEA,@,SDG,L 6-17,9,42,4.67,0,,3,54,18.00,0,,,0,0,,0,0,0,,,,,,0,0
32,1988,1988-09-25,4,23.307,SEA,,SFO,L 7-38,2,-1,-0.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
33,1988,1988-10-02,5,23.314,SEA,@,ATL,W 31-20,14,50,3.57,3,,2,4,2.00,0,,,0,0,,0,0,0,,,,,,3,18
34,1988,1988-10-09,6,23.321,SEA,@,CLE,W 16-10,9,29,3.22,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0
35,1988,1988-10-16,7,23.328,SEA,,NOR,L 19-20,11,35,3.18,0,,4,68,17.00,0,,,0,0,,0,0,0,,,,,,0,0
36,1988,1988-10-23,8,23.335,SEA,@,RAM,L 10-31,9,27,3.00,0,,6,31,5.17,0,,,0,0,,0,0,0,,,,,,0,0
37,1988,1988-10-30,9,23.342,SEA,,SDG,W 17-14,15,73,4.87,0,,6,34,5.67,1,,,0,0,,0,0,0,,,,,,1,6
38,1988,1988-11-06,10,23.349,SEA,,BUF,L 3-13,5,33,6.60,0,,4,18,4.50,0,,,0,0,,0,0,0,,,,,,0,0
39,1988,1988-11-13,11,23.356,SEA,,HOU,W 27-24,13,102,7.85,1,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,1,6
40,1988,1988-11-20,12,23.363,SEA,@,KAN,L 24-27,11,50,4.55,0,,3,32,10.67,0,,,0,0,,0,0,0,,,,,,0,0
41,1988,1988-11-28,13,24.005,SEA,,RAI,W 35-27,17,105,6.18,0,,2,19,9.50,0,,,0,0,,0,0,0,,,,,,0,0
42,1988,1988-12-04,14,24.011,SEA,@,NWE,L 7-13,10,20,2.00,0,,5,37,7.40,0,,,0,0,,0,0,0,,,,,,0,0
43,1988,1988-12-11,15,24.018,SEA,,DEN,W 42-14,20,109,5.45,0,,7,74,10.57,1,,,0,0,,0,0,0,,,,,,1,6
44,1988,1988-12-18,16,24.025,SEA,@,RAI,W 43-37,14,59,4.21,0,,7,180,25.71,1,,,0,0,,0,0,0,,,,,,1,6
45,1989,1989-09-10,1,24.291,SEA,@,PHI,L 7-31,6,24,4.00,0,,4,30,7.50,0,,,0,0,,0,0,0,,,,,,0,0
46,1989,1989-09-17,2,24.298,SEA,,PHO,L 24-34,9,36,4.00,0,,3,4,1.33,0,,,0,0,,0,0,0,,,,,,0,0
47,1989,1989-09-24,3,24.305,SEA,@,NWE,W 24-3,17,64,3.76,0,,5,71,14.20,1,,,0,0,,0,0,0,,,,,,1,6
48,1989,1989-10-01,4,24.312,SEA,@,RAI,W 24-20,14,43,3.07,0,,6,34,5.67,1,,,0,0,,0,0,0,,,,,,1,6
49,1989,1989-10-08,5,24.319,SEA,,KAN,L 16-20,9,22,2.44,0,,5,32,6.40,0,,,0,0,,0,0,0,,,,,,0,0
50,1989,1989-10-15,6,24.326,SEA,@,SDG,W 17-16,11,54,4.91,0,,6,53,8.83,1,,,0,0,,0,0,0,,,,,,1,6
51,1989,1989-10-22,7,24.333,SEA,,DEN,L 21-24,18,62,3.44,1,,5,28,5.60,1,,,0,0,,0,0,0,,,,,,2,12
52,1989,1989-10-29,8,24.340,SEA,,SDG,W 10-7,11,27,2.45,0,,6,53,8.83,0,,,0,0,,0,0,0,,,,,,0,0
53,1989,1989-11-05,9,24.347,SEA,@,KAN,L 10-20,6,28,4.67,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0
54,1989,1989-11-12,10,24.354,SEA,,CLE,L 7-17,7,11,1.57,0,,4,20,5.00,0,,,0,0,,0,0,0,,,,,,0,0
55,1989,1989-11-19,11,24.361,SEA,@,NYG,L 3-15,3,23,7.67,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
56,1989,1989-12-04,13,25.011,SEA,,BUF,W 17-16,10,23,2.30,0,,5,80,16.00,1,,,0,0,,0,0,0,,,,,,1,6
57,1989,1989-12-10,14,25.017,SEA,@,CIN,W 24-17,7,35,5.00,0,,7,46,6.57,0,,,0,0,,0,0,0,,,,,,0,0
58,1989,1989-12-17,15,25.024,SEA,,RAI,W 23-17,14,38,2.71,0,,12,129,10.75,1,,,0,0,,0,0,0,,,,,,1,6
59,1989,1989-12-23,16,25.030,SEA,,WAS,L 0-29,4,9,2.25,0,,6,65,10.83,0,,,0,0,,0,0,0,,,,,,0,0
60,1990,1990-09-09,1,25.290,SEA,@,CHI,L 0-17,8,45,5.63,0,,5,28,5.60,0,,,0,0,,0,0,0,,,,,,0,0
61,1990,1990-09-16,2,25.297,SEA,,RAI,L 13-17,18,53,2.94,1,,5,44,8.80,0,,,0,0,,0,0,0,,,,,,1,6
62,1990,1990-09-23,3,25.304,SEA,@,DEN,L 31-34,11,32,2.91,0,,6,53,8.83,0,,,0,0,,0,0,0,,,,,,0,0
63,1990,1990-10-01,4,25.312,SEA,,CIN,W 31-16,12,73,6.08,0,,5,25,5.00,0,,,0,0,,0,0,0,,,,,,0,0
64,1990,1990-10-07,5,25.318,SEA,@,NWE,W 33-20,12,34,2.83,0,,4,74,18.50,0,,,0,0,,0,0,0,,,,,,0,0
65,1990,1990-10-14,6,25.325,SEA,@,RAI,L 17-24,9,42,4.67,0,,7,40,5.71,0,,,0,0,,0,0,0,,,,,,0,0
66,1990,1990-10-21,7,25.332,SEA,,KAN,W 19-7,15,53,3.53,1,,4,52,13.00,0,,,0,0,,0,0,0,,,,,,1,6
67,1990,1990-11-04,8,25.346,SEA,,SDG,L 14-31,6,33,5.50,1,,4,29,7.25,0,,,0,0,,0,0,0,,,,,,1,6
68,1990,1990-11-11,9,25.353,SEA,@,KAN,W 17-16,10,36,3.60,0,,4,89,22.25,0,,,0,0,,0,0,0,,,,,,0,0
69,1990,1990-11-18,10,25.360,SEA,,MIN,L 21-24,14,33,2.36,0,,2,18,9.00,0,,,0,0,,0,0,0,,,,,,0,0
70,1990,1990-11-25,11,26.002,SEA,@,SDG,W 13-10,10,27,2.70,0,,9,110,12.22,0,,,0,0,,0,0,0,,,,,,0,0
71,1990,1990-12-02,12,26.009,SEA,,HOU,W 13-10,17,53,3.12,0,,3,27,9.00,0,,,0,0,,0,0,0,,,,,,0,0
72,1990,1990-12-09,13,26.016,SEA,@,GNB,W 20-14,13,45,3.46,0,,4,22,5.50,0,,,0,0,,0,0,0,,,,,,0,0
73,1990,1990-12-16,14,26.023,SEA,@,MIA,L 17-24,10,62,6.20,0,,1,3,3.00,0,,,0,0,,0,0,0,,,,,,0,0
74,1990,1990-12-23,15,26.030,SEA,,DEN,W 17-12,11,40,3.64,0,,6,35,5.83,0,,,0,0,,0,0,0,,,,,,0,0
75,1990,1990-12-30,16,26.037,SEA,,DET,W 30-10,11,53,4.82,0,,4,50,12.50,0,,,0,0,,0,0,0,,,,,,0,0
76,1991,1991-09-01,1,26.282,SEA,@,NOR,L 24-27,6,22,3.67,0,,8,80,10.00,0,,,0,0,,0,0,0,,,,,,0,0
77,1991,1991-09-08,2,26.289,SEA,,NYJ,W 20-13,10,33,3.30,0,,3,34,11.33,0,,,0,0,,0,0,0,,,,,,0,0
78,1991,1991-09-15,3,26.296,SEA,@,DEN,L 10-16,7,26,3.71,0,,2,15,7.50,0,,,0,0,,0,0,0,,,,,,0,0
79,1991,1991-09-22,4,26.303,SEA,@,KAN,L 13-20,15,66,4.40,0,,3,28,9.33,0,,,0,0,,0,0,0,,,,,,0,0
80,1991,1991-09-29,5,26.310,SEA,,IND,W 31-3,17,80,4.71,1,,5,41,8.20,0,,,0,0,,0,0,0,,,,,,1,6
81,1991,1991-10-06,6,26.317,SEA,@,CIN,W 13-7,10,62,6.20,1,,3,21,7.00,0,,,0,0,,0,0,0,,,,,,1,6
82,1991,1991-10-13,7,26.324,SEA,,RAI,L 20-23,16,55,3.44,0,,2,13,6.50,0,,,0,0,,0,0,0,,,,,,0,0
83,1991,1991-10-20,8,26.331,SEA,@,PIT,W 27-7,17,43,2.53,1,,7,50,7.14,0,,,0,0,,0,0,0,,,,,,1,6
84,1991,1991-10-27,9,26.338,SEA,,SDG,W 20-9,18,66,3.67,0,,3,41,13.67,0,,,0,0,,0,0,0,,,,,,0,0
85,1991,1991-11-10,10,26.352,SEA,@,SDG,L 14-17,9,15,1.67,0,,8,65,8.13,1,,,0,0,,0,0,0,,,,,,1,6
86,1991,1991-11-17,11,26.359,SEA,@,RAI,L 7-31,4,19,4.75,0,,5,27,5.40,0,,,0,0,,0,0,0,,,,,,0,0
87,1991,1991-11-24,12,27.001,SEA,,DEN,W 13-10,17,109,6.41,0,,3,21,7.00,0,,,0,0,,0,0,0,,,,,,0,0
88,1991,1991-12-01,13,27.008,SEA,,KAN,L 6-19,7,20,2.86,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
89,1991,1991-12-08,14,27.015,SEA,,SFO,L 22-24,16,66,4.13,1,,6,44,7.33,0,,,0,0,,0,0,0,,,,,,1,6
90,1991,1991-12-15,15,27.022,SEA,@,ATL,L 13-26,5,16,3.20,0,,2,17,8.50,0,,,0,0,,0,0,0,,,,,,0,0
91,1991,1991-12-22,16,27.029,SEA,,RAM,W 23-9,14,43,3.07,0,,1,2,2.00,0,,,0,0,,0,0,0,,,,,,0,0
92,1992,1992-09-06,1,27.288,SEA,,CIN,L 3-21,10,48,4.80,0,5,2,6,3.00,0,40.0%,1.20,0,0,,0,0,0,,,,,,0,0
93,1992,1992-09-13,2,27.295,SEA,@,KAN,L 7-26,9,37,4.11,0,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0
94,1992,1992-09-20,3,27.302,SEA,@,NWE,W 10-6,8,18,2.25,0,7,6,39,6.50,0,85.7%,5.57,0,0,,0,0,0,,,,,,0,0
95,1992,1992-09-27,4,27.309,SEA,,MIA,L 17-19,7,13,1.86,1,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,,,,,1,6
96,1992,1992-10-04,5,27.316,SEA,@,SDG,L 6-17,3,8,2.67,0,8,7,51,7.29,0,87.5%,6.38,0,0,,0,0,0,,,,,,0,0
97,1992,1992-10-11,6,27.323,SEA,@,DAL,L 0-27,8,10,1.25,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0
98,1992,1992-10-18,7,27.330,SEA,,RAI,L 0-19,7,10,1.43,0,10,6,61,10.17,0,60.0%,6.10,0,0,,0,0,0,,,,,,0,0
99,1992,1992-10-25,8,27.337,SEA,@,NYG,L 10-23,11,44,4.00,0,17,11,45,4.09,0,64.7%,2.65,0,0,,0,0,0,,,,,,0,0
100,1992,1992-11-08,9,27.351,SEA,,WAS,L 3-16,6,17,2.83,0,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,,,,,0,0
101,1992,1992-11-15,10,27.358,SEA,@,RAI,L 3-20,12,43,3.58,0,9,5,33,6.60,0,55.6%,3.67,0,0,,0,0,0,,,,,,0,0
102,1992,1992-11-22,11,27.365,SEA,,KAN,L 14-24,4,9,2.25,0,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,,,,,0,0
103,1992,1992-11-30,12,28.007,SEA,,DEN,W 16-13,10,40,4.00,0,7,6,33,5.50,0,85.7%,4.71,0,0,,0,0,0,,,,,,0,0
104,1992,1992-12-06,13,28.013,SEA,@,PIT,L 14-20,4,3,0.75,0,13,8,98,12.25,1,61.5%,7.54,0,0,,0,0,0,,,,,,1,6
105,1992,1992-12-13,14,28.020,SEA,,PHI,L 17-20,4,10,2.50,0,2,1,11,11.00,1,50.0%,5.50,0,0,,0,0,0,,,,,,1,6
106,1992,1992-12-20,15,28.027,SEA,@,DEN,L 6-10,9,17,1.89,0,9,6,41,6.83,0,66.7%,4.56,0,0,,0,0,0,,,,,,0,0
107,1992,1992-12-27,16,28.034,SEA,,SDG,L 14-31,2,12,6.00,0,10,5,55,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0
108,1993,1993-09-05,1,28.286,SEA,@,SDG,L 12-18,6,15,2.50,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,,,,0,0
109,1993,1993-09-12,2,28.293,SEA,,RAI,L 13-17,2,2,1.00,0,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,,0,,,,0,0
110,1993,1993-09-19,3,28.300,SEA,@,NWE,W 17-14,0,0,,0,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,,,,0,0
111,1993,1993-09-26,4,28.307,SEA,@,CIN,W 19-10,5,21,4.20,0,9,6,38,6.33,0,66.7%,4.22,0,0,,0,0,0,,0,,,,0,0
112,1993,1993-10-03,5,28.314,SEA,,SDG,W 31-14,3,5,1.67,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,,,0,0
113,1993,1993-10-17,6,28.328,SEA,@,DET,L 10-30,2,19,9.50,0,9,9,48,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,,,,0,0
114,1993,1993-10-24,7,28.335,SEA,,NWE,W 10-9,7,29,4.14,0,9,1,24,24.00,0,11.1%,2.67,0,0,,0,0,0,,0,,,,0,0
115,1993,1993-10-31,8,28.342,SEA,@,DEN,L 17-28,9,43,4.78,2,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,,,,2,12
116,1993,1993-11-07,9,28.349,SEA,@,HOU,L 14-24,2,7,3.50,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,,,,0,0
117,1993,1993-11-14,10,28.356,SEA,,CLE,W 22-5,6,5,0.83,0,8,6,60,10.00,1,75.0%,7.50,0,0,,0,0,0,,0,,,,1,6
118,1993,1993-11-28,11,29.005,SEA,,DEN,L 9-17,4,14,3.50,0,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,,,0,0
119,1993,1993-12-05,12,29.012,SEA,,KAN,L 16-31,3,8,2.67,0,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,,,,0,0
120,1993,1993-12-12,13,29.019,SEA,@,RAI,L 23-27,1,2,2.00,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,,,0,0
121,1993,1993-12-19,14,29.026,SEA,,PHO,L 27-30,2,13,6.50,0,6,3,16,5.33,0,50.0%,2.67,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
122,1993,1993-12-26,15,29.033,SEA,,PIT,W 16-6,14,86,6.14,0,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,,,,0,0
123,1993,1994-01-02,16,29.040,SEA,@,KAN,L 24-34,16,102,6.38,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,1,6
124,1994,1994-09-04,1,29.285,PIT,,DAL,L 9-26,0,0,,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0
125,1994,1994-09-11,2,29.292,PIT,@,CLE,W 17-10,2,13,6.50,0,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,,,,,0,0
126,1994,1994-09-18,3,29.299,PIT,,IND,W 31-21,2,26,13.00,0,7,6,45,7.50,1,85.7%,6.43,0,0,,0,0,0,,,,,,1,6
127,1994,1994-09-25,4,29.306,PIT,@,SEA,L 13-30,5,13,2.60,0,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,,,,,0,0
128,1994,1994-10-03,5,29.314,PIT,,HOU,W 30-14,3,16,5.33,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0
129,1994,1994-10-16,6,29.327,PIT,,CIN,W 14-10,3,8,2.67,0,6,4,39,9.75,1,66.7%,6.50,0,0,,0,0,0,,,,,,1,6
130,1994,1994-10-23,7,29.334,PIT,@,NYG,W 10-6,4,29,7.25,0,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,,,,,0,0
131,1994,1994-10-30,8,29.341,PIT,@,ARI,L 17-20,1,2,2.00,0,6,6,50,8.33,0,100.0%,8.33,0,0,,0,0,0,,,,,,0,0
132,1994,1994-11-06,9,29.348,PIT,@,HOU,W 12-9,1,7,7.00,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0
133,1994,1994-11-14,10,29.356,PIT,,BUF,W 23-10,2,-6,-3.00,0,3,2,0,0.00,0,66.7%,0.00,0,0,,0,0,0,,,,,,0,0
134,1994,1994-11-20,11,29.362,PIT,,MIA,W 16-13,0,0,,0,9,7,62,8.86,0,77.8%,6.89,0,0,,0,0,0,,,,,,0,0
135,1994,1994-11-27,12,30.004,PIT,@,RAI,W 21-3,5,40,8.00,0,6,2,8,4.00,0,33.3%,1.33,0,0,,0,0,0,,,,,,0,0
136,1994,1994-12-04,13,30.011,PIT,@,CIN,W 38-15,15,60,4.00,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0
137,1994,1994-12-11,14,30.018,PIT,,PHI,W 14-3,20,94,4.70,1,4,4,17,4.25,0,100.0%,4.25,0,0,,0,0,0,,,,,,1,6
138,1994,1994-12-18,15,30.025,PIT,,CLE,W 17-7,5,15,3.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0
139,1995,1995-09-03,1,30.284,PIT,,DET,W 23-20,8,46,5.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
140,1995,1995-09-18,3,30.299,PIT,@,MIA,L 10-23,3,8,2.67,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0
141,1995,1995-09-24,4,30.305,PIT,,MIN,L 24-44,0,0,,0,4,1,1,1.00,0,25.0%,0.25,0,0,,0,0,0,,,,,,0,0
142,1995,1995-10-29,8,30.340,PIT,,JAX,W 24-7,3,9,3.00,0,5,4,28,7.00,1,80.0%,5.60,0,0,,0,0,0,,,,,,1,6
143,1995,1995-11-05,9,30.347,PIT,@,CHI,W 37-34,4,13,3.25,0,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,,,,,0,0
144,1995,1995-11-13,10,30.355,PIT,,CLE,W 20-3,6,20,3.33,0,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,0,0
145,1995,1995-11-19,11,30.361,PIT,@,CIN,W 49-31,0,0,,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,,,,0,0
146,1995,1995-11-26,12,31.003,PIT,@,CLE,W 20-17,0,0,,0,4,4,14,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0
147,1995,1995-12-03,13,31.010,PIT,,HOU,W 21-7,1,7,7.00,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0
148,1995,1995-12-10,14,31.017,PIT,@,OAK,W 29-10,2,4,2.00,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,,,,,0,0
149,1995,1995-12-16,15,31.023,PIT,,NWE,W 41-27,2,3,1.50,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0
