ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
51,2017,2017-09-24,3,27.282,CIN,@,GNB,L 24-27,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
52,2017,2017-10-01,4,27.289,CIN,@,CLE,W 31-7,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
53,2017,2017-10-08,5,27.296,CIN,,BUF,W 20-16,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
54,2017,2017-10-22,6,27.310,CIN,@,PIT,L 14-29,,2,2,100.0,,,,0,2,0.0,0,0
55,2017,2017-10-29,7,27.317,CIN,,IND,W 24-23,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
56,2017,2017-11-12,9,27.331,CIN,@,TEN,L 20-24,,2,3,66.7,,,,0,2,0.0,0,0
57,2017,2017-11-19,10,27.338,CIN,@,DEN,W 20-17,,2,3,66.7,,,,0,2,0.0,0,0
58,2017,2017-11-26,11,27.345,CIN,,CLE,W 30-16,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
59,2017,2017-12-04,12,27.353,CIN,,PIT,L 20-23,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
60,2017,2017-12-10,13,27.359,CIN,,CHI,L 7-33,,1,1,100.0,,,,0,1,0.0,0,0
61,2017,2017-12-17,14,28.001,CIN,@,MIN,L 7-34,,1,1,100.0,,,,0,1,0.0,0,0
62,2017,2017-12-24,15,28.008,CIN,,DET,W 26-17,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
63,2017,2017-12-31,16,28.015,CIN,@,BAL,W 31-27,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
64,2018,2018-09-09,1,28.267,CIN,@,IND,W 34-23,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
65,2018,2018-09-13,2,28.271,CIN,,BAL,W 34-23,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
66,2018,2018-09-23,3,28.281,CIN,@,CAR,L 21-31,,3,3,100.0,,1,0.0,0,3,0.0,0,0
