ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
40,2005,2005-11-27,11,24.145,SFO,@,TEN,L 22-33,*,11,3,30,10.00,0,27.3%,2.73,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
41,2005,2005-12-04,12,24.152,SFO,,ARI,L 10-17,*,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
42,2005,2005-12-11,13,24.159,SFO,@,SEA,L 3-41,*,7,3,37,12.33,0,42.9%,5.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
43,2005,2005-12-18,14,24.166,SFO,@,JAX,L 9-10,*,7,1,6,6.00,0,14.3%,0.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
44,2005,2005-12-24,15,24.172,SFO,@,STL,W 24-20,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
45,2005,2006-01-01,16,24.180,SFO,,HOU,W 20-17,*,7,4,48,12.00,1,57.1%,6.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,,
46,2006,2006-09-11,1,25.068,WAS,,MIN,L 16-19,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
47,2006,2006-09-17,2,25.074,WAS,@,DAL,L 10-27,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
48,2006,2006-09-24,3,25.081,WAS,@,HOU,W 31-15,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
49,2006,2006-10-01,4,25.088,WAS,,JAX,W 36-30,*,5,3,49,16.33,0,60.0%,9.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
50,2006,2006-10-08,5,25.095,WAS,@,NYG,L 3-19,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
51,2006,2006-10-15,6,25.102,WAS,,TEN,L 22-25,*,2,1,52,52.00,0,50.0%,26.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
52,2006,2006-10-22,7,25.109,WAS,@,IND,L 22-36,*,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
53,2006,2006-11-05,8,25.123,WAS,,DAL,W 22-19,*,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
54,2006,2006-11-12,9,25.130,WAS,@,PHI,L 3-27,*,8,2,47,23.50,0,25.0%,5.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
55,2006,2006-11-19,10,25.137,WAS,@,TAM,L 17-20,*,8,2,24,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
56,2006,2006-11-26,11,25.144,WAS,,CAR,W 17-13,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
57,2006,2006-12-03,12,25.151,WAS,,ATL,L 14-24,*,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
58,2006,2006-12-10,13,25.158,WAS,,PHI,L 19-21,,1,1,40,40.00,0,100.0%,40.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
59,2006,2006-12-17,14,25.165,WAS,@,NOR,W 16-10,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
60,2006,2006-12-24,15,25.172,WAS,@,STL,L 31-37,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
61,2007,2007-09-09,1,26.066,WAS,,MIA,W 16-13,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
62,2007,2007-09-17,2,26.074,WAS,@,PHI,W 20-12,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
63,2007,2007-09-23,3,26.080,WAS,,NYG,L 17-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
64,2007,2007-10-07,4,26.094,WAS,,DET,W 34-3,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
65,2007,2007-10-14,5,26.101,WAS,@,GNB,L 14-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
66,2007,2007-10-21,6,26.108,WAS,,ARI,W 21-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
67,2007,2007-10-28,7,26.115,WAS,@,NWE,L 7-52,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
68,2007,2007-11-11,9,26.129,WAS,,PHI,L 25-33,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,
69,2008,2008-09-07,1,27.064,CHI,@,IND,W 29-13,*,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
70,2008,2008-09-14,2,27.071,CHI,@,CAR,L 17-20,*,10,5,66,13.20,0,50.0%,6.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
71,2008,2008-09-21,3,27.078,CHI,,TAM,L 24-27,*,9,6,124,20.67,1,66.7%,13.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,1,8,0.0,0,0
72,2008,2008-09-28,4,27.085,CHI,,PHI,W 24-20,*,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
73,2008,2008-11-16,10,27.134,CHI,@,GNB,L 3-37,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
74,2008,2008-11-23,11,27.141,CHI,@,STL,W 27-3,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
75,2008,2008-11-30,12,27.148,CHI,@,MIN,L 14-34,,4,1,24,24.00,0,25.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,1,0
76,2008,2008-12-07,13,27.155,CHI,,JAX,W 23-10,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2008,2008-12-11,14,27.159,CHI,,NOR,W 27-24,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
78,2008,2008-12-22,15,27.170,CHI,,GNB,W 20-17,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
79,2008,2008-12-28,16,27.176,CHI,@,HOU,L 24-31,,9,4,34,8.50,1,44.4%,3.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
80,2009,2009-12-27,15,28.175,DEN,@,PHI,L 27-30,,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
81,2009,2010-01-03,16,28.182,DEN,,KAN,L 24-44,*,13,4,95,23.75,0,30.8%,7.31,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
82,2010,2010-09-12,1,29.069,DEN,@,JAX,L 17-24,*,8,5,117,23.40,0,62.5%,14.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
83,2010,2010-09-19,2,29.076,DEN,,SEA,W 31-14,*,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
84,2010,2010-09-26,3,29.083,DEN,,IND,L 13-27,*,10,6,169,28.17,1,60.0%,16.90,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
85,2010,2010-10-03,4,29.090,DEN,@,TEN,W 26-20,*,18,11,115,10.45,0,61.1%,6.39,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
86,2010,2010-10-10,5,29.097,DEN,@,BAL,L 17-31,,14,5,135,27.00,2,35.7%,9.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
87,2010,2010-10-17,6,29.104,DEN,,NYJ,L 20-24,*,10,4,74,18.50,0,40.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
88,2010,2010-10-24,7,29.111,DEN,,OAK,L 14-59,*,3,1,46,46.00,0,33.3%,15.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
89,2010,2010-10-31,8,29.118,DEN,@,SFO,L 16-24,,12,7,169,24.14,1,58.3%,14.08,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,1,0
90,2010,2010-11-14,9,29.132,DEN,,KAN,W 49-29,*,10,6,90,15.00,2,60.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
91,2010,2010-11-22,10,29.140,DEN,@,SDG,L 14-35,,9,6,78,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,1,0
92,2010,2010-11-28,11,29.146,DEN,,STL,L 33-36,,10,4,76,19.00,2,40.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
93,2010,2010-12-05,12,29.153,DEN,@,KAN,L 6-10,*,11,2,31,15.50,0,18.2%,2.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
94,2010,2010-12-12,13,29.160,DEN,@,ARI,L 13-43,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
95,2010,2010-12-19,14,29.167,DEN,@,OAK,L 23-39,,5,4,79,19.75,1,80.0%,15.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
96,2010,2010-12-26,15,29.174,DEN,,HOU,W 24-23,*,9,5,111,22.20,0,55.6%,12.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
97,2010,2011-01-02,16,29.181,DEN,,SDG,L 28-33,*,14,5,73,14.60,1,35.7%,5.21,1,-18,-18.00,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
98,2011,2011-09-12,1,30.069,DEN,,OAK,L 20-23,*,10,6,89,14.83,0,60.0%,8.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
99,2011,2011-09-25,3,30.082,DEN,@,TEN,L 14-17,*,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
100,2011,2011-10-02,4,30.089,DEN,@,GNB,L 23-49,*,11,8,136,17.00,0,72.7%,12.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
101,2011,2011-10-09,5,30.096,DEN,,SDG,L 24-29,*,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
102,2011,2011-10-23,6,30.110,STL,@,DAL,L 7-34,*,12,6,74,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
103,2011,2011-10-30,7,30.117,STL,,NOR,W 31-21,*,13,6,53,8.83,1,46.2%,4.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
104,2011,2011-11-06,8,30.124,STL,@,ARI,L 13-19,*,13,5,80,16.00,0,38.5%,6.15,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
105,2011,2011-11-13,9,30.131,STL,@,CLE,W 13-12,,9,4,48,12.00,1,44.4%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
106,2011,2011-11-20,10,30.138,STL,,SEA,L 7-24,*,14,5,67,13.40,1,35.7%,4.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
107,2011,2011-11-27,11,30.145,STL,,ARI,L 20-23,*,10,5,74,14.80,1,50.0%,7.40,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,1,6,0.0,0,0
108,2011,2011-12-04,12,30.152,STL,@,SFO,L 0-26,*,2,1,34,34.00,0,50.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
109,2011,2011-12-12,13,30.160,STL,@,SEA,L 13-30,*,12,5,82,16.40,0,41.7%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
110,2011,2011-12-18,14,30.166,STL,,CIN,L 13-20,*,9,5,42,8.40,0,55.6%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
111,2011,2011-12-24,15,30.172,STL,@,PIT,L 0-27,*,12,3,29,9.67,0,25.0%,2.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
112,2011,2012-01-01,16,30.180,STL,,SFO,L 27-34,*,11,6,100,16.67,1,54.5%,9.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,1,0
113,2012,2012-09-09,1,31.066,NWE,@,TEN,W 34-13,*,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
114,2012,2012-09-16,2,31.073,NWE,,ARI,L 18-20,*,13,8,60,7.50,0,61.5%,4.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
115,2012,2012-09-23,3,31.080,NWE,@,BAL,L 30-31,*,12,9,108,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
116,2012,2012-09-30,4,31.087,NWE,@,BUF,W 52-28,*,7,3,50,16.67,1,42.9%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
117,2012,2012-10-07,5,31.094,NWE,,DEN,W 31-21,*,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
118,2012,2012-10-14,6,31.101,NWE,@,SEA,L 23-24,*,12,6,80,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
119,2012,2012-10-21,7,31.108,NWE,,NYJ,W 29-26,*,8,1,6,6.00,0,12.5%,0.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
120,2012,2012-10-28,8,31.115,NWE,@,STL,W 45-7,*,4,2,28,14.00,2,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
121,2012,2012-11-11,9,31.129,NWE,,BUF,W 37-31,*,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
122,2012,2012-11-18,10,31.136,NWE,,IND,W 59-24,*,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
123,2012,2012-11-22,11,31.140,NWE,@,NYJ,W 49-19,*,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
124,2012,2012-12-02,12,31.150,NWE,@,MIA,W 23-16,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
125,2012,2012-12-10,13,31.158,NWE,,HOU,W 42-14,*,9,7,89,12.71,1,77.8%,9.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,12,0.0,0,0
126,2012,2012-12-16,14,31.164,NWE,,SFO,L 34-41,*,16,10,190,19.00,0,62.5%,11.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
127,2012,2012-12-23,15,31.171,NWE,@,JAX,W 23-16,*,12,6,62,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
128,2012,2012-12-30,16,31.178,NWE,,MIA,W 28-0,,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
129,2014,2014-09-07,1,33.064,SFO,@,DAL,W 28-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
130,2014,2014-09-21,3,33.078,SFO,@,ARI,L 14-23,*,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
131,2014,2014-09-28,4,33.085,SFO,,PHI,W 26-21,*,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
132,2014,2014-10-05,5,33.092,SFO,,KAN,W 22-17,,5,3,76,25.33,0,60.0%,15.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
133,2014,2014-10-13,6,33.100,SFO,@,STL,W 31-17,,1,1,80,80.00,1,100.0%,80.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
134,2014,2014-10-19,7,33.106,SFO,@,DEN,L 17-42,,6,3,63,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
135,2014,2014-11-02,8,33.120,SFO,,STL,L 10-13,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
136,2014,2014-11-09,9,33.127,SFO,@,NOR,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2014,2014-11-16,10,33.134,SFO,@,NYG,W 16-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
138,2014,2014-11-23,11,33.141,SFO,,WAS,W 17-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
139,2014,2014-11-27,12,33.145,SFO,,SEA,L 3-19,,6,1,6,6.00,0,16.7%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
