ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
19,1991,1991-09-15,3,24.196,PHI,@,DAL,W 24-0,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0
20,1991,1991-10-27,8,24.238,PHI,,SFO,L 7-23,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0
21,1991,1991-11-04,9,24.246,PHI,,NYG,W 30-7,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0
22,1991,1991-11-10,10,24.252,PHI,@,CLE,W 32-30,,6,76,12.67,1,,,0,0,,0,0,0,,0,1,6
23,1991,1991-11-17,11,24.259,PHI,,CIN,W 17-10,,2,24,12.00,1,,,0,0,,0,0,0,,0,1,6
24,1991,1991-11-24,12,24.266,PHI,@,PHO,W 34-14,,0,0,,0,,,,,,,,,,,,
25,1991,1991-12-02,13,24.274,PHI,@,HOU,W 13-6,,5,32,6.40,0,,,0,0,,0,0,0,,0,0,0
26,1991,1991-12-08,14,24.280,PHI,@,NYG,W 19-14,,4,40,10.00,1,,,0,0,,0,0,0,,0,1,6
27,1991,1991-12-15,15,24.287,PHI,,DAL,L 13-25,,5,44,8.80,0,,,0,0,,0,0,0,,0,0,0
28,1991,1991-12-22,16,24.294,PHI,,WAS,W 24-22,,3,34,11.33,0,,,0,0,,0,0,0,,0,0,0
29,1992,1992-09-06,1,25.187,PHI,,NOR,W 15-13,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0
30,1992,1992-09-13,2,25.194,PHI,@,PHO,W 31-14,2,1,10,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,1,6
31,1992,1992-09-20,3,25.201,PHI,,DEN,W 30-0,6,5,108,21.60,2,83.3%,18.00,0,0,,0,0,0,,0,2,12
32,1992,1992-10-05,4,25.216,PHI,,DAL,W 31-7,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0,,0,0,0
33,1992,1992-10-11,5,25.222,PHI,@,KAN,L 17-24,2,0,0,,0,0.0%,0.00,,,,,,,,,,
34,1992,1992-10-18,6,25.229,PHI,@,WAS,L 12-16,9,7,76,10.86,1,77.8%,8.44,0,0,,0,0,0,,0,1,6
35,1992,1992-10-25,7,25.236,PHI,,PHO,W 7-3,5,3,65,21.67,1,60.0%,13.00,0,0,,0,0,0,,0,1,6
36,1992,1992-11-01,8,25.243,PHI,@,DAL,L 10-20,8,2,54,27.00,0,25.0%,6.75,0,0,,0,0,0,,0,0,0
37,1992,1992-11-08,9,25.250,PHI,,RAI,W 31-10,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,0,0
38,1992,1992-11-15,10,25.257,PHI,@,GNB,L 24-27,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0
39,1992,1992-11-22,11,25.264,PHI,@,NYG,W 47-34,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
40,1992,1992-11-29,12,25.271,PHI,@,SFO,L 14-20,7,5,56,11.20,0,71.4%,8.00,0,0,,0,0,0,,0,0,0
41,1992,1992-12-06,13,25.278,PHI,,MIN,W 28-17,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
42,1992,1992-12-13,14,25.285,PHI,@,SEA,W 20-17,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,,0,0,0
43,1992,1992-12-20,15,25.292,PHI,,WAS,W 17-13,3,2,38,19.00,1,66.7%,12.67,0,0,,0,0,0,,0,1,6
44,1992,1992-12-27,16,25.299,PHI,,NYG,W 20-10,4,2,43,21.50,1,50.0%,10.75,0,0,,0,0,0,,0,1,6
45,1993,1993-09-05,1,26.186,PHI,,PHO,W 23-17,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0
46,1993,1993-09-12,2,26.193,PHI,@,GNB,W 20-17,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0
47,1993,1993-09-19,3,26.200,PHI,,WAS,W 34-31,11,8,181,22.63,3,72.7%,16.45,0,0,,0,0,0,,0,3,18
48,1993,1993-10-03,4,26.214,PHI,@,NYJ,W 35-30,3,2,16,8.00,1,66.7%,5.33,0,0,,0,0,0,,0,1,6
49,1993,1993-10-10,5,26.221,PHI,,CHI,L 6-17,6,4,44,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,1,6
50,1993,1993-10-17,6,26.228,PHI,@,NYG,L 10-21,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0
51,1993,1993-10-31,7,26.242,PHI,,DAL,L 10-23,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
52,1993,1993-11-07,8,26.249,PHI,@,PHO,L 3-16,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,,0,0,0
53,1993,1993-11-14,9,26.256,PHI,,MIA,L 14-19,12,8,72,9.00,2,66.7%,6.00,0,0,,0,0,0,,0,2,12
54,1993,1993-11-21,10,26.263,PHI,,NYG,L 3-7,6,2,22,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0
55,1993,1993-11-28,11,26.270,PHI,@,WAS,W 17-14,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
56,1993,1993-12-06,12,26.278,PHI,@,DAL,L 17-23,8,5,63,12.60,0,62.5%,7.88,0,0,,0,0,0,,0,0,0
57,1993,1993-12-12,13,26.284,PHI,,BUF,L 7-10,5,3,40,13.33,1,60.0%,8.00,0,0,,0,0,0,,0,1,6
58,1993,1993-12-19,14,26.291,PHI,@,IND,W 20-10,12,6,105,17.50,1,50.0%,8.75,0,0,,0,0,0,,0,1,6
59,1993,1993-12-26,15,26.298,PHI,,NOR,W 37-26,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,0,0
60,1993,1994-01-03,16,26.306,PHI,@,SFO,W 37-34,8,5,63,12.60,1,62.5%,7.88,0,0,,0,0,0,,0,1,6
61,1994,1994-09-04,1,27.185,PHI,@,NYG,L 23-28,10,5,76,15.20,1,50.0%,7.60,0,0,,0,0,0,,0,1,6
62,1994,1994-09-12,2,27.193,PHI,,CHI,W 30-22,6,6,85,14.17,2,100.0%,14.17,0,0,,0,0,0,,0,2,12
63,1994,1994-09-18,3,27.199,PHI,,GNB,W 13-7,9,2,43,21.50,0,22.2%,4.78,1,5,5.00,0,0,0,,0,0,0
64,1994,1994-10-02,4,27.213,PHI,@,SFO,W 40-8,9,9,122,13.56,0,100.0%,13.56,0,0,,0,0,0,,0,0,0
65,1994,1994-10-09,5,27.220,PHI,,WAS,W 21-17,6,3,52,17.33,0,50.0%,8.67,0,0,,0,0,0,,0,0,0
66,1994,1994-10-16,6,27.227,PHI,@,DAL,L 13-24,5,2,48,24.00,0,40.0%,9.60,0,0,,0,0,0,,0,0,0
67,1994,1994-10-24,7,27.235,PHI,,HOU,W 21-6,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,0,0
68,1994,1994-10-30,8,27.241,PHI,@,WAS,W 31-29,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0
69,1994,1994-11-06,9,27.248,PHI,,ARI,W 17-7,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
70,1994,1994-11-13,10,27.255,PHI,,CLE,L 7-26,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,0
71,1994,1994-11-20,11,27.262,PHI,@,ARI,L 6-12,15,6,56,9.33,0,40.0%,3.73,0,0,,0,0,0,,0,0,0
72,1994,1994-11-27,12,27.269,PHI,@,ATL,L 21-28,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0
73,1994,1994-12-04,13,27.276,PHI,,DAL,L 19-31,8,6,75,12.50,0,75.0%,9.38,0,0,,0,0,0,,0,0,0
74,1994,1994-12-11,14,27.283,PHI,@,PIT,L 3-14,8,1,13,13.00,0,12.5%,1.63,0,0,,0,0,0,,0,0,0
75,1994,1994-12-18,15,27.290,PHI,,NYG,L 13-16,4,3,19,6.33,0,75.0%,4.75,1,6,6.00,0,0,0,,0,0,0
76,1994,1994-12-24,16,27.296,PHI,@,CIN,L 30-33,13,6,122,20.33,0,46.2%,9.38,0,0,,0,0,0,,0,0,0
77,1995,1995-09-03,1,28.184,PHI,,TAM,L 6-21,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,0,0,0
78,1995,1995-09-10,2,28.191,PHI,@,ARI,W 31-19,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
79,1995,1995-09-17,3,28.198,PHI,,SDG,L 21-27,8,3,49,16.33,0,37.5%,6.13,0,0,,0,0,0,,0,0,0
80,1995,1995-09-24,4,28.205,PHI,@,OAK,L 17-48,11,6,82,13.67,0,54.5%,7.45,0,0,,0,0,0,,0,0,0
81,1995,1995-10-01,5,28.212,PHI,@,NOR,W 15-10,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,,0,0,0
82,1995,1995-10-08,6,28.219,PHI,,WAS,W 37-34,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0
83,1995,1995-10-15,7,28.226,PHI,@,NYG,W 17-14,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0
84,1995,1995-10-29,8,28.240,PHI,,STL,W 20-9,8,5,70,14.00,1,62.5%,8.75,1,-2,-2.00,0,0,0,,0,1,6
85,1995,1995-11-06,9,28.248,PHI,@,DAL,L 12-34,7,5,71,14.20,0,71.4%,10.14,0,0,,0,0,0,,0,0,0
86,1995,1995-11-12,10,28.254,PHI,,DEN,W 31-13,10,7,79,11.29,0,70.0%,7.90,0,0,,0,0,0,,0,0,0
87,1995,1995-11-19,11,28.261,PHI,,NYG,W 28-19,4,4,57,14.25,0,100.0%,14.25,0,0,,0,0,0,,0,0,0
88,1995,1995-11-26,12,28.268,PHI,@,WAS,W 14-7,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0
89,1995,1995-12-03,13,28.275,PHI,@,SEA,L 14-26,11,4,55,13.75,0,36.4%,5.00,0,0,,0,0,0,,0,0,0
90,1995,1995-12-10,14,28.282,PHI,,DAL,W 20-17,8,6,47,7.83,0,75.0%,5.88,0,0,,0,0,0,,0,0,0
91,1995,1995-12-17,15,28.289,PHI,,ARI,W 21-20,9,7,105,15.00,1,77.8%,11.67,0,0,,0,0,0,,0,1,6
92,1995,1995-12-24,16,28.296,PHI,@,CHI,L 14-20,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,0,
93,1996,1996-09-01,1,29.182,BAL,,OAK,W 19-14,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
94,1996,1996-09-08,2,29.189,BAL,@,PIT,L 17-31,,0,0,,0,0.0%,,,,,,,,,,,
95,1996,1996-09-15,3,29.196,BAL,@,HOU,L 13-29,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0
96,1996,1996-09-29,4,29.210,BAL,,NOR,W 17-10,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0
97,1996,1996-10-06,5,29.217,BAL,,NWE,L 38-46,7,7,54,7.71,0,100.0%,7.71,0,0,,0,0,0,,0,0,0
98,1996,1996-10-13,6,29.224,BAL,@,IND,L 21-26,2,2,7,3.50,1,100.0%,3.50,0,0,,0,0,0,,0,1,6
99,1996,1996-10-20,7,29.231,BAL,@,DEN,L 34-45,1,0,0,,0,0.0%,0.00,,,,,,,,,,
100,1996,1996-12-22,16,29.294,PHI,,ARI,W 29-19,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
