ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
50,1976,1976-10-17,6,26.229,PHI,@,GNB,L 13-28,3,80,26.67,0,1,9,9.00,0
51,1976,1976-10-24,7,26.236,PHI,,MIN,L 12-31,3,55,18.33,0,1,17,17.00,0
52,1976,1976-10-31,8,26.243,PHI,@,NYG,W 10-0,1,24,24.00,0,5,48,9.60,0
53,1976,1976-11-07,9,26.250,PHI,,STL,L 14-17,2,38,19.00,0,2,22,11.00,0
54,1976,1976-11-14,10,26.257,PHI,@,CLE,L 3-24,2,47,23.50,0,3,20,6.67,0
55,1976,1976-11-21,11,26.264,PHI,,OAK,L 7-26,4,77,19.25,0,0,0,,0
56,1976,1976-11-28,12,26.271,PHI,@,WAS,L 0-24,1,21,21.00,0,3,27,9.00,0
57,1977,1977-09-18,1,27.200,PHI,,TAM,W 13-3,2,46,23.00,0,9,89,9.89,0
58,1977,1977-09-25,2,27.207,PHI,@,RAM,L 0-20,1,32,32.00,0,1,6,6.00,0
59,1977,1977-10-02,3,27.214,PHI,@,DET,L 13-17,1,44,44.00,0,5,52,10.40,0
60,1977,1977-10-09,4,27.221,PHI,@,NYG,W 28-10,0,0,,0,5,70,14.00,0
61,1977,1977-10-16,5,27.228,PHI,,STL,L 17-21,0,0,,0,2,10,5.00,0
62,1977,1977-10-23,6,27.235,PHI,,DAL,L 10-16,3,53,17.67,0,4,49,12.25,0
63,1977,1977-10-30,7,27.242,PHI,@,WAS,L 17-23,4,90,22.50,0,2,19,9.50,0
64,1977,1977-11-06,8,27.249,PHI,,NOR,W 28-7,2,56,28.00,0,4,43,10.75,0
65,1977,1977-11-13,9,27.256,PHI,,WAS,L 14-17,3,43,14.33,0,3,15,5.00,0
66,1977,1977-11-20,10,27.263,PHI,@,STL,L 16-21,1,20,20.00,0,3,16,5.33,0
67,1977,1977-11-27,11,27.270,PHI,@,NWE,L 6-14,1,25,25.00,0,0,0,,0
68,1977,1977-12-04,12,27.277,PHI,@,DAL,L 14-24,2,46,23.00,0,1,13,13.00,0
69,1977,1977-12-11,13,27.284,PHI,,NYG,W 17-14,0,0,,0,4,33,8.25,0
70,1977,1977-12-18,14,27.291,PHI,,NYJ,W 27-0,0,0,,0,3,74,24.67,0
71,1978,1978-09-03,1,28.185,KAN,@,CIN,W 24-23,4,104,26.00,0,2,16,8.00,0
72,1978,1978-09-10,2,28.192,KAN,,HOU,L 17-20,3,69,23.00,0,4,35,8.75,0
73,1978,1978-12-03,14,28.276,RAM,@,NYG,W 20-17,,,,,,,,
74,1978,1978-12-11,15,28.284,RAM,,CIN,L 19-20,2,50,25.00,0,0,0,,0
75,1978,1978-12-17,16,28.290,RAM,,GNB,W 31-14,,,,,,,,
