ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
20,1977,1977-10-23,6,24.169,CIN,,DEN,L 13-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,184,36.80,0
21,1977,1977-10-30,7,24.176,CIN,,HOU,W 13-10,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,156,39.00,0
22,1977,1977-11-06,8,24.183,CIN,@,CLE,W 10-7,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,215,43.00,0
23,1977,1977-11-13,9,24.190,CIN,@,MIN,L 10-42,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,289,41.29,0
24,1977,1977-11-20,10,24.197,CIN,,MIA,W 23-17,3,27,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,255,42.50,0
25,1977,1977-11-27,11,24.204,CIN,,NYG,W 30-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,290,41.43,0
26,1977,1977-12-04,12,24.211,CIN,@,KAN,W 27-7,2,35,17.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,4,195,48.75,0
27,1977,1977-12-10,13,24.217,CIN,,PIT,W 17-10,3,71,23.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,3,130,43.33,0
28,1977,1977-12-18,14,24.225,CIN,@,HOU,L 16-21,4,69,17.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,5,238,47.60,1
29,1978,1978-09-03,1,25.119,CIN,,KAN,L 23-24,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,130,43.33,0
30,1978,1978-09-10,2,25.126,CIN,@,CLE,L 10-13,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,291,41.57,0
31,1978,1978-09-17,3,25.133,CIN,,PIT,L 3-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,10,424,42.40,0
32,1978,1978-09-24,4,25.140,CIN,,NOR,L 18-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,266,44.33,0
33,1978,1978-10-01,5,25.147,CIN,@,SFO,L 12-28,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,287,47.83,0
34,1978,1978-10-09,6,25.155,CIN,@,MIA,L 0-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,268,38.29,0
35,1978,1978-10-15,7,25.161,CIN,,NWE,L 3-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,190,47.50,0
36,1978,1978-10-22,8,25.168,CIN,@,BUF,L 0-5,3,20,6.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,276,46.00,0
37,1978,1978-10-29,9,25.175,CIN,,HOU,W 28-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,215,43.00,0
38,1978,1978-11-05,10,25.182,CIN,@,SDG,L 13-22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,8,324,40.50,0
39,1978,1978-11-13,11,25.190,CIN,,OAK,L 21-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,207,41.40,0
40,1978,1978-11-19,12,25.196,CIN,@,PIT,L 6-7,4,85,21.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,184,36.80,0
41,1978,1978-11-26,13,25.203,CIN,@,HOU,L 10-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,346,49.43,0
42,1978,1978-12-03,14,25.210,CIN,,ATL,W 37-7,4,32,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,194,48.50,0
43,1978,1978-12-11,15,25.218,CIN,@,RAM,W 20-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,206,41.20,0
44,1978,1978-12-17,16,25.224,CIN,,CLE,W 48-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,111,37.00,0
45,1979,1979-09-02,1,26.118,CIN,@,DEN,L 0-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,199,39.80,0
46,1979,1979-09-09,2,26.125,CIN,@,BUF,L 24-51,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,274,39.14,1
47,1979,1979-09-16,3,26.132,CIN,,NWE,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,294,49.00,0
48,1979,1979-09-23,4,26.139,CIN,,HOU,L 27-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,268,44.67,0
49,1979,1979-09-30,5,26.146,CIN,@,DAL,L 13-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,249,49.80,0
50,1979,1979-10-07,6,26.153,CIN,,KAN,L 7-10,0,0,,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,6,238,39.67,0
51,1979,1979-10-14,7,26.160,CIN,,PIT,W 34-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,282,40.29,0
52,1979,1979-10-21,8,26.167,CIN,@,CLE,L 27-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,274,54.80,0
53,1979,1979-10-28,9,26.174,CIN,,PHI,W 37-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,191,38.20,0
54,1979,1979-11-04,10,26.181,CIN,@,BAL,L 28-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,184,36.80,0
55,1979,1979-11-11,11,26.188,CIN,,SDG,L 24-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,236,33.71,1
56,1979,1979-11-18,12,26.195,CIN,@,HOU,L 21-42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,213,42.60,0
57,1979,1979-11-25,13,26.202,CIN,,STL,W 34-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,239,39.83,0
58,1979,1979-12-02,14,26.209,CIN,@,PIT,L 17-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,162,40.50,0
59,1979,1979-12-09,15,26.216,CIN,@,WAS,L 14-28,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,156,39.00,0
60,1979,1979-12-16,16,26.223,CIN,,CLE,W 16-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,219,36.50,0
61,1980,1980-09-07,1,27.123,CIN,,TAM,L 12-17,0,0,,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,8,357,44.63,0
62,1980,1980-09-14,2,27.130,CIN,@,MIA,L 16-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,263,37.57,1
63,1980,1980-09-21,3,27.137,CIN,,PIT,W 30-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,252,42.00,0
64,1980,1980-09-28,4,27.144,CIN,,HOU,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,266,44.33,0
65,1980,1980-10-05,5,27.151,CIN,@,GNB,L 9-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,194,38.80,0
66,1980,1980-10-12,6,27.158,CIN,@,PIT,W 17-16,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,261,43.50,0
67,1980,1980-10-19,7,27.165,CIN,,MIN,W 14-0,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,3,120,40.00,0
68,1980,1980-10-26,8,27.172,CIN,@,HOU,L 3-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,254,42.33,0
69,1980,1980-11-02,9,27.179,CIN,,SDG,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,6,225,37.50,1
70,1980,1980-11-09,10,27.186,CIN,@,OAK,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,170,42.50,0
71,1980,1980-11-16,11,27.193,CIN,,BUF,L 0-14,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,7,321,45.86,0
72,1980,1980-11-23,12,27.200,CIN,@,CLE,L 7-31,6,62,10.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,2,62,31.00,0
73,1980,1980-11-30,13,27.207,CIN,@,KAN,W 20-6,2,12,6.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,5,217,43.40,0
74,1980,1980-12-07,14,27.214,CIN,,BAL,W 34-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,4,158,39.50,0
75,1980,1980-12-14,15,27.221,CIN,@,CHI,W 17-14,2,41,20.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,5,190,38.00,0
76,1980,1980-12-21,16,27.228,CIN,,CLE,L 24-27,3,86,28.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,3,80,26.67,0
77,1981,1981-09-06,1,28.122,CIN,,SEA,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,184,46.00,0
78,1981,1981-09-13,2,28.129,CIN,@,NYJ,W 31-30,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,224,44.80,0
79,1981,1981-09-20,3,28.136,CIN,,CLE,L 17-20,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,209,52.25,0
80,1981,1981-09-27,4,28.143,CIN,,BUF,W 27-24,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,167,55.67,0
81,1981,1981-10-04,5,28.150,CIN,@,HOU,L 10-17,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,6,315,52.50,0
82,1981,1981-10-11,6,28.157,CIN,@,BAL,W 41-19,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,118,39.33,1
83,1981,1981-10-18,7,28.164,CIN,,PIT,W 34-7,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,183,45.75,0
84,1981,1981-10-25,8,28.171,CIN,@,NOR,L 7-17,0,0,,0,1,-27,-27.00,0,0,0,,0,0,0,,,,,,0,0,6,306,51.00,0
85,1981,1981-11-01,9,28.178,CIN,,HOU,W 34-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,229,45.80,0
86,1981,1981-11-08,10,28.185,CIN,@,SDG,W 40-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,171,42.75,0
87,1981,1981-11-15,11,28.192,CIN,,RAM,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,9,404,44.89,0
88,1981,1981-11-22,12,28.199,CIN,,DEN,W 38-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,2,64,32.00,0
89,1981,1981-11-29,13,28.206,CIN,@,CLE,W 41-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,6,238,39.67,0
90,1981,1981-12-06,14,28.213,CIN,,SFO,L 3-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,137,45.67,0
91,1981,1981-12-13,15,28.220,CIN,@,PIT,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,169,42.25,0
92,1981,1981-12-20,16,28.227,CIN,@,ATL,W 30-28,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,154,38.50,0
93,1982,1982-09-12,1,29.128,CIN,,HOU,W 27-6,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,1,31,31.00,0
94,1982,1982-09-19,2,29.135,CIN,@,PIT,L 20-26,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,136,45.33,0
95,1982,1982-11-21,3,29.198,CIN,@,PHI,W 18-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,109,36.33,0
96,1982,1982-11-28,4,29.205,CIN,,RAI,W 31-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,171,42.75,0
97,1982,1982-12-05,5,29.212,CIN,@,BAL,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,6,215,35.83,0
98,1982,1982-12-12,6,29.219,CIN,,CLE,W 23-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,169,33.80,0
99,1982,1982-12-20,7,29.227,CIN,@,SDG,L 34-50,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,126,42.00,0
100,1982,1982-12-26,8,29.233,CIN,,SEA,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,202,40.40,0
101,1982,1983-01-02,9,29.240,CIN,@,HOU,W 35-27,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,1,42,42.00,0
102,1983,1983-09-04,1,30.120,CIN,,RAI,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,194,38.80,0
103,1983,1983-09-11,2,30.127,CIN,,BUF,L 6-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,130,43.33,0
104,1983,1983-09-15,3,30.131,CIN,@,CLE,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,6,249,41.50,0
105,1983,1983-09-25,4,30.141,CIN,@,TAM,W 23-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,2,85,42.50,0
106,1983,1983-10-02,5,30.148,CIN,,BAL,L 31-34,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,127,42.33,0
107,1983,1983-10-10,6,30.156,CIN,,PIT,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,193,38.60,0
108,1983,1983-10-16,7,30.162,CIN,@,DEN,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,2,106,53.00,0
109,1983,1983-10-23,8,30.169,CIN,,CLE,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,6,290,48.33,0
110,1983,1983-10-30,9,30.176,CIN,,GNB,W 34-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,154,38.50,0
111,1983,1983-11-06,10,30.183,CIN,@,HOU,W 55-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,133,44.33,0
112,1983,1983-11-13,11,30.190,CIN,@,KAN,L 15-20,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,3,114,38.00,0
113,1983,1983-11-20,12,30.197,CIN,,HOU,W 38-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,212,42.40,0
114,1983,1983-11-28,13,30.205,CIN,@,MIA,L 14-38,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,6,233,38.83,0
115,1983,1983-12-04,14,30.211,CIN,@,PIT,W 23-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,191,38.20,0
116,1983,1983-12-11,15,30.218,CIN,,DET,W 17-9,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,5,220,44.00,2
117,1983,1983-12-17,16,30.224,CIN,@,MIN,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,4,173,43.25,0
118,1984,1984-09-02,1,31.118,CIN,@,DEN,L 17-20,0,0,,0,0,0,,0,1,1,100.00,34,0,0,118.7,0,0,34.00,34.00,0,0,3,154,51.33,0
119,1984,1984-09-09,2,31.125,CIN,,KAN,L 22-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,6,269,44.83,0
120,1984,1984-09-16,3,31.132,CIN,@,NYJ,L 23-43,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,2,107,53.50,0
121,1984,1984-09-23,4,31.139,CIN,,RAM,L 14-24,0,0,,0,0,0,,0,1,1,100.00,43,0,0,118.7,0,0,43.00,43.00,0,0,6,275,45.83,0
122,1984,1984-10-01,5,31.147,CIN,@,PIT,L 17-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,6,244,40.67,0
123,1984,1984-10-07,6,31.153,CIN,,HOU,W 13-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,4,176,44.00,0
124,1984,1984-10-14,7,31.160,CIN,@,NWE,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,5,195,39.00,0
125,1984,1984-10-21,8,31.167,CIN,,CLE,W 12-9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,7,294,42.00,0
126,1984,1984-10-28,9,31.174,CIN,@,HOU,W 31-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,2,82,41.00,0
127,1984,1984-11-04,10,31.181,CIN,@,SFO,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,6,229,38.17,0
128,1984,1984-11-11,11,31.188,CIN,,PIT,W 22-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,4,185,46.25,0
129,1984,1984-11-18,12,31.195,CIN,,SEA,L 6-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,1,40,40.00,0
130,1984,1984-11-25,13,31.202,CIN,,ATL,W 35-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,108,36.00,0
131,1984,1984-12-02,14,31.209,CIN,@,CLE,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,84,28.00,0
132,1984,1984-12-09,15,31.216,CIN,@,NOR,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,6,283,47.17,0
133,1984,1984-12-16,16,31.223,CIN,,BUF,W 52-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,107,35.67,0
134,1985,1985-09-08,1,32.124,CIN,,SEA,L 24-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,4,167,41.75,0
135,1985,1985-09-15,2,32.131,CIN,@,STL,L 27-41,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,6,246,41.00,0
136,1985,1985-09-22,3,32.138,CIN,,SDG,L 41-44,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,109,36.33,0
137,1985,1985-09-30,4,32.146,CIN,@,PIT,W 37-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,5,237,47.40,0
138,1985,1985-10-06,5,32.152,CIN,,NYJ,L 20-29,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,2,77,38.50,0
139,1985,1985-10-13,6,32.159,CIN,,NYG,W 35-30,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,7,335,47.86,0
140,1985,1985-10-20,7,32.166,CIN,@,HOU,L 27-44,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,128,42.67,0
141,1985,1985-10-27,8,32.173,CIN,,PIT,W 26-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,143,47.67,0
142,1985,1985-11-03,9,32.180,CIN,@,BUF,W 23-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,3,120,40.00,0
143,1985,1985-11-10,10,32.187,CIN,,CLE,W 27-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,4,187,46.75,0
144,1985,1985-11-17,11,32.194,CIN,@,RAI,L 6-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,5,232,46.40,0
145,1985,1985-11-24,12,32.201,CIN,@,CLE,L 6-24,0,0,,0,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,0,0,3,103,34.33,0
146,1985,1985-12-01,13,32.208,CIN,,HOU,W 45-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,1,28,28.00,0
147,1985,1985-12-08,14,32.215,CIN,,DAL,W 50-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,2,78,39.00,1
148,1985,1985-12-15,15,32.222,CIN,@,WAS,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,4,171,42.75,0
149,1985,1985-12-22,16,32.229,CIN,@,NWE,L 23-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,2,49,24.50,0
