ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
44,2008,2008-12-07,13,23.259,JAX,@,CHI,L 10-23,,12,55,4.58,0,9,7,47,6.71,1,77.8%,5.22,0,0,,0,0,0,,,,,,2,50,25.00,0,0,0,,0,1,6,0.0,0,0
45,2008,2008-12-14,14,23.266,JAX,,GNB,W 20-16,*,12,48,4.00,1,7,4,22,5.50,1,57.1%,3.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0.0,0,0
46,2008,2008-12-18,15,23.270,JAX,,IND,L 24-31,*,20,91,4.55,0,8,7,71,10.14,0,87.5%,8.88,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2008,2008-12-28,16,23.280,JAX,@,BAL,L 7-27,*,23,78,3.39,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2009,2009-09-13,1,24.174,JAX,@,IND,L 12-14,*,21,97,4.62,1,8,5,26,5.20,0,62.5%,3.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
49,2009,2009-09-20,2,24.181,JAX,,ARI,L 17-31,*,13,66,5.08,0,7,4,17,4.25,0,57.1%,2.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
50,2009,2009-09-27,3,24.188,JAX,@,HOU,W 31-24,*,23,119,5.17,3,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18,0.0,0,0
51,2009,2009-10-04,4,24.195,JAX,,TEN,W 37-17,*,6,14,2.33,1,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
52,2009,2009-10-11,5,24.202,JAX,@,SEA,L 0-41,*,12,34,2.83,0,5,5,23,4.60,0,100.0%,4.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2009,2009-10-18,6,24.209,JAX,,STL,W 23-20,*,33,133,4.03,3,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18,0.0,0,0
54,2009,2009-11-01,7,24.223,JAX,@,TEN,L 13-30,*,8,177,22.13,2,4,1,-4,-4.00,0,25.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0.0,1,0
55,2009,2009-11-08,8,24.230,JAX,,KAN,W 24-21,*,29,97,3.34,1,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,1,0
56,2009,2009-11-15,9,24.237,JAX,@,NYJ,W 24-22,*,24,123,5.13,1,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
57,2009,2009-11-22,10,24.244,JAX,,BUF,W 18-15,*,25,66,2.64,1,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,1,0
58,2009,2009-11-29,11,24.251,JAX,@,SFO,L 3-20,*,15,75,5.00,0,5,5,35,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
59,2009,2009-12-06,12,24.258,JAX,,HOU,W 23-18,*,24,76,3.17,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2009,2009-12-13,13,24.265,JAX,,MIA,L 10-14,*,18,59,3.28,1,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,2,19,9.50,0,1,6,0.0,0,0
61,2009,2009-12-17,14,24.269,JAX,,IND,L 31-35,*,27,110,4.07,1,5,5,30,6.00,1,100.0%,6.00,0,0,,0,0,0,,,,,,2,59,29.50,0,0,0,,0,2,12,0.0,1,0
62,2009,2009-12-27,15,24.279,JAX,@,NWE,L 7-35,*,18,63,3.50,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,,,,,2,43,21.50,0,0,0,,0,0,0,0.0,0,0
63,2009,2010-01-03,16,24.286,JAX,@,CLE,L 17-23,*,16,82,5.13,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2010,2010-09-12,1,25.173,JAX,,DEN,W 24-17,*,23,98,4.26,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
65,2010,2010-09-19,2,25.180,JAX,@,SDG,L 13-38,*,12,31,2.58,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,3,0
66,2010,2010-09-26,3,25.187,JAX,,PHI,L 3-28,*,22,88,4.00,0,3,2,1,0.50,0,66.7%,0.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
67,2010,2010-10-03,4,25.194,JAX,,IND,W 31-28,*,26,105,4.04,1,2,2,16,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12,0.0,0,0
68,2010,2010-10-10,5,25.201,JAX,@,BUF,W 36-26,*,19,84,4.42,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2010,2010-10-18,6,25.209,JAX,,TEN,L 3-30,*,17,57,3.35,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2010,2010-10-24,7,25.215,JAX,@,KAN,L 20-42,*,16,47,2.94,0,6,5,74,14.80,1,83.3%,12.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
71,2010,2010-10-31,8,25.222,JAX,@,DAL,W 35-17,*,27,135,5.00,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
72,2010,2010-11-14,9,25.236,JAX,,HOU,W 31-24,*,24,100,4.17,2,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12,0.0,0,0
73,2010,2010-11-21,10,25.243,JAX,,CLE,W 24-20,*,23,133,5.78,1,3,3,87,29.00,0,100.0%,29.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,1,6,0.0,0,0
74,2010,2010-11-28,11,25.250,JAX,@,NYG,L 20-24,*,21,113,5.38,0,4,4,9,2.25,0,100.0%,2.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
75,2010,2010-12-05,12,25.257,JAX,@,TEN,W 17-6,*,31,186,6.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2010,2010-12-12,13,25.264,JAX,,OAK,W 38-31,*,23,101,4.39,1,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
77,2010,2010-12-19,14,25.271,JAX,@,IND,L 24-34,*,15,46,3.07,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
78,2011,2011-09-11,1,26.172,JAX,,TEN,W 16-14,*,24,97,4.04,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
79,2011,2011-09-18,2,26.179,JAX,@,NYJ,L 3-32,*,18,88,4.89,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
80,2011,2011-09-25,3,26.186,JAX,@,CAR,L 10-16,*,24,122,5.08,0,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
81,2011,2011-10-02,4,26.193,JAX,,NOR,L 10-23,*,11,84,7.64,0,4,1,3,3.00,0,25.0%,0.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
82,2011,2011-10-09,5,26.200,JAX,,CIN,L 20-30,*,19,85,4.47,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
83,2011,2011-10-16,6,26.207,JAX,@,PIT,L 13-17,*,22,96,4.36,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
84,2011,2011-10-24,7,26.215,JAX,,BAL,W 12-7,*,30,105,3.50,0,3,2,-1,-0.50,0,66.7%,-0.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
85,2011,2011-10-30,8,26.221,JAX,@,HOU,L 14-24,*,18,63,3.50,1,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
86,2011,2011-11-13,9,26.235,JAX,@,IND,W 17-3,*,25,114,4.56,1,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
87,2011,2011-11-20,10,26.242,JAX,@,CLE,L 10-14,*,21,87,4.14,1,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
88,2011,2011-11-27,11,26.249,JAX,,HOU,L 13-20,*,18,99,5.50,0,6,4,67,16.75,0,66.7%,11.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
89,2011,2011-12-05,12,26.257,JAX,,SDG,L 14-38,*,20,97,4.85,0,8,6,91,15.17,1,75.0%,11.38,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
90,2011,2011-12-11,13,26.263,JAX,,TAM,W 41-14,*,27,85,3.15,2,6,6,51,8.50,2,100.0%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,4,24,0.0,0,0
91,2011,2011-12-15,14,26.267,JAX,@,ATL,L 14-41,*,17,112,6.59,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
92,2011,2011-12-24,15,26.276,JAX,@,TEN,L 17-23,*,24,103,4.29,1,10,6,21,3.50,0,60.0%,2.10,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
93,2011,2012-01-01,16,26.284,JAX,,IND,W 19-13,*,25,169,6.76,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2012,2012-09-09,1,27.170,JAX,@,MIN,L 23-26,,19,77,4.05,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,,,0,0,,0,2,4,2.00,0,0,0,0.0,0,0
95,2012,2012-09-16,2,27.177,JAX,,HOU,L 7-27,*,12,60,5.00,0,3,3,7,2.33,1,100.0%,2.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
96,2012,2012-09-23,3,27.184,JAX,@,IND,W 22-17,*,28,177,6.32,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
97,2012,2012-09-30,4,27.191,JAX,,CIN,L 10-27,*,13,38,2.92,0,5,5,42,8.40,0,100.0%,8.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2012,2012-10-07,5,27.198,JAX,,CHI,L 3-41,*,12,56,4.67,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
99,2012,2012-10-21,6,27.212,JAX,@,OAK,L 23-26,*,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
100,2013,2013-09-08,1,28.169,JAX,,KAN,L 2-28,*,15,45,3.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2013,2013-09-15,2,28.176,JAX,@,OAK,L 9-19,*,10,27,2.70,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
102,2013,2013-09-22,3,28.183,JAX,@,SEA,L 17-45,*,19,43,2.26,1,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0
103,2013,2013-09-29,4,28.190,JAX,,IND,L 3-37,*,13,23,1.77,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2013,2013-10-06,5,28.197,JAX,@,STL,L 20-34,*,17,70,4.12,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2013,2013-10-13,6,28.204,JAX,@,DEN,L 19-35,*,20,71,3.55,1,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
106,2013,2013-10-20,7,28.211,JAX,,SDG,L 6-24,*,9,37,4.11,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
107,2013,2013-10-27,8,28.218,JAX,,SFO,L 10-42,*,19,75,3.95,0,8,6,47,7.83,0,75.0%,5.88,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2013,2013-11-10,9,28.232,JAX,@,TEN,W 29-27,*,21,41,1.95,1,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
109,2013,2013-11-17,10,28.239,JAX,,ARI,L 14-27,*,14,23,1.64,1,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
110,2013,2013-11-24,11,28.246,JAX,@,HOU,W 13-6,*,14,84,6.00,1,6,6,60,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
111,2013,2013-12-01,12,28.253,JAX,@,CLE,W 32-28,*,23,77,3.35,0,8,2,4,2.00,0,25.0%,0.50,1,1,100.00,8,1,0,139.6,0,0,8.00,28.00,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2013,2013-12-05,13,28.257,JAX,,HOU,W 27-20,*,14,103,7.36,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
113,2013,2013-12-22,15,28.274,JAX,,TEN,L 16-20,*,13,45,3.46,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2013,2013-12-29,16,28.281,JAX,@,IND,L 10-30,*,13,39,3.00,0,6,5,51,10.20,0,83.3%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2014,2014-09-07,1,29.168,OAK,@,NYJ,L 14-19,*,9,11,1.22,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
116,2014,2014-09-28,4,29.189,OAK,,MIA,L 14-38,,2,1,0.50,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
117,2014,2014-10-12,5,29.203,OAK,,SDG,L 28-31,,4,30,7.50,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
118,2014,2014-10-19,6,29.210,OAK,,ARI,L 13-24,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
119,2014,2014-10-26,7,29.217,OAK,@,CLE,L 13-23,,6,8,1.33,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
120,2014,2014-11-02,8,29.224,OAK,@,SEA,L 24-30,,2,-2,-1.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
121,2014,2014-11-09,9,29.231,OAK,,DEN,L 17-41,,3,10,3.33,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
122,2014,2014-11-16,10,29.238,OAK,@,SDG,L 6-13,,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
