ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
34,1977,1977-12-11,13,24.205,NOR,,TAM,L 14-33,,,,,,,,,,
35,1977,1977-12-18,14,24.212,NOR,@,ATL,L 7-35,,,,,,,,,,
36,1978,1978-09-03,1,25.106,NOR,,MIN,W 31-24,,,,,,,,,,
37,1978,1978-09-10,2,25.113,NOR,@,GNB,L 17-28,,,,,,,,,,
38,1978,1978-09-17,3,25.120,NOR,,PHI,L 17-24,,,,,,,,,,
39,1978,1978-09-24,4,25.127,NOR,@,CIN,W 20-18,,,,,,,,,,
40,1978,1978-10-01,5,25.134,NOR,,RAM,L 20-26,,,,,,,,,,
41,1978,1978-10-08,6,25.141,NOR,,CLE,L 16-24,,,,,,,,,,
42,1978,1978-10-15,7,25.148,NOR,@,SFO,W 14-7,,,,,,,,,,
43,1978,1978-10-22,8,25.155,NOR,@,RAM,W 10-3,,,,,,,,,,
44,1978,1978-10-29,9,25.162,NOR,,NYG,W 28-17,,,,,,,,,,
45,1978,1978-11-05,10,25.169,NOR,@,PIT,L 14-20,,,,,,,,,,
46,1978,1978-11-12,11,25.176,NOR,,ATL,L 17-20,,,,,,,,,,
47,1978,1978-11-19,12,25.183,NOR,@,DAL,L 7-27,,,,,,,,,,
48,1978,1978-11-26,13,25.190,NOR,@,ATL,L 17-20,,,,,,,,,,
49,1978,1978-12-03,14,25.197,NOR,,SFO,W 24-13,,,,,,,,,,
50,1978,1978-12-10,15,25.204,NOR,,HOU,L 12-17,,,,,,,,,,
51,1978,1978-12-17,16,25.211,NOR,@,TAM,W 17-10,,,,,,,,,,
52,1979,1979-09-02,1,26.105,NOR,,ATL,L 34-40,,,,,,,,,,
53,1979,1979-09-09,2,26.112,NOR,@,GNB,L 19-28,,,,,,,,,,
54,1979,1979-09-16,3,26.119,NOR,,PHI,L 14-26,,,,,,,,,,
55,1979,1979-09-23,4,26.126,NOR,@,SFO,W 30-21,,,,,,,,,,
56,1979,1979-09-30,5,26.133,NOR,,NYG,W 24-14,,,,,,,,,,
57,1979,1979-10-07,6,26.140,NOR,,RAM,L 17-35,,,,,,,,,,
58,1979,1979-10-14,7,26.147,NOR,@,TAM,W 42-14,0,0,,0,0,0,0.0,1,-2,0
59,1979,1979-10-21,8,26.154,NOR,,DET,W 17-7,,,,,,,,,,
60,1979,1979-10-28,9,26.161,NOR,@,WAS,W 14-10,,,,,,,,,,
61,1979,1979-11-04,10,26.168,NOR,@,DEN,L 3-10,,,,,,,,,,
62,1979,1979-11-11,11,26.175,NOR,,SFO,W 31-20,,,,,,,,,,
63,1979,1979-11-18,12,26.182,NOR,@,SEA,L 24-38,,,,,,,,,,
64,1979,1979-11-25,13,26.189,NOR,@,ATL,W 37-6,,,,,,,,,,
65,1979,1979-12-03,14,26.197,NOR,,OAK,L 35-42,,,,,,,,,,
66,1979,1979-12-09,15,26.203,NOR,,SDG,L 0-35,,,,,,,,,,
67,1979,1979-12-16,16,26.210,NOR,@,RAM,W 29-14,,,,,,,,,,
68,1980,1980-09-07,1,27.110,NOR,,SFO,L 23-26,,,,,,,,,,
69,1980,1980-09-14,2,27.117,NOR,@,CHI,L 3-22,,,,,,,,,,
70,1980,1980-09-21,3,27.124,NOR,,BUF,L 26-35,,,,,,,,,,
71,1980,1980-09-28,4,27.131,NOR,@,MIA,L 16-21,,,,,,,,,,
72,1980,1980-10-05,5,27.138,NOR,,STL,L 7-40,,,,,,,,,,
73,1980,1980-10-12,6,27.145,NOR,@,DET,L 13-24,,,,,,,,,,
74,1980,1980-10-19,7,27.152,NOR,,ATL,L 14-41,,,,,,,,,,
75,1980,1980-10-26,8,27.159,NOR,@,WAS,L 14-22,,,,,,,,,,
76,1980,1980-11-02,9,27.166,NOR,@,RAM,L 31-45,,,,,,,,,,
77,1980,1980-11-09,10,27.173,NOR,,PHI,L 21-34,,,,,,,,,,
78,1980,1980-11-16,11,27.180,NOR,@,ATL,L 13-31,,,,,,,,,,
79,1980,1980-11-24,12,27.188,NOR,,RAM,L 7-27,,,,,,,,,,
80,1980,1980-11-30,13,27.194,NOR,,MIN,L 20-23,,,,,,,,,,
81,1980,1980-12-07,14,27.201,NOR,@,SFO,L 35-38,,,,,,,,,,
82,1980,1980-12-14,15,27.208,NOR,@,NYJ,W 21-20,,,,,,,,,,
83,1980,1980-12-21,16,27.215,NOR,,NWE,L 27-38,0,0,,0,0,0,0.0,1,37,0
84,1981,1981-09-06,1,28.109,NOR,@,ATL,L 0-27,,,,,,,,,,
85,1981,1981-09-13,2,28.116,NOR,,RAM,W 23-17,,,,,,,,,,
86,1981,1981-09-20,3,28.123,NOR,@,NYG,L 7-20,,,,,,,,,,
87,1981,1981-09-27,4,28.130,NOR,@,SFO,L 14-21,,,,,,,,,,
88,1981,1981-10-04,5,28.137,NOR,,PIT,L 6-20,,,,,,,,,,
89,1981,1981-10-11,6,28.144,NOR,,PHI,L 14-31,,,,,,,,,,
90,1981,1981-10-18,7,28.151,NOR,@,CLE,L 17-20,,,,,,,,,,
91,1981,1981-10-25,8,28.158,NOR,,CIN,W 17-7,,,,,,,,,,
92,1981,1981-11-01,9,28.165,NOR,,ATL,L 10-41,,,,,,,,,,
93,1981,1981-11-08,10,28.172,NOR,@,RAM,W 21-13,,,,,,,,,,
94,1981,1981-11-15,11,28.179,NOR,@,MIN,L 10-20,,,,,,,,,,
95,1981,1981-11-22,12,28.186,NOR,@,HOU,W 27-24,,,,,,,,,,
96,1981,1981-11-29,13,28.193,NOR,,TAM,L 14-31,,,,,,,,,,
97,1981,1981-12-06,14,28.200,NOR,@,STL,L 3-30,,,,,,,,,,
98,1981,1981-12-13,15,28.207,NOR,,GNB,L 7-35,,,,,,,,,,
99,1981,1981-12-20,16,28.214,NOR,,SFO,L 17-21,,,,,,,,,,
100,1982,1982-09-12,1,29.115,STL,@,NOR,W 21-7,0,0,,0,0,0,1.0,0,0,0
101,1982,1982-09-19,2,29.122,STL,,DAL,L 7-24,0,0,,0,0,0,0.5,0,0,0
102,1982,1982-11-21,3,29.185,STL,,SFO,L 20-31,0,0,,0,0,0,2.0,0,0,0
103,1982,1982-11-28,4,29.192,STL,@,ATL,W 23-20,,,,,,,,,,
104,1982,1982-12-05,5,29.199,STL,@,PHI,W 23-20,,,,,,,,,,
105,1982,1982-12-12,6,29.206,STL,,WAS,L 7-12,,,,,,,,,,
106,1982,1982-12-19,7,29.213,STL,@,CHI,W 10-7,,,,,,,,,,
107,1982,1982-12-26,8,29.220,STL,,NYG,W 24-21,,,,,,,,,,
108,1982,1983-01-02,9,29.227,STL,@,WAS,L 0-28,0,0,,0,0,0,1.0,0,0,0
109,1983,1983-09-04,1,30.107,STL,@,NOR,L 17-28,,,,,,,,,,
110,1983,1983-09-11,2,30.114,STL,,DAL,L 17-34,,,,,,,,,,
111,1983,1983-09-18,3,30.121,STL,,SFO,L 27-42,,,,,,,,,,
112,1983,1983-09-25,4,30.128,STL,@,PHI,W 14-11,0,0,,0,0,0,0.0,1,10,0
113,1983,1983-10-24,8,30.157,STL,,NYG,T 20-20,,,,,,,,,,
114,1983,1983-10-30,9,30.163,STL,,MIN,W 41-31,,,,,,,,,,
115,1983,1983-11-06,10,30.170,STL,@,WAS,L 7-45,,,,,,,,,,
116,1983,1983-11-13,11,30.177,STL,,SEA,W 33-28,,,,,,,,,,
117,1983,1983-11-24,13,30.188,STL,@,DAL,L 17-35,,,,,,,,,,
118,1983,1983-12-04,14,30.198,STL,@,NYG,W 10-6,,,,,,,,,,
119,1983,1983-12-11,15,30.205,STL,@,RAI,W 34-24,0,0,,0,0,0,1.0,0,0,0
120,1984,1984-09-02,1,31.105,STL,@,GNB,L 23-24,,,,,,,,,,
121,1984,1984-09-16,3,31.119,STL,@,IND,W 34-33,,,,,,,,,,
122,1984,1984-09-23,4,31.126,STL,@,NOR,L 24-34,,,,,,,,,,
123,1984,1984-09-30,5,31.133,STL,,MIA,L 28-36,,,,,,,,,,
124,1984,1984-10-07,6,31.140,STL,@,DAL,W 31-20,,,,,,,,,,
125,1984,1984-10-14,7,31.147,STL,,CHI,W 38-21,,,,,,,,,,
126,1984,1984-11-04,10,31.168,STL,,RAM,L 13-16,,,,,,,,,,
127,1984,1984-11-25,13,31.189,STL,,PHI,W 17-16,0,0,,0,0,0,1.0,0,0,0
128,1984,1984-12-02,14,31.196,STL,@,NWE,W 33-10,,,,,,,,,,
129,1984,1984-12-09,15,31.203,STL,,NYG,W 31-21,,,,,,,,,,
130,1984,1984-12-16,16,31.210,STL,@,WAS,L 27-29,0,0,,0,0,0,1.0,0,0,0
131,1985,1985-09-08,1,32.111,STL,@,CLE,W 27-24,,,,,,,,,,
132,1985,1985-09-15,2,32.118,STL,,CIN,W 41-27,,,,,,,,,,
133,1985,1985-09-22,3,32.125,STL,@,NYG,L 17-27,,,,,,,,,,
134,1985,1985-09-29,4,32.132,STL,,GNB,W 43-28,,,,,,,,,,
135,1985,1985-10-07,5,32.140,STL,@,WAS,L 10-27,0,0,,0,0,0,1.0,0,0,0
136,1987,1987-10-04,3,34.137,PHI,,CHI,L 3-35,0,0,,0,0,0,1.0,0,0,0
137,1987,1987-10-11,4,34.144,PHI,@,DAL,L 22-41,0,0,,0,0,0,1.0,0,0,0
138,1987,1987-10-18,5,34.151,PHI,@,GNB,L 10-16,,,,,,,,,,
