ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
20,1994,1994-09-25,4,22.221,RAM,@,KAN,W 16-0,,35,132,3.77,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0
21,1994,1994-10-02,5,22.228,RAM,,ATL,L 5-8,,29,117,4.03,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0
22,1994,1994-10-09,6,22.235,RAM,@,GNB,L 17-24,,22,65,2.95,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,,,,,0,0
23,1994,1994-10-16,7,22.242,RAM,,NYG,W 17-10,,30,88,2.93,0,4,3,62,20.67,0,75.0%,15.50,0,0,,0,0,0,,,,,,0,0
24,1994,1994-10-23,8,22.249,RAM,@,NOR,L 34-37,,18,63,3.50,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0
25,1994,1994-11-06,9,22.263,RAM,,DEN,W 27-21,,33,91,2.76,1,7,6,21,3.50,0,85.7%,3.00,0,0,,0,0,0,,,,,,1,6
26,1994,1994-11-13,10,22.270,RAM,,RAI,L 17-20,,10,13,1.30,0,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,,,,,0,0
27,1994,1994-11-20,11,22.277,RAM,@,SFO,L 27-31,,15,29,1.93,0,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,,,,,0,0
28,1994,1994-11-27,12,22.284,RAM,@,SDG,L 17-31,,10,38,3.80,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,,,,,0,0
29,1994,1994-12-04,13,22.291,RAM,,NOR,L 15-31,,15,53,3.53,0,3,3,13,4.33,1,100.0%,4.33,0,0,,0,0,0,,,,,,1,6
30,1994,1994-12-11,14,22.298,RAM,@,TAM,L 14-24,,13,23,1.77,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0
31,1994,1994-12-18,15,22.305,RAM,@,CHI,L 13-27,,8,7,0.88,0,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,,,,,0,0
32,1994,1994-12-24,16,22.311,RAM,,WAS,L 21-24,,15,48,3.20,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,,,,,0,0
33,1995,1995-09-03,1,23.199,STL,@,GNB,W 17-14,,7,4,0.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
34,1995,1995-09-10,2,23.206,STL,,NOR,W 17-13,,20,83,4.15,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
35,1995,1995-09-17,3,23.213,STL,@,CAR,W 31-10,,19,67,3.53,1,3,2,1,0.50,0,66.7%,0.33,0,0,,0,0,0,,,,,,1,6
36,1995,1995-09-24,4,23.220,STL,,CHI,W 34-28,,22,74,3.36,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0
37,1995,1995-10-01,5,23.227,STL,@,IND,L 18-21,,11,31,2.82,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0
38,1995,1995-10-12,6,23.238,STL,,ATL,W 21-19,,19,88,4.63,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0
39,1995,1995-10-22,7,23.248,STL,,SFO,L 10-44,,11,34,3.09,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0
40,1995,1995-10-29,8,23.255,STL,@,PHI,L 9-20,,10,27,2.70,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0
41,1995,1995-11-12,10,23.269,STL,,CAR,W 28-17,,26,91,3.50,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,1,6
42,1995,1995-11-19,11,23.276,STL,@,ATL,L 6-31,,9,61,6.78,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,,,,,0,0
43,1995,1995-11-26,12,23.283,STL,@,SFO,L 13-41,,6,20,3.33,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0
44,1995,1995-12-03,13,23.290,STL,@,NYJ,W 23-20,,8,12,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
45,1995,1995-12-10,14,23.297,STL,,BUF,L 27-45,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
46,1995,1995-12-17,15,23.304,STL,,WAS,L 23-35,,8,21,2.63,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,1,6
47,1995,1995-12-24,16,23.311,STL,,MIA,L 22-41,,6,21,3.50,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,,,,,0,0
48,1996,1996-09-01,1,24.198,PIT,@,JAX,L 9-24,,14,57,4.07,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,0,0
49,1996,1996-09-08,2,24.205,PIT,,BAL,W 31-17,,21,116,5.52,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,1,6
50,1996,1996-09-16,3,24.213,PIT,,BUF,W 24-6,,20,133,6.65,2,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,,,,,2,12
51,1996,1996-09-29,4,24.226,PIT,,HOU,W 30-16,,29,115,3.97,0,2,1,-6,-6.00,0,50.0%,-3.00,0,0,,0,0,0,,,,,,0,0
52,1996,1996-10-07,5,24.234,PIT,@,KAN,W 17-7,,27,103,3.81,1,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,,,,,,1,6
53,1996,1996-10-13,6,24.240,PIT,,CIN,W 20-10,,28,109,3.89,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
54,1996,1996-10-20,7,24.247,PIT,@,HOU,L 13-23,,18,65,3.61,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,,,,,,0,0
55,1996,1996-10-27,8,24.254,PIT,@,ATL,W 20-17,,26,126,4.85,1,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,1,6
56,1996,1996-11-03,9,24.261,PIT,,STL,W 42-6,,19,129,6.79,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,12
57,1996,1996-11-10,10,24.268,PIT,@,CIN,L 24-34,,21,111,5.29,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,2,12
58,1996,1996-11-17,11,24.275,PIT,,JAX,W 28-3,,21,53,2.52,1,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,1,6
59,1996,1996-11-25,12,24.283,PIT,@,MIA,W 24-17,,27,119,4.41,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0
60,1996,1996-12-01,13,24.289,PIT,@,BAL,L 17-31,,24,105,4.38,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
61,1996,1996-12-08,14,24.296,PIT,,SDG,W 16-3,,16,71,4.44,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,,,,,0,0
62,1996,1996-12-15,15,24.303,PIT,,SFO,L 15-25,,6,9,1.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
63,1996,1996-12-22,16,24.310,PIT,@,CAR,L 14-18,,3,10,3.33,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,,,,,0,0
64,1997,1997-08-31,1,25.196,PIT,,DAL,L 7-37,,15,63,4.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
65,1997,1997-09-07,2,25.203,PIT,,WAS,W 14-13,,27,134,4.96,1,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,,,,,1,6
66,1997,1997-09-22,3,25.218,PIT,@,JAX,L 21-30,,21,114,5.43,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
67,1997,1997-09-28,4,25.224,PIT,,TEN,W 37-24,,18,74,4.11,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
68,1997,1997-10-05,5,25.231,PIT,@,BAL,W 42-34,,28,137,4.89,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
69,1997,1997-10-12,6,25.238,PIT,,IND,W 24-22,,30,164,5.47,1,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,,,,,1,6
70,1997,1997-10-19,7,25.245,PIT,@,CIN,W 26-10,,34,135,3.97,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
71,1997,1997-10-26,8,25.252,PIT,,JAX,W 23-17,,28,99,3.54,0,3,3,35,11.67,1,100.0%,11.67,0,0,,0,0,0,,,,,,1,6
72,1997,1997-11-03,9,25.260,PIT,@,KAN,L 10-13,,17,103,6.06,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0
73,1997,1997-11-09,10,25.266,PIT,,BAL,W 37-0,,24,114,4.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
74,1997,1997-11-16,11,25.273,PIT,,CIN,W 20-3,,25,101,4.04,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,,,,,0,0
75,1997,1997-11-23,12,25.280,PIT,@,PHI,L 20-23,,20,80,4.00,0,2,1,19,19.00,1,50.0%,9.50,0,0,,0,0,0,,,,,,1,6
76,1997,1997-11-30,13,25.287,PIT,@,ARI,W 26-20,,36,142,3.94,3,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,,,,,3,18
77,1997,1997-12-07,14,25.294,PIT,,DEN,W 35-24,,24,125,5.21,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
78,1997,1997-12-13,15,25.300,PIT,@,NWE,W 24-21,,28,80,2.86,0,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0
79,1998,1998-09-06,1,26.202,PIT,@,BAL,W 20-13,,23,41,1.78,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,,,0,0
80,1998,1998-09-13,2,26.209,PIT,,CHI,W 17-12,,21,131,6.24,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,1,6
81,1998,1998-09-20,3,26.216,PIT,@,MIA,L 0-21,,13,48,3.69,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0
82,1998,1998-09-27,4,26.223,PIT,,SEA,W 13-10,,28,138,4.93,0,3,2,-4,-2.00,0,66.7%,-1.33,0,0,,0,0,0,,0,0,,,0,0
83,1998,1998-10-11,5,26.237,PIT,@,CIN,L 20-25,,11,55,5.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,6
84,1998,1998-10-26,7,26.252,PIT,@,KAN,W 20-13,,33,119,3.61,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0
85,1998,1998-11-01,8,26.258,PIT,,TEN,L 31-41,,11,26,2.36,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0
86,1998,1998-11-09,9,26.266,PIT,,GNB,W 27-20,,34,100,2.94,0,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,,,0,0
87,1998,1998-11-15,10,26.272,PIT,@,TEN,L 14-23,,14,29,2.07,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0
88,1998,1998-11-22,11,26.279,PIT,,JAX,W 30-15,,26,77,2.96,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0
89,1998,1998-11-26,12,26.283,PIT,@,DET,L 16-19,,26,67,2.58,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0
90,1998,1998-12-06,13,26.293,PIT,,NWE,L 9-23,,12,48,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0
91,1998,1998-12-13,14,26.300,PIT,@,TAM,L 3-16,,17,63,3.71,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0
92,1998,1998-12-20,15,26.307,PIT,,CIN,L 24-25,,21,104,4.95,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,6
93,1998,1998-12-28,16,26.315,PIT,@,JAX,L 3-21,,26,139,5.35,0,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,,,0,0
94,1999,1999-09-12,1,27.208,PIT,@,CLE,W 43-0,*,18,89,4.94,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,0,0
95,1999,1999-09-19,2,27.215,PIT,@,BAL,W 23-20,*,16,46,2.88,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
96,1999,1999-09-26,3,27.222,PIT,,SEA,L 10-29,*,11,39,3.55,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,,,0,0
97,1999,1999-10-03,4,27.229,PIT,,JAX,L 3-17,*,20,58,2.90,0,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,0,,,,0,0
98,1999,1999-10-10,5,27.236,PIT,@,BUF,L 21-24,*,13,24,1.85,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,1,6
99,1999,1999-10-17,6,27.243,PIT,@,CIN,W 17-3,*,26,111,4.27,2,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,,,,2,12
100,1999,1999-10-25,7,27.251,PIT,,ATL,W 13-9,*,23,80,3.48,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,,,0,0
101,1999,1999-11-07,8,27.264,PIT,@,SFO,W 27-6,*,18,53,2.94,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,12
102,1999,1999-11-14,9,27.271,PIT,,CLE,L 15-16,*,26,99,3.81,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0
103,1999,1999-11-21,10,27.278,PIT,@,TEN,L 10-16,*,14,88,6.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
104,1999,1999-11-28,11,27.285,PIT,,CIN,L 20-27,*,22,81,3.68,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0
105,1999,1999-12-02,12,27.289,PIT,@,JAX,L 6-20,*,12,23,1.92,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,,,,0,0
106,1999,1999-12-12,13,27.299,PIT,,BAL,L 24-31,*,13,39,3.00,0,5,4,11,2.75,0,80.0%,2.20,1,1,100.00,21,1,0,158.3,0,0,21.00,41.00,0,0
107,1999,1999-12-18,14,27.305,PIT,@,KAN,L 19-35,*,19,63,3.32,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,,,0,0
108,1999,1999-12-26,15,27.313,PIT,,CAR,W 30-20,*,33,137,4.15,1,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,,,,1,6
109,1999,2000-01-02,16,27.320,PIT,,TEN,L 36-47,*,15,61,4.07,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,1,6
110,2000,2000-09-03,1,28.200,PIT,,BAL,L 0-16,,9,8,0.89,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0
111,2000,2000-09-17,2,28.214,PIT,@,CLE,L 20-23,*,24,133,5.54,1,0,0,0,,0,0.0%,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,6
112,2000,2000-09-24,3,28.221,PIT,,TEN,L 20-23,*,19,77,4.05,1,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,,,1,6
113,2000,2000-10-01,4,28.228,PIT,@,JAX,W 24-13,,28,97,3.46,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,2,12
114,2000,2000-10-08,5,28.235,PIT,@,NYJ,W 20-3,,25,107,4.28,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6
115,2000,2000-10-15,6,28.242,PIT,,CIN,W 15-0,*,29,101,3.48,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
116,2000,2000-10-22,7,28.249,PIT,,CLE,W 22-0,,33,105,3.18,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,1,6
117,2000,2000-10-29,8,28.256,PIT,@,BAL,W 9-6,*,18,65,3.61,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
118,2000,2000-11-05,9,28.263,PIT,@,TEN,L 7-9,,13,42,3.23,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,0,0
119,2000,2000-11-12,10,28.270,PIT,,PHI,L 23-26,,30,134,4.47,1,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,0,,,,1,6
120,2000,2000-11-19,11,28.277,PIT,,JAX,L 24-34,*,12,57,4.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
121,2000,2000-11-26,12,28.284,PIT,@,CIN,W 48-28,*,23,93,4.04,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,,,,1,6
122,2000,2000-12-03,13,28.291,PIT,,OAK,W 21-20,*,24,128,5.33,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,,,0,0
123,2000,2000-12-10,14,28.298,PIT,@,NYG,L 10-30,,17,39,2.29,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0
124,2000,2000-12-16,15,28.304,PIT,,WAS,W 24-3,*,25,104,4.16,0,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,,,,0,0
125,2000,2000-12-24,16,28.312,PIT,@,SDG,W 34-21,,26,51,1.96,0,3,2,10,5.00,0,66.7%,3.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
126,2001,2001-09-09,1,29.205,PIT,@,JAX,L 3-21,*,12,28,2.33,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,0,0
127,2001,2001-09-30,2,29.226,PIT,@,BUF,W 20-3,*,22,114,5.18,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
128,2001,2001-10-07,3,29.233,PIT,,CIN,W 16-7,*,23,153,6.65,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0
129,2001,2001-10-14,4,29.240,PIT,@,KAN,W 20-17,*,19,112,5.89,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,0,0
130,2001,2001-10-21,5,29.247,PIT,@,TAM,W 17-10,*,17,143,8.41,1,1,1,8,8.00,0,100.0%,8.00,1,1,100.00,32,1,0,158.3,0,0,32.00,52.00,1,6
131,2001,2001-10-29,6,29.255,PIT,,TEN,W 34-7,*,19,62,3.26,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,2,12
132,2001,2001-11-04,7,29.261,PIT,,BAL,L 10-13,*,23,91,3.96,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,0,0
133,2001,2001-11-11,8,29.268,PIT,@,CLE,W 15-12,*,29,163,5.62,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,,,,0,0
134,2001,2001-11-18,9,29.275,PIT,,JAX,W 20-7,*,21,52,2.48,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
135,2001,2001-11-25,10,29.282,PIT,@,TEN,W 34-24,*,21,73,3.48,0,1,1,2,2.00,0,100.0%,2.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
136,2001,2001-12-02,11,29.289,PIT,,MIN,W 21-16,*,19,81,4.26,1,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,,,,1,6
137,2002,2002-09-09,1,30.205,PIT,@,NWE,L 14-30,*,8,35,4.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
138,2002,2002-09-15,2,30.211,PIT,,OAK,L 17-30,*,10,41,4.10,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0
139,2002,2002-09-29,3,30.225,PIT,,CLE,W 16-13,*,14,24,1.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
140,2002,2002-10-06,4,30.232,PIT,@,NOR,L 29-32,*,19,84,4.42,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
141,2002,2002-10-13,5,30.239,PIT,@,CIN,W 34-7,*,21,109,5.19,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,2,12
142,2002,2002-10-21,6,30.247,PIT,,IND,W 28-10,*,11,33,3.00,2,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,2,12
143,2002,2002-11-10,9,30.267,PIT,,ATL,T 34-34,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
144,2002,2002-11-17,10,30.274,PIT,@,TEN,L 23-31,,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
145,2002,2002-11-24,11,30.281,PIT,,CIN,W 29-21,*,22,79,3.59,2,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,,,,,2,12
146,2002,2002-12-01,12,30.288,PIT,@,JAX,W 25-23,*,20,86,4.30,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0
147,2002,2002-12-08,13,30.295,PIT,,HOU,L 6-24,*,14,30,2.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
148,2002,2002-12-15,14,30.302,PIT,,CAR,W 30-14,*,18,73,4.06,2,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,2,12
149,2002,2002-12-23,15,30.310,PIT,@,TAM,W 17-7,*,26,66,2.54,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,,,,,0,0
150,2003,2003-09-07,1,31.203,PIT,,BAL,W 34-15,,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
151,2003,2003-09-14,2,31.210,PIT,@,KAN,L 20-41,,4,7,1.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
152,2003,2003-09-21,3,31.217,PIT,@,CIN,W 17-10,,16,59,3.69,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
153,2003,2003-09-28,4,31.224,PIT,,TEN,L 13-30,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
154,2003,2003-10-05,5,31.231,PIT,,CLE,L 13-33,,3,8,2.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
155,2003,2003-10-12,6,31.238,PIT,@,DEN,L 14-17,,14,34,2.43,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,1,6
156,2003,2003-10-26,7,31.252,PIT,,STL,L 21-33,*,12,42,3.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
157,2003,2003-11-02,8,31.259,PIT,@,SEA,L 16-23,*,17,50,2.94,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
158,2003,2003-11-09,9,31.266,PIT,,ARI,W 28-15,*,18,54,3.00,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,,,,,0,0
159,2003,2003-11-17,10,31.274,PIT,@,SFO,L 14-30,*,13,39,3.00,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,1,6
160,2003,2003-11-23,11,31.280,PIT,@,CLE,W 13-6,*,24,93,3.88,0,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,,,,,0,0
