ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
21,1995,1995-09-24,4,25.109,ARI,@,DAL,L 20-34,,,,,,,0.0%,,,,,
22,1995,1995-10-01,5,25.116,ARI,,KAN,L 3-24,,,,,,,0.0%,,,,,
23,1995,1995-10-08,6,25.123,ARI,@,NYG,L 21-27,,,,,,,0.0%,,,,,
24,1995,1995-10-15,7,25.130,ARI,,WAS,W 24-20,,,,,,,0.0%,,,,,
25,1995,1995-10-29,8,25.144,ARI,,SEA,W 20-14,,1,1,2,2.00,0,100.0%,2.00,0,0,,0
26,1995,1995-11-05,9,25.151,ARI,@,DEN,L 6-38,,1,1,9,9.00,0,100.0%,9.00,0,0,,0
27,1995,1995-11-12,10,25.158,ARI,,MIN,L 24-30,,,,,,,0.0%,,,,,
28,1995,1995-11-19,11,25.165,ARI,@,CAR,L 7-27,,,,,,,0.0%,,,,,
29,1995,1995-11-26,12,25.172,ARI,,ATL,W 40-37,,1,1,11,11.00,0,100.0%,11.00,0,0,,0
30,1995,1995-11-30,13,25.176,ARI,,NYG,L 6-10,,,,,,,0.0%,,,,,
31,1995,1995-12-09,14,25.185,ARI,@,SDG,L 25-28,,,,,,,0.0%,,,,,
32,1995,1995-12-17,15,25.193,ARI,@,PHI,L 20-21,,3,2,19,9.50,0,66.7%,6.33,0,0,,0
33,1995,1995-12-25,16,25.201,ARI,,DAL,L 13-37,,,,,,,0.0%,,,,,
34,1997,1997-10-12,6,27.127,SFO,,STL,W 30-10,,,0,0,,0,0.0%,,0,0,,0
35,1997,1997-10-19,7,27.134,SFO,@,ATL,W 35-28,,,0,0,,0,0.0%,,0,0,,0
36,1997,1997-10-26,8,27.141,SFO,@,NOR,W 23-0,,0,0,0,,0,0.0%,,0,0,,0
37,1997,1997-11-02,9,27.148,SFO,,DAL,W 17-10,,,0,0,,0,0.0%,,0,0,,0
38,1997,1997-11-10,10,27.156,SFO,@,PHI,W 24-12,,,0,0,,0,0.0%,,0,0,,0
39,1997,1997-11-16,11,27.162,SFO,,CAR,W 27-19,,,0,0,,0,0.0%,,0,0,,0
40,1997,1997-11-23,12,27.169,SFO,,SDG,W 17-10,,,0,0,,0,0.0%,,0,0,,0
41,1997,1997-11-30,13,27.176,SFO,@,KAN,L 9-44,,,0,0,,0,0.0%,,1,0,0.00,0
42,1997,1997-12-07,14,27.183,SFO,,MIN,W 28-17,,2,2,28,14.00,0,100.0%,14.00,0,0,,0
43,1997,1997-12-15,15,27.191,SFO,,DEN,W 34-17,,,0,0,,0,0.0%,,0,0,,0
44,1997,1997-12-21,16,27.197,SFO,@,SEA,L 9-38,,4,3,50,16.67,0,75.0%,12.50,0,0,,0
45,1998,1998-09-06,1,28.091,SFO,,NYJ,W 36-30,,1,,,,,0.0%,,,,,
46,1998,1998-09-14,2,28.099,SFO,@,WAS,W 45-10,,,,,,,0.0%,,,,,
47,1998,1998-09-27,3,28.112,SFO,,ATL,W 31-20,,,,,,,0.0%,,,,,
48,1998,1998-10-04,4,28.119,SFO,@,BUF,L 21-26,,,,,,,0.0%,,,,,
49,1998,1998-10-11,5,28.126,SFO,@,NOR,W 31-0,,,,,,,0.0%,,,,,
50,1998,1998-10-18,6,28.133,SFO,,IND,W 34-31,,,,,,,0.0%,,,,,
51,1998,1998-11-01,8,28.147,SFO,@,GNB,L 22-36,,,,,,,0.0%,,,,,
52,1998,1998-11-30,12,28.176,SFO,,NYG,W 31-7,,,,,,,0.0%,,,,,
53,1998,1998-12-06,13,28.182,SFO,@,CAR,W 31-28,,,,,,,0.0%,,,,,
54,1998,1998-12-14,14,28.190,SFO,,DET,W 35-13,,,,,,,0.0%,,,,,
55,1998,1998-12-20,15,28.196,SFO,@,NWE,L 21-24,,,,,,,0.0%,,,,,
56,1998,1998-12-27,16,28.203,SFO,,STL,W 38-19,,,,,,,0.0%,,,,,
57,1999,1999-09-12,1,29.097,SFO,@,JAX,L 3-41,*,2,,,,,0.0%,,,,,
58,1999,1999-09-19,2,29.104,SFO,,NOR,W 28-21,*,1,,,,,0.0%,,,,,
59,1999,1999-09-27,3,29.112,SFO,@,ARI,W 24-10,*,1,,,,,0.0%,,,,,
60,1999,1999-10-03,4,29.118,SFO,,TEN,W 24-22,,1,,,,,0.0%,,,,,
61,1999,1999-10-10,5,29.125,SFO,@,STL,L 20-42,,,,,,,0.0%,,,,,
62,1999,1999-10-17,6,29.132,SFO,,CAR,L 29-31,,1,1,6,6.00,0,100.0%,6.00,0,0,,0
63,1999,1999-10-24,7,29.139,SFO,@,MIN,L 16-40,,0,,,,,0.0%,,,,,
64,1999,1999-11-07,8,29.153,SFO,,PIT,L 6-27,,0,,,,,0.0%,,,,,
65,1999,1999-11-14,9,29.160,SFO,@,NOR,L 6-24,,,,,,,0.0%,,,,,
66,1999,1999-11-21,10,29.167,SFO,,STL,L 7-23,,,,,,,0.0%,,,,,
67,1999,1999-11-29,11,29.175,SFO,,GNB,L 3-20,,1,,,,,0.0%,,,,,
68,1999,1999-12-05,12,29.181,SFO,@,CIN,L 30-44,,1,1,2,2.00,0,100.0%,2.00,0,0,,0
69,1999,1999-12-12,13,29.188,SFO,,ATL,W 26-7,,,,,,,0.0%,,,,,
70,1999,1999-12-18,14,29.194,SFO,@,CAR,L 24-41,,,,,,,0.0%,,,,,
71,1999,1999-12-26,15,29.202,SFO,,WAS,L 20-26,,,,,,,0.0%,,,,,
72,1999,2000-01-03,16,29.210,SFO,@,ATL,L 29-34,,,,,,,0.0%,,,,,
