ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
39,2000,2000-10-29,8,25.007,GNB,@,MIA,L 20-28,,0,0,,0,0,0,0,,0,0.0%,,4,94,23.50,0,2,13,6.50,0,0,0,0.0,,,0,0,0
40,2000,2000-11-06,9,25.015,GNB,,MIN,W 26-20,,0,0,,0,0,0,0,,0,0.0%,,4,129,32.25,0,1,3,3.00,0,0,0,0.0,,,0,0,0
41,2000,2000-11-12,10,25.021,GNB,@,TAM,L 15-20,,1,16,16.00,0,0,0,0,,0,0.0%,,2,41,20.50,0,2,41,20.50,0,0,0,0.0,,,0,0,0
42,2000,2000-11-19,11,25.028,GNB,,IND,W 26-24,,0,0,,0,0,0,0,,0,0.0%,,4,173,43.25,1,1,5,5.00,0,1,6,0.0,,,0,0,0
43,2000,2000-11-27,12,25.036,GNB,@,CAR,L 14-31,,0,0,,0,0,0,0,,0,0.0%,,5,88,17.60,0,2,23,11.50,0,0,0,0.0,,,0,0,0
44,2000,2000-12-03,13,25.042,GNB,@,CHI,W 28-6,,0,0,,0,0,0,0,,0,0.0%,,2,39,19.50,0,0,0,,0,0,0,0.0,,,0,0,0
45,2000,2000-12-10,14,25.049,GNB,,DET,W 26-13,,0,0,,0,0,0,0,,0,0.0%,,3,102,34.00,0,3,23,7.67,0,0,0,0.0,,,0,0,0
46,2000,2000-12-17,15,25.056,GNB,@,MIN,W 33-28,,0,0,,0,0,0,0,,0,0.0%,,2,43,21.50,0,2,13,6.50,0,0,0,0.0,,,0,0,0
47,2000,2000-12-24,16,25.063,GNB,,TAM,W 17-14,,0,0,,0,0,0,0,,0,0.0%,,3,61,20.33,0,3,14,4.67,0,0,0,0.0,,,0,0,0
48,2001,2001-09-09,1,25.322,GNB,,DET,W 28-6,,0,0,,0,0,0,0,,0,0.0%,,3,62,20.67,0,1,4,4.00,0,0,0,0.0,,,0,0,0
49,2001,2001-10-21,6,25.364,GNB,@,MIN,L 13-35,,0,0,,0,0,0,0,,0,0.0%,,6,111,18.50,0,1,-1,-1.00,0,0,0,0.0,,,0,0,0
50,2001,2001-11-04,7,26.013,GNB,,TAM,W 21-20,,0,0,,0,0,0,0,,0,0.0%,,4,61,15.25,0,3,68,22.67,1,1,6,0.0,,,0,0,0
51,2001,2001-11-11,8,26.020,GNB,@,CHI,W 20-12,,0,0,,0,0,0,0,,0,0.0%,,2,34,17.00,0,4,26,6.50,0,0,0,0.0,,,0,0,0
52,2001,2001-11-18,9,26.027,GNB,,ATL,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,4,74,18.50,0,1,6,6.00,0,0,0,0.0,,,0,0,0
53,2001,2001-11-22,10,26.031,GNB,@,DET,W 29-27,,0,0,,0,0,0,0,,0,0.0%,,4,89,22.25,0,1,6,6.00,0,0,0,0.0,,,0,0,0
54,2002,2002-09-08,1,26.321,ATL,@,GNB,L 34-37,,0,0,,0,0,0,0,,0,0.0%,,6,156,26.00,0,1,36,36.00,0,0,0,0.0,,,0,0,0
55,2002,2002-10-06,4,26.349,ATL,,TAM,L 6-20,,0,0,,0,0,0,0,,0,0.0%,,4,111,27.75,0,3,40,13.33,0,0,0,0.0,,,0,0,0
56,2002,2002-10-13,5,26.356,ATL,@,NYG,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,2,45,22.50,0,0,0,,0,0,0,0.0,,,0,0,0
57,2002,2002-10-20,6,26.363,ATL,,CAR,W 30-0,,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,4,27,6.75,0,0,0,0.0,,,0,0,0
58,2002,2002-10-27,7,27.005,ATL,@,NOR,W 37-35,,0,0,,0,0,0,0,,0,0.0%,,6,132,22.00,0,0,0,,0,0,0,0.0,,,0,0,0
59,2002,2002-11-03,8,27.012,ATL,,BAL,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0,3,41,13.67,0,0,0,0.0,,,0,0,0
60,2002,2002-11-10,9,27.019,ATL,@,PIT,T 34-34,,0,0,,0,0,0,0,,0,0.0%,,6,122,20.33,0,2,52,26.00,0,0,0,0.0,,,0,0,0
61,2002,2002-11-17,10,27.026,ATL,,NOR,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,2,12,6.00,0,0,0,0.0,,,0,0,0
62,2002,2002-11-24,11,27.033,ATL,@,CAR,W 41-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,33,11.00,0,0,0,0.0,,,0,0,0
63,2002,2002-12-01,12,27.040,ATL,@,MIN,W 30-24,,0,0,,0,0,0,0,,0,0.0%,,5,103,20.60,0,2,10,5.00,0,0,0,0.0,,,0,0,0
64,2002,2002-12-08,13,27.047,ATL,@,TAM,L 10-34,,0,0,,0,0,0,0,,0,0.0%,,6,103,17.17,0,3,37,12.33,0,0,0,0.0,,,0,0,0
65,2002,2002-12-15,14,27.054,ATL,,SEA,L 24-30,,0,0,,0,0,0,0,,0,0.0%,,6,170,28.33,1,0,0,,0,1,6,0.0,,,0,0,0
66,2002,2002-12-22,15,27.061,ATL,,DET,W 36-15,,0,0,,0,0,0,0,,0,0.0%,,2,35,17.50,0,1,0,0.00,0,0,0,0.0,,,0,0,0
67,2002,2002-12-29,16,27.068,ATL,@,CLE,L 16-24,,0,0,,0,0,0,0,,0,0.0%,,5,90,18.00,0,0,0,,0,0,0,0.0,,,0,0,0
68,2003,2003-09-07,1,27.320,ATL,@,DAL,W 27-13,,0,0,,0,0,0,0,,0,0.0%,,3,70,23.33,0,5,34,6.80,0,0,0,0.0,,,0,0,0
69,2003,2003-09-14,2,27.327,ATL,,WAS,L 31-33,,0,0,,0,0,0,0,,0,0.0%,,5,118,23.60,0,5,74,14.80,0,0,0,0.0,,,0,0,0
70,2003,2003-09-21,3,27.334,ATL,,TAM,L 10-31,,0,0,,0,0,0,0,,0,0.0%,,4,83,20.75,0,2,67,33.50,0,0,0,0.0,,,0,0,0
71,2003,2003-09-28,4,27.341,ATL,@,CAR,L 3-23,,0,0,,0,0,0,0,,0,0.0%,,3,61,20.33,0,0,0,,0,0,0,0.0,,,0,0,0
72,2003,2003-10-05,5,27.348,ATL,,MIN,L 26-39,,0,0,,0,0,0,0,,0,0.0%,,4,108,27.00,0,4,51,12.75,0,0,0,0.0,,,0,0,0
73,2003,2003-10-13,6,27.356,ATL,@,STL,L 0-36,,0,0,,0,0,0,0,,0,0.0%,,6,142,23.67,0,1,11,11.00,0,0,0,0.0,,,0,0,0
74,2003,2003-10-19,7,27.362,ATL,,NOR,L 17-45,,0,0,,0,0,0,0,,0,0.0%,,7,127,18.14,0,2,23,11.50,0,0,0,0.0,,,0,0,0
75,2003,2003-11-02,8,28.011,ATL,,PHI,L 16-23,,0,0,,0,0,0,0,,0,0.0%,,3,53,17.67,0,3,81,27.00,0,0,0,0.0,,,0,0,0
76,2003,2003-11-09,9,28.018,ATL,@,NYG,W 27-7,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,2,6,3.00,0,0,0,0.0,,,0,0,0
77,2003,2003-11-16,10,28.025,ATL,@,NOR,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,3,74,24.67,0,4,45,11.25,0,0,0,0.0,,,0,0,0
78,2003,2003-11-23,11,28.032,ATL,,TEN,L 31-38,,0,0,,0,0,0,0,,0,0.0%,,4,66,16.50,0,2,56,28.00,1,1,6,0.0,,,0,0,0
79,2003,2003-11-30,12,28.039,ATL,@,HOU,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,3,78,26.00,0,3,48,16.00,0,0,0,0.0,,,0,0,0
80,2003,2003-12-07,13,28.046,ATL,,CAR,W 20-14,,0,0,,0,0,0,0,,0,0.0%,,3,39,13.00,0,2,8,4.00,0,0,0,0.0,,,0,0,0
81,2003,2003-12-14,14,28.053,ATL,@,IND,L 7-38,,0,0,,0,0,0,0,,0,0.0%,,7,147,21.00,0,3,24,8.00,0,0,0,0.0,,,0,0,0
82,2003,2003-12-20,15,28.059,ATL,@,TAM,W 30-28,,0,0,,0,0,0,0,,0,0.0%,,3,43,14.33,0,1,17,17.00,0,0,0,0.0,,,0,0,0
83,2003,2003-12-28,16,28.067,ATL,,JAX,W 21-14,,0,0,,0,0,0,0,,0,0.0%,,3,64,21.33,0,0,0,,0,0,0,0.0,,,0,0,0
84,2004,2004-09-12,1,28.326,ATL,@,SFO,W 21-19,,0,0,,0,0,0,0,,0,0.0%,,4,49,12.25,0,3,19,6.33,0,0,0,0.0,,,0,0,0
85,2004,2004-09-19,2,28.333,ATL,,STL,W 34-17,,0,0,,0,0,0,0,,0,0.0%,,4,89,22.25,0,3,35,11.67,0,0,0,0.0,,,0,0,0
86,2004,2004-09-26,3,28.340,ATL,,ARI,W 6-3,,0,0,,0,0,0,0,,0,0.0%,,2,62,31.00,0,2,28,14.00,0,0,0,0.0,,,0,0,0
87,2004,2004-10-03,4,28.347,ATL,@,CAR,W 27-10,,0,0,,0,0,0,0,,0,0.0%,,3,43,14.33,0,5,59,11.80,0,0,0,0.0,,,0,0,0
88,2004,2004-10-10,5,28.354,ATL,,DET,L 10-17,,1,0,0.00,0,0,0,0,,0,0.0%,,3,55,18.33,0,4,66,16.50,0,0,0,0.0,,,0,0,0
89,2004,2004-10-17,6,28.361,ATL,,SDG,W 21-20,,0,0,,0,0,0,0,,0,0.0%,,4,58,14.50,0,1,17,17.00,0,0,0,0.0,,,0,0,0
90,2004,2004-10-24,7,29.002,ATL,@,KAN,L 10-56,,0,0,,0,0,0,0,,0,0.0%,,5,119,23.80,0,1,75,75.00,1,1,6,0.0,,,0,0,0
91,2004,2004-10-31,8,29.009,ATL,@,DEN,W 41-28,,0,0,,0,0,0,0,,0,0.0%,,3,97,32.33,0,1,12,12.00,0,0,0,0.0,,,0,0,0
92,2004,2004-11-14,9,29.023,ATL,,TAM,W 24-14,,0,0,,0,0,0,0,,0,0.0%,,3,74,24.67,0,2,0,0.00,0,0,0,0.0,,,1,8,0
93,2004,2004-11-21,10,29.030,ATL,@,NYG,W 14-10,,0,0,,0,0,0,0,,0,0.0%,,3,54,18.00,0,3,11,3.67,0,0,0,0.0,,,0,0,0
94,2004,2004-11-28,11,29.037,ATL,,NOR,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,4,99,24.75,0,2,13,6.50,0,0,0,0.0,,,1,14,0
95,2004,2004-12-05,12,29.044,ATL,@,TAM,L 0-27,,0,0,,0,0,0,0,,0,0.0%,,5,104,20.80,0,2,13,6.50,0,0,0,0.0,,,0,0,0
96,2004,2004-12-12,13,29.051,ATL,,OAK,W 35-10,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,2,54,27.00,0,0,0,0.0,,,0,0,0
97,2004,2004-12-18,14,29.057,ATL,,CAR,W 34-31,*,0,0,,0,0,0,0,,0,0.0%,,5,140,28.00,0,3,45,15.00,0,0,0,0.0,,,0,0,0
98,2004,2004-12-26,15,29.065,ATL,@,NOR,L 13-26,,0,0,,0,0,0,0,,0,0.0%,,5,110,22.00,0,1,10,10.00,0,0,0,0.0,,,0,0,0
99,2004,2005-01-02,16,29.072,ATL,@,SEA,L 26-28,,0,0,,0,0,0,0,,0,0.0%,,4,75,18.75,0,2,0,0.00,0,0,0,1.0,,,0,0,0
100,2005,2005-09-12,1,29.325,ATL,,PHI,W 14-10,,0,0,,0,0,0,0,,0,0.0%,,2,53,26.50,0,2,0,0.00,0,0,0,0.0,,,0,0,0
101,2005,2005-10-02,4,29.345,ATL,,MIN,W 30-10,,0,0,,0,0,0,0,,0,0.0%,,1,36,36.00,0,3,14,4.67,0,0,0,0.0,,,0,0,0
102,2005,2005-10-09,5,29.352,ATL,,NWE,L 28-31,,0,0,,0,0,0,0,,0,0.0%,,6,119,19.83,0,1,8,8.00,0,0,0,0.0,,,0,0,0
103,2005,2005-10-16,6,29.359,ATL,@,NOR,W 34-31,,0,0,,0,0,0,0,,0,0.0%,,6,143,23.83,0,0,0,,0,0,0,0.0,,,0,0,0
104,2005,2005-10-24,7,30.002,ATL,,NYJ,W 27-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,17,8.50,0,0,0,0.0,,,0,0,0
105,2005,2005-11-06,8,30.015,ATL,@,MIA,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,3,72,24.00,0,2,1,0.50,0,0,0,0.0,,,0,0,0
106,2005,2005-11-13,9,30.022,ATL,,GNB,L 25-33,,0,0,,0,0,0,0,,0,0.0%,,8,156,19.50,0,3,34,11.33,0,0,0,0.0,,,0,0,0
107,2005,2005-11-20,10,30.029,ATL,,TAM,L 27-30,,0,0,,0,0,0,0,,0,0.0%,,4,76,19.00,0,1,19,19.00,0,0,0,0.0,,,0,0,0
108,2005,2005-11-24,11,30.033,ATL,@,DET,W 27-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,54,27.00,0,0,0,0.0,,,0,0,0
109,2005,2005-12-04,12,30.043,ATL,@,CAR,L 6-24,,0,0,,0,0,0,0,,0,0.0%,,1,47,47.00,0,1,-2,-2.00,0,0,0,0.0,,,0,0,0
110,2006,2006-09-10,1,30.323,ATL,@,CAR,W 20-6,,0,0,,0,0,0,0,,0,0.0%,,3,87,29.00,0,3,29,9.67,0,0,0,0.0,,,0,0,0
111,2006,2006-09-17,2,30.330,ATL,,TAM,W 14-3,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,1,15,15.00,0,0,0,0.0,,,0,0,0
112,2006,2006-09-25,3,30.338,ATL,@,NOR,L 3-23,,0,0,,0,0,0,0,,0,0.0%,,3,68,22.67,0,4,22,5.50,0,0,0,0.0,,,0,0,0
113,2006,2006-10-01,4,30.344,ATL,,ARI,W 32-10,,0,0,,0,0,0,0,,0,0.0%,,2,50,25.00,0,1,41,41.00,0,0,0,0.0,,,0,0,0
114,2006,2006-10-15,5,30.358,ATL,,NYG,L 14-27,,0,0,,0,0,0,0,,0,0.0%,,4,97,24.25,0,0,0,,0,0,0,0.0,,,0,0,0
115,2006,2006-10-22,6,31.000,ATL,,PIT,W 41-38,,0,0,,0,0,0,0,,0,0.0%,,7,220,31.43,0,2,15,7.50,0,0,0,0.0,,,0,0,0
116,2006,2006-10-29,7,31.007,ATL,@,CIN,W 29-27,,0,0,,0,0,0,0,,0,0.0%,,4,72,18.00,0,4,-3,-0.75,0,0,0,0.0,,,0,0,0
117,2006,2006-11-05,8,31.014,ATL,@,DET,L 14-30,*,0,0,,0,0,0,0,,0,0.0%,,3,79,26.33,0,2,11,5.50,0,0,0,0.0,,,0,0,0
118,2006,2006-11-12,9,31.021,ATL,,CLE,L 13-17,*,0,0,,0,0,0,0,,0,0.0%,,1,30,30.00,0,6,61,10.17,0,0,0,0.0,,,0,0,0
119,2006,2006-11-19,10,31.028,ATL,@,BAL,L 10-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,46,23.00,0,0,0,0.0,,,0,0,0
120,2006,2006-11-26,11,31.035,ATL,,NOR,L 13-31,*,0,0,,0,0,0,0,,0,0.0%,,3,64,21.33,0,2,19,9.50,0,0,0,0.0,,,0,0,0
121,2006,2006-12-03,12,31.042,ATL,@,WAS,W 24-14,*,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,,0,0,0,0.0,,,0,0,0
122,2006,2006-12-10,13,31.049,ATL,@,TAM,W 17-6,,0,0,,0,0,0,0,,0,0.0%,,3,44,14.67,0,2,7,3.50,0,0,0,0.0,,,0,0,0
123,2006,2006-12-16,14,31.055,ATL,,DAL,L 28-38,*,0,0,,0,0,0,0,,0,0.0%,,5,130,26.00,0,1,3,3.00,0,0,0,0.0,,,0,0,0
124,2006,2006-12-24,15,31.063,ATL,,CAR,L 3-10,,0,0,,0,0,0,0,,0,0.0%,,3,33,11.00,0,5,18,3.60,0,0,0,0.0,,,0,0,0
125,2006,2006-12-31,16,31.070,ATL,@,PHI,L 17-24,*,0,0,,0,0,0,0,,0,0.0%,,3,63,21.00,0,2,4,2.00,0,0,0,0.0,,,0,0,0
126,2007,2007-09-09,1,31.322,PIT,@,CLE,W 34-7,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0,2,7,3.50,0,0,0,0.0,,,0,0,0
127,2007,2007-09-16,2,31.329,PIT,,BUF,W 26-3,,0,0,,0,0,0,0,,0,0.0%,,2,58,29.00,0,2,13,6.50,0,0,0,0.0,,,0,0,0
128,2007,2007-09-23,3,31.336,PIT,,SFO,W 37-16,,0,0,,0,0,0,0,,0,0.0%,,2,120,60.00,1,2,-4,-2.00,0,1,6,0.0,,,0,0,0
129,2007,2007-09-30,4,31.343,PIT,@,ARI,L 14-21,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0,1,5,5.00,0,0,0,0.0,,,0,0,0
130,2007,2007-10-07,5,31.350,PIT,,SEA,W 21-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,6,33,5.50,0,0,0,0.0,,,0,0,0
131,2007,2007-10-21,6,31.364,PIT,@,DEN,L 28-31,,0,0,,0,0,0,0,,0,0.0%,,3,48,16.00,0,1,16,16.00,0,0,0,0.0,,,0,0,0
132,2007,2007-10-28,7,32.006,PIT,@,CIN,W 24-13,,0,0,,0,0,0,0,,0,0.0%,,3,71,23.67,0,1,3,3.00,0,0,0,0.0,,,0,0,0
133,2007,2007-11-05,8,32.014,PIT,,BAL,W 38-7,,0,0,,0,0,0,0,,0,0.0%,,1,29,29.00,0,6,59,9.83,0,0,0,0.0,,,0,0,0
134,2007,2007-11-11,9,32.020,PIT,,CLE,W 31-28,,0,0,,0,0,0,0,,0,0.0%,,4,75,18.75,0,3,25,8.33,0,0,0,0.0,,,0,0,0
135,2007,2007-11-18,10,32.027,PIT,@,NYJ,L 16-19,,0,0,,0,0,0,0,,0,0.0%,,3,62,20.67,0,3,13,4.33,0,0,0,0.0,,,0,0,0
136,2007,2007-11-26,11,32.035,PIT,,MIA,W 3-0,,0,0,,0,0,0,0,,0,0.0%,,1,21,21.00,0,2,38,19.00,0,0,0,0.0,,,0,0,0
137,2007,2007-12-02,12,32.041,PIT,,CIN,W 24-10,,0,0,,0,0,0,0,,0,0.0%,,2,26,13.00,0,3,5,1.67,0,0,0,0.0,,,0,0,0
138,2007,2007-12-09,13,32.048,PIT,@,NWE,L 13-34,,0,0,,0,0,0,0,,0,0.0%,,6,123,20.50,0,1,4,4.00,0,0,0,0.0,,,0,0,0
139,2007,2007-12-16,14,32.055,PIT,,JAX,L 22-29,,0,0,,0,0,0,0,,0,0.0%,,2,18,9.00,0,1,12,12.00,0,0,0,0.0,,,0,0,0
140,2007,2007-12-20,15,32.059,PIT,@,STL,W 41-24,,0,0,,0,0,0,0,,0,0.0%,,5,146,29.20,0,2,3,1.50,0,0,0,0.0,,,0,0,0
141,2008,2008-09-07,1,32.321,SFO,,ARI,L 13-23,,0,0,,0,0,0,0,,0,0.0%,,2,58,29.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
142,2008,2008-09-14,2,32.328,SFO,@,SEA,W 33-30,,0,0,,0,0,0,0,,0,0.0%,,5,136,27.20,0,0,0,,0,0,0,0.0,0,0,0,0,0
143,2008,2008-09-21,3,32.335,SFO,,DET,W 31-13,,1,1,1.00,1,0,0,0,,0,0.0%,,3,71,23.67,0,3,38,12.67,0,1,6,0.0,0,0,0,0,0
144,2008,2008-09-28,4,32.342,SFO,@,NOR,L 17-31,,0,0,,0,0,0,0,,0,0.0%,,4,149,37.25,0,0,0,,0,0,0,0.0,0,0,0,0,0
145,2008,2008-10-05,5,32.349,SFO,,NWE,L 21-30,,0,0,,0,0,0,0,,0,0.0%,,3,77,25.67,0,0,0,,0,0,0,0.0,0,0,0,0,0
146,2008,2008-10-12,6,32.356,SFO,,PHI,L 26-40,*,0,0,,0,1,1,4,4.00,0,100.0%,4.00,9,194,21.56,0,1,45,45.00,0,0,0,0.0,0,0,0,0,0
147,2008,2008-10-19,7,32.363,SFO,@,NYG,L 17-29,,0,0,,0,0,0,0,,0,0.0%,,2,42,21.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
