ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
76,1975,1975-12-07,12,31.155,PIT,,CLE,W 31-17,,,,,,,,
77,1975,1975-12-13,13,31.161,PIT,,CIN,W 35-14,,,,,,,,
78,1975,1975-12-20,14,31.168,PIT,@,RAM,L 3-10,,,,,,,,
79,1976,1976-09-12,1,32.069,PIT,@,OAK,L 28-31,,,,,,,,
80,1976,1976-09-19,2,32.076,PIT,,CLE,W 31-14,,,,,,,,
81,1976,1976-09-26,3,32.083,PIT,,NWE,L 27-30,,,,,,,,
82,1976,1976-10-04,4,32.091,PIT,@,MIN,L 6-17,,,,,,,,
83,1976,1976-10-10,5,32.097,PIT,@,CLE,L 16-18,,,,,,,,
84,1976,1976-10-17,6,32.104,PIT,,CIN,W 23-6,,,,,,,,
85,1976,1976-10-24,7,32.111,PIT,@,NYG,W 27-0,,,,,,,,
86,1976,1976-10-31,8,32.118,PIT,,SDG,W 23-0,,,,,,,,
87,1976,1976-11-07,9,32.125,PIT,@,KAN,W 45-0,,,,,,,,
88,1976,1976-11-14,10,32.132,PIT,,MIA,W 14-3,,,,,,,,
89,1976,1976-11-21,11,32.139,PIT,,HOU,W 32-16,,,,,,,,
90,1976,1976-11-28,12,32.146,PIT,@,CIN,W 7-3,,,,,,,,
91,1976,1976-12-05,13,32.153,PIT,,TAM,W 42-0,,,,,,,,
92,1976,1976-12-11,14,32.159,PIT,@,HOU,W 21-0,,,,,,,,
93,1977,1977-10-02,3,33.089,PIT,@,CLE,W 28-14,,,,,,,,
94,1977,1977-10-17,5,33.104,PIT,,CIN,W 20-14,,,,,,,,
95,1977,1977-10-23,6,33.110,PIT,,HOU,W 27-10,,,,,,,,
96,1977,1977-10-30,7,33.117,PIT,@,BAL,L 21-31,,,,,,,,
97,1977,1977-11-06,8,33.124,PIT,@,DEN,L 7-21,,,,,,,,
98,1977,1977-11-13,9,33.131,PIT,,CLE,W 35-31,,,,,,,,
99,1977,1977-11-20,10,33.138,PIT,,DAL,W 28-13,,,,,,,,
100,1977,1977-11-27,11,33.145,PIT,@,NYJ,W 23-20,,,,,,,,
101,1977,1977-12-04,12,33.152,PIT,,SEA,W 30-20,,,,,,,,
102,1977,1977-12-10,13,33.158,PIT,@,CIN,L 10-17,,,,,,,,
103,1977,1977-12-18,14,33.166,PIT,@,SDG,W 10-9,,,,,,,,
104,1978,1978-09-03,1,34.060,PIT,@,BUF,W 28-17,,,,,,,,
105,1978,1978-09-10,2,34.067,PIT,,SEA,W 21-10,,,,,,,,
106,1978,1978-09-17,3,34.074,PIT,@,CIN,W 28-3,,,,,,,,
107,1978,1978-09-24,4,34.081,PIT,,CLE,W 15-9,,,,,,,,
108,1978,1978-10-01,5,34.088,PIT,@,NYJ,W 28-17,,,,,,,,
109,1978,1978-10-08,6,34.095,PIT,,ATL,W 31-7,,,,,,,,
110,1978,1978-10-15,7,34.102,PIT,@,CLE,W 34-14,,,,,,,,
111,1978,1978-10-23,8,34.110,PIT,,HOU,L 17-24,,,,,,,,
112,1978,1978-10-29,9,34.116,PIT,,KAN,W 27-24,,,,,,,,
113,1978,1978-11-05,10,34.123,PIT,,NOR,W 20-14,,,,,,,,
114,1978,1978-11-12,11,34.130,PIT,@,RAM,L 7-10,,,,,,,,
115,1978,1978-11-19,12,34.137,PIT,,CIN,W 7-6,,,,,,,,
116,1978,1978-11-27,13,34.145,PIT,@,SFO,W 24-7,,,,,,,,
117,1978,1978-12-03,14,34.151,PIT,@,HOU,W 13-3,,,,,,,,
118,1978,1978-12-09,15,34.157,PIT,,BAL,W 35-13,,,,,,,,
119,1978,1978-12-16,16,34.164,PIT,@,DEN,W 21-17,,,,,,,,
120,1979,1979-09-03,1,35.060,PIT,@,NWE,W 16-13,,,,,,,,
121,1979,1979-09-23,4,35.080,PIT,,BAL,W 17-13,,,,,,,,
122,1979,1979-09-30,5,35.087,PIT,@,PHI,L 14-17,,,,,,,,
123,1979,1979-10-07,6,35.094,PIT,@,CLE,W 51-35,,,,,,,,
124,1979,1979-10-14,7,35.101,PIT,@,CIN,L 10-34,,,,,,,,
125,1979,1979-10-22,8,35.109,PIT,,DEN,W 42-7,,,,,,,,
126,1979,1979-10-28,9,35.115,PIT,,DAL,W 14-3,,,,,,,,
127,1979,1979-11-04,10,35.122,PIT,,WAS,W 38-7,,,,,,,,
128,1979,1979-11-11,11,35.129,PIT,@,KAN,W 30-3,,,,,,,,
129,1979,1979-11-18,12,35.136,PIT,@,SDG,L 7-35,,,,,,,,
130,1979,1979-11-25,13,35.143,PIT,,CLE,W 33-30,,,,,,,,
131,1979,1979-12-02,14,35.150,PIT,,CIN,W 37-17,,,,,,,,
132,1979,1979-12-10,15,35.158,PIT,@,HOU,L 17-20,,,,,,,,
