ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
155,1978,1978-12-10,15,33.307,CLE,,NYJ,W 37-34,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,3,4,75.0,0,13,0,0,,0
156,1978,1978-12-17,16,33.314,CLE,@,CIN,L 16-48,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,1,1,100.0,0,4,0,0,,0
157,1979,1979-09-02,1,34.208,CLE,@,NYJ,W 25-22,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,4,4,100.0,0,13,0,0,,0
158,1979,1979-09-09,2,34.215,CLE,@,KAN,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
159,1979,1979-09-16,3,34.222,CLE,,BAL,W 13-10,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
160,1979,1979-09-24,4,34.230,CLE,,DAL,W 26-7,,0,0,,0,0,,,,,,,0,0,,0,2,4,50.0,,,,0,2,,,,
161,1979,1979-09-30,5,34.236,CLE,@,HOU,L 10-31,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
162,1979,1979-10-07,6,34.243,CLE,,PIT,L 35-51,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,,0
163,1979,1979-10-14,7,34.250,CLE,,WAS,L 9-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,0.0,1,3,33.3,0,3,0,0,,0
164,1979,1979-10-21,8,34.257,CLE,,CIN,W 28-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
165,1979,1979-10-28,9,34.264,CLE,@,STL,W 38-20,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
166,1979,1979-11-04,10,34.271,CLE,@,PHI,W 24-19,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
167,1979,1979-11-11,11,34.278,CLE,,SEA,L 24-29,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
168,1979,1979-11-18,12,34.285,CLE,,MIA,W 30-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
169,1979,1979-11-25,13,34.292,CLE,@,PIT,L 30-33,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
170,1979,1979-12-02,14,34.299,CLE,,HOU,W 14-7,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
171,1979,1979-12-09,15,34.306,CLE,@,OAK,L 14-19,,0,0,,0,0,,,,,,,0,0,,0,2,2,100.0,,,,0,2,,,,
172,1979,1979-12-16,16,34.313,CLE,@,CIN,L 12-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,0.0,,1,0.0,0,0,0,0,,0
173,1980,1980-09-07,1,35.214,CLE,@,NWE,L 17-34,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
174,1980,1980-09-15,2,35.222,CLE,,HOU,L 7-16,,0,0,,0,0,,,,,,,0,0,,0,1,1,100.0,,,,0,1,,,,
175,1980,1980-09-21,3,35.228,CLE,,KAN,W 20-13,,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,66.7,,2,0.0,0,2,0,0,,0
176,1980,1980-09-28,4,35.235,CLE,@,TAM,W 34-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
177,1980,1980-10-05,5,35.242,CLE,,DEN,L 16-19,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,3,5,60.0,0,10,0,0,,0
178,1980,1980-10-12,6,35.249,CLE,@,SEA,W 27-3,,0,0,,0,0,,,,,,,0,0,,0,3,4,75.0,,,,0,3,,,,
179,1980,1980-10-19,7,35.256,CLE,,GNB,W 26-21,,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,66.7,2,2,100.0,0,8,0,0,,0
180,1980,1980-10-26,8,35.263,CLE,,PIT,W 27-26,,0,0,,0,0,,,,,,,0,0,,0,3,4,75.0,,,,0,3,,,,
181,1980,1980-11-03,9,35.271,CLE,,CHI,W 27-21,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
182,1980,1980-11-09,10,35.277,CLE,@,BAL,W 28-27,,0,0,,0,0,,,,,,,0,0,,0,4,4,100.0,,,,0,4,,,,
183,1980,1980-11-16,11,35.284,CLE,@,PIT,L 13-16,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,3,0.0,0,1,0,0,,0
184,1980,1980-11-23,12,35.291,CLE,,CIN,W 31-7,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
185,1980,1980-11-30,13,35.298,CLE,@,HOU,W 17-14,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
186,1980,1980-12-07,14,35.305,CLE,,NYJ,W 17-14,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
187,1980,1980-12-14,15,35.312,CLE,@,MIN,L 23-28,,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,66.7,1,1,100.0,0,5,0,0,,0
188,1980,1980-12-21,16,35.319,CLE,@,CIN,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
