ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
21,2008,2008-11-23,11,25.216,MIN,@,JAX,W 30-12,,,,,,,,,0,,,,,,,,,,,,,
22,2008,2008-12-07,13,25.230,MIN,@,DET,W 20-16,,8,10,80.00,105,1,0,143.7,1,0,10.50,12.50,3,-1,-0.33,0,,0,0,0.0,0,0
23,2008,2008-12-14,14,25.237,MIN,@,ARI,W 35-14,*,11,17,64.71,163,4,0,135.5,3,6,9.59,14.29,3,3,1.00,0,,0,0,0.0,0,0
24,2008,2008-12-21,15,25.244,MIN,,ATL,L 17-24,*,22,36,61.11,233,2,0,98.5,3,38,6.47,7.58,8,82,10.25,0,,0,0,0.0,0,0
25,2008,2008-12-28,16,25.251,MIN,,NYG,W 20-19,*,16,26,61.54,239,1,1,88.5,2,21,9.19,8.23,1,-4,-4.00,0,,0,0,0.0,0,0
26,2009,2009-09-13,1,26.145,MIN,@,CLE,W 34-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-1,-1.00,0,,0,0,0.0,0,0
27,2009,2009-09-20,2,26.152,MIN,@,DET,W 27-13,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,3,-3,-1.00,0,,0,0,0.0,0,0
28,2009,2009-10-11,5,26.173,MIN,@,STL,W 38-10,,3,3,100.00,68,0,0,118.7,0,0,22.67,22.67,0,0,,0,,0,0,0.0,0,0
29,2009,2009-11-15,9,26.208,MIN,,DET,W 27-10,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-3,-1.00,0,,0,0,0.0,0,0
30,2009,2009-11-22,10,26.215,MIN,,SEA,W 35-9,,6,8,75.00,77,1,0,144.3,0,0,9.63,12.13,2,5,2.50,0,,0,0,0.0,0,0
31,2009,2009-11-29,11,26.222,MIN,,CHI,W 36-10,,0,0,,0,0,0,,0,,,,3,-4,-1.33,0,,0,0,0.0,0,0
32,2009,2009-12-13,13,26.236,MIN,,CIN,W 30-10,,0,0,,0,0,0,,0,,,,2,-1,-0.50,0,,0,0,0.0,0,0
33,2009,2010-01-03,16,26.257,MIN,,NYG,W 44-7,,4,6,66.67,42,0,0,86.8,0,0,7.00,7.00,3,-3,-1.00,0,,0,0,0.0,0,0
34,2010,2010-10-31,7,27.193,MIN,@,NWE,L 18-28,,4,6,66.67,36,1,0,122.2,1,10,6.00,9.33,1,33,33.00,0,1,0,2,0.0,0,0
35,2010,2010-12-05,12,27.228,MIN,,BUF,W 38-14,,15,22,68.18,187,2,3,85.0,1,10,8.50,4.18,2,22,11.00,0,,0,0,0.0,0,0
36,2010,2010-12-13,13,27.236,MIN,,NYG,L 3-21,*,15,30,50.00,118,0,1,46.3,4,23,3.93,2.43,4,8,2.00,0,,0,0,0.0,0,0
37,2011,2011-09-11,1,28.143,SEA,@,SFO,L 17-33,*,21,37,56.76,197,2,1,78.3,5,42,5.32,5.19,4,13,3.25,0,,0,0,0.0,0,0
38,2011,2011-09-18,2,28.150,SEA,@,PIT,L 0-24,*,20,29,68.97,159,0,0,82.4,5,26,5.48,5.48,3,12,4.00,0,,0,0,0.0,0,0
39,2011,2011-09-25,3,28.157,SEA,,ARI,W 13-10,*,18,31,58.06,171,0,1,60.0,4,32,5.52,4.06,4,20,5.00,1,,1,6,0.0,0,0
40,2011,2011-10-02,4,28.164,SEA,,ATL,L 28-30,*,25,38,65.79,319,3,2,96.3,0,0,8.39,7.61,2,16,8.00,0,,0,0,0.0,0,0
41,2011,2011-10-09,5,28.171,SEA,@,NYG,W 36-25,*,15,22,68.18,166,1,1,86.6,4,24,7.55,6.41,4,17,4.25,0,,0,0,0.0,0,0
42,2011,2011-10-30,7,28.192,SEA,,CIN,L 12-34,,21,40,52.50,323,0,1,69.1,2,19,8.08,6.95,1,2,2.00,0,,0,0,0.0,0,0
43,2011,2011-11-06,8,28.199,SEA,@,DAL,L 13-23,*,17,30,56.67,221,0,3,40.4,1,2,7.37,2.87,2,3,1.50,0,,0,0,0.0,0,0
44,2011,2011-11-13,9,28.206,SEA,,BAL,W 22-17,*,17,27,62.96,217,0,0,88.0,1,9,8.04,8.04,5,3,0.60,0,,0,0,0.0,0,0
45,2011,2011-11-20,10,28.213,SEA,@,STL,W 24-7,*,14,24,58.33,148,1,2,55.6,4,40,6.17,3.25,2,10,5.00,0,,0,0,0.0,1,0
46,2011,2011-11-27,11,28.220,SEA,,WAS,L 17-23,*,14,30,46.67,144,2,1,69.3,2,18,4.80,4.63,0,0,,0,,0,0,0.0,0,0
47,2011,2011-12-01,12,28.224,SEA,,PHI,W 31-14,*,13,16,81.25,190,1,0,137.0,3,17,11.88,13.13,2,4,2.00,0,,0,0,0.0,0,0
48,2011,2011-12-12,13,28.235,SEA,,STL,W 30-13,*,21,32,65.63,224,1,0,96.4,2,10,7.00,7.63,5,4,0.80,0,,0,0,0.0,0,0
49,2011,2011-12-18,14,28.241,SEA,@,CHI,W 38-14,*,19,31,61.29,227,1,0,94.4,1,1,7.32,7.97,3,-2,-0.67,0,,0,0,0.0,0,0
50,2011,2011-12-24,15,28.247,SEA,,SFO,L 17-19,*,15,28,53.57,163,1,0,82.9,4,22,5.82,6.54,2,3,1.50,0,,0,0,0.0,0,0
51,2011,2012-01-01,16,28.255,SEA,@,ARI,L 20-23,*,21,35,60.00,222,1,1,76.1,4,31,6.34,5.63,1,3,3.00,0,,0,0,0.0,0,0
52,2013,2013-09-22,3,30.154,SEA,,JAX,W 45-17,,7,8,87.50,129,1,0,158.3,0,0,16.13,18.63,3,2,0.67,1,,1,6,0.0,0,0
53,2013,2013-10-06,5,30.168,SEA,@,IND,L 28-34,,,,,,,,,,,,,,,,,,,,,,
54,2013,2013-11-17,11,30.210,SEA,,MIN,W 41-20,,1,3,33.33,6,0,0,42.4,0,0,2.00,2.00,1,-1,-1.00,0,,0,0,0.0,0,0
55,2013,2013-12-15,14,30.238,SEA,@,NYG,W 23-0,,2,2,100.00,16,0,0,100.0,0,0,8.00,8.00,0,0,,0,,0,0,0.0,0,0
56,2014,2014-12-21,15,31.244,SEA,@,ARI,W 35-6,,1,1,100.00,0,0,0,79.2,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0
57,2015,2015-12-06,12,32.229,SEA,@,MIN,W 38-7,,0,1,0.00,0,0,0,39.6,1,6,0.00,0.00,2,-2,-1.00,0,,0,0,0.0,0,0
58,2015,2015-12-13,13,32.236,SEA,@,BAL,W 35-6,,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,3,-3,-1.00,0,,0,0,0.0,0,0
59,2015,2015-12-20,14,32.243,SEA,,CLE,W 30-13,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,,0,0,0.0,0,0
60,2015,2016-01-03,16,32.257,SEA,@,ARI,W 36-6,,3,4,75.00,28,0,0,93.7,0,0,7.00,7.00,2,-2,-1.00,0,,0,0,0.0,0,0
