ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
57,2000,2000-11-20,11,27.042,STL,,WAS,L 20-33,*,0,0,,0,0.0,1,23,0
58,2000,2000-11-26,12,27.048,STL,,NOR,L 24-31,,,,,,,,,
59,2000,2000-12-03,13,27.055,STL,@,CAR,L 3-16,,,,,,,,,
60,2000,2000-12-10,14,27.062,STL,,MIN,W 40-29,*,,,,,,,,
61,2000,2000-12-18,15,27.070,STL,@,TAM,L 35-38,,0,0,,0,0.0,2,0,0
62,2000,2000-12-24,16,27.076,STL,@,NOR,W 26-21,,,,,,,,,
63,2001,2001-09-09,1,27.335,STL,@,PHI,W 20-17,,,,,,,,,
64,2001,2001-09-23,2,27.349,STL,@,SFO,W 30-26,*,,,,,,,,
65,2001,2001-09-30,3,27.356,STL,,MIA,W 42-10,*,,,,,,,,
66,2001,2001-10-08,4,27.364,STL,@,DET,W 35-0,*,0,0,,0,0.0,1,0,0
67,2001,2001-10-14,5,28.005,STL,,NYG,W 15-14,*,0,0,,0,0.0,1,23,0
68,2001,2001-10-21,6,28.012,STL,@,NYJ,W 34-14,*,,,,,,,,
69,2001,2001-10-28,7,28.019,STL,,NOR,L 31-34,*,,,,,,,,
70,2001,2001-11-11,8,28.033,STL,,CAR,W 48-14,*,,,,,,,,
71,2001,2001-11-18,9,28.040,STL,@,NWE,W 24-17,*,0,0,,0,0.0,1,0,0
72,2001,2001-11-26,10,28.048,STL,,TAM,L 17-24,*,,,,,,,,
73,2001,2001-12-02,11,28.054,STL,@,ATL,W 35-6,*,,,,,,,,
74,2001,2001-12-09,12,28.061,STL,,SFO,W 27-14,*,,,,,,,,
75,2001,2001-12-17,13,28.069,STL,@,NOR,W 34-21,*,,,,,,,,
76,2001,2001-12-23,14,28.075,STL,@,CAR,W 38-32,*,,,,,,,,
77,2001,2001-12-30,15,28.082,STL,,IND,W 42-17,*,,,,,,,,
78,2001,2002-01-06,16,28.089,STL,,ATL,W 31-13,*,0,0,,0,0.0,1,43,0
79,2002,2002-09-08,1,28.334,STL,@,DEN,L 16-23,,,,,,,,,
80,2002,2002-09-15,2,28.341,STL,,NYG,L 21-26,,,,,,,,,
81,2002,2002-09-23,3,28.349,STL,@,TAM,L 14-26,,,,,,,,,
82,2002,2002-10-20,7,29.011,STL,,SEA,W 37-20,*,,,,,,,,
83,2002,2002-11-03,8,29.025,STL,@,ARI,W 27-14,,,,,,,,,
84,2002,2002-11-10,9,29.032,STL,,SDG,W 28-24,,0,0,,0,0.0,1,0,0
85,2002,2002-11-18,10,29.040,STL,,CHI,W 21-16,,,,,,,,,
86,2002,2002-11-24,11,29.046,STL,@,WAS,L 17-20,*,,,,,,,,
87,2002,2002-12-01,12,29.053,STL,@,PHI,L 3-10,,,,,,,,,
88,2002,2002-12-08,13,29.060,STL,@,KAN,L 10-49,*,,,,,,,,
89,2002,2002-12-15,14,29.067,STL,,ARI,W 30-28,,,,,,,,,
90,2002,2002-12-22,15,29.074,STL,@,SEA,L 10-30,*,,,,,,,,
91,2002,2002-12-30,16,29.082,STL,,SFO,W 31-20,,,,,,,,,
92,2003,2003-09-07,1,29.333,KAN,,SDG,W 27-14,*,,,,,,,,
93,2003,2003-09-14,2,29.340,KAN,,PIT,W 41-20,*,,,,,,,,
94,2003,2003-09-21,3,29.347,KAN,@,HOU,W 42-14,*,0,0,,0,0.0,1,0,0
95,2003,2003-09-28,4,29.354,KAN,@,BAL,W 17-10,*,0,0,,0,0.0,2,0,0
96,2003,2003-10-05,5,29.361,KAN,,DEN,W 24-23,*,,,,,,,,
97,2003,2003-10-12,6,30.003,KAN,@,GNB,W 40-34,*,,,,,,,,
98,2003,2003-10-20,7,30.011,KAN,@,OAK,W 17-10,*,0,0,,0,0.0,1,-3,0
99,2003,2003-10-26,8,30.017,KAN,,BUF,W 38-5,*,0,0,,0,0.0,1,0,0
100,2003,2003-11-09,9,30.031,KAN,,CLE,W 41-20,*,,,,,,,,
101,2003,2003-11-16,10,30.038,KAN,@,CIN,L 19-24,*,,,,,,,,
102,2003,2003-11-23,11,30.045,KAN,,OAK,W 27-24,*,,,,,,,,
103,2003,2003-11-30,12,30.052,KAN,@,SDG,W 28-24,*,0,0,,0,0.0,1,0,0
104,2003,2003-12-07,13,30.059,KAN,@,DEN,L 27-45,*,,,,,,,,
105,2003,2003-12-14,14,30.066,KAN,,DET,W 45-17,*,,,,,,,,
106,2003,2003-12-20,15,30.072,KAN,@,MIN,L 20-45,*,,,,,,,,
107,2003,2003-12-28,16,30.080,KAN,,CHI,W 31-3,*,,,,,,,,
108,2004,2004-09-12,1,30.339,KAN,@,DEN,L 24-34,*,,,,,,,,
109,2004,2004-09-19,2,30.346,KAN,,CAR,L 17-28,*,,,,,,,,
110,2004,2004-09-26,3,30.353,KAN,,HOU,L 21-24,,,,,,,,,
111,2004,2004-10-04,4,30.361,KAN,@,BAL,W 27-24,,,,,,,,,
112,2004,2004-10-17,5,31.008,KAN,@,JAX,L 16-22,*,,,,,,,,
113,2004,2004-10-24,6,31.015,KAN,,ATL,W 56-10,,,,,,,,,
114,2004,2004-11-22,10,31.044,KAN,,NWE,L 19-27,,,,,,,,,
115,2004,2004-11-28,11,31.050,KAN,,SDG,L 31-34,,,,,,,,,
116,2004,2004-12-05,12,31.057,KAN,@,OAK,W 34-27,,,,,,,,,
117,2004,2004-12-13,13,31.065,KAN,@,TEN,W 49-38,,,,,,,,,
118,2004,2004-12-19,14,31.071,KAN,,DEN,W 45-17,*,0,0,,0,0.0,2,23,0
119,2004,2004-12-25,15,31.077,KAN,,OAK,W 31-30,*,,,,,,,,
120,2004,2005-01-02,16,31.085,KAN,@,SDG,L 17-24,*,,,,,,,,
121,2005,2005-09-11,1,31.337,KAN,,NYJ,W 27-7,*,,,,,,,,
122,2005,2005-09-18,2,31.344,KAN,@,OAK,W 23-17,*,,,,,,,,
123,2005,2005-09-26,3,31.352,KAN,@,DEN,L 10-30,*,,,,,,,,
124,2005,2005-10-02,4,31.358,KAN,,PHI,L 31-37,*,0,0,,0,0.0,1,0,0
125,2005,2005-10-16,5,32.007,KAN,,WAS,W 28-21,*,,,,,,,,
126,2005,2005-11-20,10,32.042,KAN,@,HOU,W 45-17,,,,,,,,,
127,2005,2005-11-27,11,32.049,KAN,,NWE,W 26-16,,,,,,,,,
128,2005,2005-12-04,12,32.056,KAN,,DEN,W 31-27,,,,,,,,,
129,2005,2005-12-11,13,32.063,KAN,@,DAL,L 28-31,,,,,,,,,
130,2005,2005-12-17,14,32.069,KAN,@,NYG,L 17-27,,0,0,,0,0.0,1,0,0
131,2005,2005-12-24,15,32.076,KAN,,SDG,W 20-7,,,,,,,,,
132,2005,2006-01-01,16,32.084,KAN,,CIN,W 37-3,,,,,,,,,
133,2006,2006-09-10,1,32.336,HOU,,PHI,L 10-24,,,,,,,,,
134,2006,2006-09-17,2,32.343,HOU,@,IND,L 24-43,*,,,,,,,,
135,2006,2006-09-24,3,32.350,HOU,,WAS,L 15-31,*,,,,,,,,
136,2006,2006-10-01,4,32.357,HOU,,MIA,W 17-15,,,,,,,,,
137,2006,2006-10-15,5,33.006,HOU,@,DAL,L 6-34,*,,,,,,,,
138,2006,2006-10-22,6,33.013,HOU,,JAX,W 27-7,,,,,,,,,
139,2006,2006-10-29,7,33.020,HOU,@,TEN,L 22-28,,,,,,,,,
140,2006,2006-11-05,8,33.027,HOU,@,NYG,L 10-14,,,,,,,,,
141,2006,2006-11-12,9,33.034,HOU,@,JAX,W 13-10,,,,,,,,,
142,2006,2006-11-19,10,33.041,HOU,,BUF,L 21-24,,,,,,,,,
143,2006,2006-11-26,11,33.048,HOU,@,NYJ,L 11-26,,,,,,,,,
144,2006,2006-12-03,12,33.055,HOU,@,OAK,W 23-14,,0,0,,0,0.0,1,19,0
145,2006,2006-12-10,13,33.062,HOU,,TEN,L 20-26,,,,,,,,,
146,2006,2006-12-17,14,33.069,HOU,@,NWE,L 7-40,*,,,,,,,,
147,2006,2006-12-24,15,33.076,HOU,,IND,W 27-24,*,,,,,,,,
148,2006,2006-12-31,16,33.083,HOU,,CLE,W 14-6,,,,,,,,,
